encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,passes_90pct_recall_at_50pct_removal
resnet50,dpp_subspace,3,7,7,0.7142857142857143,0.380952380952381,0.0018446076262152048,0.06201409401228265,-0.004698082378932418,0.8571428571428572,False
resnet50,dpp_subspace,5,7,7,0.7142857142857143,0.42857142857142855,0.0015130259101968793,0.05174895684923992,-0.00023379666464670316,0.7619047619047619,False
resnet50,dpp_subspace,10,7,7,0.7142857142857143,0.6666666666666666,0.00143302703178597,0.046284547800306323,0.0001259905951363573,0.5238095238095238,False
resnet50,facility_subspace,3,7,7,0.0,0.14285714285714285,0.0068319275553919145,0.19228391522003746,0.00017886161804197314,0.8571428571428572,False
resnet50,facility_subspace,5,7,7,0.14285714285714285,0.19047619047619047,0.004538476577760274,0.12128304959690965,0.002857433046613408,0.7619047619047619,False
resnet50,facility_subspace,10,7,7,0.42857142857142855,0.47619047619047616,0.002301612016747469,0.04530948922808509,0.0033160601343427292,0.5238095238095238,False
resnet50,full_merged_rank,3,7,7,0.7142857142857143,0.380952380952381,0.0018446076262152048,0.06201409401228265,-0.004698082378932418,0.8571428571428572,False
resnet50,full_merged_rank,5,7,7,0.7142857142857143,0.5238095238095237,0.0017340796930607352,0.05859236012477377,-0.002912368093218138,0.7619047619047619,False
resnet50,full_merged_rank,10,7,7,0.7142857142857143,0.619047619047619,0.0015130259101968793,0.05174895684923992,-0.00023379666464670316,0.5238095238095238,False
resnet50,kcenter_subspace,3,7,7,0.7142857142857143,0.38095238095238093,0.00013142813001359204,0.008977320983348937,0.0012237020901271212,0.8571428571428572,False
resnet50,kcenter_subspace,5,7,7,0.7142857142857143,0.38095238095238093,0.00013142813001359204,0.008977320983348937,0.0012237020901271212,0.7619047619047619,False
resnet50,kcenter_subspace,10,7,7,0.8571428571428571,0.619047619047619,5.142890248976961e-05,0.003512906252239378,0.00034920488085064615,0.5238095238095238,False
resnet50,pool_vendi_subspace,3,7,7,0.7142857142857143,0.38095238095238093,0.00013142813001359204,0.008977320983348937,0.0012237020901271212,0.8571428571428572,False
resnet50,pool_vendi_subspace,5,7,7,0.7142857142857143,0.38095238095238093,0.00013142813001359204,0.008977320983348937,0.0012237020901271212,0.7619047619047619,False
resnet50,pool_vendi_subspace,10,7,7,0.8571428571428571,0.619047619047619,5.142890248976961e-05,0.003512906252239378,0.00034920488085064615,0.5238095238095238,False
resnet50,random,3,700,7,0.14,0.14714285714285713,0.007765734276167736,0.19090427113993672,0.005590903350285103,0.8571428571428572,False
resnet50,random,5,700,7,0.23,0.24428571428571427,0.00556035664230614,0.13318940557239659,0.004277326038905538,0.7619047619047619,False
resnet50,random,10,700,7,0.44,0.47047619047619055,0.003109991284934001,0.07392437939843383,0.0025998796905789944,0.5238095238095238,False
resnet50,rank_only,3,7,7,0.5714285714285714,0.47619047619047616,0.002424879107645233,0.0799781866064767,-0.0014548693384443137,0.8571428571428572,False
resnet50,rank_only,5,7,7,0.7142857142857143,0.5238095238095237,0.0017340796930607352,0.05859236012477377,-0.002912368093218138,0.7619047619047619,False
resnet50,rank_only,10,7,7,0.7142857142857143,0.619047619047619,0.0015130259101968793,0.05174895684923992,-0.00023379666464670316,0.5238095238095238,False
