encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_examples,target_validation_protocol,target_cv_folds,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,bloodmnist,medical,0,beans,0.8529980760824288,0.013530167041792968,0.8461539149|0.8309178352|0.8550724387|0.8689320683|0.8640776873,1034,stratified_5_fold,5,20260907,0.8671875,500,600,256,128,0.01,2.043177179992199,0.15388594195246696,npu:5
resnet50,bloodmnist,medical,0,dtd,0.6183510780334472,0.012331915201578506,0.6289893389|0.5944149494|0.6250000000|0.6236702204|0.6196808815,3760,stratified_5_fold,5,20260907,0.6154254674911499,500,600,256,128,0.01,2.043177179992199,0.07623622380197048,npu:5
resnet50,bloodmnist,medical,0,eurosat,0.9057999886512756,0.003539959708431196,0.9055665731|0.9071856141|0.9059059620|0.8996990919|0.9106425047,5000,stratified_5_fold,5,20260907,0.9129629731178284,500,600,256,128,0.01,2.043177179992199,0.04597191885113716,npu:5
resnet50,bloodmnist,medical,0,flowers102,0.6539216279983521,0.037151548116659786,0.6470588446|0.7009804249|0.6666667461|0.6666667461|0.5882353783,1020,stratified_5_fold,5,20260907,0.6649999618530273,500,600,256,128,0.01,2.043177179992199,0.04455209709703922,npu:5
resnet50,bloodmnist,medical,0,food101,0.4006000238060951,0.015092126712646174,0.3732673228|0.4178218246|0.4049504995|0.4089109302|0.3979167044,5000,stratified_5_fold,5,20260907,0.42739999294281006,500,600,256,128,0.01,2.043177179992199,0.04618478938937187,npu:5
resnet50,bloodmnist,medical,0,gtsrb,0.6744000195264817,0.007864235260422478,0.6725664139|0.6756218672|0.6613386869|0.6770623922|0.6856561899,5000,stratified_5_fold,5,20260907,0.5784000158309937,500,600,256,128,0.01,2.043177179992199,0.04771973565220833,npu:5
resnet50,bloodmnist,medical,0,oxford_pets,0.9029891125371923,0.006142229826784161,0.9133963585|0.9008152485|0.8967391253|0.9061225057|0.8978201151,3680,stratified_5_fold,5,20260907,0.8778958320617676,500,600,256,128,0.01,2.043177179992199,0.04734042473137379,npu:5
resnet50,bloodmnist,medical,1,beans,0.8404255565868356,0.027986594293308045,0.8701924086|0.8647342920|0.8357487917|0.8398058414|0.7912621498,1034,stratified_5_fold,5,20260907,0.8671875,500,600,256,128,0.01,1.2277921698987484,0.0405594389885664,npu:5
resnet50,bloodmnist,medical,1,dtd,0.6175532221794129,0.016277813235633307,0.6236702204|0.5997340679|0.6250000596|0.5984042883|0.6409574747,3760,stratified_5_fold,5,20260907,0.6186169385910034,500,600,256,128,0.01,1.2277921698987484,0.04317758046090603,npu:5
resnet50,bloodmnist,medical,1,eurosat,0.8971999717473984,0.008492586980732101,0.9075546265|0.9011976123|0.9019018412|0.8836508989|0.8915662766,5000,stratified_5_fold,5,20260907,0.9044444561004639,500,600,256,128,0.01,1.2277921698987484,0.03884769603610039,npu:5
