encoder,target,method,replicate,shortlist_size,candidate_count,removed_fraction,best_candidate_recall,best_candidate_confidence_set_recall,top3_candidate_recall,best_candidate_family_recall,top3_candidate_family_recall,oracle_source,oracle_sources,oracle_source_count,oracle_confidence_sources,oracle_confidence_source_count,oracle_source_family,oracle_source_families,selected_source,selected_source_family,shortlist,shortlist_families,candidate_family_count,selected_family_count,removed_family_fraction,oracle_validation_accuracy,selected_validation_accuracy,validation_regret,normalized_validation_regret,adapter_seeds,primary_tie_tolerance,oracle_validation_margin_to_second,stage2_evaluations,exhaustive_stage2_evaluations,best_candidate_recall_tol_0,best_candidate_recall_tol_0p001,best_candidate_recall_tol_0p002,best_candidate_recall_tol_0p005
clip_b32,beans,agglomerative_subspace,-1,3,21,0.8571428571428572,0,0,0.0,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,cifar100_coarse,cifar100_shared_images,bloodmnist|cifar100_coarse|dermamnist,bloodmnist|cifar100_shared_images|dermamnist,17,3,0.8235294117647058,0.8842037524891083,0.8799484392737359,0.004255313215372425,0.3113203457360297,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,dpp_subspace,-1,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,rendered_sst2|tiny_imagenet|stl10,rendered_sst2|stl10|tiny_imagenet,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,exact_merged_rank_greedy,-1,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,rendered_sst2|tiny_imagenet|stl10,rendered_sst2|stl10|tiny_imagenet,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,facility_subspace,-1,3,21,0.8571428571428572,1,1,0.3333333333333333,1,0.6666666666666666,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,mnist,handwritten_digits,organcmnist|cifar100_coarse|mnist,cifar100_shared_images|handwritten_digits|organmnist_views,17,3,0.8235294117647058,0.8842037524891083,0.8842037524891083,0.0,0.0,5,1e-12,0.00303030362980794,3,21,1,1,1,1
clip_b32,beans,kcenter_subspace,-1,3,21,0.8571428571428572,0,1,0.3333333333333333,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,rendered_sst2|stl10|retinamnist,rendered_sst2|retinamnist|stl10,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,leverage_centroid,-1,3,21,0.8571428571428572,0,1,0.3333333333333333,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,rendered_sst2|tiny_imagenet|retinamnist,rendered_sst2|retinamnist|tiny_imagenet,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,pool_vendi_subspace,-1,3,21,0.8571428571428572,0,1,0.3333333333333333,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,rendered_sst2|stl10|retinamnist,rendered_sst2|retinamnist|stl10,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,rank_l_gram,-1,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,stl10|rendered_sst2|tiny_imagenet,rendered_sst2|stl10|tiny_imagenet,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,rank_only,-1,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,rendered_sst2|tiny_imagenet|stl10,rendered_sst2|stl10|tiny_imagenet,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,0,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,fashion_mnist|organamnist|rendered_sst2,fashion_mnist|organmnist_views|rendered_sst2,17,3,0.8235294117647058,0.8842037524891083,0.8807221289222122,0.003481623566896075,0.2547169145277434,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,1,3,21,0.8571428571428572,0,0,0.3333333333333333,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,fashion_mnist|organsmnist|retinamnist,fashion_mnist|organmnist_views|retinamnist,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,2,3,21,0.8571428571428572,1,1,0.3333333333333333,1,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,mnist,handwritten_digits,dermamnist|mnist|rendered_sst2,dermamnist|handwritten_digits|rendered_sst2,17,3,0.8235294117647058,0.8842037524891083,0.8842037524891083,0.0,0.0,5,1e-12,0.00303030362980794,3,21,1,1,1,1
clip_b32,beans,random,3,3,21,0.8571428571428572,0,0,0.3333333333333333,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,cifar10|retinamnist|stl10,cifar10|retinamnist|stl10,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,4,3,21,0.8571428571428572,0,0,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,dermamnist|fashion_mnist|pneumoniamnist,dermamnist|fashion_mnist|pneumoniamnist,17,3,0.8235294117647058,0.8842037524891083,0.8807221289222122,0.003481623566896075,0.2547169145277434,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,5,3,21,0.8571428571428572,0,1,0.3333333333333333,0,0.3333333333333333,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,organamnist|pneumoniamnist|retinamnist,organmnist_views|pneumoniamnist|retinamnist,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,6,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,bloodmnist|rendered_sst2|tiny_imagenet,bloodmnist|rendered_sst2|tiny_imagenet,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,7,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,breastmnist|rendered_sst2|svhn,breastmnist|rendered_sst2|svhn,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,8,3,21,0.8571428571428572,0,1,0.3333333333333333,1,0.6666666666666666,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,retinamnist,retinamnist,retinamnist|tissuemnist|usps,handwritten_digits|retinamnist|tissuemnist,17,3,0.8235294117647058,0.8842037524891083,0.8809800277057576,0.0032237247833507565,0.23584894068079285,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,9,3,21,0.8571428571428572,0,0,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,dermamnist|fashion_mnist|organsmnist,dermamnist|fashion_mnist|organmnist_views,17,3,0.8235294117647058,0.8842037524891083,0.8807221289222122,0.003481623566896075,0.2547169145277434,5,1e-12,0.00303030362980794,3,21,0,0,0,1
clip_b32,beans,random,10,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,organamnist,organmnist_views,bloodmnist|organamnist|organsmnist,bloodmnist|organmnist_views,17,2,0.8823529411764706,0.8842037524891083,0.8767891816905358,0.007414570798572551,0.5424528413459815,5,1e-12,0.00303030362980794,3,21,0,0,0,0
clip_b32,beans,random,11,3,21,0.8571428571428572,0,0,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,tissuemnist,tissuemnist,breastmnist|svhn|tissuemnist,breastmnist|svhn|tissuemnist,17,3,0.8235294117647058,0.8842037524891083,0.8754352206418317,0.008768531847276662,0.6415091505908439,5,1e-12,0.00303030362980794,3,21,0,0,0,0
clip_b32,beans,random,12,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,tiny_imagenet,tiny_imagenet,organamnist|organsmnist|tiny_imagenet,organmnist_views|tiny_imagenet,17,2,0.8823529411764706,0.8842037524891083,0.8785944661503834,0.005609286338724928,0.4103775383667963,5,1e-12,0.00303030362980794,3,21,0,0,0,0
clip_b32,beans,random,13,3,21,0.8571428571428572,0,1,0.0,0,0.0,mnist,mnist,1,cifar100|mnist|organamnist|organcmnist|rendered_sst2|tiny_imagenet|usps,7,handwritten_digits,handwritten_digits,rendered_sst2,rendered_sst2,pneumoniamnist|rendered_sst2|svhn,pneumoniamnist|rendered_sst2|svhn,17,3,0.8235294117647058,0.8842037524891083,0.8793036887178415,0.004900063771266838,0.35849054351358123,5,1e-12,0.00303030362980794,3,21,0,0,0,1
