readout,metric,method,shortlist_size,comparator,comparator_budget,target_domain,paired_loss_difference
logistic,nll,second_moment_mmd,50,random,50,quickdraw,-0.032628880753892364
logistic,nll,second_moment_mmd,50,random,50,real,-0.0816529166920884
logistic,nll,second_moment_mmd,50,random,50,sketch,-0.04249116291186328
logistic,nll,second_moment_mmd,50,random,227,clipart,-0.012118101035901663
logistic,nll,second_moment_mmd,50,random,227,infograph,0.0002949231240571004
logistic,nll,second_moment_mmd,50,random,227,painting,-0.009783269428821018
logistic,nll,second_moment_mmd,50,random,227,quickdraw,-0.008317964384932153
logistic,nll,second_moment_mmd,50,random,227,real,-0.017700742097277955
logistic,nll,second_moment_mmd,50,random,227,sketch,-0.0018682628919874933
logistic,nll,second_moment_mmd,100,exhaustive,455,clipart,0.0
logistic,nll,second_moment_mmd,100,exhaustive,455,infograph,0.00033926247792265274
logistic,nll,second_moment_mmd,100,exhaustive,455,painting,0.0
logistic,nll,second_moment_mmd,100,exhaustive,455,quickdraw,0.0
logistic,nll,second_moment_mmd,100,exhaustive,455,real,0.0
logistic,nll,second_moment_mmd,100,exhaustive,455,sketch,0.0
logistic,nll,second_moment_mmd,100,random,100,clipart,-0.0528089568978688
logistic,nll,second_moment_mmd,100,random,100,infograph,-0.017409723216598616
logistic,nll,second_moment_mmd,100,random,100,painting,-0.020219552513464023
logistic,nll,second_moment_mmd,100,random,100,quickdraw,-0.02482982866225203
logistic,nll,second_moment_mmd,100,random,100,real,-0.05540768979674848
logistic,nll,second_moment_mmd,100,random,100,sketch,-0.016809675039188288
logistic,nll,second_moment_mmd,100,random,227,clipart,-0.016340802732337234
logistic,nll,second_moment_mmd,100,random,227,infograph,-0.008096174832450731
logistic,nll,second_moment_mmd,100,random,227,painting,-0.008293630058587187
logistic,nll,second_moment_mmd,100,random,227,quickdraw,-0.01092702833052761
logistic,nll,second_moment_mmd,100,random,227,real,-0.017700742097277955
logistic,nll,second_moment_mmd,100,random,227,sketch,-6.173428082090204e-05
logistic,nll,second_moment_mmd,227,exhaustive,455,clipart,0.0
logistic,nll,second_moment_mmd,227,exhaustive,455,infograph,0.0
logistic,nll,second_moment_mmd,227,exhaustive,455,painting,0.0
logistic,nll,second_moment_mmd,227,exhaustive,455,quickdraw,0.0
logistic,nll,second_moment_mmd,227,exhaustive,455,real,0.0
logistic,nll,second_moment_mmd,227,exhaustive,455,sketch,0.0
logistic,nll,second_moment_mmd,227,random,227,clipart,-0.016340802732337234
logistic,nll,second_moment_mmd,227,random,227,infograph,-0.008435437310373384
logistic,nll,second_moment_mmd,227,random,227,painting,-0.008293630058587187
logistic,nll,second_moment_mmd,227,random,227,quickdraw,-0.01092702833052761
logistic,nll,second_moment_mmd,227,random,227,real,-0.017700742097277955
logistic,nll,second_moment_mmd,227,random,227,sketch,-6.173428082090204e-05
logistic,nll,target_a,10,exhaustive,455,clipart,0.049948891629063075
logistic,nll,target_a,10,exhaustive,455,infograph,0.030633334405438917
logistic,nll,target_a,10,exhaustive,455,painting,0.002416314452668211
logistic,nll,target_a,10,exhaustive,455,quickdraw,0.05653068162378838
logistic,nll,target_a,10,exhaustive,455,real,0.0
logistic,nll,target_a,10,exhaustive,455,sketch,0.025178348307752174
logistic,nll,target_a,10,random,10,clipart,-0.16689266300595718
logistic,nll,target_a,10,random,10,infograph,-0.07424417242018128
logistic,nll,target_a,10,random,10,painting,-0.23963072920250444
logistic,nll,target_a,10,random,10,quickdraw,-0.008325463640482922
logistic,nll,target_a,10,random,10,real,-0.19092936229080787
logistic,nll,target_a,10,random,10,sketch,-0.08386554033247262
logistic,nll,target_a,10,random,227,clipart,0.03360808889672584
logistic,nll,target_a,10,random,227,infograph,0.022197897095065533
logistic,nll,target_a,10,random,227,painting,-0.005877315605918976
logistic,nll,target_a,10,random,227,quickdraw,0.04560365329326077
logistic,nll,target_a,10,random,227,real,-0.017700742097277955
logistic,nll,target_a,10,random,227,sketch,0.025116614026931272
logistic,nll,target_a,25,exhaustive,455,clipart,0.00470407342266993
logistic,nll,target_a,25,exhaustive,455,infograph,0.02695845433329319
logistic,nll,target_a,25,exhaustive,455,painting,-0.0014896393702338306
logistic,nll,target_a,25,exhaustive,455,quickdraw,0.0485828591323797
logistic,nll,target_a,25,exhaustive,455,real,0.0
logistic,nll,target_a,25,exhaustive,455,sketch,-0.001536466486786181
logistic,nll,target_a,25,random,25,clipart,-0.13456677622577767
logistic,nll,target_a,25,random,25,infograph,-0.030692406352149593
logistic,nll,target_a,25,random,25,painting,-0.1099550648964226
logistic,nll,target_a,25,random,25,quickdraw,0.001097766169765313
logistic,nll,target_a,25,random,25,real,-0.12779262278445952
logistic,nll,target_a,25,random,25,sketch,-0.06715010659689613
logistic,nll,target_a,25,random,227,clipart,-0.011636729309667304
logistic,nll,target_a,25,random,227,infograph,0.018523017022919808
logistic,nll,target_a,25,random,227,painting,-0.009783269428821018
logistic,nll,target_a,25,random,227,quickdraw,0.037655830801852086
logistic,nll,target_a,25,random,227,real,-0.017700742097277955
logistic,nll,target_a,25,random,227,sketch,-0.001598200767607083
logistic,nll,target_a,50,exhaustive,455,clipart,0.0
logistic,nll,target_a,50,exhaustive,455,infograph,0.006775606771020515
logistic,nll,target_a,50,exhaustive,455,painting,-0.0014896393702338306
logistic,nll,target_a,50,exhaustive,455,quickdraw,0.028495856300410072
logistic,nll,target_a,50,exhaustive,455,real,0.0
logistic,nll,target_a,50,exhaustive,455,sketch,-0.0035872928795086523
logistic,nll,target_a,50,random,50,clipart,-0.0918573449816874
logistic,nll,target_a,50,random,50,infograph,-0.02970125050267408
logistic,nll,target_a,50,random,50,painting,-0.06091844631997562
logistic,nll,target_a,50,random,50,quickdraw,-0.00674208839907775
logistic,nll,target_a,50,random,50,real,-0.0816529166920884
logistic,nll,target_a,50,random,50,sketch,-0.04427192718020534
logistic,nll,target_a,50,random,227,clipart,-0.016340802732337234
logistic,nll,target_a,50,random,227,infograph,-0.001659830539352869
logistic,nll,target_a,50,random,227,painting,-0.009783269428821018
logistic,nll,target_a,50,random,227,quickdraw,0.01756882796988246
logistic,nll,target_a,50,random,227,real,-0.017700742097277955
logistic,nll,target_a,50,random,227,sketch,-0.0036490271603295543
logistic,nll,target_a,100,exhaustive,455,clipart,0.0
logistic,nll,target_a,100,exhaustive,455,infograph,0.0
logistic,nll,target_a,100,exhaustive,455,painting,0.0
logistic,nll,target_a,100,exhaustive,455,quickdraw,0.016865051135972142
logistic,nll,target_a,100,exhaustive,455,real,0.0
logistic,nll,target_a,100,exhaustive,455,sketch,0.0
logistic,nll,target_a,100,random,100,clipart,-0.0528089568978688
logistic,nll,target_a,100,random,100,infograph,-0.01774898569452127
logistic,nll,target_a,100,random,100,painting,-0.020219552513464023
logistic,nll,target_a,100,random,100,quickdraw,-0.007964777526279887
logistic,nll,target_a,100,random,100,real,-0.05540768979674848
logistic,nll,target_a,100,random,100,sketch,-0.016809675039188288
logistic,nll,target_a,100,random,227,clipart,-0.016340802732337234
logistic,nll,target_a,100,random,227,infograph,-0.008435437310373384
logistic,nll,target_a,100,random,227,painting,-0.008293630058587187
logistic,nll,target_a,100,random,227,quickdraw,0.005938022805444532
logistic,nll,target_a,100,random,227,real,-0.017700742097277955
logistic,nll,target_a,100,random,227,sketch,-6.173428082090204e-05
logistic,nll,target_a,227,exhaustive,455,clipart,0.0
logistic,nll,target_a,227,exhaustive,455,infograph,0.0
logistic,nll,target_a,227,exhaustive,455,painting,0.0
logistic,nll,target_a,227,exhaustive,455,quickdraw,0.0
logistic,nll,target_a,227,exhaustive,455,real,0.0
logistic,nll,target_a,227,exhaustive,455,sketch,0.0
logistic,nll,target_a,227,random,227,clipart,-0.016340802732337234
logistic,nll,target_a,227,random,227,infograph,-0.008435437310373384
logistic,nll,target_a,227,random,227,painting,-0.008293630058587187
logistic,nll,target_a,227,random,227,quickdraw,-0.01092702833052761
logistic,nll,target_a,227,random,227,real,-0.017700742097277955
logistic,nll,target_a,227,random,227,sketch,-6.173428082090204e-05
ridge,brier_score,second_moment_mmd,10,exhaustive,455,clipart,0.00011925489626921082
ridge,brier_score,second_moment_mmd,10,exhaustive,455,infograph,7.773661209330152e-05
ridge,brier_score,second_moment_mmd,10,exhaustive,455,painting,1.1019104385848189e-05
ridge,brier_score,second_moment_mmd,10,exhaustive,455,quickdraw,2.3301512848863948e-05
ridge,brier_score,second_moment_mmd,10,exhaustive,455,real,-2.2135354958152664e-06
ridge,brier_score,second_moment_mmd,10,exhaustive,455,sketch,1.8181274244133405e-05
ridge,brier_score,second_moment_mmd,10,random,10,clipart,-0.0002647762280328786
ridge,brier_score,second_moment_mmd,10,random,10,infograph,-0.00017029662551119873
ridge,brier_score,second_moment_mmd,10,random,10,painting,-0.0005124747297621524
ridge,brier_score,second_moment_mmd,10,random,10,quickdraw,-7.622318640605752e-05
ridge,brier_score,second_moment_mmd,10,random,10,real,-0.0003501838199739121
ridge,brier_score,second_moment_mmd,10,random,10,sketch,-0.00026313368997248066
ridge,brier_score,second_moment_mmd,10,random,227,clipart,7.898357650587551e-05
ridge,brier_score,second_moment_mmd,10,random,227,infograph,4.959100356245749e-05
ridge,brier_score,second_moment_mmd,10,random,227,painting,-5.026097509576444e-05
ridge,brier_score,second_moment_mmd,10,random,227,quickdraw,1.3731584869502989e-05
ridge,brier_score,second_moment_mmd,10,random,227,real,-2.7012161550057923e-05
ridge,brier_score,second_moment_mmd,10,random,227,sketch,8.183578127957114e-06
ridge,brier_score,second_moment_mmd,25,exhaustive,455,clipart,1.3932632276739132e-05
ridge,brier_score,second_moment_mmd,25,exhaustive,455,infograph,1.2383223100154162e-05
ridge,brier_score,second_moment_mmd,25,exhaustive,455,painting,0.0
ridge,brier_score,second_moment_mmd,25,exhaustive,455,quickdraw,2.0832545466753505e-06
ridge,brier_score,second_moment_mmd,25,exhaustive,455,real,0.0
ridge,brier_score,second_moment_mmd,25,exhaustive,455,sketch,1.63302318119396e-06
ridge,brier_score,second_moment_mmd,25,random,25,clipart,-0.0002619616673700531
ridge,brier_score,second_moment_mmd,25,random,25,infograph,-0.00014756646635580295
ridge,brier_score,second_moment_mmd,25,random,25,painting,-0.00024995800655723543
ridge,brier_score,second_moment_mmd,25,random,25,quickdraw,-7.202938413636284e-05
ridge,brier_score,second_moment_mmd,25,random,25,real,-0.00023542310784237241
ridge,brier_score,second_moment_mmd,25,random,25,sketch,-0.00018292012626776322
ridge,brier_score,second_moment_mmd,25,random,227,clipart,-2.633868748659618e-05
ridge,brier_score,second_moment_mmd,25,random,227,infograph,-1.5762385430689863e-05
ridge,brier_score,second_moment_mmd,25,random,227,painting,-6.128007948161263e-05
ridge,brier_score,second_moment_mmd,25,random,227,quickdraw,-7.486673432685609e-06
ridge,brier_score,second_moment_mmd,25,random,227,real,-2.4798626054242656e-05
ridge,brier_score,second_moment_mmd,25,random,227,sketch,-8.364672934982331e-06
ridge,brier_score,second_moment_mmd,50,exhaustive,455,clipart,9.830885493306019e-07
ridge,brier_score,second_moment_mmd,50,exhaustive,455,infograph,1.2521566091425185e-05
ridge,brier_score,second_moment_mmd,50,exhaustive,455,painting,0.0
ridge,brier_score,second_moment_mmd,50,exhaustive,455,quickdraw,0.0
ridge,brier_score,second_moment_mmd,50,exhaustive,455,real,0.0
ridge,brier_score,second_moment_mmd,50,exhaustive,455,sketch,1.63302318119396e-06
ridge,brier_score,second_moment_mmd,50,random,50,clipart,-0.00018928659613764998
ridge,brier_score,second_moment_mmd,50,random,50,infograph,-8.203131857234536e-05
ridge,brier_score,second_moment_mmd,50,random,50,painting,-0.00015677601649559392
ridge,brier_score,second_moment_mmd,50,random,50,quickdraw,-5.7870834623705014e-05
ridge,brier_score,second_moment_mmd,50,random,50,real,-0.00014739273429485722
ridge,brier_score,second_moment_mmd,50,random,50,sketch,-0.00012040977237769146
ridge,brier_score,second_moment_mmd,50,random,227,clipart,-3.928823121400471e-05
ridge,brier_score,second_moment_mmd,50,random,227,infograph,-1.562404243941884e-05
ridge,brier_score,second_moment_mmd,50,random,227,painting,-6.128007948161263e-05
ridge,brier_score,second_moment_mmd,50,random,227,quickdraw,-9.56992797936096e-06
ridge,brier_score,second_moment_mmd,50,random,227,real,-2.4798626054242656e-05
ridge,brier_score,second_moment_mmd,50,random,227,sketch,-8.364672934982331e-06
ridge,brier_score,second_moment_mmd,100,exhaustive,455,clipart,0.0
ridge,brier_score,second_moment_mmd,100,exhaustive,455,infograph,0.0
ridge,brier_score,second_moment_mmd,100,exhaustive,455,painting,0.0
ridge,brier_score,second_moment_mmd,100,exhaustive,455,quickdraw,0.0
ridge,brier_score,second_moment_mmd,100,exhaustive,455,real,0.0
ridge,brier_score,second_moment_mmd,100,exhaustive,455,sketch,0.0
ridge,brier_score,second_moment_mmd,100,random,100,clipart,-0.00011376845722987916
ridge,brier_score,second_moment_mmd,100,random,100,infograph,-6.20890067356411e-05
ridge,brier_score,second_moment_mmd,100,random,100,painting,-0.0001004441910419096
ridge,brier_score,second_moment_mmd,100,random,100,quickdraw,-3.408018596694207e-05
ridge,brier_score,second_moment_mmd,100,random,100,real,-9.725362513639257e-05
ridge,brier_score,second_moment_mmd,100,random,100,sketch,-5.530168641708355e-05
ridge,brier_score,second_moment_mmd,100,random,227,clipart,-4.027131976333531e-05
ridge,brier_score,second_moment_mmd,100,random,227,infograph,-2.8145608530844024e-05
ridge,brier_score,second_moment_mmd,100,random,227,painting,-6.128007948161263e-05
ridge,brier_score,second_moment_mmd,100,random,227,quickdraw,-9.56992797936096e-06
ridge,brier_score,second_moment_mmd,100,random,227,real,-2.4798626054242656e-05
ridge,brier_score,second_moment_mmd,100,random,227,sketch,-9.997696116176291e-06
ridge,brier_score,second_moment_mmd,227,exhaustive,455,clipart,0.0
ridge,brier_score,second_moment_mmd,227,exhaustive,455,infograph,0.0
ridge,brier_score,second_moment_mmd,227,exhaustive,455,painting,0.0
ridge,brier_score,second_moment_mmd,227,exhaustive,455,quickdraw,0.0
ridge,brier_score,second_moment_mmd,227,exhaustive,455,real,0.0
ridge,brier_score,second_moment_mmd,227,exhaustive,455,sketch,0.0
ridge,brier_score,second_moment_mmd,227,random,227,clipart,-4.027131976333531e-05
ridge,brier_score,second_moment_mmd,227,random,227,infograph,-2.8145608530844024e-05
ridge,brier_score,second_moment_mmd,227,random,227,painting,-6.128007948161263e-05
ridge,brier_score,second_moment_mmd,227,random,227,quickdraw,-9.56992797936096e-06
ridge,brier_score,second_moment_mmd,227,random,227,real,-2.4798626054242656e-05
ridge,brier_score,second_moment_mmd,227,random,227,sketch,-9.997696116176291e-06
ridge,brier_score,target_a,10,exhaustive,455,clipart,0.00014564697553795525
ridge,brier_score,target_a,10,exhaustive,455,infograph,0.00018813832525110818
ridge,brier_score,target_a,10,exhaustive,455,painting,6.887871603629414e-05
ridge,brier_score,target_a,10,exhaustive,455,quickdraw,7.448852640494497e-05
ridge,brier_score,target_a,10,exhaustive,455,real,-5.4461148822071426e-06
ridge,brier_score,target_a,10,exhaustive,455,sketch,0.00010410052655002167
ridge,brier_score,target_a,10,random,10,clipart,-0.00023838414876413416
ridge,brier_score,target_a,10,random,10,infograph,-5.989491235339206e-05
ridge,brier_score,target_a,10,random,10,painting,-0.0004546151181117064
ridge,brier_score,target_a,10,random,10,quickdraw,-2.50361728499765e-05
ridge,brier_score,target_a,10,random,10,real,-0.000353416399360304
ridge,brier_score,target_a,10,random,10,sketch,-0.0001772144376665924
ridge,brier_score,target_a,10,random,227,clipart,0.00010537565577461994
ridge,brier_score,target_a,10,random,227,infograph,0.00015999271672026416
ridge,brier_score,target_a,10,random,227,painting,7.598636554681515e-06
ridge,brier_score,target_a,10,random,227,quickdraw,6.4918598425584e-05
ridge,brier_score,target_a,10,random,227,real,-3.02447409364498e-05
ridge,brier_score,target_a,10,random,227,sketch,9.410283043384537e-05
ridge,brier_score,target_a,25,exhaustive,455,clipart,6.741715096850176e-05
ridge,brier_score,target_a,25,exhaustive,455,infograph,0.00015907428037693905
ridge,brier_score,target_a,25,exhaustive,455,painting,0.0
ridge,brier_score,target_a,25,exhaustive,455,quickdraw,4.931383524857391e-05
ridge,brier_score,target_a,25,exhaustive,455,real,0.0
ridge,brier_score,target_a,25,exhaustive,455,sketch,9.684304070370353e-05
ridge,brier_score,target_a,25,random,25,clipart,-0.00020847714867829048
ridge,brier_score,target_a,25,random,25,infograph,-8.754090790180635e-07
ridge,brier_score,target_a,25,random,25,painting,-0.00024995800655723543
ridge,brier_score,target_a,25,random,25,quickdraw,-2.4798803434464278e-05
ridge,brier_score,target_a,25,random,25,real,-0.00023542310784237241
ridge,brier_score,target_a,25,random,25,sketch,-8.771010874525365e-05
ridge,brier_score,target_a,25,random,227,clipart,2.714583120516645e-05
ridge,brier_score,target_a,25,random,227,infograph,0.00013092867184609502
ridge,brier_score,target_a,25,random,227,painting,-6.128007948161263e-05
ridge,brier_score,target_a,25,random,227,quickdraw,3.974390726921295e-05
ridge,brier_score,target_a,25,random,227,real,-2.4798626054242656e-05
ridge,brier_score,target_a,25,random,227,sketch,8.684534458752724e-05
ridge,brier_score,target_a,50,exhaustive,455,clipart,0.0
ridge,brier_score,target_a,50,exhaustive,455,infograph,8.018552417664304e-05
ridge,brier_score,target_a,50,exhaustive,455,painting,0.0
ridge,brier_score,target_a,50,exhaustive,455,quickdraw,4.431096529644574e-05
ridge,brier_score,target_a,50,exhaustive,455,real,0.0
ridge,brier_score,target_a,50,exhaustive,455,sketch,7.707367880624427e-06
ridge,brier_score,target_a,50,random,50,clipart,-0.00019026968468698058
ridge,brier_score,target_a,50,random,50,infograph,-1.43673604871275e-05
ridge,brier_score,target_a,50,random,50,painting,-0.00015677601649559392
ridge,brier_score,target_a,50,random,50,quickdraw,-1.3559869327259277e-05
ridge,brier_score,target_a,50,random,50,real,-0.00014739273429485722
ridge,brier_score,target_a,50,random,50,sketch,-0.00011433542767826099
ridge,brier_score,target_a,50,random,227,clipart,-4.027131976333531e-05
ridge,brier_score,target_a,50,random,227,infograph,5.203991564579902e-05
ridge,brier_score,target_a,50,random,227,painting,-6.128007948161263e-05
ridge,brier_score,target_a,50,random,227,quickdraw,3.474103731708478e-05
ridge,brier_score,target_a,50,random,227,real,-2.4798626054242656e-05
ridge,brier_score,target_a,50,random,227,sketch,-2.290328235551864e-06
ridge,brier_score,target_a,100,exhaustive,455,clipart,0.0
ridge,brier_score,target_a,100,exhaustive,455,infograph,5.7080562423914016e-05
ridge,brier_score,target_a,100,exhaustive,455,painting,0.0
ridge,brier_score,target_a,100,exhaustive,455,quickdraw,1.9367029413935866e-06
ridge,brier_score,target_a,100,exhaustive,455,real,0.0
ridge,brier_score,target_a,100,exhaustive,455,sketch,-8.125534905895071e-07
ridge,brier_score,target_a,100,random,100,clipart,-0.00011376845722987916
ridge,brier_score,target_a,100,random,100,infograph,-5.008444311727089e-06
ridge,brier_score,target_a,100,random,100,painting,-0.0001004441910419096
ridge,brier_score,target_a,100,random,100,quickdraw,-3.214348302554848e-05
ridge,brier_score,target_a,100,random,100,real,-9.725362513639257e-05
ridge,brier_score,target_a,100,random,100,sketch,-5.611423990767306e-05
ridge,brier_score,target_a,100,random,227,clipart,-4.027131976333531e-05
ridge,brier_score,target_a,100,random,227,infograph,2.8934953893069992e-05
ridge,brier_score,target_a,100,random,227,painting,-6.128007948161263e-05
ridge,brier_score,target_a,100,random,227,quickdraw,-7.633225037967373e-06
ridge,brier_score,target_a,100,random,227,real,-2.4798626054242656e-05
ridge,brier_score,target_a,100,random,227,sketch,-1.0810249606765798e-05
ridge,brier_score,target_a,227,exhaustive,455,clipart,0.0
ridge,brier_score,target_a,227,exhaustive,455,infograph,0.0
ridge,brier_score,target_a,227,exhaustive,455,painting,0.0
ridge,brier_score,target_a,227,exhaustive,455,quickdraw,0.0
ridge,brier_score,target_a,227,exhaustive,455,real,0.0
ridge,brier_score,target_a,227,exhaustive,455,sketch,0.0
ridge,brier_score,target_a,227,random,227,clipart,-4.027131976333531e-05
ridge,brier_score,target_a,227,random,227,infograph,-2.8145608530844024e-05
ridge,brier_score,target_a,227,random,227,painting,-6.128007948161263e-05
ridge,brier_score,target_a,227,random,227,quickdraw,-9.56992797936096e-06
ridge,brier_score,target_a,227,random,227,real,-2.4798626054242656e-05
ridge,brier_score,target_a,227,random,227,sketch,-9.997696116176291e-06
ridge,error_rate,second_moment_mmd,10,exhaustive,455,clipart,0.0179443359375
ridge,error_rate,second_moment_mmd,10,exhaustive,455,infograph,0.01055908203125
ridge,error_rate,second_moment_mmd,10,exhaustive,455,painting,0.00372314453125
ridge,error_rate,second_moment_mmd,10,exhaustive,455,quickdraw,-0.0030517578125
ridge,error_rate,second_moment_mmd,10,exhaustive,455,real,0.01165771484375
ridge,error_rate,second_moment_mmd,10,exhaustive,455,sketch,0.004150390625
ridge,error_rate,second_moment_mmd,10,random,10,clipart,-0.02120056152343748
ridge,error_rate,second_moment_mmd,10,random,10,infograph,-0.009451293945312494
ridge,error_rate,second_moment_mmd,10,random,10,painting,-0.055413818359375006
ridge,error_rate,second_moment_mmd,10,random,10,quickdraw,-0.011187744140624983
ridge,error_rate,second_moment_mmd,10,random,10,real,-0.03639526367187501
ridge,error_rate,second_moment_mmd,10,random,10,sketch,-0.024520874023437507
ridge,error_rate,second_moment_mmd,10,random,227,clipart,0.011483764648437506
ridge,error_rate,second_moment_mmd,10,random,227,infograph,0.009289550781250017
ridge,error_rate,second_moment_mmd,10,random,227,painting,-0.0023010253906250167
ridge,error_rate,second_moment_mmd,10,random,227,quickdraw,-0.003799438476562486
ridge,error_rate,second_moment_mmd,10,random,227,real,-7.324218750000278e-05
ridge,error_rate,second_moment_mmd,10,random,227,sketch,0.0012176513671875028
ridge,error_rate,second_moment_mmd,25,exhaustive,455,clipart,0.00762939453125
ridge,error_rate,second_moment_mmd,25,exhaustive,455,infograph,0.00592041015625
ridge,error_rate,second_moment_mmd,25,exhaustive,455,painting,0.00189208984375
ridge,error_rate,second_moment_mmd,25,exhaustive,455,quickdraw,-0.00225830078125
ridge,error_rate,second_moment_mmd,25,exhaustive,455,real,0.00128173828125
ridge,error_rate,second_moment_mmd,25,exhaustive,455,sketch,-0.001220703125
ridge,error_rate,second_moment_mmd,25,random,25,clipart,-0.020501708984375012
ridge,error_rate,second_moment_mmd,25,random,25,infograph,-0.007415771484375
ridge,error_rate,second_moment_mmd,25,random,25,painting,-0.029907226562499993
ridge,error_rate,second_moment_mmd,25,random,25,quickdraw,-0.006274414062500011
ridge,error_rate,second_moment_mmd,25,random,25,real,-0.03499755859374999
ridge,error_rate,second_moment_mmd,25,random,25,sketch,-0.017700195312500007
ridge,error_rate,second_moment_mmd,25,random,227,clipart,0.0011688232421875056
ridge,error_rate,second_moment_mmd,25,random,227,infograph,0.004650878906250017
ridge,error_rate,second_moment_mmd,25,random,227,painting,-0.004132080078125017
ridge,error_rate,second_moment_mmd,25,random,227,quickdraw,-0.003005981445312486
ridge,error_rate,second_moment_mmd,25,random,227,real,-0.010449218750000003
ridge,error_rate,second_moment_mmd,25,random,227,sketch,-0.004153442382812497
ridge,error_rate,second_moment_mmd,50,exhaustive,455,clipart,0.00396728515625
ridge,error_rate,second_moment_mmd,50,exhaustive,455,infograph,0.007080078125
ridge,error_rate,second_moment_mmd,50,exhaustive,455,painting,0.00189208984375
ridge,error_rate,second_moment_mmd,50,exhaustive,455,quickdraw,-0.00164794921875
ridge,error_rate,second_moment_mmd,50,exhaustive,455,real,0.0050048828125
ridge,error_rate,second_moment_mmd,50,exhaustive,455,sketch,-0.0008544921875
ridge,error_rate,second_moment_mmd,50,random,50,clipart,-0.0182098388671875
ridge,error_rate,second_moment_mmd,50,random,50,infograph,-0.0018432617187500167
ridge,error_rate,second_moment_mmd,50,random,50,painting,-0.02106323242187501
ridge,error_rate,second_moment_mmd,50,random,50,quickdraw,-0.004769897460937519
ridge,error_rate,second_moment_mmd,50,random,50,real,-0.021841430664062494
ridge,error_rate,second_moment_mmd,50,random,50,sketch,-0.013519287109375007
ridge,error_rate,second_moment_mmd,50,random,227,clipart,-0.0024932861328124944
ridge,error_rate,second_moment_mmd,50,random,227,infograph,0.005810546875000017
ridge,error_rate,second_moment_mmd,50,random,227,painting,-0.004132080078125017
ridge,error_rate,second_moment_mmd,50,random,227,quickdraw,-0.002395629882812486
ridge,error_rate,second_moment_mmd,50,random,227,real,-0.006726074218750003
ridge,error_rate,second_moment_mmd,50,random,227,sketch,-0.0037872314453124972
ridge,error_rate,second_moment_mmd,100,exhaustive,455,clipart,0.0
ridge,error_rate,second_moment_mmd,100,exhaustive,455,infograph,-0.0020751953125
ridge,error_rate,second_moment_mmd,100,exhaustive,455,painting,0.0
ridge,error_rate,second_moment_mmd,100,exhaustive,455,quickdraw,-0.0010986328125
ridge,error_rate,second_moment_mmd,100,exhaustive,455,real,0.00201416015625
ridge,error_rate,second_moment_mmd,100,exhaustive,455,sketch,0.0
ridge,error_rate,second_moment_mmd,100,random,100,clipart,-0.015945434570312493
ridge,error_rate,second_moment_mmd,100,random,100,infograph,-0.0073303222656249944
ridge,error_rate,second_moment_mmd,100,random,100,painting,-0.011260986328125014
ridge,error_rate,second_moment_mmd,100,random,100,quickdraw,-0.0032592773437499917
ridge,error_rate,second_moment_mmd,100,random,100,real,-0.0186065673828125
ridge,error_rate,second_moment_mmd,100,random,100,sketch,-0.00714111328125
ridge,error_rate,second_moment_mmd,100,random,227,clipart,-0.0064605712890624944
ridge,error_rate,second_moment_mmd,100,random,227,infograph,-0.0033447265624999833
ridge,error_rate,second_moment_mmd,100,random,227,painting,-0.006024169921875017
ridge,error_rate,second_moment_mmd,100,random,227,quickdraw,-0.0018463134765624861
ridge,error_rate,second_moment_mmd,100,random,227,real,-0.009716796875000003
ridge,error_rate,second_moment_mmd,100,random,227,sketch,-0.0029327392578124972
ridge,error_rate,second_moment_mmd,227,exhaustive,455,clipart,0.0
ridge,error_rate,second_moment_mmd,227,exhaustive,455,infograph,0.0
ridge,error_rate,second_moment_mmd,227,exhaustive,455,painting,0.0
ridge,error_rate,second_moment_mmd,227,exhaustive,455,quickdraw,-0.0010986328125
ridge,error_rate,second_moment_mmd,227,exhaustive,455,real,0.0
ridge,error_rate,second_moment_mmd,227,exhaustive,455,sketch,0.0
ridge,error_rate,second_moment_mmd,227,random,227,clipart,-0.0064605712890624944
ridge,error_rate,second_moment_mmd,227,random,227,infograph,-0.0012695312499999833
ridge,error_rate,second_moment_mmd,227,random,227,painting,-0.006024169921875017
ridge,error_rate,second_moment_mmd,227,random,227,quickdraw,-0.0018463134765624861
ridge,error_rate,second_moment_mmd,227,random,227,real,-0.011730957031250003
ridge,error_rate,second_moment_mmd,227,random,227,sketch,-0.0029327392578124972
ridge,error_rate,target_a,10,exhaustive,455,clipart,0.01617431640625
ridge,error_rate,target_a,10,exhaustive,455,infograph,0.01153564453125
ridge,error_rate,target_a,10,exhaustive,455,painting,-0.00018310546875
ridge,error_rate,target_a,10,exhaustive,455,quickdraw,0.00799560546875
ridge,error_rate,target_a,10,exhaustive,455,real,0.00128173828125
ridge,error_rate,target_a,10,exhaustive,455,sketch,0.00079345703125
ridge,error_rate,target_a,10,random,10,clipart,-0.02297058105468748
ridge,error_rate,target_a,10,random,10,infograph,-0.008474731445312494
ridge,error_rate,target_a,10,random,10,painting,-0.059320068359375006
ridge,error_rate,target_a,10,random,10,quickdraw,-0.00014038085937498335
ridge,error_rate,target_a,10,random,10,real,-0.04677124023437501
ridge,error_rate,target_a,10,random,10,sketch,-0.027877807617187507
ridge,error_rate,target_a,10,random,227,clipart,0.009713745117187506
ridge,error_rate,target_a,10,random,227,infograph,0.010266113281250017
ridge,error_rate,target_a,10,random,227,painting,-0.006207275390625017
