encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
clip_b32,bloodmnist,medical,0,beans,0.8990384936332703,0.8828125,500,600,256,128,0.01,2.0205820575356483,0.13329942151904106,npu:6
clip_b32,bloodmnist,medical,0,dtd,0.6382979154586792,0.6797872185707092,500,600,256,128,0.01,2.0205820575356483,0.0586477629840374,npu:6
clip_b32,bloodmnist,medical,0,eurosat,0.9045724868774414,0.9103703498840332,500,600,256,128,0.01,2.0205820575356483,0.023386716842651367,npu:6
clip_b32,bloodmnist,medical,0,flowers102,0.7843137979507446,0.8361999988555908,500,600,256,128,0.01,2.0205820575356483,0.02324848249554634,npu:6
clip_b32,bloodmnist,medical,0,food101,0.6891089677810669,0.7389999628067017,500,600,256,128,0.01,2.0205820575356483,0.022462163120508194,npu:6
clip_b32,bloodmnist,medical,0,gtsrb,0.7954769134521484,0.7447999715805054,500,600,256,128,0.01,2.0205820575356483,0.019929543137550354,npu:6
clip_b32,bloodmnist,medical,0,oxford_pets,0.82679283618927,0.7819569110870361,500,600,256,128,0.01,2.0205820575356483,0.020516345277428627,npu:6
clip_b32,bloodmnist,medical,1,beans,0.8701924085617065,0.875,500,600,256,128,0.01,1.196434048935771,0.01884853094816208,npu:6
clip_b32,bloodmnist,medical,1,dtd,0.6502659916877747,0.6638298034667969,500,600,256,128,0.01,1.196434048935771,0.020579563453793526,npu:6
clip_b32,bloodmnist,medical,1,eurosat,0.9055665731430054,0.9129629731178284,500,600,256,128,0.01,1.196434048935771,0.020245885476469994,npu:6
clip_b32,bloodmnist,medical,1,flowers102,0.7941176891326904,0.8375999927520752,500,600,256,128,0.01,1.196434048935771,0.0193424504250288,npu:6
clip_b32,bloodmnist,medical,1,food101,0.6920791864395142,0.739799976348877,500,600,256,128,0.01,1.196434048935771,0.021185507997870445,npu:6
