encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,passes_90pct_recall_at_50pct_removal
dinov2_b14,dpp_subspace,3,7,7,0.8571428571428571,0.38095238095238093,0.0002801094736371658,0.04761885461254078,7.428441728864397e-05,0.8571428571428572,False
dinov2_b14,dpp_subspace,5,7,7,1.0,0.5119047619047619,0.0,0.0,8.571147918701172e-05,0.7619047619047619,True
dinov2_b14,dpp_subspace,10,7,7,1.0,0.6904761904761906,0.0,0.0,0.0,0.5238095238095238,True
dinov2_b14,facility_subspace,3,7,7,0.14285714285714285,0.16666666666666666,0.0046966620853969064,0.18372173233763153,0.003965464660099568,0.8571428571428572,False
dinov2_b14,facility_subspace,5,7,7,0.2857142857142857,0.26190476190476186,0.0027765086718968108,0.10565362300809292,0.0035874230521065753,0.7619047619047619,False
dinov2_b14,facility_subspace,10,7,7,0.2857142857142857,0.4523809523809524,0.002116225446973525,0.08444855153672663,0.005179194041660863,0.5238095238095238,False
dinov2_b14,full_merged_rank,3,7,7,0.8571428571428571,0.36904761904761907,0.0012362633432660816,0.055900631162116445,0.002232142857142857,0.8571428571428572,False
dinov2_b14,full_merged_rank,5,7,7,1.0,0.511904761904762,0.0,0.0,0.0,0.7619047619047619,True
dinov2_b14,full_merged_rank,10,7,7,1.0,0.7380952380952381,0.0,0.0,0.0,0.5238095238095238,True
dinov2_b14,kcenter_subspace,3,7,7,0.7142857142857143,0.2857142857142857,0.0019257732800074892,0.10455510786206508,0.002220356464385977,0.8571428571428572,False
dinov2_b14,kcenter_subspace,5,7,7,0.7142857142857143,0.2857142857142857,0.0019257732800074892,0.10455510786206508,0.002220356464385977,0.7619047619047619,False
dinov2_b14,kcenter_subspace,10,7,7,0.8571428571428571,0.46428571428571425,0.0012362633432660816,0.055900631162116445,0.0020489283970424044,0.5238095238095238,False
dinov2_b14,pool_vendi_subspace,3,7,7,0.7142857142857143,0.2857142857142857,0.0019257732800074892,0.10455510786206508,0.002220356464385977,0.8571428571428572,False
dinov2_b14,pool_vendi_subspace,5,7,7,0.7142857142857143,0.33333333333333337,0.0016510452542986157,0.09213261704026708,0.001550713607243126,0.7619047619047619,False
dinov2_b14,pool_vendi_subspace,10,7,7,0.8571428571428571,0.46428571428571425,0.0012362633432660816,0.055900631162116445,0.0020489283970424044,0.5238095238095238,False
dinov2_b14,random,3,700,7,0.16285714285714287,0.1357142857142857,0.005683873278754092,0.2187693819153974,0.00560108089447021,0.8571428571428572,False
dinov2_b14,random,5,700,7,0.30714285714285716,0.23595238095238089,0.0037528171028409613,0.1415409317958703,0.0042148620060511975,0.7619047619047619,False
dinov2_b14,random,10,700,7,0.56,0.476547619047619,0.0016940579754965593,0.0631764277180686,0.0026996836491993484,0.5238095238095238,False
dinov2_b14,rank_only,3,7,7,0.8571428571428571,0.36904761904761907,0.0008241704532078334,0.03726685642702051,0.0008928571428571397,0.8571428571428572,False
dinov2_b14,rank_only,5,7,7,1.0,0.511904761904762,0.0,0.0,0.0,0.7619047619047619,True
dinov2_b14,rank_only,10,7,7,1.0,0.7380952380952381,0.0,0.0,0.0,0.5238095238095238,True
