encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
dinov2_b14,bloodmnist,medical,0,beans,0.9134616255760193,0.890625,500,600,256,128,0.01,2.0927000995725393,0.1169185321778059,npu:6
dinov2_b14,bloodmnist,medical,0,dtd,0.7553191781044006,0.7473404407501221,500,600,256,128,0.01,2.0927000995725393,0.0470841471105814,npu:6
dinov2_b14,bloodmnist,medical,0,eurosat,0.8986082673072815,0.9085185527801514,500,600,256,128,0.01,2.0927000995725393,0.014949139207601547,npu:6
dinov2_b14,bloodmnist,medical,0,flowers102,1.0,0.995199978351593,500,600,256,128,0.01,2.0927000995725393,0.01214672066271305,npu:6
dinov2_b14,bloodmnist,medical,0,food101,0.7504950761795044,0.7931999564170837,500,600,256,128,0.01,2.0927000995725393,0.01388210617005825,npu:6
dinov2_b14,bloodmnist,medical,0,gtsrb,0.6332350373268127,0.5237999558448792,500,600,256,128,0.01,2.0927000995725393,0.026313135400414467,npu:6
dinov2_b14,bloodmnist,medical,0,oxford_pets,0.9377536177635193,0.9373126029968262,500,600,256,128,0.01,2.0927000995725393,0.039049770683050156,npu:6
dinov2_b14,bloodmnist,medical,1,beans,0.951923131942749,0.9375,500,600,256,128,0.01,1.269901854917407,0.009377092123031616,npu:6
dinov2_b14,bloodmnist,medical,1,dtd,0.7819149494171143,0.7441489100456238,500,600,256,128,0.01,1.269901854917407,0.010101763531565666,npu:6
dinov2_b14,bloodmnist,medical,1,eurosat,0.902584433555603,0.9048147797584534,500,600,256,128,0.01,1.269901854917407,0.010864727199077606,npu:6
dinov2_b14,bloodmnist,medical,1,flowers102,1.0,0.9943999648094177,500,600,256,128,0.01,1.269901854917407,0.010814685374498367,npu:6
dinov2_b14,bloodmnist,medical,1,food101,0.7524752616882324,0.7991999387741089,500,600,256,128,0.01,1.269901854917407,0.012125231325626373,npu:6
dinov2_b14,bloodmnist,medical,1,gtsrb,0.6391347050666809,0.5183999538421631,500,600,256,128,0.01,1.269901854917407,0.011754121631383896,npu:6
dinov2_b14,bloodmnist,medical,1,oxford_pets,0.9350472688674927,0.934859573841095,500,600,256,128,0.01,1.269901854917407,0.010605234652757645,npu:6
dinov2_b14,bloodmnist,medical,2,beans,0.9375000596046448,0.921875,500,600,256,128,0.01,1.257154481485486,0.00898773968219757,npu:6
dinov2_b14,bloodmnist,medical,2,dtd,0.7606383562088013,0.7409574389457703,500,600,256,128,0.01,1.257154481485486,0.010368997231125832,npu:6
dinov2_b14,bloodmnist,medical,2,eurosat,0.902584433555603,0.9088888764381409,500,600,256,128,0.01,1.257154481485486,0.01133398711681366,npu:6
dinov2_b14,bloodmnist,medical,2,flowers102,1.0,0.9941999912261963,500,600,256,128,0.01,1.257154481485486,0.010565822944045067,npu:6
dinov2_b14,bloodmnist,medical,2,food101,0.7396039962768555,0.7973999977111816,500,600,256,128,0.01,1.257154481485486,0.02280334383249283,npu:6
dinov2_b14,bloodmnist,medical,2,gtsrb,0.6548672914505005,0.5289999842643738,500,600,256,128,0.01,1.257154481485486,0.012207470834255219,npu:6
dinov2_b14,bloodmnist,medical,2,oxford_pets,0.9472259283065796,0.9362223744392395,500,600,256,128,0.01,1.257154481485486,0.010583508759737015,npu:6
dinov2_b14,bloodmnist,medical,3,beans,0.9182692766189575,0.921875,500,600,256,128,0.01,1.2824105843901634,0.008808858692646027,npu:6
dinov2_b14,bloodmnist,medical,3,dtd,0.7327128052711487,0.7324467301368713,500,600,256,128,0.01,1.2824105843901634,0.010008834302425385,npu:6
dinov2_b14,bloodmnist,medical,3,eurosat,0.8966202139854431,0.9085185527801514,500,600,256,128,0.01,1.2824105843901634,0.011012423783540726,npu:6
dinov2_b14,bloodmnist,medical,3,flowers102,1.0,0.9941999912261963,500,600,256,128,0.01,1.2824105843901634,0.010331284254789352,npu:6
dinov2_b14,bloodmnist,medical,3,food101,0.7445545196533203,0.796999990940094,500,600,256,128,0.01,1.2824105843901634,0.012405810877680779,npu:6
dinov2_b14,bloodmnist,medical,3,gtsrb,0.6381514668464661,0.5167999863624573,500,600,256,128,0.01,1.2824105843901634,0.011570440605282784,npu:6
dinov2_b14,bloodmnist,medical,3,oxford_pets,0.9458727240562439,0.9364949464797974,500,600,256,128,0.01,1.2824105843901634,0.010534275323152542,npu:6
