encoder,target_domain,method,shortlist_size,shortlist_reduction,true_top_q_recall,selected_normalized_regret,best_shortlist_normalized_regret,screen_spearman_vs_test_brier
dinov2_b14,infograph,target_energy,25,0.945054945054945,0.0,0.00029480591913800055,0.00029480591913800055,-0.12363045023606117
dinov2_b14,infograph,target_energy,50,0.8901098901098901,0.0,0.00027301222526727775,0.00027301222526727775,-0.12363045023606117
dinov2_b14,infograph,target_energy,100,0.7802197802197802,0.3,0.0,0.0,-0.12363045023606117
dinov2_b14,infograph,target_energy,227,0.5010989010989011,0.7,0.0,0.0,-0.12363045023606117
dinov2_b14,painting,bayesian_d,10,0.978021978021978,0.0,0.0004501574619378219,0.0004501574619378219,0.6193656795326167
dinov2_b14,painting,bayesian_d,25,0.945054945054945,0.1,0.00022118982495990293,0.00022118982495990293,0.6193656795326167
dinov2_b14,painting,bayesian_d,50,0.8901098901098901,0.6,9.269149944443229e-05,9.269149944443229e-05,0.6193656795326167
dinov2_b14,painting,bayesian_d,100,0.7802197802197802,1.0,0.0,0.0,0.6193656795326167
dinov2_b14,painting,bayesian_d,227,0.5010989010989011,1.0,0.0,0.0,0.6193656795326167
dinov2_b14,painting,domain_balance,10,0.978021978021978,0.0,0.0006080952366118515,0.0006080952366118515,0.019673973140237923
dinov2_b14,painting,domain_balance,25,0.945054945054945,0.0,0.0006080952366118515,0.0006080952366118515,0.019673973140237923
dinov2_b14,painting,domain_balance,50,0.8901098901098901,0.2,6.808443388179817e-05,6.808443388179817e-05,0.019673973140237923
dinov2_b14,painting,domain_balance,100,0.7802197802197802,0.3,6.808443388179817e-05,6.808443388179817e-05,0.019673973140237923
dinov2_b14,painting,domain_balance,227,0.5010989010989011,0.6,9.269149944443229e-05,6.808443388179817e-05,0.019673973140237923
dinov2_b14,painting,dpp_subspace,10,0.978021978021978,0.0,0.0008728500086102987,0.0008728500086102987,0.08757385670207372
dinov2_b14,painting,dpp_subspace,25,0.945054945054945,0.0,0.0008728500086102987,0.0008728500086102987,0.08757385670207372
dinov2_b14,painting,dpp_subspace,50,0.8901098901098901,0.0,0.0005968843759661914,0.0005968843759661914,0.08757385670207372
dinov2_b14,painting,dpp_subspace,100,0.7802197802197802,0.1,0.00022118982495990293,0.00022118982495990293,0.08757385670207372
dinov2_b14,painting,dpp_subspace,227,0.5010989010989011,0.3,9.269149944443229e-05,9.269149944443229e-05,0.08757385670207372
dinov2_b14,painting,merged_effective_rank,10,0.978021978021978,0.0,0.0004501574619378219,0.0004501574619378219,0.6277026011317688
dinov2_b14,painting,merged_effective_rank,25,0.945054945054945,0.1,0.00022118982495990293,0.00022118982495990293,0.6277026011317688
dinov2_b14,painting,merged_effective_rank,50,0.8901098901098901,0.6,9.269149944443229e-05,9.269149944443229e-05,0.6277026011317688
dinov2_b14,painting,merged_effective_rank,100,0.7802197802197802,1.0,0.0,0.0,0.6277026011317688
dinov2_b14,painting,merged_effective_rank,227,0.5010989010989011,1.0,0.0,0.0,0.6277026011317688
dinov2_b14,painting,random,10,0.9780219780219779,0.015000000000000003,0.0006661205300095335,0.0006661205300095335,0.009536954466817672
dinov2_b14,painting,random,25,0.945054945054945,0.045,0.0003315348382756017,0.0003315348382756017,0.009536954466817672
dinov2_b14,painting,random,50,0.8901098901098902,0.12500000000000003,0.00017529528063295346,0.00017228591735941987,0.009536954466817672
dinov2_b14,painting,random,100,0.7802197802197803,0.265,0.00012229017014845739,0.00011650502927935136,0.009536954466817672
dinov2_b14,painting,random,227,0.5010989010989011,0.51,8.315238583951765e-05,7.76284010911718e-05,0.009536954466817672
dinov2_b14,painting,second_moment_mmd,10,0.978021978021978,0.4,9.269149944443229e-05,9.269149944443229e-05,0.6663242739175964
dinov2_b14,painting,second_moment_mmd,25,0.945054945054945,0.6,0.0,0.0,0.6663242739175964
dinov2_b14,painting,second_moment_mmd,50,0.8901098901098901,0.9,0.0,0.0,0.6663242739175964
dinov2_b14,painting,second_moment_mmd,100,0.7802197802197802,1.0,0.0,0.0,0.6663242739175964
dinov2_b14,painting,second_moment_mmd,227,0.5010989010989011,1.0,0.0,0.0,0.6663242739175964
dinov2_b14,painting,target_a,10,0.978021978021978,0.3,9.269149944443229e-05,9.269149944443229e-05,0.7565306013254077
dinov2_b14,painting,target_a,25,0.945054945054945,0.6,0.0,0.0,0.7565306013254077
dinov2_b14,painting,target_a,50,0.8901098901098901,0.9,0.0,0.0,0.7565306013254077
dinov2_b14,painting,target_a,100,0.7802197802197802,1.0,0.0,0.0,0.7565306013254077
dinov2_b14,painting,target_a,227,0.5010989010989011,1.0,0.0,0.0,0.7565306013254077
dinov2_b14,painting,target_energy,10,0.978021978021978,0.0,0.001179579464478354,0.001179579464478354,-0.09640927122958191
dinov2_b14,painting,target_energy,25,0.945054945054945,0.0,0.0011566377658602828,0.0011566377658602828,-0.09640927122958191
dinov2_b14,painting,target_energy,50,0.8901098901098901,0.0,0.000489653787907944,0.000489653787907944,-0.09640927122958191
dinov2_b14,painting,target_energy,100,0.7802197802197802,0.0,0.000489653787907944,0.000489653787907944,-0.09640927122958191
