encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,bloodmnist,medical,0,beans,0.8653846979141235,0.8671875,500,600,256,128,0.01,2.0518620628863573,0.13730423711240292,npu:7
resnet50,bloodmnist,medical,0,dtd,0.6063829660415649,0.6154254674911499,500,600,256,128,0.01,2.0518620628863573,0.06284056976437569,npu:7
resnet50,bloodmnist,medical,0,eurosat,0.8976142406463623,0.9129629731178284,500,600,256,128,0.01,2.0518620628863573,0.02877083607017994,npu:7
resnet50,bloodmnist,medical,0,flowers102,0.64705890417099,0.6649999618530273,500,600,256,128,0.01,2.0518620628863573,0.028118152171373367,npu:7
resnet50,bloodmnist,medical,0,food101,0.39603960514068604,0.42739999294281006,500,600,256,128,0.01,2.0518620628863573,0.028666265308856964,npu:7
resnet50,bloodmnist,medical,0,gtsrb,0.6558505296707153,0.5784000158309937,500,600,256,128,0.01,2.0518620628863573,0.028187183663249016,npu:7
resnet50,bloodmnist,medical,0,oxford_pets,0.9039241671562195,0.8778958320617676,500,600,256,128,0.01,2.0518620628863573,0.02524210326373577,npu:7
resnet50,bloodmnist,medical,1,beans,0.8557692766189575,0.8671875,500,600,256,128,0.01,1.2075072191655636,0.018063196912407875,npu:7
resnet50,bloodmnist,medical,1,dtd,0.6117021441459656,0.6186169385910034,500,600,256,128,0.01,1.2075072191655636,0.018201567232608795,npu:7
resnet50,bloodmnist,medical,1,eurosat,0.8976142406463623,0.9044444561004639,500,600,256,128,0.01,1.2075072191655636,0.021932821720838547,npu:7
resnet50,bloodmnist,medical,1,flowers102,0.6715686917304993,0.6803999543190002,500,600,256,128,0.01,1.2075072191655636,0.022176429629325867,npu:7
resnet50,bloodmnist,medical,1,food101,0.394059419631958,0.4381999969482422,500,600,256,128,0.01,1.2075072191655636,0.02295774221420288,npu:7
resnet50,bloodmnist,medical,1,gtsrb,0.6352015733718872,0.5767999887466431,500,600,256,128,0.01,1.2075072191655636,0.024096300825476646,npu:7
resnet50,bloodmnist,medical,1,oxford_pets,0.8903923630714417,0.87953120470047,500,600,256,128,0.01,1.2075072191655636,0.018714580684900284,npu:7
