encoder,target,method,replicate,shortlist_size,candidate_count,removed_fraction,best_candidate_recall,top3_candidate_recall,oracle_source,oracle_sources,oracle_source_count,selected_source,shortlist,oracle_validation_accuracy,selected_validation_accuracy,validation_regret,normalized_validation_regret,oracle_selected_test_accuracy,selected_test_accuracy,test_regret_vs_exhaustive_validation_selection,adapter_seeds,stage2_evaluations,exhaustive_stage2_evaluations
resnet50,beans,rank_only,-1,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,tiny_imagenet,tiny_imagenet|cifar100_coarse|cifar100,0.8826923608779907,0.869230842590332,0.013461518287658736,0.3111107437697772,0.86875,0.853125,0.015625,5,3,21
resnet50,beans,facility_subspace,-1,3,21,0.8571428571428572,0,0.3333333333333333,rendered_sst2,rendered_sst2,1,organcmnist,organcmnist|cifar100|svhn,0.8826923608779907,0.8730770111083984,0.00961534976959233,0.22222148753955337,0.86875,0.8578125,0.010937500000000044,5,3,21
resnet50,beans,kcenter_subspace,-1,3,21,0.8571428571428572,1,0.3333333333333333,rendered_sst2,rendered_sst2,1,rendered_sst2,tiny_imagenet|rendered_sst2|usps,0.8826923608779907,0.8826923608779907,0.0,0.0,0.86875,0.86875,0.0,5,3,21
resnet50,beans,dpp_subspace,-1,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,tiny_imagenet,tiny_imagenet|stl10|cifar100_coarse,0.8826923608779907,0.869230842590332,0.013461518287658736,0.3111107437697772,0.86875,0.853125,0.015625,5,3,21
resnet50,beans,pool_vendi_subspace,-1,3,21,0.8571428571428572,1,0.3333333333333333,rendered_sst2,rendered_sst2,1,rendered_sst2,tiny_imagenet|rendered_sst2|usps,0.8826923608779907,0.8826923608779907,0.0,0.0,0.86875,0.86875,0.0,5,3,21
resnet50,beans,full_merged_rank,-1,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,tiny_imagenet,tiny_imagenet|stl10|cifar100_coarse,0.8826923608779907,0.869230842590332,0.013461518287658736,0.3111107437697772,0.86875,0.853125,0.015625,5,3,21
resnet50,beans,random,0,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,breastmnist,breastmnist|cifar100|dermamnist,0.8826923608779907,0.8721154451370239,0.010576915740966863,0.24444435260911224,0.86875,0.875,-0.006249999999999978,5,3,21
resnet50,beans,random,1,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,pathmnist,mnist|pathmnist|svhn,0.8826923608779907,0.8615385174751282,0.021153843402862527,0.4888889807242221,0.86875,0.8671875,0.0015625000000000222,5,3,21
resnet50,beans,random,2,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,stl10,cifar100_coarse|pathmnist|stl10,0.8826923608779907,0.8625000715255737,0.020192289352417014,0.466666391160666,0.86875,0.8984375,-0.029687499999999978,5,3,21
resnet50,beans,random,3,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,breastmnist,breastmnist|cifar10|tissuemnist,0.8826923608779907,0.8721154451370239,0.010576915740966863,0.24444435260911224,0.86875,0.875,-0.006249999999999978,5,3,21
resnet50,beans,random,4,3,21,0.8571428571428572,0,0.3333333333333333,rendered_sst2,rendered_sst2,1,organcmnist,bloodmnist|breastmnist|organcmnist,0.8826923608779907,0.8730770111083984,0.00961534976959233,0.22222148753955337,0.86875,0.8578125,0.010937500000000044,5,3,21
resnet50,beans,random,5,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,cifar10,bloodmnist|cifar10|octmnist,0.8826923608779907,0.8625000596046448,0.020192301273345925,0.4666666666666662,0.86875,0.8859375,-0.017187500000000022,5,3,21
resnet50,beans,random,6,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,stl10,fashion_mnist|stl10|usps,0.8826923608779907,0.8625000715255737,0.020192289352417014,0.466666391160666,0.86875,0.8984375,-0.029687499999999978,5,3,21
resnet50,beans,random,7,3,21,0.8571428571428572,0,0.3333333333333333,rendered_sst2,rendered_sst2,1,pneumoniamnist,bloodmnist|dermamnist|pneumoniamnist,0.8826923608779907,0.8759616017341614,0.006730759143829368,0.1555553718848886,0.86875,0.8859375,-0.017187500000000022,5,3,21
resnet50,beans,random,8,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,organamnist,mnist|organamnist|svhn,0.8826923608779907,0.8701923966407776,0.012499964237213113,0.2888881542062185,0.86875,0.8640625,0.004687500000000067,5,3,21
resnet50,beans,random,9,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,breastmnist,bloodmnist|breastmnist|cifar10,0.8826923608779907,0.8721154451370239,0.010576915740966863,0.24444435260911224,0.86875,0.875,-0.006249999999999978,5,3,21
resnet50,beans,random,10,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,tiny_imagenet,bloodmnist|cifar100|tiny_imagenet,0.8826923608779907,0.869230842590332,0.013461518287658736,0.3111107437697772,0.86875,0.853125,0.015625,5,3,21
resnet50,beans,random,11,3,21,0.8571428571428572,0,0.3333333333333333,rendered_sst2,rendered_sst2,1,pneumoniamnist,dermamnist|organsmnist|pneumoniamnist,0.8826923608779907,0.8759616017341614,0.006730759143829368,0.1555553718848886,0.86875,0.8859375,-0.017187500000000022,5,3,21
resnet50,beans,random,12,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,pathmnist,bloodmnist|cifar100_coarse|pathmnist,0.8826923608779907,0.8615385174751282,0.021153843402862527,0.4888889807242221,0.86875,0.8671875,0.0015625000000000222,5,3,21
resnet50,beans,random,13,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,organamnist,cifar10|dermamnist|organamnist,0.8826923608779907,0.8701923966407776,0.012499964237213113,0.2888881542062185,0.86875,0.8640625,0.004687500000000067,5,3,21
resnet50,beans,random,14,3,21,0.8571428571428572,0,0.3333333333333333,rendered_sst2,rendered_sst2,1,pneumoniamnist,pneumoniamnist|retinamnist|tissuemnist,0.8826923608779907,0.8759616017341614,0.006730759143829368,0.1555553718848886,0.86875,0.8859375,-0.017187500000000022,5,3,21
resnet50,beans,random,15,3,21,0.8571428571428572,0,0.3333333333333333,rendered_sst2,rendered_sst2,1,organcmnist,dermamnist|organcmnist|usps,0.8826923608779907,0.8730770111083984,0.00961534976959233,0.22222148753955337,0.86875,0.8578125,0.010937500000000044,5,3,21
resnet50,beans,random,16,3,21,0.8571428571428572,0,0.0,rendered_sst2,rendered_sst2,1,breastmnist,breastmnist|organsmnist|pathmnist,0.8826923608779907,0.8721154451370239,0.010576915740966863,0.24444435260911224,0.86875,0.875,-0.006249999999999978,5,3,21
resnet50,beans,random,17,3,21,0.8571428571428572,1,0.3333333333333333,rendered_sst2,rendered_sst2,1,rendered_sst2,mnist|rendered_sst2|stl10,0.8826923608779907,0.8826923608779907,0.0,0.0,0.86875,0.86875,0.0,5,3,21
