scope,encoder,projection_seed,target_domain,readout,metric,shortlist_size,method,evaluated_candidates,selection,validation_loss,test_loss,delta_vs_mmd,delta_vs_matched_mmd,gap_to_full_validation,recall_at_top_q,fractional_recall_at_top_q,absolute_omission,better_than_mmd,worse_than_mmd,better_than_matched_mmd,worse_than_matched_mmd,selected_changed_from_mmd,selected_outside_mmd,selected_from_a_only,any_test_oracle_retained
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,mmd,10,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876796711974076,0.9877088133556997,0.0,-1.3505101816635445e-05,9.302727927540388e-05,0.1,0.1,0.00011745064126222893,False,False,True,False,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,a_opt,10,painting__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_low,0.9877620703035268,0.9877857346754257,7.6921319726031e-05,6.341621790939556e-05,0.00016994859900143489,0.0,0.0,0.00019437196098825993,False,True,False,True,True,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,union,18,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876796711974076,0.9877088133556997,0.0,-1.3505101816635445e-05,9.302727927540388e-05,0.1,0.1,0.00011745064126222893,False,False,True,False,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,mmd_matched_union_size,18,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,0.9876741466000458,0.9877223184575163,1.3505101816635445e-05,0.0,0.00010653238109203933,0.2,0.2,0.00011745064126222893,False,True,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,interleave_mmd_first,10,painting__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low,0.9878829334887682,0.9879132819784594,0.00020446862275969035,0.0001909635209430549,0.00029749590203509424,0.0,0.0,0.0003060412303680371,False,True,False,True,True,True,True,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,interleave_a_first,10,painting__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low,0.9878829334887682,0.9879132819784594,0.00020446862275969035,0.0001909635209430549,0.00029749590203509424,0.0,0.0,0.0003060412303680371,False,True,False,True,True,True,True,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,10,mmd_2s_then_a,10,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,0.9876741466000458,0.9877223184575163,1.3505101816635445e-05,0.0,0.00010653238109203933,0.1,0.1,0.00013095574307886437,False,True,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,mmd,25,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,0.9876741466000458,0.9877223184575163,0.0,0.00011646873347315179,0.00010653238109203933,0.2,0.2,0.00011745064126222893,False,False,False,True,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,a_opt,25,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-0.00013095574307886437,-1.4487009605712586e-05,-2.4423361986825043e-05,0.4,0.4,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,union,41,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-0.00013095574307886437,-1.4487009605712586e-05,-2.4423361986825043e-05,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,mmd_matched_union_size,41,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,0.9876324939009771,0.9876058497240432,-0.00011646873347315179,0.0,-9.936352381112457e-06,0.4,0.4,1.4487009605712586e-05,True,False,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,interleave_mmd_first,25,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876796711974076,0.9877088133556997,-1.3505101816635445e-05,0.00010296363165651634,9.302727927540388e-05,0.1,0.1,0.00011745064126222893,True,False,False,True,True,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,interleave_a_first,25,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876796711974076,0.9877088133556997,-1.3505101816635445e-05,0.00010296363165651634,9.302727927540388e-05,0.1,0.1,0.00011745064126222893,True,False,False,True,True,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,25,mmd_2s_then_a,25,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,0.9876324939009771,0.9876058497240432,-0.00011646873347315179,0.0,-9.936352381112457e-06,0.3,0.3,1.4487009605712586e-05,True,False,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,mmd,50,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,0.9876324939009771,0.9876058497240432,0.0,-9.936352381112457e-06,-9.936352381112457e-06,0.5,0.5,1.4487009605712586e-05,False,False,True,False,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,a_opt,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-1.4487009605712586e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,union,73,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-1.4487009605712586e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.7,0.7,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,mmd_matched_union_size,73,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,9.936352381112457e-06,0.0,0.0,0.7,0.7,0.0,False,True,False,False,True,True,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,interleave_mmd_first,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-1.4487009605712586e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,interleave_a_first,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-1.4487009605712586e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,50,mmd_2s_then_a,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-1.4487009605712586e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.4,0.4,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,mmd,100,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.8,0.8,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,a_opt,100,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-2.4423361986825043e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.6,0.6,0.0,True,False,True,False,True,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,union,127,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,mmd_matched_union_size,127,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.8,0.8,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,interleave_mmd_first,100,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.8,0.8,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,interleave_a_first,100,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.8,0.8,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,100,mmd_2s_then_a,100,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,0.9876067687810786,0.9875913627144375,-2.4423361986825043e-05,-2.4423361986825043e-05,-2.4423361986825043e-05,0.6,0.6,0.0,True,False,True,False,True,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,mmd,227,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,a_opt,227,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,union,244,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,mmd_matched_union_size,244,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,interleave_mmd_first,227,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,interleave_a_first,227,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,brier_score,227,mmd_2s_then_a,227,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,0.9876043377415825,0.9876157860764243,0.0,0.0,0.0,0.9,0.9,0.0,False,False,False,False,False,False,False,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,mmd,10,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.502549171073683,4.503742709983703,0.0,0.00021501685315605812,0.0046605646676276535,0.1,0.1,0.0052651823417546595,False,False,False,True,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,a_opt,10,painting__clip_pc1_low|real__clip_pc1_low|sketch__clip_pc1_low,4.5054751445006165,4.506269827899351,0.0025271179156485246,0.0027421347688045827,0.007187682583276178,0.0,0.0,0.007792300257403184,False,True,False,True,True,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,union,18,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.502549171073683,4.503742709983703,0.0,0.00021501685315605812,0.0046605646676276535,0.1,0.1,0.0052651823417546595,False,False,False,True,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,mmd_matched_union_size,18,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,4.50152383958795,4.503527693130547,-0.00021501685315605812,0.0,0.004445547814471595,0.2,0.2,0.005050165488598601,True,False,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,interleave_mmd_first,10,painting__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low,4.510444424058418,4.511733920622012,0.007991210638309099,0.008206227491465157,0.012651775305936752,0.0,0.0,0.012966891396875013,False,True,False,True,True,True,True,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,interleave_a_first,10,painting__clip_pc1_low|real__clip_pc1_high|real__clip_pc1_low,4.510444424058418,4.511733920622012,0.007991210638309099,0.008206227491465157,0.012651775305936752,0.0,0.0,0.012966891396875013,False,True,False,True,True,True,True,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,10,mmd_2s_then_a,10,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,4.50152383958795,4.503527693130547,-0.00021501685315605812,0.0,0.004445547814471595,0.1,0.1,0.005050165488598601,True,False,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,mmd,25,painting__clip_pc1_middle|real__clip_pc1_low|sketch__clip_pc1_low,4.50152383958795,4.503527693130547,0.0,0.0040259295264508665,0.004445547814471595,0.2,0.2,0.005050165488598601,False,False,False,True,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,a_opt,25,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.005050165488598601,-0.0010242359621477348,-0.000604617674127006,0.4,0.4,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,union,41,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.005050165488598601,-0.0010242359621477348,-0.000604617674127006,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,mmd_matched_union_size,41,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,4.500810849261074,4.499501763604096,-0.0040259295264508665,0.0,0.00041961828802072887,0.4,0.4,0.0010242359621477348,True,False,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,interleave_mmd_first,25,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.502549171073683,4.503742709983703,0.00021501685315605812,0.004240946379606925,0.0046605646676276535,0.1,0.1,0.0052651823417546595,False,True,False,True,True,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,interleave_a_first,25,infograph__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.502549171073683,4.503742709983703,0.00021501685315605812,0.004240946379606925,0.0046605646676276535,0.1,0.1,0.0052651823417546595,False,True,False,True,True,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,25,mmd_2s_then_a,25,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,4.500810849261074,4.499501763604096,-0.0040259295264508665,0.0,0.00041961828802072887,0.3,0.3,0.0010242359621477348,True,False,False,False,True,True,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,mmd,50,real__clip_pc1_low|real__clip_pc1_middle|sketch__clip_pc1_low,4.500810849261074,4.499501763604096,0.0,0.00041961828802072887,0.00041961828802072887,0.5,0.5,0.0010242359621477348,False,False,False,True,False,False,False,False
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,a_opt,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.0010242359621477348,-0.000604617674127006,-0.000604617674127006,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,union,73,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.0010242359621477348,-0.000604617674127006,-0.000604617674127006,0.7,0.7,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,mmd_matched_union_size,73,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,4.498399762068226,4.499082145316075,-0.00041961828802072887,0.0,0.0,0.7,0.7,0.0,True,False,False,False,True,True,False,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,interleave_mmd_first,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.0010242359621477348,-0.000604617674127006,-0.000604617674127006,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,interleave_a_first,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.0010242359621477348,-0.000604617674127006,-0.000604617674127006,0.5,0.5,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,50,mmd_2s_then_a,50,real__clip_pc1_high|real__clip_pc1_low|sketch__clip_pc1_low,4.4990280698264264,4.498477527641948,-0.0010242359621477348,-0.000604617674127006,-0.000604617674127006,0.4,0.4,0.0,True,False,True,False,True,True,True,True
base_seed_control,resnet50,20260911,clipart,ridge,nll,100,mmd,100,real__clip_pc1_low|sketch__clip_pc1_low|sketch__clip_pc1_middle,4.498399762068226,4.499082145316075,0.0,0.0,0.0,0.8,0.8,0.0,False,False,False,False,False,False,False,True
