scope,readout,metric,shortlist_size,method,domain_count,repeated_task_count,evaluated_candidates_mean,validation_loss_mean,test_loss_mean,delta_vs_mmd_mean,delta_vs_matched_mmd_mean,gap_to_full_validation_mean,recall_at_top_q_mean,fractional_recall_at_top_q_mean,absolute_omission_mean,better_than_mmd_tasks,better_than_mmd_rate,worse_than_mmd_tasks,worse_than_mmd_rate,better_than_matched_mmd_tasks,better_than_matched_mmd_rate,worse_than_matched_mmd_tasks,worse_than_matched_mmd_rate,selected_changed_from_mmd_tasks,selected_changed_from_mmd_rate,selected_outside_mmd_tasks,selected_outside_mmd_rate,selected_from_a_only_tasks,selected_from_a_only_rate,any_test_oracle_retained_tasks,any_test_oracle_retained_rate,delta_vs_mmd_domains_better,delta_vs_mmd_domains_worse,delta_vs_matched_mmd_domains_better,delta_vs_matched_mmd_domains_worse
base_seed_control,logistic,brier_score,50,interleave_a_first,6,12,50.0,0.8619746252648652,0.8636006730958011,-0.0003501846481587985,-0.00024539538714639836,-0.00015643997133028367,0.75,0.75,0.0001464659898883595,3,0.25,1,0.08333333333333333,2,0.16666666666666666,1,0.08333333333333333,4,0.3333333333333333,3,0.25,3,0.25,10,0.8333333333333334,2,1,2,1
base_seed_control,logistic,brier_score,50,interleave_mmd_first,6,12,50.0,0.8619746252648652,0.8636006730958011,-0.0003501846481587985,-0.00024539538714639836,-0.00015643997133028367,0.75,0.75,0.0001464659898883595,3,0.25,1,0.08333333333333333,2,0.16666666666666666,1,0.08333333333333333,4,0.3333333333333333,3,0.25,3,0.25,10,0.8333333333333334,2,1,2,1
base_seed_control,logistic,brier_score,50,mmd,6,12,50.0,0.8619563483004788,0.86395085774396,0.0,0.00010478926101240016,0.00019374467682851484,0.7416666666666667,0.7416666666666667,0.00021975190512936912,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,10,0.8333333333333334,0,0,0,1
base_seed_control,logistic,brier_score,50,mmd_2s_then_a,6,12,50.0,0.8621225625898088,0.8642799744282629,0.00032911668430300284,0.000433905945315403,0.0005228613611315177,0.6166666666666666,0.6166666666666666,0.00047603348758344194,1,0.08333333333333333,2,0.16666666666666666,0,0.0,2,0.16666666666666666,3,0.25,3,0.25,2,0.16666666666666666,8,0.6666666666666666,1,1,0,1
base_seed_control,logistic,brier_score,50,mmd_matched_union_size,6,12,70.08333333333333,0.8618395886075839,0.8638460684829475,-0.00010478926101240016,0.0,8.89554158161147e-05,0.85,0.85,1.1555598767744776e-05,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333,11,0.9166666666666666,1,0,0,0
base_seed_control,logistic,brier_score,50,union,6,12,70.08333333333333,0.8617816566001836,0.8637571130671313,-0.00019374467682851484,-8.89554158161147e-05,0.0,0.8666666666666667,0.8666666666666667,2.6007228300854262e-05,2,0.16666666666666666,0,0.0,1,0.08333333333333333,0,0.0,2,0.16666666666666666,2,0.16666666666666666,2,0.16666666666666666,11,0.9166666666666666,2,0,1,0
base_seed_control,logistic,brier_score,100,a_opt,6,12,100.0,0.8620195950764621,0.8640761829176625,0.00023011443471501747,0.0003190698505311322,0.0003190698505311322,0.85,0.85,0.0003003532917796962,1,0.08333333333333333,1,0.08333333333333333,0,0.0,1,0.08333333333333333,2,0.16666666666666666,1,0.08333333333333333,1,0.08333333333333333,10,0.8333333333333334,1,1,0,1
base_seed_control,logistic,brier_score,100,interleave_a_first,6,12,100.0,0.8617816566001836,0.8637571130671313,-8.89554158161147e-05,0.0,0.0,0.9333333333333332,0.9333333333333332,1.1555598767744776e-05,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333,11,0.9166666666666666,1,0,0,0
base_seed_control,logistic,brier_score,100,interleave_mmd_first,6,12,100.0,0.8617816566001836,0.8637571130671313,-8.89554158161147e-05,0.0,0.0,0.9166666666666666,0.9166666666666666,1.1555598767744776e-05,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333,11,0.9166666666666666,1,0,0,0
base_seed_control,logistic,brier_score,100,mmd,6,12,100.0,0.8618395886075839,0.8638460684829475,0.0,8.89554158161147e-05,8.89554158161147e-05,0.8833333333333333,0.8833333333333333,1.1555598767744776e-05,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,11,0.9166666666666666,0,0,0,1
base_seed_control,logistic,brier_score,100,mmd_2s_then_a,6,12,100.0,0.8617816566001836,0.8637571130671313,-8.89554158161147e-05,0.0,0.0,0.85,0.85,6.828668645712337e-05,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333,11,0.9166666666666666,1,0,0,0
base_seed_control,logistic,brier_score,100,mmd_matched_union_size,6,12,125.33333333333333,0.8617816566001836,0.8637571130671313,-8.89554158161147e-05,0.0,0.0,0.9333333333333332,0.9333333333333332,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333,12,1.0,1,0,0,0
base_seed_control,logistic,brier_score,100,union,6,12,125.33333333333333,0.8617816566001836,0.8637571130671313,-8.89554158161147e-05,0.0,0.0,0.975,0.975,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,1,0.08333333333333333,1,0.08333333333333333,12,1.0,1,0,0,0
base_seed_control,logistic,brier_score,227,a_opt,6,12,227.0,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,0.9833333333333334,0.9833333333333334,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,brier_score,227,interleave_a_first,6,12,227.0,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,brier_score,227,interleave_mmd_first,6,12,227.0,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,brier_score,227,mmd,6,12,227.0,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,0.9916666666666667,0.9916666666666667,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,brier_score,227,mmd_2s_then_a,6,12,227.0,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,0.9833333333333334,0.9833333333333334,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,brier_score,227,mmd_matched_union_size,6,12,249.58333333333334,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,0.9916666666666667,0.9916666666666667,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,brier_score,227,union,6,12,249.58333333333334,0.8617816566001836,0.8637571130671313,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,1.0,0,0,0,0
base_seed_control,logistic,error_rate,10,a_opt,6,12,10.0,0.6387532552083334,0.6429443359375,-0.005045572916666667,-0.0009358723958333334,0.0159912109375,0.18333333333333335,0.18333333333333335,0.0142822265625,4,0.3333333333333333,4,0.3333333333333333,4,0.3333333333333333,5,0.4166666666666667,9,0.75,7,0.5833333333333334,7,0.5833333333333334,5,0.4166666666666667,4,2,3,3
base_seed_control,logistic,error_rate,10,interleave_a_first,6,12,10.0,0.639892578125,0.6451822916666666,-0.0028076171875,0.0013020833333333333,0.018229166666666668,0.17500000000000002,0.18055555555555555,0.015665690104166668,3,0.25,2,0.16666666666666666,3,0.25,3,0.25,5,0.4166666666666667,3,0.25,3,0.25,4,0.3333333333333333,3,0,1,2
base_seed_control,logistic,error_rate,10,interleave_mmd_first,6,12,10.0,0.639892578125,0.6451822916666666,-0.0028076171875,0.0013020833333333333,0.018229166666666668,0.17500000000000002,0.18055555555555555,0.015665690104166668,3,0.25,2,0.16666666666666666,3,0.25,3,0.25,5,0.4166666666666667,3,0.25,3,0.25,4,0.3333333333333333,3,0,1,2
base_seed_control,logistic,error_rate,10,mmd,6,12,10.0,0.6424153645833334,0.6479899088541666,0.0,0.004109700520833333,0.021036783854166668,0.13333333333333333,0.1388888888888889,0.018595377604166668,0,0.0,0,0.0,1,0.08333333333333333,4,0.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.16666666666666666,0,0,0,3
