scope,readout,metric,shortlist_size,method,target_domain,repeated_task_count,evaluated_candidates_mean,validation_loss_mean,test_loss_mean,delta_vs_mmd_mean,delta_vs_matched_mmd_mean,gap_to_full_validation_mean,recall_at_top_q_mean,fractional_recall_at_top_q_mean,absolute_omission_mean,better_than_mmd_tasks,better_than_mmd_rate,worse_than_mmd_tasks,worse_than_mmd_rate,better_than_matched_mmd_tasks,better_than_matched_mmd_rate,worse_than_matched_mmd_tasks,worse_than_matched_mmd_rate,selected_changed_from_mmd_tasks,selected_changed_from_mmd_rate,selected_outside_mmd_tasks,selected_outside_mmd_rate,selected_from_a_only_tasks,selected_from_a_only_rate,any_test_oracle_retained_tasks,any_test_oracle_retained_rate
base_seed_control,logistic,nll,10,interleave_a_first,painting,2,10.0,3.013495648274444,3.0702493252335548,-0.002064995301121364,0.0,0.025386315347507127,0.35,0.35,0.01882766843376693,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,10,interleave_a_first,quickdraw,2,10.0,4.475092383941147,4.395725385157512,-0.0028873550780899038,-0.0028873550780899038,0.021333102906199386,0.1,0.1,0.027880884805936645,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,interleave_a_first,real,2,10.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.5,0.5,0.0016492729819050922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,interleave_a_first,sketch,2,10.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.3,0.3,0.013197448543167845,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,10,interleave_mmd_first,clipart,2,10.0,3.2353851411451666,3.250732035203814,0.02837931415971262,0.09220839851962137,0.10705259254459687,0.05,0.05,0.1102263549497371,1,0.5,1,0.5,0,0.0,2,1.0,2,1.0,2,1.0,2,1.0,0,0.0
base_seed_control,logistic,nll,10,interleave_mmd_first,infograph,2,10.0,3.7548633329208436,3.790911855301432,-0.01948767913517968,-0.010221552393103517,0.03215244979991705,0.05,0.05,0.03418011429392509,1,0.5,1,0.5,1,0.5,1,0.5,2,1.0,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,10,interleave_mmd_first,painting,2,10.0,3.013495648274444,3.0702493252335548,-0.002064995301121364,0.0,0.025386315347507127,0.35,0.35,0.01882766843376693,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,10,interleave_mmd_first,quickdraw,2,10.0,4.475092383941147,4.395725385157512,-0.0028873550780899038,-0.0028873550780899038,0.021333102906199386,0.1,0.1,0.027880884805936645,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,interleave_mmd_first,real,2,10.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.5,0.5,0.0016492729819050922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,interleave_mmd_first,sketch,2,10.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.3,0.3,0.013197448543167845,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd,clipart,2,10.0,3.2114884342446546,3.222352721044101,0.0,0.06382908435990875,0.07867327838488425,0.1,0.1,0.08184704079002447,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd,infograph,2,10.0,3.7670519272024556,3.8103995344366113,0.0,0.009266126742076164,0.05164012893509673,0.1,0.1,0.049952845185536665,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd,painting,2,10.0,3.0142234513220227,3.072314320534676,0.0,0.002064995301121364,0.02745131064862849,0.30000000000000004,0.30000000000000004,0.01882766843376693,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd,quickdraw,2,10.0,4.469330893992648,4.398612740235601,0.0,0.0,0.02422045798428929,0.1,0.1,0.027880884805936645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd,real,2,10.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.5,0.5,0.0016492729819050922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd,sketch,2,10.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.25,0.25,0.0066206388325082965,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd_2s_then_a,clipart,2,10.0,3.166531991945987,3.184611131429591,-0.03774158961450991,0.026087494745398843,0.04093168877037434,0.1,0.1,0.044105451175514565,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd_2s_then_a,infograph,2,10.0,3.7461924815518386,3.801133407694535,-0.009266126742076164,0.0,0.042374002193020566,0.1,0.1,0.04440166668702861,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd_2s_then_a,painting,2,10.0,3.013495648274444,3.0702493252335548,-0.002064995301121364,0.0,0.025386315347507127,0.30000000000000004,0.30000000000000004,0.01882766843376693,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,10,mmd_2s_then_a,quickdraw,2,10.0,4.4965592454008885,4.413119782990334,0.01450704275473269,0.01450704275473269,0.03872750073902198,0.05,0.05,0.04527528263875924,1,0.5,1,0.5,1,0.5,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd_2s_then_a,real,2,10.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.55,0.55,0.0016492729819050922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd_2s_then_a,sketch,2,10.0,3.2886346967317035,3.2778408070251723,-0.006576809710659548,-0.006576809710659548,-0.011855563165953376,0.25,0.25,0.0066206388325082965,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd_matched_union_size,clipart,2,19.0,3.1443769028158197,3.1585236366841922,-0.06382908435990875,0.0,0.014844194024975499,0.2,0.2,0.018017956430115722,2,1.0,0,0.0,0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd_matched_union_size,infograph,2,20.0,3.7461924815518386,3.801133407694535,-0.009266126742076164,0.0,0.042374002193020566,0.2,0.2,0.04440166668702861,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0
base_seed_control,logistic,nll,10,mmd_matched_union_size,painting,2,13.0,3.013495648274444,3.0702493252335548,-0.002064995301121364,0.0,0.025386315347507127,0.4,0.4,0.01882766843376693,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,10,mmd_matched_union_size,quickdraw,2,16.5,4.469330893992648,4.398612740235601,0.0,0.0,0.02422045798428929,0.1,0.1,0.027880884805936645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd_matched_union_size,real,2,11.5,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.55,0.55,0.0016492729819050922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,mmd_matched_union_size,sketch,2,20.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.30000000000000004,0.30000000000000004,0.0066206388325082965,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,union,clipart,2,19.0,3.185321989479633,3.1994389887038426,-0.02291373234025862,0.04091535201965013,0.05575954604462563,0.25,0.25,0.05893330844976585,1,0.5,0,0.0,0,0.0,2,1.0,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,10,union,infograph,2,20.0,3.74220103338398,3.798794584019258,-0.01160495041735321,-0.0023388236752770464,0.04003517851774352,0.2,0.2,0.028678435275834913,1,0.5,1,0.5,1,0.5,1,0.5,2,1.0,2,1.0,2,1.0,0,0.0
base_seed_control,logistic,nll,10,union,painting,2,13.0,2.9970786602550716,3.051421656799788,-0.020892663734888295,-0.01882766843376693,0.006558646913740196,0.4,0.4,0.0,2,1.0,0,0.0,1,0.5,0,0.0,2,1.0,2,1.0,2,1.0,2,1.0
base_seed_control,logistic,nll,10,union,quickdraw,2,16.5,4.469330893992648,4.398612740235601,0.0,0.0,0.02422045798428929,0.1,0.1,0.027880884805936645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,10,union,real,2,11.5,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.6,0.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,10,union,sketch,2,20.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.44999999999999996,0.44999999999999996,0.0066206388325082965,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,a_opt,clipart,2,25.0,3.132732810035669,3.143679442659217,-0.014844194024975499,-0.018017956430115722,0.0,0.44999999999999996,0.44999999999999996,0.0031737624051402236,1,0.5,1,0.5,1,0.5,0,0.0,2,1.0,2,1.0,2,1.0,1,0.5
base_seed_control,logistic,nll,25,a_opt,infograph,2,25.0,3.74220103338398,3.798794584019258,0.026012531099471436,0.026012531099471436,0.04003517851774352,0.1,0.1,0.038883299077556055,0,0.0,2,1.0,0,0.0,2,1.0,2,1.0,2,1.0,2,1.0,0,0.0
base_seed_control,logistic,nll,25,a_opt,painting,2,25.0,2.990788132141337,3.044863009886048,-0.006558646913740196,0.0,0.0,0.65,0.65,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,25,a_opt,quickdraw,2,25.0,4.488035721562406,4.414826820252026,0.046982319900450875,0.046982319900450875,0.040434538000713616,0.05,0.05,0.04527528263875924,0,0.0,2,1.0,0,0.0,2,1.0,2,1.0,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,25,a_opt,real,2,25.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.8,0.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,a_opt,sketch,2,25.0,3.2955220064890973,3.281651100373307,-0.0027665163625247846,-0.0027665163625247846,-0.008045269817818612,0.6,0.6,0.01043093218064306,1,0.5,1,0.5,1,0.5,1,0.5,2,1.0,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,25,interleave_a_first,clipart,2,25.0,3.1764362263814707,3.1933637488267,0.034840112142507484,0.03166634973736726,0.04968430616748298,0.35,0.35,0.05285806857262321,0,0.0,2,1.0,0,0.0,1,0.5,2,1.0,2,1.0,2,1.0,0,0.0
base_seed_control,logistic,nll,25,interleave_a_first,infograph,2,25.0,3.725178937412211,3.7801845029882264,0.007402450068439759,0.007402450068439759,0.02142509748671184,0.25,0.25,0.023127256777326854,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,25,interleave_a_first,painting,2,25.0,2.990788132141337,3.044863009886048,-0.006558646913740196,0.0,0.0,0.65,0.65,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,25,interleave_a_first,quickdraw,2,25.0,4.469330893992648,4.398612740235601,0.03076823988402655,0.03076823988402655,0.02422045798428929,0.1,0.1,0.027880884805936645,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,interleave_a_first,real,2,25.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.8,0.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,interleave_a_first,sketch,2,25.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.55,0.55,0.0066206388325082965,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,interleave_mmd_first,clipart,2,25.0,3.1764362263814707,3.1933637488267,0.034840112142507484,0.03166634973736726,0.04968430616748298,0.35,0.35,0.05285806857262321,0,0.0,2,1.0,0,0.0,1,0.5,2,1.0,2,1.0,2,1.0,0,0.0
base_seed_control,logistic,nll,25,interleave_mmd_first,infograph,2,25.0,3.725178937412211,3.7801845029882264,0.007402450068439759,0.007402450068439759,0.02142509748671184,0.25,0.25,0.023127256777326854,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,25,interleave_mmd_first,painting,2,25.0,2.990788132141337,3.044863009886048,-0.006558646913740196,0.0,0.0,0.65,0.65,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,25,interleave_mmd_first,quickdraw,2,25.0,4.469330893992648,4.398612740235601,0.03076823988402655,0.03076823988402655,0.02422045798428929,0.1,0.1,0.027880884805936645,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,interleave_mmd_first,real,2,25.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.8,0.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,interleave_mmd_first,sketch,2,25.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.55,0.55,0.0066206388325082965,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,mmd,clipart,2,25.0,3.1443769028158197,3.1585236366841922,0.0,-0.0031737624051402236,0.014844194024975499,0.2,0.2,0.018017956430115722,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,mmd,infograph,2,25.0,3.734509315214152,3.7727820529197866,0.0,0.0,0.014022647418272083,0.25,0.25,0.016050311912280124,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,25,mmd,painting,2,25.0,2.9970786602550716,3.051421656799788,0.0,0.006558646913740196,0.006558646913740196,0.55,0.55,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,mmd,quickdraw,2,25.0,4.437399195954842,4.367844500351575,0.0,0.0,-0.0065477818997372594,0.35,0.35,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,mmd,real,2,25.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.65,0.65,0.0016492729819050922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,mmd,sketch,2,25.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.5,0.5,0.005446410779165856,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,mmd_2s_then_a,clipart,2,25.0,3.1403655471809655,3.1616973990893324,0.0031737624051402236,0.0,0.018017956430115722,0.25,0.25,0.021191718835255946,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,25,mmd_2s_then_a,infograph,2,25.0,3.7290121867471253,3.775973225100259,0.003191172180472268,0.003191172180472268,0.01721381959874435,0.2,0.2,0.016050311912280124,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,0,0.0,0,0.0
base_seed_control,logistic,nll,25,mmd_2s_then_a,painting,2,25.0,2.990788132141337,3.044863009886048,-0.006558646913740196,0.0,0.0,0.75,0.75,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,25,mmd_2s_then_a,quickdraw,2,25.0,4.473865720863805,4.401148249313865,0.0333037489622896,0.0333037489622896,0.026755967062552344,0.15,0.15,0.03159671170059797,0,0.0,2,1.0,0,0.0,2,1.0,2,1.0,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,25,mmd_2s_then_a,real,2,25.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.8,0.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,mmd_2s_then_a,sketch,2,25.0,3.2886346967317035,3.2778408070251723,-0.006576809710659548,-0.006576809710659548,-0.011855563165953376,0.55,0.55,0.005446410779165856,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,mmd_matched_union_size,clipart,2,42.0,3.1403655471809655,3.1616973990893324,0.0031737624051402236,0.0,0.018017956430115722,0.4,0.4,0.018017956430115722,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,25,mmd_matched_union_size,infograph,2,44.0,3.734509315214152,3.7727820529197866,0.0,0.0,0.014022647418272083,0.35,0.35,0.014022647418272083,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,mmd_matched_union_size,painting,2,32.0,2.990788132141337,3.044863009886048,-0.006558646913740196,0.0,0.0,0.65,0.65,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,25,mmd_matched_union_size,quickdraw,2,42.0,4.437399195954842,4.367844500351575,0.0,0.0,-0.0065477818997372594,0.44999999999999996,0.44999999999999996,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,mmd_matched_union_size,real,2,29.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.85,0.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,mmd_matched_union_size,sketch,2,42.0,3.27695803942148,3.2844176167358317,0.0,0.0,-0.0052787534552938276,0.6000000000000001,0.6000000000000001,0.005446410779165856,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,25,union,clipart,2,42.0,3.132732810035669,3.143679442659217,-0.014844194024975499,-0.018017956430115722,0.0,0.55,0.55,0.0,1,0.5,1,0.5,1,0.5,0,0.0,2,1.0,2,1.0,2,1.0,2,1.0
base_seed_control,logistic,nll,25,union,infograph,2,44.0,3.725178937412211,3.7801845029882264,0.007402450068439759,0.007402450068439759,0.02142509748671184,0.35,0.35,0.016050311912280124,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,25,union,painting,2,32.0,2.990788132141337,3.044863009886048,-0.006558646913740196,0.0,0.0,0.7,0.7,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,25,union,quickdraw,2,42.0,4.437399195954842,4.367844500351575,0.0,0.0,-0.0065477818997372594,0.35,0.35,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,union,real,2,29.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.8,0.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,25,union,sketch,2,42.0,3.2689059901122137,3.2777969779033236,-0.0066206388325082965,-0.0066206388325082965,-0.011899392287802124,0.8,0.8,0.0,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,a_opt,clipart,2,50.0,3.132732810035669,3.143679442659217,-0.018017956430115722,0.0,0.0,0.65,0.65,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,a_opt,infograph,2,50.0,3.7094196451714754,3.7587594055015145,-0.005868964014382971,-0.005868964014382971,0.0,0.3,0.3,0.0020276644940080413,1,0.5,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5
base_seed_control,logistic,nll,50,a_opt,painting,2,50.0,2.990788132141337,3.044863009886048,0.0,0.0,0.0,0.9,0.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,a_opt,quickdraw,2,50.0,4.473865720863805,4.401148249313865,0.0333037489622896,0.0333037489622896,0.026755967062552344,0.1,0.1,0.03159671170059797,0,0.0,2,1.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,0,0.0
base_seed_control,logistic,nll,50,a_opt,real,2,50.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,a_opt,sketch,2,50.0,3.2649786976598225,3.289696370191126,0.0052787534552938276,0.011899392287802124,0.0,0.8500000000000001,0.8500000000000001,0.0,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,interleave_a_first,clipart,2,50.0,3.132732810035669,3.143679442659217,-0.018017956430115722,0.0,0.0,0.7,0.7,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,interleave_a_first,infograph,2,50.0,3.725178937412211,3.7801845029882264,0.01555613347232887,0.01555613347232887,0.02142509748671184,0.4,0.4,0.016050311912280124,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,50,interleave_a_first,painting,2,50.0,2.990788132141337,3.044863009886048,0.0,0.0,0.0,0.9,0.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,interleave_a_first,quickdraw,2,50.0,4.437399195954842,4.367844500351575,0.0,0.0,-0.0065477818997372594,0.4,0.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,interleave_a_first,real,2,50.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.95,0.95,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,interleave_a_first,sketch,2,50.0,3.2689059901122137,3.2777969779033236,-0.0066206388325082965,0.0,-0.011899392287802124,0.8,0.8,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,interleave_mmd_first,clipart,2,50.0,3.132732810035669,3.143679442659217,-0.018017956430115722,0.0,0.0,0.7,0.7,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,interleave_mmd_first,infograph,2,50.0,3.725178937412211,3.7801845029882264,0.01555613347232887,0.01555613347232887,0.02142509748671184,0.4,0.4,0.016050311912280124,0,0.0,1,0.5,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0
base_seed_control,logistic,nll,50,interleave_mmd_first,painting,2,50.0,2.990788132141337,3.044863009886048,0.0,0.0,0.0,0.9,0.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,interleave_mmd_first,quickdraw,2,50.0,4.437399195954842,4.367844500351575,0.0,0.0,-0.0065477818997372594,0.4,0.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,interleave_mmd_first,real,2,50.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.95,0.95,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,interleave_mmd_first,sketch,2,50.0,3.2689059901122137,3.2777969779033236,-0.0066206388325082965,0.0,-0.011899392287802124,0.8,0.8,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
base_seed_control,logistic,nll,50,mmd,clipart,2,50.0,3.1403655471809655,3.1616973990893324,0.0,0.018017956430115722,0.018017956430115722,0.4,0.4,0.018017956430115722,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,50,mmd,infograph,2,50.0,3.721657960165278,3.7646283695158975,0.0,0.0,0.005868964014382971,0.5,0.5,0.005868964014382971,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,50,mmd,painting,2,50.0,2.990788132141337,3.044863009886048,0.0,0.0,0.0,0.8500000000000001,0.8500000000000001,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,mmd,quickdraw,2,50.0,4.437399195954842,4.367844500351575,0.0,0.0,-0.0065477818997372594,0.44999999999999996,0.44999999999999996,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,mmd,real,2,50.0,2.890536175082034,2.9031666757373835,0.0,0.0,0.0,0.9,0.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0
base_seed_control,logistic,nll,50,mmd,sketch,2,50.0,3.27695803942148,3.2844176167358317,0.0,0.0066206388325082965,-0.0052787534552938276,0.65,0.65,0.005446410779165856,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5
base_seed_control,logistic,nll,50,mmd_2s_then_a,clipart,2,50.0,3.132732810035669,3.143679442659217,-0.018017956430115722,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,2,1.0
