encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_examples,target_validation_protocol,target_cv_folds,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,bloodmnist,medical,0,beans,0.863636376318203,0.017934954222332822,0.8750000596|0.8550724983|0.8454105854|0.8495146036|0.8932038546,1034,stratified_5_fold,5,20260905,0.8671875,500,600,256,128,0.01,2.072468863800168,0.17430074326694012,npu:6
resnet50,bloodmnist,medical,0,dtd,0.6170212984085083,0.018387625696164884,0.6050531864|0.6449468136|0.6210106611|0.5904256105|0.6236702204,3760,stratified_5_fold,5,20260905,0.6154254674911499,500,600,256,128,0.01,2.072468863800168,0.08528939262032509,npu:6
resnet50,bloodmnist,medical,0,eurosat,0.904999998152256,0.008246751039252454,0.8956261873|0.9081836343|0.9089089632|0.9167502522|0.8955823183,5000,stratified_5_fold,5,20260905,0.9129629731178284,500,600,256,128,0.01,2.072468863800168,0.051842281594872475,npu:6
resnet50,bloodmnist,medical,0,flowers102,0.6450981020927429,0.029833592232336496,0.6764706373|0.6176471114|0.6813726425|0.6078431606|0.6421569586,1020,stratified_5_fold,5,20260905,0.6651999950408936,500,600,256,128,0.01,2.072468863800168,0.04442109540104866,npu:6
resnet50,bloodmnist,medical,0,food101,0.3978000293970108,0.008404910511471604,0.3960396349|0.4128713012|0.3871287405|0.3980198503|0.3947916925,5000,stratified_5_fold,5,20260905,0.42739999294281006,500,600,256,128,0.01,2.072468863800168,0.0416423287242651,npu:6
resnet50,bloodmnist,medical,0,gtsrb,0.6730000362038613,0.01692597109386725,0.6597837210|0.6865671873|0.6553446651|0.6991952062|0.6642930508,5000,stratified_5_fold,5,20260905,0.5784000158309937,500,600,256,128,0.01,2.072468863800168,0.04744414612650871,npu:6
resnet50,bloodmnist,medical,0,oxford_pets,0.9032608734524769,0.00929063418949177,0.9133964181|0.9008152485|0.9130434990|0.8884354234|0.9005449414,3680,stratified_5_fold,5,20260905,0.8778958320617676,500,600,256,128,0.01,2.072468863800168,0.038412729278206825,npu:6
resnet50,bloodmnist,medical,1,beans,0.8336557156228005,0.02526532290187824,0.8413462043|0.8260869384|0.8067632914|0.8155339956|0.8786407709,1034,stratified_5_fold,5,20260905,0.8671875,500,600,256,128,0.01,1.2884777039289474,0.04063713364303112,npu:6
resnet50,bloodmnist,medical,1,dtd,0.6146276950836181,0.007056649446087525,0.6183511019|0.6236702204|0.6156915426|0.6023936272|0.6130319834,3760,stratified_5_fold,5,20260905,0.6186169385910034,500,600,256,128,0.01,1.2884777039289474,0.04350793547928333,npu:6
resnet50,bloodmnist,medical,1,eurosat,0.8981999751210212,0.0100262630082246,0.8856858015|0.8892215490|0.8978978992|0.9057171345|0.9126505852,5000,stratified_5_fold,5,20260905,0.9044444561004639,500,600,256,128,0.01,1.2884777039289474,0.047335296869277954,npu:6
resnet50,bloodmnist,medical,1,flowers102,0.667647123336792,0.03344849194777613,0.7058824301|0.6666667461|0.6666667461|0.6078431606|0.6911765337,1020,stratified_5_fold,5,20260905,0.6803999543190002,500,600,256,128,0.01,1.2884777039289474,0.043766532093286514,npu:6
resnet50,bloodmnist,medical,1,food101,0.3962000193595886,0.012901089916518869,0.3960396051|0.4118812084|0.3732673526|0.4039604068|0.3958333731,5000,stratified_5_fold,5,20260905,0.4381999969482422,500,600,256,128,0.01,1.2884777039289474,0.04359359294176102,npu:6
resnet50,bloodmnist,medical,1,gtsrb,0.6690000137925148,0.01029989205029929,0.6617503166|0.6805970073|0.6633366346|0.6820925474|0.6571719646,5000,stratified_5_fold,5,20260905,0.5767999887466431,500,600,256,128,0.01,1.2884777039289474,0.04665604420006275,npu:6
resnet50,bloodmnist,medical,1,oxford_pets,0.8972826203898243,0.0067851525482285745,0.8985114098|0.9008152485|0.8899456859|0.9074831009|0.8896457553,3680,stratified_5_fold,5,20260905,0.87953120470047,500,600,256,128,0.01,1.2884777039289474,0.04125423729419708,npu:6
resnet50,bloodmnist,medical,2,beans,0.8375241925914698,0.021457753518619054,0.8798077703|0.8309178352|0.8212560415|0.8252426982|0.8300971389,1034,stratified_5_fold,5,20260905,0.890625,500,600,256,128,0.01,1.2805405985563993,0.03527182713150978,npu:6
resnet50,bloodmnist,medical,2,dtd,0.6202127933502197,0.019590788434617055,0.6422872543|0.6276596189|0.6117021441|0.5864362121|0.6329787374,3760,stratified_5_fold,5,20260905,0.6164893507957458,500,600,256,128,0.01,1.2805405985563993,0.0357473473995924,npu:6
resnet50,bloodmnist,medical,2,eurosat,0.8983999873042107,0.0062055319272727935,0.8916500807|0.8982036114|0.9099099636|0.8946840167|0.8975902796,5000,stratified_5_fold,5,20260905,0.9044444561004639,500,600,256,128,0.01,1.2805405985563993,0.03534955531358719,npu:6
resnet50,bloodmnist,medical,2,flowers102,0.6431373357772827,0.02286648176712397,0.6519608498|0.6323530674|0.6372549534|0.6127451658|0.6813726425,1020,stratified_5_fold,5,20260905,0.6789999604225159,500,600,256,128,0.01,1.2805405985563993,0.043284351006150246,npu:6
resnet50,bloodmnist,medical,2,food101,0.39500001484155656,0.008062635757646108,0.3900990486|0.4009900987|0.3841584325|0.4069306850|0.3927083611,5000,stratified_5_fold,5,20260905,0.43039998412132263,500,600,256,128,0.01,1.2805405985563993,0.044802768155932426,npu:6
resnet50,bloodmnist,medical,2,gtsrb,0.6709999976992607,0.013967280564026805,0.6479842663|0.6875621676|0.6633366346|0.6800804734|0.6765005589,5000,stratified_5_fold,5,20260905,0.58160001039505,500,600,256,128,0.01,1.2805405985563993,0.03677019104361534,npu:6
resnet50,bloodmnist,medical,2,oxford_pets,0.907880431316469,0.008110320805200362,0.9201623201|0.8953804374|0.9048913121|0.9074831009|0.9114440680,3680,stratified_5_fold,5,20260905,0.8871626853942871,500,600,256,128,0.01,1.2805405985563993,0.03274591825902462,npu:6
resnet50,bloodmnist,medical,3,beans,0.8626692729715683,0.009758966763288964,0.8798077703|0.8647342920|0.8502415419|0.8592233658|0.8592233062,1034,stratified_5_fold,5,20260905,0.8984375,500,600,256,128,0.01,1.1716564875096083,0.03662095032632351,npu:6
resnet50,bloodmnist,medical,3,dtd,0.6231383323669434,0.010658219762616663,0.6170213223|0.6369680762|0.6329787970|0.6077128053|0.6210106611,3760,stratified_5_fold,5,20260905,0.6244680881500244,500,600,256,128,0.01,1.1716564875096083,0.037086451426148415,npu:6
resnet50,bloodmnist,medical,3,eurosat,0.9031999982833863,0.007173774060431085,0.8986083269|0.9031936526|0.9149149656|0.9057171345|0.8935742378,5000,stratified_5_fold,5,20260905,0.9048148393630981,500,600,256,128,0.01,1.1716564875096083,0.03632263094186783,npu:6
resnet50,bloodmnist,medical,3,flowers102,0.660784387588501,0.038772017754253034,0.6764706373|0.6813726425|0.6813726425|0.5833333731|0.6813726425,1020,stratified_5_fold,5,20260905,0.6669999361038208,500,600,256,128,0.01,1.1716564875096083,0.03531818650662899,npu:6
resnet50,bloodmnist,medical,3,food101,0.39320001637935637,0.009432582704132423,0.3792079091|0.4000000358|0.3851485252|0.4039604068|0.3979167044,5000,stratified_5_fold,5,20260905,0.4368000030517578,500,600,256,128,0.01,1.1716564875096083,0.037471042945981026,npu:6
resnet50,bloodmnist,medical,3,gtsrb,0.676800038421154,0.010520950554169115,0.6882989407|0.6905472875|0.6663336754|0.6710262299|0.6673449278,5000,stratified_5_fold,5,20260905,0.5861999988555908,500,600,256,128,0.01,1.1716564875096083,0.03720892407000065,npu:6
resnet50,bloodmnist,medical,3,oxford_pets,0.905706515778666,0.00273401919510049,0.9066305161|0.9035326242|0.9021739364|0.9061224461|0.9100817442,3680,stratified_5_fold,5,20260905,0.8822567462921143,500,600,256,128,0.01,1.1716564875096083,0.03243325836956501,npu:6
resnet50,bloodmnist,medical,4,beans,0.8365570720090626,0.025425601889624512,0.8076923490|0.8550724387|0.8357487917|0.8106796145|0.8737864494,1034,stratified_5_fold,5,20260905,0.8359375,500,600,256,128,0.01,1.2676748037338257,0.029018785804510117,npu:6
resnet50,bloodmnist,medical,4,dtd,0.6156915068626404,0.011683993318075354,0.6289893985|0.6143617034|0.6223404408|0.5944148898|0.6183511019,3760,stratified_5_fold,5,20260905,0.6191489100456238,500,600,256,128,0.01,1.2676748037338257,0.03335528075695038,npu:6
resnet50,bloodmnist,medical,4,eurosat,0.8989999861836433,0.0075274884021499025,0.8956261873|0.8922156096|0.9129129052|0.9007021189|0.8935742378,5000,stratified_5_fold,5,20260905,0.9099999666213989,500,600,256,128,0.01,1.2676748037338257,0.03300788067281246,npu:6
resnet50,bloodmnist,medical,4,flowers102,0.653921639919281,0.014071270856664347,0.6617648005|0.6421569586|0.6764706373|0.6372549534|0.6519608498,1020,stratified_5_fold,5,20260905,0.6661999225616455,500,600,256,128,0.01,1.2676748037338257,0.0365096814930439,npu:6
resnet50,bloodmnist,medical,4,food101,0.3970000125169754,0.00635547282256359,0.4000000358|0.4069306850|0.3881188035|0.3930693269|0.3968750238,5000,stratified_5_fold,5,20260905,0.43699997663497925,500,600,256,128,0.01,1.2676748037338257,0.04352375119924545,npu:6
resnet50,bloodmnist,medical,4,gtsrb,0.6724000227093696,0.017335102195999312,0.6568338871|0.6955224276|0.6553446651|0.6911468506|0.6632757187,5000,stratified_5_fold,5,20260905,0.5712000131607056,500,600,256,128,0.01,1.2676748037338257,0.036931511014699936,npu:6
resnet50,bloodmnist,medical,4,oxford_pets,0.8975543391769347,0.004880401678692842,0.8971582651|0.8940217495|0.9048913121|0.9006803036|0.8910081387,3680,stratified_5_fold,5,20260905,0.8773507475852966,500,600,256,128,0.01,1.2676748037338257,0.0384999793022871,npu:6
resnet50,breastmnist,medical,0,beans,0.8510638499628875,0.012534070531502926,0.8413462639|0.8454105854|0.8550724983|0.8398058414|0.8737863898,1034,stratified_5_fold,5,20260905,0.8828125,500,600,256,128,0.01,1.2199022993445396,0.027673572301864624,npu:6
resnet50,breastmnist,medical,0,dtd,0.5952127933502197,0.018399196093490784,0.6063829660|0.6130319834|0.5877659917|0.5625000000|0.6063830256,3760,stratified_5_fold,5,20260905,0.6069148778915405,500,600,256,128,0.01,1.2199022993445396,0.0313510037958622,npu:6
resnet50,breastmnist,medical,0,eurosat,0.8935999542355537,0.00930431851170844,0.8876738548|0.8832335472|0.9059059024|0.9037110806|0.8875501156,5000,stratified_5_fold,5,20260905,0.9029629826545715,500,600,256,128,0.01,1.2199022993445396,0.03808285668492317,npu:6
resnet50,breastmnist,medical,0,flowers102,0.6392157793045044,0.028176680612641027,0.6421569586|0.6568628550|0.6372550130|0.5882353783|0.6715686917,1020,stratified_5_fold,5,20260905,0.6521999835968018,500,600,256,128,0.01,1.2199022993445396,0.04101705737411976,npu:6
resnet50,breastmnist,medical,0,food101,0.38460002130270005,0.008581955862990506,0.3792079389|0.4009901285|0.3782178164|0.3851485252|0.3791667223,5000,stratified_5_fold,5,20260905,0.420199990272522,500,600,256,128,0.01,1.2199022993445396,0.03691422380506992,npu:6
resnet50,breastmnist,medical,0,gtsrb,0.6730000074863434,0.017203895147659905,0.6578171253|0.6646766067|0.6643356681|0.7062374353|0.6724313498,5000,stratified_5_fold,5,20260905,0.5851999521255493,500,600,256,128,0.01,1.2199022993445396,0.03727870061993599,npu:6
resnet50,breastmnist,medical,0,oxford_pets,0.898369567339187,0.008438103003626282,0.9079837203|0.8831522465|0.8967391253|0.9006803036|0.9032697082,3680,stratified_5_fold,5,20260905,0.8798037767410278,500,600,256,128,0.01,1.2199022993445396,0.03312747739255428,npu:6
resnet50,breastmnist,medical,1,beans,0.8694390830380313,0.019712052808193527,0.8701924086|0.8357487917|0.8840579391|0.8640776277|0.8932039142,1034,stratified_5_fold,5,20260905,0.8359375,500,600,256,128,0.01,1.2458508014678955,0.031554071232676506,npu:6
resnet50,breastmnist,medical,1,dtd,0.6077128052711487,0.007662190366642236,0.6143617630|0.6130319834|0.6037234068|0.5944148898|0.6130319834,3760,stratified_5_fold,5,20260905,0.6196808218955994,500,600,256,128,0.01,1.2458508014678955,0.033870792016386986,npu:6
resnet50,breastmnist,medical,1,eurosat,0.8879999546885491,0.0060667486688515265,0.8827037215|0.8872255087|0.8928928971|0.8966900110|0.8805220127,5000,stratified_5_fold,5,20260905,0.9051852226257324,500,600,256,128,0.01,1.2458508014678955,0.03418809175491333,npu:6
resnet50,breastmnist,medical,1,flowers102,0.667647123336792,0.027971286570886374,0.6764706373|0.6519608498|0.6617648005|0.6323529482|0.7156863809,1020,stratified_5_fold,5,20260905,0.6647999286651611,500,600,256,128,0.01,1.2458508014678955,0.03805720619857311,npu:6
resnet50,breastmnist,medical,1,food101,0.382000019967556,0.010087702307478111,0.3722772300|0.3900990486|0.3712871373|0.3970297277|0.3791666925,5000,stratified_5_fold,5,20260905,0.42559999227523804,500,600,256,128,0.01,1.2458508014678955,0.03805202431976795,npu:6
resnet50,breastmnist,medical,1,gtsrb,0.6703999810576439,0.011760325789551792,0.6637168527|0.6895521879|0.6573426127|0.6780683994|0.6632756591,5000,stratified_5_fold,5,20260905,0.5779999494552612,500,600,256,128,0.01,1.2458508014678955,0.035815561190247536,npu:6
resnet50,breastmnist,medical,1,oxford_pets,0.9019021737348775,0.006310614455782133,0.9066305161|0.8899456859|0.9035326242|0.9074830413|0.9019073248,3680,stratified_5_fold,5,20260905,0.888252854347229,500,600,256,128,0.01,1.2458508014678955,0.033314989879727364,npu:6
resnet50,breastmnist,medical,2,beans,0.872340438674912,0.01995363021723586,0.8750000596|0.8743960857|0.8937197924|0.8349514604|0.8834952116,1034,stratified_5_fold,5,20260905,0.8671875,500,600,256,128,0.01,1.188135739415884,0.03067561239004135,npu:6
resnet50,breastmnist,medical,2,dtd,0.6053191900253296,0.020452805311493266,0.6382979155|0.6170213223|0.5917553902|0.5797872543|0.5997340679,3760,stratified_5_fold,5,20260905,0.6026595830917358,500,600,256,128,0.01,1.188135739415884,0.03699525445699692,npu:6
resnet50,breastmnist,medical,2,eurosat,0.8907999943137169,0.00778030780414466,0.8906560540|0.8922156096|0.9019019008|0.8916749954|0.8775100112,5000,stratified_5_fold,5,20260905,0.9059259295463562,500,600,256,128,0.01,1.188135739415884,0.04104883596301079,npu:6
resnet50,breastmnist,medical,2,flowers102,0.6588235855102539,0.03404658790954347,0.6519608498|0.6323530078|0.6372549534|0.6470588446|0.7254902720,1020,stratified_5_fold,5,20260905,0.6675999760627747,500,600,256,128,0.01,1.188135739415884,0.036173028871417046,npu:6
resnet50,breastmnist,medical,2,food101,0.3942000190019608,0.010221068704541062,0.4009901285|0.3821782470|0.3841584325|0.3950495124|0.4093750119,5000,stratified_5_fold,5,20260905,0.423799991607666,500,600,256,128,0.01,1.188135739415884,0.04171937704086304,npu:6
resnet50,breastmnist,medical,2,gtsrb,0.6675999989390373,0.01473925512267337,0.6578171253|0.6815920472|0.6543456316|0.6891348362|0.6551373005,5000,stratified_5_fold,5,20260905,0.5729999542236328,500,600,256,128,0.01,1.188135739415884,0.03344874270260334,npu:6
resnet50,breastmnist,medical,2,oxford_pets,0.9046195649906345,0.007848612648662812,0.9161027670|0.8940217495|0.9062500596|0.8979592323|0.9087193012,3680,stratified_5_fold,5,20260905,0.8836194276809692,500,600,256,128,0.01,1.188135739415884,0.03785483352839947,npu:6
resnet50,breastmnist,medical,3,beans,0.8500967252877049,0.015117831907647818,0.8557692766|0.8212560415|0.8502415419|0.8592233062|0.8640776873,1034,stratified_5_fold,5,20260905,0.8671875,500,600,256,128,0.01,1.237948078662157,0.029506497085094452,npu:6
resnet50,breastmnist,medical,3,dtd,0.6117021560668945,0.01261549018933456,0.6356383562|0.6037234068|0.6050531864|0.6010638475|0.6130319834,3760,stratified_5_fold,5,20260905,0.6186169981956482,500,600,256,128,0.01,1.237948078662157,0.03285110928118229,npu:6
resnet50,breastmnist,medical,3,eurosat,0.8984000018954277,0.004146784862145535,0.8956261873|0.9021956325|0.9009009004|0.9017051458|0.8915662766,5000,stratified_5_fold,5,20260905,0.9014814496040344,500,600,256,128,0.01,1.237948078662157,0.03532752767205238,npu:6
resnet50,breastmnist,medical,3,flowers102,0.6362745761871338,0.018959866967016323,0.6519608498|0.6078432202|0.6323530078|0.6274510622|0.6617647409,1020,stratified_5_fold,5,20260905,0.6611999273300171,500,600,256,128,0.01,1.237948078662157,0.03670342080295086,npu:6
resnet50,breastmnist,medical,3,food101,0.3978000254631042,0.012376258130201278,0.4059406221|0.3910891414|0.3811881542|0.4168317020|0.3937500119,5000,stratified_5_fold,5,20260905,0.4351999759674072,500,600,256,128,0.01,1.237948078662157,0.03767603263258934,npu:6
resnet50,breastmnist,medical,3,gtsrb,0.6810000096321106,0.004613379296300424,0.6745329499|0.6815920472|0.6773226857|0.6871227026|0.6846389174,5000,stratified_5_fold,5,20260905,0.6055999994277954,500,600,256,128,0.01,1.237948078662157,0.03451746329665184,npu:6
resnet50,breastmnist,medical,3,oxford_pets,0.9043478325657223,0.004385771951211173,0.9066305161|0.8980978727|0.9103261232|0.9006803036|0.9059945345,3680,stratified_5_fold,5,20260905,0.8866176009178162,500,600,256,128,0.01,1.237948078662157,0.03216099739074707,npu:6
resnet50,breastmnist,medical,4,beans,0.875241768544601,0.010900456555013264,0.8605769873|0.8792270422|0.8743960857|0.8689320087|0.8932038546,1034,stratified_5_fold,5,20260905,0.921875,500,600,256,128,0.01,1.1975933238863945,0.028744036331772804,npu:6
resnet50,breastmnist,medical,4,dtd,0.6095744967460632,0.012000548335692982,0.6050531864|0.6183511019|0.6117022038|0.5890957713|0.6236702204,3760,stratified_5_fold,5,20260905,0.6047872304916382,500,600,256,128,0.01,1.1975933238863945,0.03445657342672348,npu:6
resnet50,breastmnist,medical,4,eurosat,0.8969999906539917,0.010078931254520042,0.8886679411|0.8852295280|0.9139139652|0.9007021189|0.8965862989,5000,stratified_5_fold,5,20260905,0.9018518328666687,500,600,256,128,0.01,1.1975933238863945,0.03267668932676315,npu:6
resnet50,breastmnist,medical,4,flowers102,0.6656863331794739,0.016521862730351167,0.6617647409|0.6862745285|0.6764706969|0.6372549534|0.6666667461,1020,stratified_5_fold,5,20260905,0.6665999889373779,500,600,256,128,0.01,1.1975933238863945,0.03621048107743263,npu:6
resnet50,breastmnist,medical,4,food101,0.39520001524686815,0.011853443265588065,0.4059405923|0.4118812084|0.3811881542|0.3910891116|0.3854166865,5000,stratified_5_fold,5,20260905,0.43879997730255127,500,600,256,128,0.01,1.1975933238863945,0.03663851134479046,npu:6
resnet50,breastmnist,medical,4,gtsrb,0.6828000054478646,0.01269582424201555,0.6705998182|0.6935323477|0.6823176742|0.7002011538|0.6673449278,5000,stratified_5_fold,5,20260905,0.5929999351501465,500,600,256,128,0.01,1.1975933238863945,0.03452572412788868,npu:6
resnet50,breastmnist,medical,4,oxford_pets,0.9054347760975361,0.0087552704378218,0.9106900692|0.8940217495|0.9171195626|0.8965986967|0.9087193012,3680,stratified_5_fold,5,20260905,0.8868901133537292,500,600,256,128,0.01,1.1975933238863945,0.032953737303614616,npu:6
resnet50,cifar10,general_vision,0,beans,0.8520309423570246,0.02880493653658069,0.8509615660|0.8309178352|0.8309178352|0.8398058414|0.9077669978,1034,stratified_5_fold,5,20260905,0.8828125,500,600,256,128,0.01,1.2015580777078867,0.028796514496207237,npu:6
resnet50,cifar10,general_vision,0,dtd,0.6191489577293396,0.012059330412813134,0.6276596189|0.6250000000|0.6196808815|0.5957447290|0.6276595592,3760,stratified_5_fold,5,20260905,0.6138297915458679,500,600,256,128,0.01,1.2015580777078867,0.031384073197841644,npu:6
resnet50,cifar10,general_vision,0,eurosat,0.8889999690771103,0.003721887100155227,0.8856858015|0.8842315674|0.8898898363|0.8946840763|0.8905621767,5000,stratified_5_fold,5,20260905,0.9007407426834106,500,600,256,128,0.01,1.2015580777078867,0.03232387453317642,npu:6
resnet50,cifar10,general_vision,0,flowers102,0.6754902482032776,0.020187516982159384,0.6617648005|0.6764706373|0.7058824301|0.6470588446|0.6862745285,1020,stratified_5_fold,5,20260905,0.6868000030517578,500,600,256,128,0.01,1.2015580777078867,0.03697819449007511,npu:6
resnet50,cifar10,general_vision,0,food101,0.4082000191807747,0.0071992653615189205,0.4108911157|0.4108911157|0.3950495124|0.4079208076|0.4166666865,5000,stratified_5_fold,5,20260905,0.4449999928474426,500,600,256,128,0.01,1.2015580777078867,0.03870948776602745,npu:6
resnet50,cifar10,general_vision,0,gtsrb,0.67820002835989,0.011303222146756052,0.6804326773|0.6696517467|0.6683316827|0.6991952062|0.6734486818,5000,stratified_5_fold,5,20260905,0.5613999366760254,500,600,256,128,0.01,1.2015580777078867,0.03589056804776192,npu:6
resnet50,cifar10,general_vision,0,oxford_pets,0.908967393733885,0.007133312649961786,0.9161027670|0.8980978727|0.9157608747|0.9115647078|0.9032697082,3680,stratified_5_fold,5,20260905,0.8863450288772583,500,600,256,128,0.01,1.2015580777078867,0.03391201049089432,npu:6
resnet50,cifar10,general_vision,1,beans,0.8588007961758332,0.020025008977976586,0.8317308426|0.8599033952|0.8599033952|0.8495146036|0.8932038546,1034,stratified_5_fold,5,20260905,0.875,500,600,256,128,0.01,1.1983405835926533,0.032549936324357986,npu:6
resnet50,cifar10,general_vision,1,dtd,0.6212766289710998,0.021498165749381414,0.6476063728|0.6356383562|0.6196808815|0.5837766528|0.6196808815,3760,stratified_5_fold,5,20260905,0.6292552947998047,500,600,256,128,0.01,1.1983405835926533,0.03199675492942333,npu:6
resnet50,cifar10,general_vision,1,eurosat,0.8886000023245811,0.010541068617387213,0.8767395020|0.8802394867|0.8968969584|0.9047141671|0.8845381737,5000,stratified_5_fold,5,20260905,0.9011111259460449,500,600,256,128,0.01,1.1983405835926533,0.034690747037529945,npu:6
resnet50,cifar10,general_vision,1,flowers102,0.6656863570213318,0.02369225496742981,0.6764706969|0.6519608498|0.6764706373|0.6274510622|0.6960785389,1020,stratified_5_fold,5,20260905,0.6818000078201294,500,600,256,128,0.01,1.1983405835926533,0.038763195276260376,npu:6
resnet50,cifar10,general_vision,1,food101,0.40200002485513686,0.012227098541296744,0.3940594196|0.4217821956|0.3881188333|0.4099010229|0.3958333731,5000,stratified_5_fold,5,20260905,0.45619997382164,500,600,256,128,0.01,1.1983405835926533,0.03984368219971657,npu:6
resnet50,cifar10,general_vision,1,gtsrb,0.6802000275015831,0.014171090377100917,0.6686332226|0.7034826279|0.6643356681|0.6881288290|0.6765005589,5000,stratified_5_fold,5,20260905,0.5801999568939209,500,600,256,128,0.01,1.1983405835926533,0.03396638110280037,npu:6
resnet50,cifar10,general_vision,1,oxford_pets,0.9062500104632066,0.004680959552394629,0.9025709629|0.9008152485|0.9076087475|0.9142857790|0.9059945345,3680,stratified_5_fold,5,20260905,0.8887979984283447,500,600,256,128,0.01,1.1983405835926533,0.0329943485558033,npu:6
resnet50,cifar10,general_vision,2,beans,0.8704061980865448,0.013660173408925414,0.8701924086|0.8743960857|0.8840579987|0.8786407709|0.8446601629,1034,stratified_5_fold,5,20260905,0.90625,500,600,256,128,0.01,1.2162956465035677,0.03433619439601898,npu:6
resnet50,cifar10,general_vision,2,dtd,0.618617057800293,0.007302949742922995,0.6223405004|0.6210106611|0.6117021441|0.6090425849|0.6289893985,3760,stratified_5_fold,5,20260905,0.6361702084541321,500,600,256,128,0.01,1.2162956465035677,0.03222200833261013,npu:6
resnet50,cifar10,general_vision,2,eurosat,0.8961999837994575,0.007271168034704967,0.8866798878|0.8892215490|0.9019019008|0.9057171345|0.8975903392,5000,stratified_5_fold,5,20260905,0.8959259390830994,500,600,256,128,0.01,1.2162956465035677,0.0326458178460598,npu:6
resnet50,cifar10,general_vision,2,flowers102,0.68333340883255,0.008546877940697264,0.6862745881|0.6764706373|0.6960785389|0.6715686917|0.6862745881,1020,stratified_5_fold,5,20260905,0.6843999624252319,500,600,256,128,0.01,1.2162956465035677,0.05387774668633938,npu:6
resnet50,cifar10,general_vision,2,food101,0.39980001729726794,0.015172481439147635,0.3881188333|0.4118812084|0.3762376308|0.4158415794|0.4072917104,5000,stratified_5_fold,5,20260905,0.4490000009536743,500,600,256,128,0.01,1.2162956465035677,0.03490866534411907,npu:6
resnet50,cifar10,general_vision,2,gtsrb,0.6811999915719033,0.011040187985208016,0.6784660816|0.6915422678|0.6723276377|0.6961770654|0.6673448682,5000,stratified_5_fold,5,20260905,0.5848000049591064,500,600,256,128,0.01,1.2162956465035677,0.037981223315000534,npu:6
resnet50,cifar10,general_vision,2,oxford_pets,0.9111413131589475,0.004702424844697547,0.9161027670|0.9048913121|0.9171196222|0.9088436365|0.9087193012,3680,stratified_5_fold,5,20260905,0.8912509679794312,500,600,256,128,0.01,1.2162956465035677,0.03706319071352482,npu:6
resnet50,cifar10,general_vision,3,beans,0.8462282718957278,0.013015989039512501,0.8221154213|0.8550724983|0.8502415419|0.8446602821|0.8592233062,1034,stratified_5_fold,5,20260905,0.8828125,500,600,256,128,0.01,1.2168959882110357,0.0303125511854887,npu:6
resnet50,cifar10,general_vision,3,dtd,0.626063859462738,0.016489338105728023,0.6476063728|0.6422872543|0.6210106611|0.6037234664|0.6156915426,3760,stratified_5_fold,5,20260905,0.6335106492042542,500,600,256,128,0.01,1.2168959882110357,0.03341579996049404,npu:6
resnet50,cifar10,general_vision,3,eurosat,0.8930000066757202,0.008822146663728766,0.8797216415|0.8882235885|0.8918918967|0.9037111402|0.9016064405,5000,stratified_5_fold,5,20260905,0.8962963223457336,500,600,256,128,0.01,1.2168959882110357,0.04074014537036419,npu:6
resnet50,cifar10,general_vision,3,flowers102,0.6754902720451355,0.02222701754588975,0.6911765337|0.6666667461|0.7107843757|0.6519608498|0.6568628550,1020,stratified_5_fold,5,20260905,0.6741999387741089,500,600,256,128,0.01,1.2168959882110357,0.038291286677122116,npu:6
resnet50,cifar10,general_vision,3,food101,0.40580001586675646,0.007584342795037273,0.4039604068|0.4168317020|0.3940594196|0.4039604068|0.4104166925,5000,stratified_5_fold,5,20260905,0.451200008392334,500,600,256,128,0.01,1.2168959882110357,0.040580471977591515,npu:6
resnet50,cifar10,general_vision,3,gtsrb,0.6829999871134758,0.011332512091935245,0.6784660816|0.6815919876|0.6853146553|0.7022132874|0.6673448682,5000,stratified_5_fold,5,20260905,0.584399938583374,500,600,256,128,0.01,1.2168959882110357,0.035613637417554855,npu:6
