excluded_encoder,method,shortlist_size,rows,encoders,encoder_target_pairs,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean,passing_encoders,passes_overall
vit_b16,rank_only,3,21,3,21,0.6666666666666666,0.5555555555555556,0.001660696315431436,0.0648517391151041,-0.00015118576231456938,0.8235294117647058,0.6666666666666666,0.5634920634920635,2.3333333333333335,0.8333333333333334,0,False
vit_b16,dpp_subspace,5,21,3,21,0.7619047619047619,0.5873015873015872,0.0010406336836956,0.034635576989717164,-0.0007167475564139219,0.7058823529411764,0.8571428571428571,0.8730158730158729,5.0,0.6428571428571428,0,False
vit_b16,facility_subspace,5,21,3,21,0.23809523809523808,0.492063492063492,0.003043443130230065,0.0955346685532871,0.0025975482804434565,0.7058823529411764,0.23809523809523808,0.5238095238095238,5.0,0.6428571428571428,0,False
vit_b16,full_merged_rank,5,21,3,21,0.7619047619047619,0.8253968253968254,0.001126430373541421,0.04106568287325635,-0.0009182089851016111,0.7058823529411764,0.7619047619047619,0.8253968253968254,4.0,0.7142857142857143,0,False
vit_b16,kcenter_subspace,5,21,3,21,0.5238095238095238,0.39682539682539675,0.0021284043257903014,0.07693728867823194,0.0030482797395615393,0.7058823529411764,0.5238095238095238,0.40476190476190477,5.0,0.6428571428571428,0,False
vit_b16,pool_vendi_subspace,5,21,3,21,0.5238095238095238,0.39682539682539675,0.0021284043257903014,0.07693728867823194,0.0030482797395615393,0.7058823529411764,0.5238095238095238,0.40476190476190477,5.0,0.6428571428571428,0,False
vit_b16,rank_only,5,21,3,21,0.7619047619047619,0.8253968253968254,0.001126430373541421,0.04106568287325635,-0.0009182089851016111,0.7058823529411764,0.7619047619047619,0.8253968253968254,4.0,0.7142857142857143,0,False
vit_b16,dpp_subspace,8,21,3,21,0.8095238095238095,0.8730158730158729,0.0008165566759628994,0.028601666641618943,-0.0005006608508882111,0.5294117647058824,0.8571428571428571,0.888888888888889,6.333333333333333,0.5476190476190477,1,False
vit_b16,facility_subspace,8,21,3,21,0.2857142857142857,0.5396825396825397,0.0028447126055463094,0.0921036781617865,0.0019238965851919917,0.5294117647058824,0.2857142857142857,0.5714285714285714,8.0,0.42857142857142855,0,False
vit_b16,full_merged_rank,8,21,3,21,0.8571428571428571,0.888888888888889,0.0006996706592559713,0.02387816666366009,-0.0005461851755778016,0.5294117647058824,0.8571428571428571,0.888888888888889,6.333333333333333,0.5476190476190477,1,False
vit_b16,kcenter_subspace,8,21,3,21,0.5714285714285714,0.5555555555555556,0.0009040152541126926,0.04166300322703662,0.002057158379327681,0.5294117647058824,0.6190476190476191,0.5873015873015872,8.0,0.42857142857142855,0,False
vit_b16,pool_vendi_subspace,8,21,3,21,0.8095238095238095,0.5555555555555556,0.0004905515812623218,0.019027347312312565,0.0006754477818806988,0.5294117647058824,0.8095238095238095,0.5714285714285714,8.0,0.42857142857142855,0,False
vit_b16,rank_only,8,21,3,21,0.8571428571428571,0.8730158730158729,0.0008101984988978728,0.027286292336719885,-0.00017416136605399206,0.5294117647058824,0.8571428571428571,0.8730158730158729,5.333333333333333,0.619047619047619,1,False
