encoder,target_domain,readout,method,shortlist_size,repeat_count,score_seconds,resident_seconds,median_resident_seconds,test_brier_score,test_nll,test_error_rate,feature_seconds,source_blocks_charged,raw_additive_seconds,resident_vs_full_seconds,raw_vs_full_seconds,paired_test_brier_score,paired_test_nll,paired_test_error_rate
dinov2_b14,quickdraw,logistic,random,50,3,0.00047499189774195355,4.099009106556575,4.068322598934174,0.9679743866859648,4.1723358229818945,0.890625,43.76177269220352,15.0,47.860781798760094,-34.3438328653574,-34.34383286535739,0.002896970565743784,0.01949518897048108,0.015625
dinov2_b14,quickdraw,logistic,random,100,3,0.00047499189774195355,8.242171299954256,8.15542097389698,0.9670635240117901,4.187038859576187,0.8880208333333334,43.76177269220352,15.0,52.00394399215778,-30.200670671959713,-30.200670671959706,0.0019861078915690555,0.03419822556477392,0.01302083333333337
dinov2_b14,quickdraw,logistic,random,227,3,0.00047499189774195355,18.75194986661275,18.576071217656136,0.965077416120221,4.155201461472529,0.8831380208333334,43.76177269220352,15.0,62.51372255881627,-19.69089210530122,-19.690892105301216,0.0,0.0023608274611151003,0.00813802083333337
dinov2_b14,quickdraw,logistic,second_moment_mmd,10,3,0.03605907907088598,0.8706450040141741,0.8670630902051926,0.9675206777501465,4.182083417467135,0.8876953125,48.740727581083775,15.0,49.611372585097946,-37.5721969678998,-32.59324207901954,0.002443261629925475,0.02924278345572162,0.0126953125
dinov2_b14,quickdraw,logistic,second_moment_mmd,25,3,0.03605907907088598,2.094152400890986,2.0701616778969765,0.9665880788938227,4.1528406340114135,0.880859375,48.740727581083775,15.0,50.83487998197476,-36.34868957102299,-31.369734682142727,0.0015106627736016787,0.0,0.005859375
dinov2_b14,quickdraw,logistic,second_moment_mmd,50,3,0.03605907907088598,4.202568016946316,4.164926320314407,0.965077416120221,4.1528406340114135,0.89697265625,48.740727581083775,15.0,52.94329559803009,-34.240273954967655,-29.261319066087395,0.0,0.0,0.02197265625
dinov2_b14,quickdraw,logistic,second_moment_mmd,100,3,0.03605907907088598,8.549955328305563,8.563506238162518,0.965077416120221,4.1528406340114135,0.875,48.740727581083775,15.0,57.29068290938934,-29.892886643608406,-24.913931754728146,0.0,0.0,0.0
dinov2_b14,quickdraw,logistic,second_moment_mmd,227,3,0.03605907907088598,19.057999352614086,19.296587333083153,0.965077416120221,4.1528406340114135,0.875,48.740727581083775,15.0,67.79872693369786,-19.384842619299885,-14.405887730419622,0.0,0.0,0.0
dinov2_b14,quickdraw,logistic,target_a,10,3,0.3565632874766986,1.1112632403771083,1.093934215605259,0.9690386751011824,4.196989452066742,0.8896484375,48.740727581083775,15.0,49.85199082146088,-37.331578731536865,-32.352623842656605,0.003961258980961335,0.04414881805532822,0.0146484375
dinov2_b14,quickdraw,logistic,target_a,25,3,0.3565632874766986,2.2549759844938913,2.2183974161744118,0.9690103220356647,4.196989452066742,0.8916015625,48.740727581083775,15.0,50.995703565577664,-36.18786598742008,-31.208911098539822,0.003932905915443707,0.04414881805532822,0.0166015625
dinov2_b14,quickdraw,logistic,target_a,50,3,0.3565632874766986,4.235649108886719,4.230057507753372,0.9679453398653034,4.182083417467135,0.875,48.740727581083775,15.0,52.97637668997049,-34.20719286302725,-29.228237974146992,0.002867923745082379,0.02924278345572162,0.0
dinov2_b14,quickdraw,logistic,target_a,100,3,0.3565632874766986,8.342829751471678,8.442715868353844,0.965077416120221,4.182083417467135,0.875,48.740727581083775,15.0,57.08355733255545,-30.100012220442295,-25.121057331562035,0.0,0.02924278345572162,0.0
dinov2_b14,quickdraw,logistic,target_a,227,3,0.3565632874766986,19.04150851070881,19.27528517693281,0.965077416120221,4.1528406340114135,0.875,48.740727581083775,15.0,67.78223609179258,-19.401333461205162,-14.422378572324902,0.0,0.0,0.0
dinov2_b14,quickdraw,ridge,exhaustive,455,3,0.0002610435088475545,1.4359322264790535,1.4423837438225746,0.9887071241000879,4.544978032912852,0.84033203125,43.76177269220352,15.0,45.197704918682575,0.0,0.0,0.0,0.0,0.0
dinov2_b14,quickdraw,ridge,random,10,3,0.00045383721590042114,0.0434018944700559,0.04381502419710159,0.9888427688296861,4.550906526050072,0.84814453125,41.21314693739017,14.0,41.25654883186023,-1.3925303320089977,-3.941156086822346,0.00013564472959826102,0.005928493137219881,0.0078125
dinov2_b14,quickdraw,ridge,random,25,3,0.00045383721590042114,0.09596506754557292,0.09726156294345856,0.9888225330425898,4.550193870806957,0.8440755208333334,43.76177269220352,15.0,43.85773775974909,-1.3399671589334805,-1.339967158933483,0.00011540894250194889,0.005215837894104958,0.0037434895833333703
dinov2_b14,quickdraw,ridge,random,50,3,0.00045383721590042114,0.18066282818714777,0.18181414902210236,0.9888117908771381,4.549760473672495,0.8406575520833334,43.76177269220352,15.0,43.94243552039067,-1.2552693982919056,-1.255269398291908,0.00010466677705023297,0.0047824407596426255,0.00032552083333337034
dinov2_b14,quickdraw,ridge,random,100,3,0.00045383721590042114,0.3426680068174998,0.3456347733736038,0.9887412178807327,4.546584156387858,0.841796875,43.76177269220352,15.0,44.10444069902102,-1.0932642196615536,-1.093264219661556,3.4093780644783855e-05,0.0016061234750059938,0.00146484375
dinov2_b14,quickdraw,ridge,random,227,3,0.00045383721590042114,0.7353534127275149,0.7268375381827354,0.9887071241000879,4.544978032912852,0.84033203125,43.76177269220352,15.0,44.497126104931034,-0.7005788137515386,-0.700578813751541,0.0,0.0,0.0
dinov2_b14,quickdraw,ridge,second_moment_mmd,10,3,0.03657967100540797,0.07281247526407242,0.0729508027434349,0.9887728367750747,4.547644268609419,0.8388671875,48.740727581083775,15.0,48.81354005634785,-1.363119751214981,3.6158351376652718,6.571267498678424e-05,0.0026662356965667655,-0.00146484375
dinov2_b14,quickdraw,ridge,second_moment_mmd,25,3,0.03657967100540797,0.12443186591068904,0.12454502284526825,0.9887343783130936,4.546136155367877,0.84033203125,48.740727581083775,15.0,48.86515944699446,-1.3115003605683644,3.667454528311886,2.7254213005756256e-05,0.0011581224550250013,0.0
dinov2_b14,quickdraw,ridge,second_moment_mmd,50,3,0.03657967100540797,0.2032291665673256,0.20283163338899612,0.9887071241000879,4.544978032912852,0.84033203125,48.740727581083775,15.0,48.9439567476511,-1.232703059911728,3.746251828968525,0.0,0.0,0.0
dinov2_b14,quickdraw,ridge,second_moment_mmd,100,3,0.03657967100540797,0.3645256658395131,0.36214373260736465,0.9887071241000879,4.544978032912852,0.84033203125,48.740727581083775,15.0,49.10525324692329,-1.0714065606395404,3.907548328240715,0.0,0.0,0.0
dinov2_b14,quickdraw,ridge,second_moment_mmd,227,3,0.03657967100540797,0.7646379669507345,0.7666042521595955,0.9887071241000879,4.544978032912852,0.84033203125,48.740727581083775,15.0,49.50536554803451,-0.671294259528319,4.307660629351936,0.0,0.0,0.0
dinov2_b14,quickdraw,ridge,target_a,10,3,0.3722200120488803,0.41108157237370807,0.3888378292322159,0.9887955106355916,4.548748558349914,0.84521484375,48.740727581083775,15.0,49.151809153457485,-1.0248506541053455,3.95410423477491,8.83865355036928e-05,0.003770525437061245,0.0048828125
dinov2_b14,quickdraw,ridge,target_a,25,3,0.3722200120488803,0.459206186234951,0.4372115284204483,0.9887728367750747,4.547644268609419,0.83544921875,48.740727581083775,15.0,49.199933767318726,-0.9767260402441025,4.00222884863615,6.571267498678424e-05,0.0026662356965667655,-0.0048828125
dinov2_b14,quickdraw,ridge,target_a,50,3,0.3722200120488803,0.5362584218382835,0.5218381732702255,0.9887728367750747,4.547644268609419,0.8349609375,48.740727581083775,15.0,49.27698600292206,-0.89967380464077,4.079281084239483,6.571267498678424e-05,0.0026662356965667655,-0.00537109375
dinov2_b14,quickdraw,ridge,target_a,100,3,0.3722200120488803,0.6918892413377762,0.6810510903596878,0.9887071241000879,4.544978032912852,0.8349609375,48.740727581083775,15.0,49.43261682242155,-0.7440429851412773,4.2349119037389755,0.0,0.0,-0.00537109375
dinov2_b14,quickdraw,ridge,target_a,227,3,0.3722200120488803,1.0878308887283008,1.069671370089054,0.9887071241000879,4.544978032912852,0.84033203125,48.740727581083775,15.0,49.82855846981207,-0.3481013377507527,4.630853551129498,0.0,0.0,0.0
dinov2_b14,real,logistic,exhaustive,455,3,0.00032165398200352985,41.66183599581321,41.75863893330097,0.751615097541131,2.645021892635045,0.37939453125,43.65488909929991,15.0,85.31672509511313,0.0,0.0,0.0,0.0,0.0
dinov2_b14,real,logistic,random,10,3,0.00048166513442993164,0.9402413194378217,0.9157789126038551,0.7944320100181078,2.799918292118823,0.4200846354166667,40.70341301957766,13.666666666666666,41.643654339015484,-40.72159467637539,-43.673070756097644,0.04281691247697683,0.15489639948377798,0.040690104166666685
dinov2_b14,real,logistic,random,25,3,0.00048166513442993164,2.2437658036748567,2.2398523539304733,0.7683244640986767,2.699787430548111,0.4033203125,43.65488909929991,15.0,45.89865490297476,-39.41807019213836,-39.418070192138366,0.016709366557545735,0.054765537913066265,0.02392578125
dinov2_b14,real,logistic,random,50,3,0.00048166513442993164,4.441405090192954,4.4755328968167305,0.7647885409760827,2.6608220075693807,0.3943684895833333,43.65488909929991,15.0,48.09629418949286,-37.22043090562026,-37.22043090562027,0.013173443434951748,0.015800114934335863,0.014973958333333315
dinov2_b14,real,logistic,random,100,3,0.00048166513442993164,8.86038372417291,8.893076740205288,0.7625554707761913,2.6608220075693807,0.3815104166666667,43.65488909929991,15.0,52.51527282347282,-32.8014522716403,-32.80145227164031,0.010940373235060363,0.015800114934335863,0.002115885416666685
dinov2_b14,real,logistic,random,227,3,0.00048166513442993164,20.61965758850177,20.526984624564648,0.7579150486581586,2.645021892635045,0.3857421875,43.65488909929991,15.0,64.27454668780167,-21.042178407311443,-21.042178407311454,0.006299951117027636,0.0,0.00634765625
dinov2_b14,real,logistic,second_moment_mmd,10,3,0.038274104396502175,0.8327272335688273,0.8565633893013,0.751615097541131,2.645021892635045,0.3984375,48.931480050086975,15.0,49.7642072836558,-40.82910876224439,-35.55251781145733,0.0,0.0,0.01904296875
dinov2_b14,real,logistic,second_moment_mmd,25,3,0.038274104396502175,2.0481885448098183,2.1204892322421074,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,50.97966859489679,-39.613647451003395,-34.337056500216335,0.0,0.0,0.0
dinov2_b14,real,logistic,second_moment_mmd,50,3,0.038274104396502175,4.110722102224827,4.222502455115318,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,53.0422021523118,-37.551113893588386,-32.274522942801326,0.0,0.0,0.0
dinov2_b14,real,logistic,second_moment_mmd,100,3,0.038274104396502175,8.187568681935469,8.26053624600172,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,57.11904873202244,-33.474267313877746,-28.197676363090686,0.0,0.0,0.0
dinov2_b14,real,logistic,second_moment_mmd,227,3,0.038274104396502175,19.483146399259567,19.476351998746395,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,68.41462644934654,-22.178689596553646,-16.902098645766586,0.0,0.0,0.0
dinov2_b14,real,logistic,target_a,10,3,0.3660600657264392,1.1539291491111119,1.171983279287815,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,50.08540919919809,-40.5079068467021,-35.23131589591504,0.0,0.0,0.0
dinov2_b14,real,logistic,target_a,25,3,0.3660600657264392,2.3818475157022476,2.422935903072357,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,51.31332756578922,-39.279988480110966,-34.003397529323905,0.0,0.0,0.0
dinov2_b14,real,logistic,target_a,50,3,0.3660600657264392,4.422516912221909,4.449791312217712,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,53.353996962308884,-37.239319083591305,-31.962728132804244,0.0,0.0,0.0
dinov2_b14,real,logistic,target_a,100,3,0.3660600657264392,8.646715434888998,8.529791533946991,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,57.57819548497597,-33.01512056092422,-27.738529610137157,0.0,0.0,0.0
dinov2_b14,real,logistic,target_a,227,3,0.3660600657264392,19.874651543796062,19.68193794041872,0.751615097541131,2.645021892635045,0.37939453125,48.931480050086975,15.0,68.80613159388304,-21.78718445201715,-16.51059350123009,0.0,0.0,0.0
dinov2_b14,real,ridge,exhaustive,455,3,0.0002628316481908162,1.5009545385837555,1.5107701197266579,0.9843426823149195,4.371615967701112,0.37939453125,43.65488909929991,15.0,45.15584363788366,0.0,0.0,0.0,0.0,0.0
dinov2_b14,real,ridge,random,10,3,0.0004679386814435323,0.04711748162905375,0.04515471309423447,0.9847705930891234,4.3863553759846265,0.4357096354166667,40.70341301957766,13.666666666666666,40.75053050120671,-1.4538370569547017,-4.405313136676952,0.000427910774203899,0.014739408283514166,0.056315104166666685
dinov2_b14,real,ridge,random,25,3,0.0004679386814435323,0.09870920081933339,0.10125869512557983,0.9845073231038638,4.3771116323295445,0.41259765625,43.65488909929991,15.0,43.75359830011924,-1.4022453377644222,-1.4022453377644197,0.00016464078894429246,0.005495664628432095,0.033203125
dinov2_b14,real,ridge,random,50,3,0.0004679386814435323,0.18084473411242166,0.17637909203767776,0.9843858127338424,4.373133335296527,0.4080403645833333,43.65488909929991,15.0,43.83573383341233,-1.3201098044713337,-1.3201098044713362,4.3130418922898706e-05,0.0015173675954143206,0.028645833333333315
dinov2_b14,real,ridge,random,100,3,0.0004679386814435323,0.34878640870253247,0.3453683406114578,0.9843657571878883,4.372828540388002,0.3898111979166667,43.65488909929991,15.0,44.00367550800244,-1.152168129881223,-1.1521681298812254,2.307487296882016e-05,0.0012125726868896791,0.010416666666666685
dinov2_b14,real,ridge,random,227,3,0.0004679386814435323,0.7627557913462321,0.7561596408486366,0.9843426823149195,4.371615967701112,0.384765625,43.65488909929991,15.0,44.41764489064614,-0.7381987472375234,-0.7381987472375258,0.0,0.0,0.00537109375
dinov2_b14,real,ridge,second_moment_mmd,10,3,0.03597598274548849,0.07430927455425262,0.07567435503005981,0.9843426823149195,4.371615967701112,0.4169921875,48.931480050086975,15.0,49.00578932464123,-1.4266452640295029,3.8499456867575645,0.0,0.0,0.03759765625
dinov2_b14,real,ridge,second_moment_mmd,25,3,0.03597598274548849,0.1265298972527186,0.12486569583415985,0.9843426823149195,4.371615967701112,0.3896484375,48.931480050086975,15.0,49.05800994733969,-1.3744246413310368,3.902166309456028,0.0,0.0,0.01025390625
dinov2_b14,real,ridge,second_moment_mmd,50,3,0.03597598274548849,0.20519999414682388,0.20227821916341782,0.9843426823149195,4.371615967701112,0.3955078125,48.931480050086975,15.0,49.1366800442338,-1.2957545444369316,3.980836406350136,0.0,0.0,0.01611328125
dinov2_b14,real,ridge,second_moment_mmd,100,3,0.03597598274548849,0.3724038104216258,0.36773113161325455,0.9843426823149195,4.371615967701112,0.3955078125,48.931480050086975,15.0,49.3038838605086,-1.1285507281621296,4.148040222624935,0.0,0.0,0.01611328125
dinov2_b14,real,ridge,second_moment_mmd,227,3,0.03597598274548849,0.7960181012749672,0.808688573539257,0.9843426823149195,4.371615967701112,0.37939453125,48.931480050086975,15.0,49.72749815136194,-0.7049364373087883,4.571654513478279,0.0,0.0,0.0
dinov2_b14,real,ridge,target_a,10,3,0.34961701432863873,0.3882960428794225,0.38361823558807373,0.9843499173712228,4.372549735971053,0.3896484375,48.931480050086975,15.0,49.3197760929664,-1.112658495704333,4.163932455082737,7.235056303289689e-06,0.0009337682699408489,0.01025390625
dinov2_b14,real,ridge,target_a,25,3,0.34961701432863873,0.4371032863855362,0.42943383008241653,0.9843426823149195,4.371615967701112,0.3896484375,48.931480050086975,15.0,49.36858333647251,-1.0638512521982193,4.212739698588848,0.0,0.0,0.01025390625
dinov2_b14,real,ridge,target_a,50,3,0.34961701432863873,0.5171021272738775,0.5110797435045242,0.9843426823149195,4.371615967701112,0.3955078125,48.931480050086975,15.0,49.448582177360855,-0.983852411309878,4.292738539477192,0.0,0.0,0.01611328125
dinov2_b14,real,ridge,target_a,100,3,0.34961701432863873,0.68350417415301,0.6759181246161461,0.9843426823149195,4.371615967701112,0.3955078125,48.931480050086975,15.0,49.61498422423998,-0.8174503644307455,4.45914058635632,0.0,0.0,0.01611328125
dinov2_b14,real,ridge,target_a,227,3,0.34961701432863873,1.1024545207619667,1.0810855999588966,0.9843426823149195,4.371615967701112,0.37939453125,48.931480050086975,15.0,50.03393457084894,-0.3985000178217888,4.878090932965279,0.0,0.0,0.0
dinov2_b14,sketch,logistic,exhaustive,455,3,0.0003029927611351013,41.35406196862459,41.608770824968815,0.7767835402249293,2.7216368438377643,0.46142578125,43.35782207548618,15.0,84.71188404411077,0.0,0.0,0.0,0.0,0.0
dinov2_b14,sketch,logistic,random,10,3,0.0004680405060450236,0.8809103320042292,0.9006215408444405,0.7904954241200488,2.8342282341671154,0.4658203125,36.6483348608017,12.333333333333334,37.529245192805924,-40.473151636620365,-47.18263885130485,0.013711883895119459,0.11259139032935117,0.00439453125
dinov2_b14,sketch,logistic,random,25,3,0.0004680405060450236,2.237015229960283,2.2870617359876633,0.7834411311416211,2.8007775438024667,0.4532877604166667,42.67962211370468,14.666666666666666,44.916637343664966,-39.11704673866431,-39.79524670044581,0.0066575909166917135,0.07914069996470241,-0.008138020833333315
dinov2_b14,sketch,logistic,random,50,3,0.0004680405060450236,4.506351274748643,4.593505792319775,0.776183417325845,2.784378606263503,0.4532877604166667,43.35782207548618,15.0,47.86417335023483,-36.847710693875946,-36.847710693875946,-0.0006001228990843988,0.06274176242573892,-0.008138020833333315
dinov2_b14,sketch,logistic,random,100,3,0.0004680405060450236,9.119277355571588,9.202750734984875,0.7740774565781647,2.7439676542134976,0.4368489583333333,43.35782207548618,15.0,52.47709943105777,-32.234784613053,-32.234784613053,-0.002706083646764612,0.022330810375733368,-0.024576822916666685
dinov2_b14,sketch,logistic,random,227,3,0.0004680405060450236,20.419553836186726,20.454001493752003,0.7767835402249293,2.7439676542134976,0.4443359375,43.35782207548618,15.0,63.777375911672905,-20.934508132437866,-20.93450813243787,0.0,0.022330810375733368,-0.01708984375
dinov2_b14,sketch,logistic,second_moment_mmd,10,3,0.03777248909076055,0.8406682536005974,0.8291293531656265,0.772144578681428,2.7434676155617894,0.43310546875,48.474758706986904,15.0,49.3154269605875,-40.513393715023994,-35.39645708352327,-0.0046389615435012965,0.021830771724025144,-0.0283203125
dinov2_b14,sketch,logistic,second_moment_mmd,25,3,0.03777248909076055,2.0209888791044555,2.047443263232708,0.772144578681428,2.7434676155617894,0.4267578125,48.474758706986904,15.0,50.49574758609136,-39.333073089520134,-34.21613645801941,-0.0046389615435012965,0.021830771724025144,-0.03466796875
dinov2_b14,sketch,logistic,second_moment_mmd,50,3,0.03777248909076055,3.9907177040974298,3.975516267120838,0.7767835402249293,2.7216368438377643,0.4267578125,48.474758706986904,15.0,52.46547641108433,-37.363344264527164,-32.24640763302644,0.0,0.0,-0.03466796875
dinov2_b14,sketch,logistic,second_moment_mmd,100,3,0.03777248909076055,7.952949804564317,7.937791459262371,0.7767835402249293,2.7216368438377643,0.46142578125,48.474758706986904,15.0,56.427708511551224,-33.40111216406027,-28.28417553255955,0.0,0.0,0.0
dinov2_b14,sketch,logistic,second_moment_mmd,227,3,0.03777248909076055,18.747766504685085,18.75290785729885,0.7767835402249293,2.7216368438377643,0.46142578125,48.474758706986904,15.0,67.222525211672,-22.606295463939507,-17.489358832438782,0.0,0.0,0.0
dinov2_b14,sketch,logistic,target_a,10,3,0.3605971932411194,1.0846266870697339,1.1010745763778687,0.7807422606327842,2.735878469923455,0.4267578125,48.474758706986904,15.0,49.55938539405664,-40.269435281554856,-35.152498650054135,0.003958720407854832,0.014241626085690573,-0.03466796875
dinov2_b14,sketch,logistic,target_a,25,3,0.3605971932411194,2.193926952779293,2.2077900618314743,0.7807422606327842,2.735878469923455,0.4267578125,48.474758706986904,15.0,50.6686856597662,-39.1601350158453,-34.04319838434458,0.003958720407854832,0.014241626085690573,-0.03466796875
dinov2_b14,sketch,logistic,target_a,50,3,0.3605971932411194,4.104043160875638,4.1217382699251175,0.772144578681428,2.7434676155617894,0.4267578125,48.474758706986904,15.0,52.578801867862545,-37.25001880774895,-32.13308217624823,-0.0046389615435012965,0.021830771724025144,-0.03466796875
dinov2_b14,sketch,logistic,target_a,100,3,0.3605971932411194,8.07481907059749,8.147090941667557,0.7767835402249293,2.7216368438377643,0.44384765625,48.474758706986904,15.0,56.549577777584396,-33.2792428980271,-28.16230626652638,0.0,0.0,-0.017578125
dinov2_b14,sketch,logistic,target_a,227,3,0.3605971932411194,18.855083607137203,18.969276152551174,0.7767835402249293,2.7216368438377643,0.46142578125,48.474758706986904,15.0,67.32984231412411,-22.49897836148739,-17.382041729986668,0.0,0.0,0.0
dinov2_b14,sketch,ridge,exhaustive,455,3,0.0002678409218788147,1.4511217748125393,1.473731905221939,0.9848229274757099,4.391065725854119,0.41845703125,43.35782207548618,15.0,44.808943850298725,0.0,0.0,0.0,0.0,0.0
dinov2_b14,sketch,ridge,random,10,3,0.00045960893233617145,0.042958565056324005,0.04293672740459442,0.9850722369493755,4.398984235671459,0.4532877604166667,36.6483348608017,12.333333333333334,36.69129342585802,-1.4081632097562153,-8.117650424440704,0.0002493094736656376,0.007918509817339547,0.034830729166666685
dinov2_b14,sketch,ridge,random,25,3,0.00045960893233617145,0.09187907477219899,0.08851779252290726,0.9850047222277819,4.396829165907834,0.43896484375,42.67962211370468,14.666666666666666,42.77150118847688,-1.3592427000403404,-2.037442661821842,0.00018179475207202866,0.005763440053714319,0.0205078125
dinov2_b14,sketch,ridge,random,50,3,0.00045960893233617145,0.1717473790049553,0.16409803181886673,0.9849042483790779,4.394824855831432,0.4405924479166667,43.35782207548618,15.0,43.52956945449114,-1.279374395807584,-1.2793743958075865,8.132090336798736e-05,0.0037591299773129805,0.022135416666666685
dinov2_b14,sketch,ridge,random,100,3,0.00045960893233617145,0.3291202038526535,0.3224650174379349,0.9848041541578015,4.3914827680232245,0.4269205729166667,43.35782207548618,15.0,43.68694227933884,-1.1220015709598858,-1.1220015709598883,-1.877331790833825e-05,0.0004170421691052084,0.008463541666666685
dinov2_b14,sketch,ridge,random,227,3,0.00045960893233617145,0.7430139780044556,0.7263780236244202,0.9847791251856423,4.390512412448366,0.4269205729166667,43.35782207548618,15.0,44.10083605349064,-0.7081077968080838,-0.7081077968080862,-4.3802290067618266e-05,-0.000553313405752931,0.008463541666666685
dinov2_b14,sketch,ridge,second_moment_mmd,10,3,0.034785437087217964,0.07043717801570892,0.0697489082813263,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,48.54519588500261,-1.3806845967968304,3.736252034703888,0.0,0.0,0.0
dinov2_b14,sketch,ridge,second_moment_mmd,25,3,0.034785437087217964,0.118653304874897,0.11958567798137665,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,48.5934120118618,-1.3324684699376423,3.784468161563076,0.0,0.0,0.0
dinov2_b14,sketch,ridge,second_moment_mmd,50,3,0.034785437087217964,0.20087975511948267,0.19984310120344162,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,48.675638462106384,-1.2502420196930566,3.8666946118076595,0.0,0.0,0.0
dinov2_b14,sketch,ridge,second_moment_mmd,100,3,0.034785437087217964,0.3543867270151774,0.3523893505334854,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,48.82914543400208,-1.0967350477973619,4.020201583703354,0.0,0.0,0.0
dinov2_b14,sketch,ridge,second_moment_mmd,227,3,0.034785437087217964,0.748249334593614,0.7443638741970062,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,49.22300804158052,-0.7028724402189254,4.4140641912817955,0.0,0.0,0.0
dinov2_b14,sketch,ridge,target_a,10,3,0.35297684371471405,0.39462194591760635,0.39291712641716003,0.9849888583086277,4.39896294553607,0.41845703125,48.474758706986904,15.0,48.86938065290451,-1.056499828894933,4.0604368026057855,0.00016593083291782662,0.007897219681950673,0.0
dinov2_b14,sketch,ridge,target_a,25,3,0.35297684371471405,0.44235343982776004,0.44339360296726227,0.9849888583086277,4.39896294553607,0.41845703125,48.474758706986904,15.0,48.91711214681467,-1.0087683349847794,4.108168296515942,0.00016593083291782662,0.007897219681950673,0.0
dinov2_b14,sketch,ridge,target_a,50,3,0.35297684371471405,0.5290092850724856,0.5307019129395485,0.9847656559515062,4.391541184405107,0.41845703125,48.474758706986904,15.0,49.00376799205939,-0.9221124897400538,4.194824141760662,-5.727152420365034e-05,0.00047545855098807266,0.0
dinov2_b14,sketch,ridge,target_a,100,3,0.35297684371471405,0.6924265598257383,0.6930934637784958,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,49.167185266812645,-0.758695214986801,4.35824141651392,0.0,0.0,0.0
dinov2_b14,sketch,ridge,target_a,227,3,0.35297684371471405,1.1029126718640327,1.1028056591749191,0.9848229274757099,4.391065725854119,0.41845703125,48.474758706986904,15.0,49.57767137885094,-0.3482091029485066,4.768727528552212,0.0,0.0,0.0
resnet50,clipart,logistic,exhaustive,455,3,0.0002907092372576396,44.461953481038414,44.33255115151405,0.9095184313575958,3.637908808602891,0.70849609375,25.751622155308723,15.0,70.21357563634714,0.0,0.0,0.0,0.0,0.0
resnet50,clipart,logistic,random,10,3,0.000493424634138743,0.9845054671168327,0.9704597368836403,0.9267323890493552,3.921039475286314,0.7742513020833334,22.690854395429294,13.0,23.675359862546127,-43.47744801392158,-46.538215773801014,0.017213957691759374,0.283130666683423,0.06575520833333337
resnet50,clipart,logistic,random,25,3,0.000493424634138743,2.4927253474791846,2.4869207739830017,0.9225774125283581,3.765912671447978,0.74462890625,25.751622155308723,15.0,28.244347502787907,-41.96922813355923,-41.96922813355924,0.013058981170762318,0.12800386284508702,0.0361328125
resnet50,clipart,logistic,random,50,3,0.000493424634138743,4.888954532643159,4.875980958342552,0.9170911093545291,3.755360641845698,0.7408854166666666,25.751622155308723,15.0,30.64057668795188,-39.57299894839525,-39.572998948395266,0.007572677996933286,0.11745183324280717,0.03238932291666663
resnet50,clipart,logistic,random,100,3,0.000493424634138743,9.738973386585712,9.793578997254372,0.9132729494048398,3.6864834563503677,0.7278645833333334,25.751622155308723,15.0,35.490595541894436,-34.7229800944527,-34.72298009445271,0.0037545180472440265,0.048574647747476885,0.01936848958333337
resnet50,clipart,logistic,random,227,3,0.000493424634138743,22.130097101132076,22.228211887180805,0.9095184313575958,3.6507406626976704,0.7156575520833334,25.751622155308723,15.0,47.8817192564408,-22.331856379906338,-22.33185637990634,0.0,0.012831854094779604,0.00716145833333337
resnet50,clipart,logistic,second_moment_mmd,10,3,0.036855277915795646,1.0080014765262604,1.0135527104139328,0.9205861436022609,3.7431229789770093,0.74365234375,29.080323055386543,15.0,30.088324531912804,-43.45395200451215,-40.12525110443434,0.011067712244665073,0.10521417037411851,0.03515625
resnet50,clipart,logistic,second_moment_mmd,25,3,0.036855277915795646,2.4405555849274,2.436621271073818,0.9193693449646615,3.672845559635175,0.73193359375,29.080323055386543,15.0,31.520878640313942,-42.02139789611101,-38.692696996033206,0.009850913607065692,0.034936751032284,0.0234375
resnet50,clipart,logistic,second_moment_mmd,50,3,0.036855277915795646,4.7104879294832545,4.704647056758404,0.9095184313575958,3.637908808602891,0.70849609375,29.080323055386543,15.0,33.7908109848698,-39.75146555155516,-36.422764651477344,0.0,0.0,0.0
resnet50,clipart,logistic,second_moment_mmd,100,3,0.036855277915795646,9.266423513491949,9.311426796019077,0.9095184313575958,3.637908808602891,0.70849609375,29.080323055386543,15.0,38.346746568878494,-35.19552996754646,-31.86682906746865,0.0,0.0,0.0
resnet50,clipart,logistic,second_moment_mmd,227,3,0.036855277915795646,21.47852322459221,21.428937003016472,0.9095184313575958,3.637908808602891,0.70849609375,29.080323055386543,15.0,50.55884627997875,-22.983430256446205,-19.654729356368392,0.0,0.0,0.0
