encoder,target_domain,readout,method,shortlist_size,repeat_count,score_seconds,resident_seconds,median_resident_seconds,test_brier_score,test_nll,test_error_rate,feature_seconds,source_blocks_charged,raw_additive_seconds,resident_vs_full_seconds,raw_vs_full_seconds,paired_test_brier_score,paired_test_nll,paired_test_error_rate
dinov2_b14,clipart,logistic,second_moment_mmd,227,3,0.037893066803614296,18.431652292609215,18.439867436885834,0.7604198033190409,2.6321723515866458,0.38818359375,48.092208340764046,15.0,66.52386063337326,-21.719784212609134,-16.67016836007437,0.0,0.0,0.0
dinov2_b14,clipart,logistic,target_a,10,3,0.3480718558033307,1.0675108581781387,1.0670811384916306,0.7604198033190409,2.6321723515866458,0.38818359375,48.092208340764046,15.0,49.159719198942184,-39.08392564704021,-34.03430979450545,0.0,0.0,0.0
dinov2_b14,clipart,logistic,target_a,25,3,0.3480718558033307,2.2082043066620827,2.2052149027585983,0.7604198033190409,2.6321723515866458,0.38818359375,48.092208340764046,15.0,50.30041264742613,-37.94323219855627,-32.8936163460215,0.0,0.0,0.0
dinov2_b14,clipart,logistic,target_a,50,3,0.3480718558033307,4.157296806573868,4.1593223214149475,0.7604198033190409,2.6321723515866458,0.38818359375,48.092208340764046,15.0,52.24950514733791,-35.99413969864448,-30.944523846109718,0.0,0.0,0.0
dinov2_b14,clipart,logistic,target_a,100,3,0.3480718558033307,8.095125809311867,8.088033527135849,0.7604198033190409,2.6321723515866458,0.38818359375,48.092208340764046,15.0,56.18733415007591,-32.05631069590648,-27.00669484337172,0.0,0.0,0.0
dinov2_b14,clipart,logistic,target_a,227,3,0.3480718558033307,19.006201177835464,18.916041366755962,0.7604198033190409,2.6321723515866458,0.38818359375,48.092208340764046,15.0,67.09840951859951,-21.145235327382885,-16.09561947484812,0.0,0.0,0.0
dinov2_b14,clipart,ridge,exhaustive,455,3,0.0003637497623761495,1.4963744580745697,1.4858635738492012,0.9845233351094773,4.377144714813127,0.39013671875,43.042592488229275,15.0,44.538966946303844,0.0,0.0,0.0,0.0,0.0
dinov2_b14,clipart,ridge,random,10,3,0.0005381753047307333,0.04544707387685776,0.0463644415140152,0.9849161984411613,4.3910756712498795,0.4111328125,37.968781637648746,13.0,38.014228711525604,-1.450927384197712,-6.5247382347782406,0.00039286333168397913,0.01393095643675224,0.02099609375
dinov2_b14,clipart,ridge,random,25,3,0.0005381753047307333,0.09610595802466075,0.09837305545806885,0.9848880342583497,4.390259802856509,0.4052734375,43.042592488229275,15.0,43.13869844625393,-1.4002685000499089,-1.4002685000499113,0.00036469914887238275,0.013115088043381462,0.01513671875
dinov2_b14,clipart,ridge,random,50,3,0.0005381753047307333,0.17527653773625693,0.17725782841444016,0.9848676790734135,4.389163270829934,0.4112955729166667,43.042592488229275,15.0,43.217869025965534,-1.3210979203383129,-1.3210979203383104,0.00034434396393623334,0.012018556016807125,0.021158854166666685
