dataset,encoder,target_domain,budget,combination,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,target_a_proxy_estimate,target_a_proxy_first_half,target_a_proxy_second_half,target_a_proxy_half_relative_difference,squared_loss,brier_score,nll,accuracy,macro_f1,ece,brier_rank,target_a_proxy_rank,in_brier_top_q,normalized_brier_regret
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Clipart__block_03|Real World__block_01|Real World__block_02,5459,a41fe05954be87a6fcbd353e0b2dc7c4be64cf1225f1f8273ddea07c08f9f942,3131,1.0,primal,0.11335298232734203,0.12856366530468208,0.12642160271261707,0.1307057278967471,0.03332298572833234,0.36386042642982785,0.9571164354386783,3.5603174116467127,0.8910891089108911,0.8818996436603505,0.8613867105118941,229,112,0,0.0011846663304398714
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Clipart__block_03|Real World__block_01|Real World__block_03,5522,e7d95116a570aa449ef7ac141dadb207ac203a6a481a92119b93b830dd402f02,3131,1.0,primal,0.10632920265197754,0.12756871950031834,0.12554250400145087,0.1295949349991858,0.03176665105370783,0.3629279436948119,0.9571057875760376,3.5598705455034314,0.8952411370169275,0.8885670380763446,0.8655389404944064,218,97,0,0.0011735282113873166
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Clipart__block_03|Real World__block_02|Real World__block_03,5543,9aabedda3f2ac2444ae1456ff072d5583abd2b7c51573c551c3ef81bbde1f8f9,3131,1.0,primal,0.10660015232861042,0.12763243495879656,0.1256557310170593,0.12960913890053385,0.03097494680526026,0.3630820608663845,0.9570288226103842,3.558935453985171,0.893324816352603,0.8870388024497928,0.863580479683473,157,99,0,0.0010930195704282222
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Real World__block_00|Real World__block_01|Real World__block_02,5409,574ec784f12ae2d360624af0aac099319762ce9c03ae5234089293967654f515,3131,1.0,primal,0.10481114499270916,0.12025171344838678,0.11846948995462375,0.12203393694214983,0.02964154842630138,0.3461074028431294,0.9564776085434975,3.5502286308998374,0.8920472692430533,0.8851709572557912,0.8620360940838281,47,18,0,0.0005164261161744491
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Real World__block_00|Real World__block_01|Real World__block_03,5472,8297e353c8375e282155f6333b809fa1ecbd16ce8e90c1a28101ba1457183402,3131,1.0,primal,0.1064503900706768,0.11925711767465337,0.11752328607402489,0.12099094927528185,0.029077201167289107,0.3456413776139464,0.9564641300556527,3.549906965494062,0.8946023634621527,0.8883854631867087,0.8645914038440717,43,10,0,0.0005023270422729741
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Real World__block_00|Real World__block_02|Real World__block_03,5493,7b7949256dc9d8ffd1db9066db1eb94babdd2eb5c28710e987590ce7297b0003,3131,1.0,primal,0.10650774091482162,0.1195765019368941,0.11787641287180933,0.12127659100197888,0.028435169745674383,0.3458182273777235,0.9564222568357955,3.5494612103810033,0.8952411370169275,0.8913232091869797,0.8651990624449564,30,13,0,0.0004585258660538494
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_01|Real World__block_01|Real World__block_02|Real World__block_03,5505,14a25e099e3add5b065cb32aa7da09c335a4e36722f48689e89d6489b7b85ca0,3131,1.0,primal,0.10729002393782139,0.11820474209158066,0.1166057324229818,0.11980375176017956,0.027054915738660004,0.34456480367992565,0.9563962248248765,3.5484717236731393,0.8930054295752156,0.8858764078686828,0.8629432415912793,22,5,0,0.0004312952709027997
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Clipart__block_03|Real World__block_00|Real World__block_01,5408,ce950a57c897b661b8b13c3268cf9a4916b3b52091f45a6532e24ac6d5138a85,3131,1.0,primal,0.10589300841093063,0.130283147715656,0.12816331798336836,0.1324029774479437,0.032541886950938737,0.36480958492150994,0.9571621867139045,3.5612810441741933,0.8920472692430533,0.8833863830363725,0.862399995474484,270,164,0,0.0012325241181922618
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Clipart__block_03|Real World__block_00|Real World__block_02,5429,d00bc1c1b709c0f12f9b8d16a403872ab981c3b6be5db92c0ae6686fd0972112,3131,1.0,primal,0.10636718198657036,0.1306007967930076,0.12844347924399607,0.1327581143420191,0.03303682063181734,0.3648004878722669,0.9570793134353521,3.560265817876541,0.8936442031299904,0.8864603984893957,0.8639396913716154,199,180,0,0.001145835129618837
office_home,dinov2_b14,Product,5,Clipart__block_00|Clipart__block_02|Clipart__block_03|Real World__block_00|Real World__block_03,5492,1719405a207043778eeecb4d502f6dea94730c0e89b39c972a97298e14bda674,3131,1.0,primal,0.10758108459413052,0.12925035970323112,0.12723398564282656,0.13126673376363568,0.031201059169727798,0.3645607028768402,0.9570519168894295,3.5597325498741847,0.8930054295752156,0.8884004701690671,0.863294887186495,178,125,0,0.0011171771725797786
