encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_examples,target_validation_protocol,target_cv_folds,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
vit_b16,bloodmnist,medical,0,beans,0.8568665718432783,0.01569476602986798,0.8701924086|0.8357487917|0.8792270422|0.8495146036|0.8495146036,1034,stratified_5_fold,5,20260906,0.796875,500,600,256,128,0.01,1.9899468142539263,0.15182985365390778,npu:6
vit_b16,bloodmnist,medical,0,dtd,0.5901596069335937,0.008552105791254698,0.5904256105|0.5784574747|0.5890957713|0.5877659321|0.6050532460,3760,stratified_5_fold,5,20260906,0.6021276116371155,500,600,256,128,0.01,1.9899468142539263,0.07847714051604271,npu:6
vit_b16,bloodmnist,medical,0,eurosat,0.8927999926805497,0.012006429297227127,0.8976142406|0.9081836343|0.8988989592|0.8856569529|0.8734939694,5000,stratified_5_fold,5,20260906,0.8929629325866699,500,600,256,128,0.01,1.9899468142539263,0.04522717744112015,npu:6
vit_b16,bloodmnist,medical,0,flowers102,0.6852941751480103,0.02762550441166416,0.7009804249|0.7254902720|0.6813726425|0.6764706373|0.6421568990,1020,stratified_5_fold,5,20260906,0.7095999717712402,500,600,256,128,0.01,1.9899468142539263,0.04408290609717369,npu:6
vit_b16,bloodmnist,medical,0,food101,0.4224000241160393,0.015628426762962427,0.4069307148|0.4495049715|0.4069307148|0.4247525036|0.4239583611,5000,stratified_5_fold,5,20260906,0.47380000352859497,500,600,256,128,0.01,1.9899468142539263,0.04189230874180794,npu:6
vit_b16,bloodmnist,medical,0,gtsrb,0.6195999880313874,0.021346804490092935,0.6607669592|0.6009950042|0.6073926091|0.6177062392|0.6103763580,5000,stratified_5_fold,5,20260906,0.5033999681472778,500,600,256,128,0.01,1.9899468142539263,0.043476054444909096,npu:6
vit_b16,bloodmnist,medical,0,oxford_pets,0.9179347689061061,0.008804632838342366,0.9215154648|0.9184782505|0.9021739364|0.9183673859|0.9291552901,3680,stratified_5_fold,5,20260906,0.8977922201156616,500,600,256,128,0.01,1.9899468142539263,0.04175880737602711,npu:6
vit_b16,bloodmnist,medical,1,beans,0.8268858914910249,0.012361073388948882,0.8221154213|0.8164250851|0.8164250851|0.8495146036|0.8300971389,1034,stratified_5_fold,5,20260906,0.8828125,500,600,256,128,0.01,1.1641839034855366,0.039155200123786926,npu:6
vit_b16,bloodmnist,medical,1,dtd,0.6015957593917847,0.00778125046944103,0.6130319238|0.6023936272|0.5917553306|0.5944148898|0.6063830256,3760,stratified_5_fold,5,20260906,0.6154255270957947,500,600,256,128,0.01,1.1641839034855366,0.04052918404340744,npu:6
vit_b16,bloodmnist,medical,1,eurosat,0.8909999876499176,0.008821654580681603,0.8956261873|0.8932135701|0.8958959579|0.8966900110|0.8734939694,5000,stratified_5_fold,5,20260906,0.886296272277832,500,600,256,128,0.01,1.1641839034855366,0.03659631125628948,npu:6
vit_b16,bloodmnist,medical,1,flowers102,0.6794118404388427,0.029346327510115327,0.6421569586|0.7009804249|0.7205883265|0.6813726425|0.6519608498,1020,stratified_5_fold,5,20260906,0.7051999568939209,500,600,256,128,0.01,1.1641839034855366,0.04140528477728367,npu:6
vit_b16,bloodmnist,medical,1,food101,0.420200024664402,0.018284242022703564,0.4198020101|0.4445545077|0.4108911157|0.3920792043|0.4343750179,5000,stratified_5_fold,5,20260906,0.46139997243881226,500,600,256,128,0.01,1.1641839034855366,0.04664972424507141,npu:6
vit_b16,bloodmnist,medical,1,gtsrb,0.622000010061264,0.014999394046477443,0.6440511942|0.6139303446|0.6153845787|0.6338028312|0.6022380590,5000,stratified_5_fold,5,20260906,0.4991999566555023,500,600,256,128,0.01,1.1641839034855366,0.039774090051651,npu:6
