encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,selected_family_count_mean,removed_family_fraction_mean,passes_90pct_recall_at_50pct_removal
clip_b32,dpp_subspace,3,7,7,0.8571428571428571,0.619047619047619,0.8571428571428571,0.619047619047619,0.0007276405800197917,0.029313515077097924,0.0017857142857142952,0.85,3.0,0.8235294117647057,False
clip_b32,dpp_subspace,5,7,7,1.0,0.8095238095238094,1.0,0.8095238095238094,0.0,0.0,0.0,0.75,5.0,0.7058823529411765,True
clip_b32,dpp_subspace,10,7,7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,10.0,0.41176470588235287,True
clip_b32,facility_subspace,3,7,7,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.23809523809523808,0.007635612386731542,0.30388897478423144,0.009632917812892359,0.85,3.0,0.8235294117647057,False
clip_b32,facility_subspace,5,7,7,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.47619047619047616,0.005147433069551931,0.17362943223710509,0.007402942861829488,0.75,5.0,0.7058823529411765,False
clip_b32,facility_subspace,10,7,7,0.14285714285714285,0.38095238095238093,0.14285714285714285,0.5238095238095238,0.004764613553233733,0.16570366927591973,0.007877225535256525,0.5,10.0,0.41176470588235287,False
clip_b32,kcenter_subspace,3,7,7,0.0,0.3333333333333333,0.0,0.3333333333333333,0.005538341509530175,0.19692056867889124,0.009062939030783526,0.85,3.0,0.8235294117647057,False
clip_b32,kcenter_subspace,5,7,7,0.0,0.38095238095238093,0.0,0.5238095238095238,0.005538341509530175,0.19692056867889124,0.009062939030783526,0.75,5.0,0.7058823529411765,False
clip_b32,kcenter_subspace,10,7,7,0.0,0.47619047619047616,0.0,0.619047619047619,0.005197389845422983,0.18486428470680338,0.009342941216060116,0.5,10.0,0.41176470588235287,False
clip_b32,pool_vendi_subspace,3,7,7,0.0,0.3333333333333333,0.0,0.3333333333333333,0.005538341509530175,0.19692056867889124,0.009062939030783526,0.85,3.0,0.8235294117647057,False
clip_b32,pool_vendi_subspace,5,7,7,0.0,0.5238095238095238,0.0,0.5238095238095238,0.005416959204929873,0.19440751139488185,0.00900008167539325,0.75,5.0,0.7058823529411765,False
clip_b32,pool_vendi_subspace,10,7,7,0.8571428571428571,0.8095238095238095,0.8571428571428571,0.8095238095238095,0.0007276405800197917,0.029313515077097924,0.0017857142857142952,0.5,10.0,0.41176470588235287,False
clip_b32,random,3,700,7,0.13714285714285715,0.13952380952380952,0.13714285714285715,0.15523809523809523,0.008461405113107261,0.32352168438505163,0.011137268577303206,0.85,2.954285714285714,0.8262184873949578,False
clip_b32,random,5,700,7,0.26285714285714284,0.259047619047619,0.26285714285714284,0.2833333333333333,0.00594047206992407,0.22798411428899384,0.008245503783226015,0.75,4.805714285714286,0.7173109243697479,False
clip_b32,random,10,700,7,0.49714285714285716,0.47190476190476177,0.49714285714285716,0.52,0.0032150633146498134,0.12365234799285078,0.0048523882797786196,0.5,9.16,0.4611764705882353,False
clip_b32,rank_only,3,7,7,0.8571428571428571,0.619047619047619,0.8571428571428571,0.619047619047619,0.0007276405800197917,0.029313515077097924,0.0017857142857142952,0.85,3.0,0.8235294117647057,False
clip_b32,rank_only,5,7,7,1.0,0.8095238095238094,1.0,0.8095238095238094,0.0,0.0,0.0,0.75,5.0,0.7058823529411765,True
clip_b32,rank_only,10,7,7,1.0,0.8571428571428571,1.0,0.8571428571428571,0.0,0.0,0.0,0.5,9.0,0.4705882352941177,True
