construction,readout,metric,method,shortlist_size,domain_count,repeated_task_count,test_loss,oracle_loss,full_validation_test_loss,gap_to_full,absolute_omission,recall_at_top_q,worst_repeated_task_gap
hash_partition,logistic,brier_score,mean_matching,25,6,12,0.8785380682190685,0.8680219841723349,0.8684894011593195,0.010048667059749022,0.010180321922032961,0.3833333333333333,0.0607712590554611
hash_partition,logistic,brier_score,mean_matching,50,6,12,0.8730383009091546,0.8680219841723349,0.8684894011593195,0.004548899749834921,0.004762337794693973,0.5083333333333333,0.0214635190030793
hash_partition,logistic,brier_score,mean_matching,100,6,12,0.8694783154739626,0.8680219841723349,0.8684894011593195,0.0009889143146429673,0.0012380557728156698,0.7083333333333334,0.011302565810823006
hash_partition,logistic,brier_score,mean_matching,227,6,12,0.868295698975485,0.8680219841723349,0.8684894011593195,-0.00019370218383452098,0.0,0.9500000000000001,0.0
hash_partition,logistic,brier_score,random,10,6,12,0.881440942945989,0.868021984172335,0.8684894011593198,0.012951541786669253,0.013081853799802512,0.024166666666666666,0.029014842681965174
hash_partition,logistic,brier_score,random,25,6,12,0.876264365953293,0.868021984172335,0.8684894011593198,0.007774964793973352,0.007763672236294132,0.05958333333333333,0.020411566111426548
hash_partition,logistic,brier_score,random,50,6,12,0.8742444543187907,0.868021984172335,0.8684894011593198,0.005755053159471069,0.005491487600346986,0.1125,0.017639032661166863
hash_partition,logistic,brier_score,random,100,6,12,0.8723617409361187,0.868021984172335,0.8684894011593198,0.0038723397767989735,0.003471943519603529,0.22083333333333335,0.016465577826685597
hash_partition,logistic,brier_score,random,227,6,12,0.8706495669320997,0.868021984172335,0.8684894011593198,0.0021601657727800434,0.0017059066500731933,0.49416666666666664,0.010661675256172043
hash_partition,logistic,brier_score,second_moment_mmd,10,6,12,0.8729661260274177,0.8680219841723349,0.8684894011593195,0.004476724868098146,0.00457322103233986,0.28333333333333327,0.013102354093411206
hash_partition,logistic,brier_score,second_moment_mmd,25,6,12,0.8701937248230206,0.8680219841723349,0.8684894011593195,0.0017043236637008703,0.0019021329392723922,0.5583333333333333,0.012196025603841587
hash_partition,logistic,brier_score,second_moment_mmd,50,6,12,0.8692565951681336,0.8680219841723349,0.8684894011593195,0.0007671940088140964,0.0010188229607743053,0.75,0.012196025603841587
hash_partition,logistic,brier_score,second_moment_mmd,100,6,12,0.8686317416987129,0.8680219841723349,0.8684894011593195,0.0001423405393934929,0.00020941281535723685,0.8250000000000001,0.002373357764780093
hash_partition,logistic,brier_score,second_moment_mmd,227,6,12,0.8684894011593195,0.8680219841723349,0.8684894011593195,0.0,0.0,0.9916666666666667,0.0
hash_partition,logistic,brier_score,target_a,10,6,12,0.8706320891197844,0.8680219841723349,0.8684894011593195,0.0021426879604648044,0.0019750715464382693,0.31666666666666665,0.008975714510727761
hash_partition,logistic,brier_score,target_a,25,6,12,0.8706640391737288,0.8680219841723349,0.8684894011593195,0.0021746380144091657,0.001708173144098657,0.47500000000000003,0.008975714510727761
hash_partition,logistic,brier_score,target_a,50,6,12,0.869698973567877,0.8680219841723349,0.8684894011593195,0.0012095724085573096,0.0007121195873956062,0.6416666666666666,0.00676777961856645
hash_partition,logistic,brier_score,target_a,100,6,12,0.8687378117584318,0.8680219841723349,0.8684894011593195,0.00024841059911227353,0.00024319057330608276,0.8416666666666667,0.0034557744325089956
hash_partition,logistic,brier_score,target_a,227,6,12,0.8684654899714358,0.8680219841723349,0.8684894011593195,-2.3911187883723928e-05,1.163300162556243e-05,0.9583333333333334,0.0
hash_partition,logistic,error_rate,domain_moment,10,6,12,0.6320393880208334,0.6043701171875,0.6141357421875,0.017903645833333332,0.025187174479166668,0.1416666666666667,0.10693359375
hash_partition,logistic,error_rate,domain_moment,25,6,12,0.6260579427083334,0.6043701171875,0.6141357421875,0.011922200520833334,0.015340169270833334,0.3333333333333333,0.09228515625
hash_partition,logistic,error_rate,domain_moment,50,6,12,0.6193440755208334,0.6043701171875,0.6141357421875,0.005208333333333333,0.0064697265625,0.5249999999999999,0.02783203125
hash_partition,logistic,error_rate,domain_moment,100,6,12,0.6153971354166666,0.6043701171875,0.6141357421875,0.0012613932291666667,0.0018717447916666667,0.7833333333333333,0.01904296875
hash_partition,logistic,error_rate,domain_moment,227,6,12,0.6128743489583334,0.6043701171875,0.6141357421875,-0.0012613932291666667,0.0,0.9500000000000001,0.0
hash_partition,logistic,error_rate,exhaustive,455,6,12,0.6141357421875,0.6043701171875,0.6141357421875,0.0,0.0,1.0,0.0
hash_partition,logistic,error_rate,mean_matching,10,6,12,0.635498046875,0.6043701171875,0.6141357421875,0.0213623046875,0.026611328125,0.09999999999999999,0.06689453125
hash_partition,logistic,error_rate,mean_matching,25,6,12,0.6311848958333334,0.6043701171875,0.6141357421875,0.017049153645833332,0.021158854166666668,0.16666666666666666,0.06787109375
hash_partition,logistic,error_rate,mean_matching,50,6,12,0.6254069010416666,0.6043701171875,0.6141357421875,0.011271158854166666,0.012613932291666666,0.3416666666666666,0.04541015625
hash_partition,logistic,error_rate,mean_matching,100,6,12,0.6208902994791666,0.6043701171875,0.6141357421875,0.006754557291666667,0.0048828125,0.5916666666666667,0.041015625
hash_partition,logistic,error_rate,mean_matching,227,6,12,0.6134033203125,0.6043701171875,0.6141357421875,-0.000732421875,0.0,0.9583333333333334,0.0
hash_partition,logistic,error_rate,random,10,6,12,0.6360819498697917,0.6043701171875,0.6141357421875,0.021946207682291666,0.029182942708333336,0.022083333333333333,0.0430908203125
hash_partition,logistic,error_rate,random,25,6,12,0.6258626302083333,0.6043701171875,0.6141357421875,0.011726888020833333,0.017818196614583334,0.0625,0.0302978515625
hash_partition,logistic,error_rate,random,50,6,12,0.6222513834635416,0.6043701171875,0.6141357421875,0.008115641276041667,0.012689208984374999,0.115,0.027294921875
hash_partition,logistic,error_rate,random,100,6,12,0.6181172688802085,0.6043701171875,0.6141357421875,0.003981526692708333,0.007871500651041667,0.21333333333333335,0.0194580078125
hash_partition,logistic,error_rate,random,227,6,12,0.6150655110677083,0.6043701171875,0.6141357421875,0.0009297688802083331,0.0031249999999999997,0.5120833333333333,0.0131591796875
hash_partition,logistic,error_rate,second_moment_mmd,10,6,12,0.6292724609375,0.6043701171875,0.6141357421875,0.01513671875,0.022745768229166668,0.12500000000000003,0.04833984375
hash_partition,logistic,error_rate,second_moment_mmd,25,6,12,0.6186116536458334,0.6043701171875,0.6141357421875,0.004475911458333333,0.010538736979166666,0.25833333333333336,0.037109375
hash_partition,logistic,error_rate,second_moment_mmd,50,6,12,0.6173502604166666,0.6043701171875,0.6141357421875,0.0032145182291666665,0.0052490234375,0.49166666666666664,0.04931640625
hash_partition,logistic,error_rate,second_moment_mmd,100,6,12,0.6161702473958334,0.6043701171875,0.6141357421875,0.0020345052083333335,0.0019938151041666665,0.8000000000000002,0.0205078125
hash_partition,logistic,error_rate,second_moment_mmd,227,6,12,0.6128743489583334,0.6043701171875,0.6141357421875,-0.0012613932291666667,0.0,0.9500000000000001,0.0
hash_partition,logistic,error_rate,target_a,10,6,12,0.6243082682291666,0.6043701171875,0.6141357421875,0.010172526041666666,0.0150146484375,0.2416666666666667,0.04833984375
hash_partition,logistic,error_rate,target_a,25,6,12,0.6161295572916666,0.6043701171875,0.6141357421875,0.0019938151041666665,0.006998697916666667,0.43333333333333335,0.021484375
hash_partition,logistic,error_rate,target_a,50,6,12,0.6151936848958334,0.6043701171875,0.6141357421875,0.0010579427083333333,0.0023600260416666665,0.6,0.01904296875
hash_partition,logistic,error_rate,target_a,100,6,12,0.6151936848958334,0.6043701171875,0.6141357421875,0.0010579427083333333,0.0009765625,0.7916666666666666,0.0107421875
hash_partition,logistic,error_rate,target_a,227,6,12,0.6144612630208334,0.6043701171875,0.6141357421875,0.0003255208333333333,0.0,0.9166666666666666,0.01025390625
hash_partition,logistic,nll,domain_moment,10,6,12,3.4213077968012136,3.3726658907631504,3.383433051535073,0.037874745266141284,0.03860610352962294,0.325,0.24710231121820403
hash_partition,logistic,nll,domain_moment,25,6,12,3.4058402212933263,3.3726658907631504,3.383433051535073,0.022407169758254075,0.02474833362765083,0.5166666666666667,0.2164877247385224
hash_partition,logistic,nll,domain_moment,50,6,12,3.3901261569179457,3.3726658907631504,3.383433051535073,0.00669310538287345,0.005849296845488332,0.775,0.06847098266503693
hash_partition,logistic,nll,domain_moment,100,6,12,3.382170557435375,3.3726658907631504,3.383433051535073,-0.0012624940996974014,0.000159537713202725,0.9,0.0
hash_partition,logistic,nll,domain_moment,227,6,12,3.383433051535073,3.3726658907631504,3.383433051535073,0.0,0.0,1.0,0.0
hash_partition,logistic,nll,exhaustive,455,6,12,3.383433051535073,3.3726658907631504,3.383433051535073,0.0,0.0,1.0,0.0
hash_partition,logistic,nll,mean_matching,10,6,12,3.450315765352664,3.3726658907631504,3.383433051535073,0.06688271381759174,0.06834522141065862,0.24166666666666667,0.3490629328643049
hash_partition,logistic,nll,mean_matching,25,6,12,3.4372948988671026,3.3726658907631504,3.383433051535073,0.05386184733203018,0.055885974246607684,0.3166666666666667,0.33090165501250235
hash_partition,logistic,nll,mean_matching,50,6,12,3.41915067669697,3.3726658907631504,3.383433051535073,0.035717625161897616,0.03230877521062162,0.5083333333333334,0.18093252371916657
hash_partition,logistic,nll,mean_matching,100,6,12,3.388908332304791,3.3726658907631504,3.383433051535073,0.0054752807697188155,0.008233323935369463,0.7166666666666667,0.04252761488085799
hash_partition,logistic,nll,mean_matching,227,6,12,3.383433051535073,3.3726658907631504,3.383433051535073,0.0,0.0,0.9916666666666667,0.0
hash_partition,logistic,nll,random,10,6,12,3.4620315557458667,3.3726658907631504,3.383433051535073,0.07859850421079478,0.08532771043484966,0.023750000000000004,0.143257670172132
hash_partition,logistic,nll,random,25,6,12,3.4237577160743773,3.3726658907631504,3.383433051535073,0.040324664539304604,0.047146469660161706,0.05625,0.07604416733255345
hash_partition,logistic,nll,random,50,6,12,3.4099380167898894,3.3726658907631504,3.383433051535073,0.0265049652548173,0.032064164177951666,0.10291666666666667,0.046514450013518324
hash_partition,logistic,nll,random,100,6,12,3.3968445316775004,3.3726658907631504,3.383433051535073,0.013411480142428232,0.016906197415164217,0.21583333333333335,0.026844358441639238
hash_partition,logistic,nll,random,227,6,12,3.388318238655056,3.3726658907631504,3.383433051535073,0.004885187119983383,0.006413651296480197,0.4945833333333333,0.020928629512401063
hash_partition,logistic,nll,second_moment_mmd,10,6,12,3.4164744036551333,3.3726658907631504,3.383433051535073,0.033041352120060576,0.03213746054685085,0.26666666666666666,0.23308495160128295
hash_partition,logistic,nll,second_moment_mmd,25,6,12,3.3934433230529613,3.3726658907631504,3.383433051535073,0.010010271517889061,0.010533718387448987,0.4833333333333332,0.07632880904650241
hash_partition,logistic,nll,second_moment_mmd,50,6,12,3.3912283520408355,3.3726658907631504,3.383433051535073,0.0077953005057629365,0.007944626776259178,0.7583333333333333,0.08169732413971076
hash_partition,logistic,nll,second_moment_mmd,100,6,12,3.3838862031019628,3.3726658907631504,3.383433051535073,0.0004531515668906305,0.0018751833797907569,0.9083333333333333,0.020587747999056383
hash_partition,logistic,nll,second_moment_mmd,227,6,12,3.383433051535073,3.3726658907631504,3.383433051535073,0.0,0.0,1.0,0.0
hash_partition,logistic,nll,target_a,10,6,12,3.40395014859681,3.3726658907631504,3.383433051535073,0.020517097061737915,0.023553396255982035,0.3499999999999999,0.08417096140786473
hash_partition,logistic,nll,target_a,25,6,12,3.3921464664499634,3.3726658907631504,3.383433051535073,0.00871341491489123,0.011792986651936324,0.525,0.05280901252243808
hash_partition,logistic,nll,target_a,50,6,12,3.386732829443469,3.3726658907631504,3.383433051535073,0.0032997779083966763,0.0058445871667105465,0.7000000000000001,0.02989620163455431
hash_partition,logistic,nll,target_a,100,6,12,3.3821761440049394,3.3726658907631504,3.383433051535073,-0.0012569075301329669,0.0008308495414252418,0.875,0.020281026655069034
hash_partition,logistic,nll,target_a,227,6,12,3.382170557435375,3.3726658907631504,3.383433051535073,-0.0012624940996974014,0.0,0.9833333333333334,0.0
hash_partition,ridge,brier_score,domain_moment,10,6,12,0.9868793054850381,0.9867452012003509,0.9867656255570414,0.0001136799279968052,0.00011527450090415929,0.30833333333333335,0.0005248155249486519
hash_partition,ridge,brier_score,domain_moment,25,6,12,0.9868405978581912,0.9867452012003509,0.9867656255570414,7.497230114983378e-05,7.676184159522796e-05,0.47500000000000003,0.0005646725538643871
hash_partition,ridge,brier_score,domain_moment,50,6,12,0.9867907763869791,0.9867452012003509,0.9867656255570414,2.5150829937610936e-05,2.6399023860905018e-05,0.7250000000000001,0.0001612267970128034
hash_partition,ridge,brier_score,domain_moment,100,6,12,0.9867757050612549,0.9867452012003509,0.9867656255570414,1.007950421346345e-05,5.1986555402727674e-06,0.8416666666666667,7.232366427123438e-05
hash_partition,ridge,brier_score,domain_moment,227,6,12,0.9867656255570414,0.9867452012003509,0.9867656255570414,0.0,0.0,0.9916666666666667,0.0
hash_partition,ridge,brier_score,exhaustive,455,6,12,0.9867656255570414,0.9867452012003509,0.9867656255570414,0.0,0.0,1.0,0.0
hash_partition,ridge,brier_score,mean_matching,10,6,12,0.9869464225460863,0.9867452012003509,0.9867656255570414,0.00018079698904503264,0.00018846209299561156,0.2583333333333333,0.0008468063402428117
hash_partition,ridge,brier_score,mean_matching,25,6,12,0.9869174748613762,0.9867452012003509,0.9867656255570414,0.0001518493043348538,0.0001573485125156889,0.39166666666666666,0.0008540384732015349
hash_partition,ridge,brier_score,mean_matching,50,6,12,0.9868440847322345,0.9867452012003509,0.9867656255570414,7.84591751930482e-05,7.343022044914438e-05,0.5416666666666666,0.00032614574247913364
hash_partition,ridge,brier_score,mean_matching,100,6,12,0.9867844475812039,0.9867452012003509,0.9867656255570414,1.8822024162571765e-05,1.634376112566449e-05,0.775,0.0001306950866132306
hash_partition,ridge,brier_score,mean_matching,227,6,12,0.9867659788552027,0.9867452012003509,0.9867656255570414,3.532981611986674e-07,1.3985116244508156e-06,0.9500000000000001,1.962911167696646e-05
hash_partition,ridge,brier_score,random,10,6,12,0.986966124165432,0.9867452012003509,0.9867656255570414,0.0002004986083905179,0.00021443366439600903,0.024999999999999998,0.0004501584522779045
hash_partition,ridge,brier_score,random,25,6,12,0.9868848450935586,0.9867452012003509,0.9867656255570414,0.0001192195365171784,0.00013025942880901347,0.06041666666666667,0.00028469544849544224
hash_partition,ridge,brier_score,random,50,6,12,0.9868506104158444,0.9867452012003509,0.9867656255570414,8.49848588029417e-05,9.1258778626561e-05,0.11375000000000002,0.0002223639244494535
hash_partition,ridge,brier_score,random,100,6,12,0.986819351130651,0.9867452012003509,0.9867656255570414,5.372557360978266e-05,5.561045788364527e-05,0.22458333333333333,0.0001676006187526613
hash_partition,ridge,brier_score,random,227,6,12,0.9867958415714128,0.9867452012003509,0.9867656255570414,3.0216014371167257e-05,2.8744470696797275e-05,0.4879166666666666,0.0001279063847625106
hash_partition,ridge,brier_score,second_moment_mmd,10,6,12,0.9868507222666919,0.9867452012003509,0.9867656255570414,8.509670965059501e-05,8.932802661548722e-05,0.23333333333333336,0.00022302985358046978
hash_partition,ridge,brier_score,second_moment_mmd,25,6,12,0.9867976695546584,0.9867452012003509,0.9867656255570414,3.204399761691512e-05,3.71081485114888e-05,0.5000000000000001,0.00016873805504391548
hash_partition,ridge,brier_score,second_moment_mmd,50,6,12,0.9867914023251482,0.9867452012003509,0.9867656255570414,2.577676810687028e-05,2.00327335824572e-05,0.7583333333333333,0.00016873805504391548
hash_partition,ridge,brier_score,second_moment_mmd,100,6,12,0.9867779737545918,0.9867452012003509,0.9867656255570414,1.2348197550351067e-05,7.467348877160385e-06,0.8500000000000001,7.232366427123438e-05
hash_partition,ridge,brier_score,second_moment_mmd,227,6,12,0.9867656255570414,0.9867452012003509,0.9867656255570414,0.0,0.0,0.9916666666666667,0.0
hash_partition,ridge,brier_score,target_a,10,6,12,0.9868395739021404,0.9867452012003509,0.9867656255570414,7.39483450990323e-05,8.23599427278628e-05,0.25,0.0002756415319684624
hash_partition,ridge,brier_score,target_a,25,6,12,0.9868331518196825,0.9867452012003509,0.9867656255570414,6.752626264099522e-05,7.319080476355284e-05,0.3833333333333333,0.0002756415319684624
hash_partition,ridge,brier_score,target_a,50,6,12,0.9867992683290762,0.9867452012003509,0.9867656255570414,3.364277203476059e-05,3.4615613229889895e-05,0.5666666666666667,9.982195401136984e-05
hash_partition,ridge,brier_score,target_a,100,6,12,0.9867781544299593,0.9867452012003509,0.9867656255570414,1.2528872918119808e-05,1.2147968190795444e-05,0.7666666666666667,9.982195401136984e-05
hash_partition,ridge,brier_score,target_a,227,6,12,0.9867696780892322,0.9867452012003509,0.9867656255570414,4.0525321908605845e-06,1.3819109387913642e-06,0.9750000000000001,4.541395890089728e-05
hash_partition,ridge,error_rate,domain_moment,10,6,12,0.6126302083333334,0.5844319661458334,0.5922037760416666,0.020426432291666668,0.023844401041666668,0.125,0.08203125
hash_partition,ridge,error_rate,domain_moment,25,6,12,0.6056722005208334,0.5844319661458334,0.5922037760416666,0.013468424479166666,0.0126953125,0.35000000000000003,0.06298828125
hash_partition,ridge,error_rate,domain_moment,50,6,12,0.5951334635416666,0.5844319661458334,0.5922037760416666,0.0029296875,0.0040283203125,0.5750000000000001,0.021484375
hash_partition,ridge,error_rate,domain_moment,100,6,12,0.5922444661458334,0.5844319661458334,0.5922037760416666,4.0690104166666664e-05,0.0,0.8166666666666668,0.0009765625
hash_partition,ridge,error_rate,domain_moment,227,6,12,0.59228515625,0.5844319661458334,0.5922037760416666,8.138020833333333e-05,0.0,0.9666666666666667,0.0009765625
hash_partition,ridge,error_rate,exhaustive,455,6,12,0.5922037760416666,0.5844319661458334,0.5922037760416666,0.0,0.0,1.0,0.0
hash_partition,ridge,error_rate,mean_matching,10,6,12,0.6130777994791666,0.5844319661458334,0.5922037760416666,0.0208740234375,0.024576822916666668,0.14166666666666666,0.07763671875
hash_partition,ridge,error_rate,mean_matching,25,6,12,0.6094970703125,0.5844319661458334,0.5922037760416666,0.017293294270833332,0.019490559895833332,0.18333333333333335,0.0673828125
hash_partition,ridge,error_rate,mean_matching,50,6,12,0.603515625,0.5844319661458334,0.5922037760416666,0.011311848958333334,0.009073893229166666,0.39999999999999997,0.0673828125
hash_partition,ridge,error_rate,mean_matching,100,6,12,0.5941569010416666,0.5844319661458334,0.5922037760416666,0.001953125,0.0019938151041666665,0.6333333333333333,0.0146484375
hash_partition,ridge,error_rate,mean_matching,227,6,12,0.5922037760416666,0.5844319661458334,0.5922037760416666,0.0,0.0,0.9666666666666668,0.0
hash_partition,ridge,error_rate,random,10,6,12,0.6144694010416667,0.5844319661458334,0.5922037760416666,0.022265625,0.027050781250000003,0.02125,0.0430419921875
hash_partition,ridge,error_rate,random,25,6,12,0.6058898925781251,0.5844319661458334,0.5922037760416666,0.013686116536458333,0.017368570963541666,0.05833333333333334,0.029736328125
hash_partition,ridge,error_rate,random,50,6,12,0.6009602864583333,0.5844319661458334,0.5922037760416666,0.008756510416666667,0.011916097005208334,0.10666666666666667,0.022607421875
hash_partition,ridge,error_rate,random,100,6,12,0.5974466959635416,0.5844319661458334,0.5922037760416666,0.005242919921875001,0.007371012369791667,0.21833333333333335,0.0140625
hash_partition,ridge,error_rate,random,227,6,12,0.5943705240885416,0.5844319661458334,0.5922037760416666,0.0021667480468749996,0.0031717936197916668,0.5012500000000001,0.0113037109375
hash_partition,ridge,error_rate,second_moment_mmd,10,6,12,0.6068115234375,0.5844319661458334,0.5922037760416666,0.014607747395833334,0.018961588541666668,0.10833333333333335,0.076171875
hash_partition,ridge,error_rate,second_moment_mmd,25,6,12,0.6002197265625,0.5844319661458334,0.5922037760416666,0.008015950520833334,0.009602864583333334,0.30000000000000004,0.02978515625
hash_partition,ridge,error_rate,second_moment_mmd,50,6,12,0.5933024088541666,0.5844319661458334,0.5922037760416666,0.0010986328125,0.0023193359375,0.5000000000000001,0.021484375
hash_partition,ridge,error_rate,second_moment_mmd,100,6,12,0.5922444661458334,0.5844319661458334,0.5922037760416666,4.0690104166666664e-05,0.0,0.8250000000000001,0.0009765625
hash_partition,ridge,error_rate,second_moment_mmd,227,6,12,0.59228515625,0.5844319661458334,0.5922037760416666,8.138020833333333e-05,0.0,0.9666666666666667,0.0009765625
hash_partition,ridge,error_rate,target_a,10,6,12,0.6053466796875,0.5844319661458334,0.5922037760416666,0.013142903645833334,0.016520182291666668,0.19166666666666665,0.076171875
hash_partition,ridge,error_rate,target_a,25,6,12,0.5960286458333334,0.5844319661458334,0.5922037760416666,0.0038248697916666665,0.0091552734375,0.35833333333333334,0.021484375
hash_partition,ridge,error_rate,target_a,50,6,12,0.592041015625,0.5844319661458334,0.5922037760416666,-0.00016276041666666666,0.0028889973958333335,0.5750000000000001,0.01806640625
hash_partition,ridge,error_rate,target_a,100,6,12,0.5919596354166666,0.5844319661458334,0.5922037760416666,-0.000244140625,0.0019124348958333333,0.75,0.00537109375
hash_partition,ridge,error_rate,target_a,227,6,12,0.59228515625,0.5844319661458334,0.5922037760416666,8.138020833333333e-05,0.0,0.9166666666666666,0.0009765625
hash_partition,ridge,nll,domain_moment,10,6,12,4.471188535247074,4.465887368088348,4.466676697201268,0.004511838045806016,0.0045113264479321,0.3,0.021762658829572956
hash_partition,ridge,nll,domain_moment,25,6,12,4.4695165951575735,4.465887368088348,4.466676697201268,0.0028398979563059403,0.00262378398532929,0.49166666666666664,0.023092287777330966
hash_partition,ridge,nll,domain_moment,50,6,12,4.467545505266254,4.465887368088348,4.466676697201268,0.0008688080649870145,0.0008550341232997175,0.7166666666666667,0.006164566529598403
hash_partition,ridge,nll,domain_moment,100,6,12,4.4669503507891095,4.465887368088348,4.466676697201268,0.00027365358784270377,2.8070347571388748e-05,0.8583333333333334,0.0015610104625185528
hash_partition,ridge,nll,domain_moment,227,6,12,4.466676697201268,4.465887368088348,4.466676697201268,0.0,0.0,0.9916666666666667,0.0
hash_partition,ridge,nll,exhaustive,455,6,12,4.466676697201268,4.465887368088348,4.466676697201268,0.0,0.0,1.0,0.0
hash_partition,ridge,nll,mean_matching,10,6,12,4.4736212652406,4.465887368088348,4.466676697201268,0.006944568039332817,0.007049228567618397,0.2416666666666666,0.03235271807734641
hash_partition,ridge,nll,mean_matching,25,6,12,4.472526929570884,4.465887368088348,4.466676697201268,0.005850232369616719,0.005858164883866109,0.3666666666666667,0.032530749417187366
hash_partition,ridge,nll,mean_matching,50,6,12,4.4697247986199065,4.465887368088348,4.466676697201268,0.003048101418638168,0.002768674911256023,0.5333333333333333,0.01246168173731288
hash_partition,ridge,nll,mean_matching,100,6,12,4.467335208750739,4.465887368088348,4.466676697201268,0.0006585115494711266,0.0004879327914711536,0.7833333333333333,0.005202018805926301
hash_partition,ridge,nll,mean_matching,227,6,12,4.466758137800945,4.465887368088348,4.466676697201268,8.14405996777771e-05,5.692859926627788e-05,0.9416666666666668,0.0009772871961333252
hash_partition,ridge,nll,random,10,6,12,4.474080250972602,4.465887368088349,4.466676697201268,0.007403553771334199,0.007984908108878757,0.025833333333333333,0.017577502621942555
hash_partition,ridge,nll,random,25,6,12,4.470983780426909,4.465887368088349,4.466676697201268,0.004307083225641853,0.004682242675627849,0.05875,0.01098606411606684
hash_partition,ridge,nll,random,50,6,12,4.469650332143841,4.465887368088349,4.466676697201268,0.0029736349425732115,0.0032199656756552787,0.11416666666666668,0.008446807274010126
hash_partition,ridge,nll,random,100,6,12,4.468456191830229,4.465887368088349,4.466676697201268,0.001779494628961816,0.0018934057840560234,0.22583333333333333,0.00641726477815463
hash_partition,ridge,nll,random,227,6,12,4.467678682130532,4.465887368088349,4.466676697201268,0.001001984929264414,0.0009674803716338888,0.4870833333333333,0.004860359075982768
hash_partition,ridge,nll,second_moment_mmd,10,6,12,4.469953379572636,4.465887368088348,4.466676697201268,0.0032766823713689477,0.0033953297928289348,0.23333333333333336,0.00886922680419211
hash_partition,ridge,nll,second_moment_mmd,25,6,12,4.467824583451636,4.465887368088348,4.466676697201268,0.001147886250367991,0.0011804117835373014,0.4916666666666667,0.006664408826311252
hash_partition,ridge,nll,second_moment_mmd,50,6,12,4.46758715879098,4.465887368088348,4.466676697201268,0.0009104615897130852,0.0005987128243042003,0.7416666666666667,0.006664408826311252
hash_partition,ridge,nll,second_moment_mmd,100,6,12,4.467045282561926,4.465887368088348,4.466676697201268,0.00036858536065757325,0.0001230021203862582,0.8583333333333334,0.0015610104625185528
hash_partition,ridge,nll,second_moment_mmd,227,6,12,4.466676697201268,4.465887368088348,4.466676697201268,0.0,0.0,0.9916666666666667,0.0
hash_partition,ridge,nll,target_a,10,6,12,4.46974382942967,4.465887368088348,4.466676697201268,0.0030671322284029725,0.002977516096585253,0.22499999999999998,0.009080735607144064
hash_partition,ridge,nll,target_a,25,6,12,4.469262761433479,4.465887368088348,4.466676697201268,0.0025860642322110086,0.002430181464693056,0.3583333333333334,0.007677567863710877
hash_partition,ridge,nll,target_a,50,6,12,4.46791822020061,4.465887368088348,4.466676697201268,0.0012415229993426962,0.0010129280237306897,0.5666666666666667,0.004789270649230737
hash_partition,ridge,nll,target_a,100,6,12,4.467059866250647,4.465887368088348,4.466676697201268,0.0003831690493797761,0.00032601727480533843,0.7666666666666667,0.003785998153388981
hash_partition,ridge,nll,target_a,227,6,12,4.466877189107131,4.465887368088348,4.466676697201268,0.0002004919058641678,2.8070347571388748e-05,0.9750000000000001,0.0015610104625185528
