construction,readout,metric,method,shortlist_size,absolute_gap_threshold,failure_rate,worst_domain_failure_rate,domain_count
original,ridge,nll,domain_moment,227,0.05,0.0,0.0,6
original,ridge,nll,domain_moment,227,0.1,0.0,0.0,6
original,ridge,nll,exhaustive,455,0.01,0.0,0.0,6
original,ridge,nll,exhaustive,455,0.05,0.0,0.0,6
original,ridge,nll,exhaustive,455,0.1,0.0,0.0,6
original,ridge,nll,mean_matching,10,0.01,0.08333333333333333,0.5,6
original,ridge,nll,mean_matching,10,0.05,0.0,0.0,6
original,ridge,nll,mean_matching,10,0.1,0.0,0.0,6
original,ridge,nll,mean_matching,25,0.01,0.0,0.0,6
original,ridge,nll,mean_matching,25,0.05,0.0,0.0,6
original,ridge,nll,mean_matching,25,0.1,0.0,0.0,6
original,ridge,nll,mean_matching,50,0.01,0.0,0.0,6
original,ridge,nll,mean_matching,50,0.05,0.0,0.0,6
original,ridge,nll,mean_matching,50,0.1,0.0,0.0,6
original,ridge,nll,mean_matching,100,0.01,0.0,0.0,6
original,ridge,nll,mean_matching,100,0.05,0.0,0.0,6
original,ridge,nll,mean_matching,100,0.1,0.0,0.0,6
original,ridge,nll,mean_matching,227,0.01,0.0,0.0,6
original,ridge,nll,mean_matching,227,0.05,0.0,0.0,6
original,ridge,nll,mean_matching,227,0.1,0.0,0.0,6
original,ridge,nll,random,10,0.01,0.4833333333333334,0.8,6
original,ridge,nll,random,10,0.05,0.008333333333333333,0.05,6
original,ridge,nll,random,10,0.1,0.0,0.0,6
original,ridge,nll,random,25,0.01,0.29583333333333334,0.475,6
original,ridge,nll,random,25,0.05,0.0,0.0,6
original,ridge,nll,random,25,0.1,0.0,0.0,6
original,ridge,nll,random,50,0.01,0.14583333333333334,0.275,6
original,ridge,nll,random,50,0.05,0.0,0.0,6
original,ridge,nll,random,50,0.1,0.0,0.0,6
original,ridge,nll,random,100,0.01,0.03333333333333333,0.075,6
original,ridge,nll,random,100,0.05,0.0,0.0,6
original,ridge,nll,random,100,0.1,0.0,0.0,6
original,ridge,nll,random,227,0.01,0.004166666666666667,0.025,6
original,ridge,nll,random,227,0.05,0.0,0.0,6
original,ridge,nll,random,227,0.1,0.0,0.0,6
original,ridge,nll,second_moment_mmd,10,0.01,0.0,0.0,6
original,ridge,nll,second_moment_mmd,10,0.05,0.0,0.0,6
original,ridge,nll,second_moment_mmd,10,0.1,0.0,0.0,6
original,ridge,nll,second_moment_mmd,25,0.01,0.0,0.0,6
original,ridge,nll,second_moment_mmd,25,0.05,0.0,0.0,6
original,ridge,nll,second_moment_mmd,25,0.1,0.0,0.0,6
original,ridge,nll,second_moment_mmd,50,0.01,0.0,0.0,6
original,ridge,nll,second_moment_mmd,50,0.05,0.0,0.0,6
original,ridge,nll,second_moment_mmd,50,0.1,0.0,0.0,6
original,ridge,nll,second_moment_mmd,100,0.01,0.0,0.0,6
original,ridge,nll,second_moment_mmd,100,0.05,0.0,0.0,6
original,ridge,nll,second_moment_mmd,100,0.1,0.0,0.0,6
original,ridge,nll,second_moment_mmd,227,0.01,0.0,0.0,6
original,ridge,nll,second_moment_mmd,227,0.05,0.0,0.0,6
original,ridge,nll,second_moment_mmd,227,0.1,0.0,0.0,6
original,ridge,nll,target_a,10,0.01,0.08333333333333333,0.5,6
original,ridge,nll,target_a,10,0.05,0.0,0.0,6
original,ridge,nll,target_a,10,0.1,0.0,0.0,6
original,ridge,nll,target_a,25,0.01,0.08333333333333333,0.5,6
original,ridge,nll,target_a,25,0.05,0.0,0.0,6
original,ridge,nll,target_a,25,0.1,0.0,0.0,6
original,ridge,nll,target_a,50,0.01,0.0,0.0,6
original,ridge,nll,target_a,50,0.05,0.0,0.0,6
original,ridge,nll,target_a,50,0.1,0.0,0.0,6
original,ridge,nll,target_a,100,0.01,0.0,0.0,6
original,ridge,nll,target_a,100,0.05,0.0,0.0,6
original,ridge,nll,target_a,100,0.1,0.0,0.0,6
original,ridge,nll,target_a,227,0.01,0.0,0.0,6
original,ridge,nll,target_a,227,0.05,0.0,0.0,6
original,ridge,nll,target_a,227,0.1,0.0,0.0,6
hash_partition,logistic,brier_score,domain_moment,10,0.001,0.5833333333333334,1.0,6
hash_partition,logistic,brier_score,domain_moment,10,0.005,0.3333333333333333,1.0,6
hash_partition,logistic,brier_score,domain_moment,10,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,brier_score,domain_moment,25,0.001,0.25,1.0,6
hash_partition,logistic,brier_score,domain_moment,25,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,domain_moment,25,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,domain_moment,50,0.001,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,domain_moment,50,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,domain_moment,50,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,domain_moment,100,0.001,0.0,0.0,6
hash_partition,logistic,brier_score,domain_moment,100,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,domain_moment,100,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,domain_moment,227,0.001,0.0,0.0,6
hash_partition,logistic,brier_score,domain_moment,227,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,domain_moment,227,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,exhaustive,455,0.001,0.0,0.0,6
hash_partition,logistic,brier_score,exhaustive,455,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,exhaustive,455,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,mean_matching,10,0.001,0.6666666666666666,1.0,6
hash_partition,logistic,brier_score,mean_matching,10,0.005,0.4166666666666667,1.0,6
hash_partition,logistic,brier_score,mean_matching,10,0.01,0.4166666666666667,1.0,6
hash_partition,logistic,brier_score,mean_matching,25,0.001,0.5833333333333334,1.0,6
hash_partition,logistic,brier_score,mean_matching,25,0.005,0.4166666666666667,1.0,6
hash_partition,logistic,brier_score,mean_matching,25,0.01,0.3333333333333333,1.0,6
hash_partition,logistic,brier_score,mean_matching,50,0.001,0.4166666666666667,1.0,6
hash_partition,logistic,brier_score,mean_matching,50,0.005,0.25,1.0,6
hash_partition,logistic,brier_score,mean_matching,50,0.01,0.25,1.0,6
hash_partition,logistic,brier_score,mean_matching,100,0.001,0.16666666666666666,0.5,6
hash_partition,logistic,brier_score,mean_matching,100,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,mean_matching,100,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,mean_matching,227,0.001,0.0,0.0,6
hash_partition,logistic,brier_score,mean_matching,227,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,mean_matching,227,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,random,10,0.001,0.8833333333333334,0.975,6
hash_partition,logistic,brier_score,random,10,0.005,0.6291666666666667,0.8500000000000001,6
hash_partition,logistic,brier_score,random,10,0.01,0.4166666666666667,0.75,6
hash_partition,logistic,brier_score,random,25,0.001,0.7666666666666666,0.875,6
hash_partition,logistic,brier_score,random,25,0.005,0.4666666666666666,0.725,6
hash_partition,logistic,brier_score,random,25,0.01,0.26666666666666666,0.625,6
hash_partition,logistic,brier_score,random,50,0.001,0.6791666666666668,0.8,6
hash_partition,logistic,brier_score,random,50,0.005,0.3333333333333333,0.7,6
hash_partition,logistic,brier_score,random,50,0.01,0.225,0.55,6
hash_partition,logistic,brier_score,random,100,0.001,0.5375,0.7,6
hash_partition,logistic,brier_score,random,100,0.005,0.22083333333333335,0.55,6
hash_partition,logistic,brier_score,random,100,0.01,0.15416666666666667,0.45,6
hash_partition,logistic,brier_score,random,227,0.001,0.3333333333333333,0.5,6
hash_partition,logistic,brier_score,random,227,0.005,0.10833333333333334,0.275,6
hash_partition,logistic,brier_score,random,227,0.01,0.08750000000000001,0.275,6
hash_partition,logistic,brier_score,second_moment_mmd,10,0.001,0.6666666666666666,1.0,6
hash_partition,logistic,brier_score,second_moment_mmd,10,0.005,0.3333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,10,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,25,0.001,0.3333333333333333,1.0,6
hash_partition,logistic,brier_score,second_moment_mmd,25,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,25,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,50,0.001,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,50,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,50,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,100,0.001,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,second_moment_mmd,100,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,second_moment_mmd,100,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,second_moment_mmd,227,0.001,0.0,0.0,6
hash_partition,logistic,brier_score,second_moment_mmd,227,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,second_moment_mmd,227,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,10,0.001,0.4166666666666667,1.0,6
hash_partition,logistic,brier_score,target_a,10,0.005,0.25,0.5,6
hash_partition,logistic,brier_score,target_a,10,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,25,0.001,0.4166666666666667,1.0,6
hash_partition,logistic,brier_score,target_a,25,0.005,0.16666666666666666,0.5,6
hash_partition,logistic,brier_score,target_a,25,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,50,0.001,0.25,0.5,6
hash_partition,logistic,brier_score,target_a,50,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,target_a,50,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,100,0.001,0.08333333333333333,0.5,6
hash_partition,logistic,brier_score,target_a,100,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,100,0.01,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,227,0.001,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,227,0.005,0.0,0.0,6
hash_partition,logistic,brier_score,target_a,227,0.01,0.0,0.0,6
hash_partition,logistic,error_rate,domain_moment,10,0.005,0.5833333333333334,1.0,6
hash_partition,logistic,error_rate,domain_moment,10,0.01,0.5,1.0,6
hash_partition,logistic,error_rate,domain_moment,10,0.02,0.25,0.5,6
hash_partition,logistic,error_rate,domain_moment,25,0.005,0.5,1.0,6
hash_partition,logistic,error_rate,domain_moment,25,0.01,0.3333333333333333,1.0,6
hash_partition,logistic,error_rate,domain_moment,25,0.02,0.25,0.5,6
hash_partition,logistic,error_rate,domain_moment,50,0.005,0.3333333333333333,0.5,6
hash_partition,logistic,error_rate,domain_moment,50,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,domain_moment,50,0.02,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,domain_moment,100,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,error_rate,domain_moment,100,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,error_rate,domain_moment,100,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,domain_moment,227,0.005,0.0,0.0,6
hash_partition,logistic,error_rate,domain_moment,227,0.01,0.0,0.0,6
hash_partition,logistic,error_rate,domain_moment,227,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,exhaustive,455,0.005,0.0,0.0,6
hash_partition,logistic,error_rate,exhaustive,455,0.01,0.0,0.0,6
hash_partition,logistic,error_rate,exhaustive,455,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,mean_matching,10,0.005,0.6666666666666666,1.0,6
hash_partition,logistic,error_rate,mean_matching,10,0.01,0.5833333333333334,1.0,6
hash_partition,logistic,error_rate,mean_matching,10,0.02,0.4166666666666667,1.0,6
hash_partition,logistic,error_rate,mean_matching,25,0.005,0.6666666666666666,1.0,6
hash_partition,logistic,error_rate,mean_matching,25,0.01,0.4166666666666667,1.0,6
hash_partition,logistic,error_rate,mean_matching,25,0.02,0.3333333333333333,1.0,6
hash_partition,logistic,error_rate,mean_matching,50,0.005,0.5,1.0,6
hash_partition,logistic,error_rate,mean_matching,50,0.01,0.3333333333333333,1.0,6
hash_partition,logistic,error_rate,mean_matching,50,0.02,0.3333333333333333,1.0,6
hash_partition,logistic,error_rate,mean_matching,100,0.005,0.25,0.5,6
hash_partition,logistic,error_rate,mean_matching,100,0.01,0.25,0.5,6
hash_partition,logistic,error_rate,mean_matching,100,0.02,0.25,0.5,6
hash_partition,logistic,error_rate,mean_matching,227,0.005,0.0,0.0,6
hash_partition,logistic,error_rate,mean_matching,227,0.01,0.0,0.0,6
hash_partition,logistic,error_rate,mean_matching,227,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,random,10,0.005,0.7583333333333333,0.9,6
hash_partition,logistic,error_rate,random,10,0.01,0.6583333333333333,0.775,6
hash_partition,logistic,error_rate,random,10,0.02,0.4708333333333334,0.625,6
hash_partition,logistic,error_rate,random,25,0.005,0.5791666666666667,0.75,6
hash_partition,logistic,error_rate,random,25,0.01,0.47083333333333327,0.625,6
hash_partition,logistic,error_rate,random,25,0.02,0.2708333333333333,0.425,6
hash_partition,logistic,error_rate,random,50,0.005,0.5041666666666667,0.675,6
hash_partition,logistic,error_rate,random,50,0.01,0.3958333333333333,0.55,6
hash_partition,logistic,error_rate,random,50,0.02,0.2125,0.35,6
hash_partition,logistic,error_rate,random,100,0.005,0.3625,0.65,6
hash_partition,logistic,error_rate,random,100,0.01,0.2625,0.525,6
hash_partition,logistic,error_rate,random,100,0.02,0.12083333333333335,0.225,6
hash_partition,logistic,error_rate,random,227,0.005,0.20833333333333334,0.525,6
hash_partition,logistic,error_rate,random,227,0.01,0.12083333333333333,0.325,6
hash_partition,logistic,error_rate,random,227,0.02,0.04583333333333334,0.2,6
hash_partition,logistic,error_rate,second_moment_mmd,10,0.005,0.6666666666666666,1.0,6
hash_partition,logistic,error_rate,second_moment_mmd,10,0.01,0.5833333333333334,1.0,6
hash_partition,logistic,error_rate,second_moment_mmd,10,0.02,0.25,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,25,0.005,0.5,1.0,6
hash_partition,logistic,error_rate,second_moment_mmd,25,0.01,0.25,1.0,6
hash_partition,logistic,error_rate,second_moment_mmd,25,0.02,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,50,0.005,0.25,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,50,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,50,0.02,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,100,0.005,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,100,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,100,0.02,0.08333333333333333,0.5,6
hash_partition,logistic,error_rate,second_moment_mmd,227,0.005,0.0,0.0,6
hash_partition,logistic,error_rate,second_moment_mmd,227,0.01,0.0,0.0,6
hash_partition,logistic,error_rate,second_moment_mmd,227,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,target_a,10,0.005,0.6666666666666666,1.0,6
hash_partition,logistic,error_rate,target_a,10,0.01,0.4166666666666667,1.0,6
hash_partition,logistic,error_rate,target_a,10,0.02,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,target_a,25,0.005,0.3333333333333333,1.0,6
hash_partition,logistic,error_rate,target_a,25,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,target_a,25,0.02,0.08333333333333333,0.5,6
hash_partition,logistic,error_rate,target_a,50,0.005,0.25,0.5,6
hash_partition,logistic,error_rate,target_a,50,0.01,0.25,0.5,6
hash_partition,logistic,error_rate,target_a,50,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,target_a,100,0.005,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,target_a,100,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,error_rate,target_a,100,0.02,0.0,0.0,6
hash_partition,logistic,error_rate,target_a,227,0.005,0.08333333333333333,0.5,6
hash_partition,logistic,error_rate,target_a,227,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,error_rate,target_a,227,0.02,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,10,0.01,0.5833333333333334,1.0,6
hash_partition,logistic,nll,domain_moment,10,0.05,0.16666666666666666,0.5,6
hash_partition,logistic,nll,domain_moment,10,0.1,0.08333333333333333,0.5,6
hash_partition,logistic,nll,domain_moment,25,0.01,0.25,0.5,6
hash_partition,logistic,nll,domain_moment,25,0.05,0.08333333333333333,0.5,6
hash_partition,logistic,nll,domain_moment,25,0.1,0.08333333333333333,0.5,6
hash_partition,logistic,nll,domain_moment,50,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,nll,domain_moment,50,0.05,0.08333333333333333,0.5,6
hash_partition,logistic,nll,domain_moment,50,0.1,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,100,0.01,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,100,0.05,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,100,0.1,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,227,0.01,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,227,0.05,0.0,0.0,6
hash_partition,logistic,nll,domain_moment,227,0.1,0.0,0.0,6
hash_partition,logistic,nll,exhaustive,455,0.01,0.0,0.0,6
hash_partition,logistic,nll,exhaustive,455,0.05,0.0,0.0,6
hash_partition,logistic,nll,exhaustive,455,0.1,0.0,0.0,6
hash_partition,logistic,nll,mean_matching,10,0.01,0.6666666666666666,1.0,6
hash_partition,logistic,nll,mean_matching,10,0.05,0.3333333333333333,1.0,6
hash_partition,logistic,nll,mean_matching,10,0.1,0.25,1.0,6
hash_partition,logistic,nll,mean_matching,25,0.01,0.5,1.0,6
hash_partition,logistic,nll,mean_matching,25,0.05,0.3333333333333333,1.0,6
hash_partition,logistic,nll,mean_matching,25,0.1,0.16666666666666666,0.5,6
hash_partition,logistic,nll,mean_matching,50,0.01,0.4166666666666667,1.0,6
hash_partition,logistic,nll,mean_matching,50,0.05,0.25,1.0,6
hash_partition,logistic,nll,mean_matching,50,0.1,0.16666666666666666,0.5,6
hash_partition,logistic,nll,mean_matching,100,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,nll,mean_matching,100,0.05,0.0,0.0,6
hash_partition,logistic,nll,mean_matching,100,0.1,0.0,0.0,6
hash_partition,logistic,nll,mean_matching,227,0.01,0.0,0.0,6
hash_partition,logistic,nll,mean_matching,227,0.05,0.0,0.0,6
hash_partition,logistic,nll,mean_matching,227,0.1,0.0,0.0,6
hash_partition,logistic,nll,random,10,0.01,0.8875000000000001,0.975,6
hash_partition,logistic,nll,random,10,0.05,0.5791666666666666,0.825,6
hash_partition,logistic,nll,random,10,0.1,0.2833333333333333,0.47500000000000003,6
hash_partition,logistic,nll,random,25,0.01,0.7666666666666667,0.925,6
hash_partition,logistic,nll,random,25,0.05,0.3458333333333334,0.6499999999999999,6
hash_partition,logistic,nll,random,25,0.1,0.07916666666666668,0.15,6
hash_partition,logistic,nll,random,50,0.01,0.6833333333333335,0.8999999999999999,6
hash_partition,logistic,nll,random,50,0.05,0.22083333333333335,0.375,6
hash_partition,logistic,nll,random,50,0.1,0.020833333333333332,0.07500000000000001,6
hash_partition,logistic,nll,random,100,0.01,0.5125000000000001,0.675,6
hash_partition,logistic,nll,random,100,0.05,0.06666666666666667,0.125,6
hash_partition,logistic,nll,random,100,0.1,0.004166666666666667,0.025,6
hash_partition,logistic,nll,random,227,0.01,0.2708333333333334,0.525,6
hash_partition,logistic,nll,random,227,0.05,0.0,0.0,6
hash_partition,logistic,nll,random,227,0.1,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,10,0.01,0.5833333333333334,1.0,6
hash_partition,logistic,nll,second_moment_mmd,10,0.05,0.08333333333333333,0.5,6
hash_partition,logistic,nll,second_moment_mmd,10,0.1,0.08333333333333333,0.5,6
hash_partition,logistic,nll,second_moment_mmd,25,0.01,0.3333333333333333,0.5,6
hash_partition,logistic,nll,second_moment_mmd,25,0.05,0.08333333333333333,0.5,6
hash_partition,logistic,nll,second_moment_mmd,25,0.1,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,50,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,nll,second_moment_mmd,50,0.05,0.08333333333333333,0.5,6
hash_partition,logistic,nll,second_moment_mmd,50,0.1,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,100,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,nll,second_moment_mmd,100,0.05,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,100,0.1,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,227,0.01,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,227,0.05,0.0,0.0,6
hash_partition,logistic,nll,second_moment_mmd,227,0.1,0.0,0.0,6
hash_partition,logistic,nll,target_a,10,0.01,0.4166666666666667,1.0,6
hash_partition,logistic,nll,target_a,10,0.05,0.16666666666666666,0.5,6
hash_partition,logistic,nll,target_a,10,0.1,0.0,0.0,6
hash_partition,logistic,nll,target_a,25,0.01,0.25,0.5,6
hash_partition,logistic,nll,target_a,25,0.05,0.08333333333333333,0.5,6
hash_partition,logistic,nll,target_a,25,0.1,0.0,0.0,6
hash_partition,logistic,nll,target_a,50,0.01,0.16666666666666666,0.5,6
hash_partition,logistic,nll,target_a,50,0.05,0.0,0.0,6
hash_partition,logistic,nll,target_a,50,0.1,0.0,0.0,6
hash_partition,logistic,nll,target_a,100,0.01,0.08333333333333333,0.5,6
hash_partition,logistic,nll,target_a,100,0.05,0.0,0.0,6
hash_partition,logistic,nll,target_a,100,0.1,0.0,0.0,6
hash_partition,logistic,nll,target_a,227,0.01,0.0,0.0,6
hash_partition,logistic,nll,target_a,227,0.05,0.0,0.0,6
hash_partition,logistic,nll,target_a,227,0.1,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,10,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,10,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,10,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,25,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,25,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,25,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,50,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,50,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,50,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,100,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,100,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,100,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,227,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,227,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,domain_moment,227,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,exhaustive,455,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,exhaustive,455,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,exhaustive,455,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,10,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,10,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,10,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,25,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,25,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,25,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,50,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,50,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,50,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,100,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,100,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,100,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,227,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,227,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,mean_matching,227,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,random,10,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,random,10,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,random,10,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,random,25,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,random,25,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,random,25,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,random,50,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,random,50,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,random,50,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,random,100,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,random,100,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,random,100,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,random,227,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,random,227,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,random,227,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,10,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,10,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,10,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,25,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,25,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,25,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,50,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,50,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,50,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,100,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,100,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,100,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,227,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,227,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,second_moment_mmd,227,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,10,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,10,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,10,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,25,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,25,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,25,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,50,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,50,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,50,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,100,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,100,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,100,0.01,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,227,0.001,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,227,0.005,0.0,0.0,6
hash_partition,ridge,brier_score,target_a,227,0.01,0.0,0.0,6
