dataset,encoder,target_domain,budget,method,repeat,combination,selected_sample_count,brier_score,oracle_brier,normalized_brier_regret,brier_rank,top_q,in_brier_top_q,target_a_proxy_rank
pacs,dinov2_b14,cartoon,3,random,10,art_painting__block_00|art_painting__block_02|sketch__block_03,1965,0.6423002528554189,0.6370907641356676,0.008176996140917216,40,10,0,42
pacs,dinov2_b14,cartoon,3,random,11,photo__block_01|photo__block_02|sketch__block_02,1773,0.6586132219110798,0.6370907641356676,0.033782404308766764,156,10,0,163
pacs,dinov2_b14,cartoon,3,random,12,photo__block_03|sketch__block_00|sketch__block_01,2435,0.6512851460901244,0.6370907641356676,0.022279999575436017,130,10,0,115
pacs,dinov2_b14,cartoon,3,random,13,art_painting__block_01|sketch__block_00|sketch__block_02,2517,0.6495979284634246,0.6370907641356676,0.019631683634160516,115,10,0,4
pacs,dinov2_b14,cartoon,3,random,14,art_painting__block_02|art_painting__block_03|sketch__block_02,1983,0.6465838847813808,0.6370907641356676,0.014900734997457499,94,10,0,46
pacs,dinov2_b14,cartoon,3,random,15,art_painting__block_03|photo__block_01|photo__block_02,1329,0.6817657476621999,0.6370907641356676,0.07012342046292613,198,10,0,211
pacs,dinov2_b14,cartoon,3,random,16,art_painting__block_01|art_painting__block_03|sketch__block_00,2073,0.6455791521817855,0.6370907641356676,0.013323671482875816,82,10,0,24
pacs,dinov2_b14,cartoon,3,random,17,art_painting__block_03|photo__block_01|photo__block_03,1361,0.6812854403307234,0.6370907641356676,0.06936951323570686,194,10,0,204
pacs,dinov2_b14,cartoon,3,random,18,sketch__block_00|sketch__block_01|sketch__block_03,2966,0.6661899169664635,0.6370907641356676,0.04567505050912851,162,10,0,139
pacs,dinov2_b14,cartoon,3,random,19,art_painting__block_02|sketch__block_00|sketch__block_02,2496,0.6517014271227582,0.6370907641356676,0.02293340887920856,138,10,0,16
pacs,dinov2_b14,cartoon,3,second_moment_mmd,-1,art_painting__block_01|photo__block_00|sketch__block_03,1913,0.6383692677550123,0.6370907641356676,0.0020067841056828264,6,10,1,62
pacs,dinov2_b14,cartoon,3,size,-1,sketch__block_00|sketch__block_01|sketch__block_02,2971,0.6710490967311572,0.6370907641356676,0.05330218943223961,166,10,0,137
pacs,dinov2_b14,cartoon,3,spectrum_rank_l,-1,art_painting__block_02|photo__block_02|sketch__block_02,1859,0.6465545454291477,0.6370907641356676,0.014854682921544966,93,10,0,111
pacs,dinov2_b14,cartoon,3,target_a,-1,art_painting__block_00|sketch__block_00|sketch__block_01,2514,0.6468183468347211,0.6370907641356676,0.01526875485669734,98,10,0,2
pacs,dinov2_b14,cartoon,3,target_energy,-1,sketch__block_00|sketch__block_01|sketch__block_03,2966,0.6661899169664635,0.6370907641356676,0.04567505050912851,162,10,0,139
pacs,dinov2_b14,cartoon,5,bayesian_d,-1,art_painting__block_01|art_painting__block_02|art_painting__block_03|photo__block_00|sketch__block_00,3007,0.641587311560023,0.6330078267079963,0.013553520967734309,452,10,0,260
