encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,pneumoniamnist,medical,3,gtsrb,0.6627335548400879,0.5825999975204468,500,600,256,128,0.01,1.2319797556847334,0.021495334804058075,npu:6
resnet50,pneumoniamnist,medical,3,oxford_pets,0.8998645544052124,0.8904333114624023,500,600,256,128,0.01,1.2319797556847334,0.0196134801954031,npu:6
resnet50,pneumoniamnist,medical,4,beans,0.8701923489570618,0.9140625,500,600,256,128,0.01,1.248979788273573,0.01710899919271469,npu:6
resnet50,pneumoniamnist,medical,4,dtd,0.6170213222503662,0.6026595830917358,500,600,256,128,0.01,1.248979788273573,0.020782243460416794,npu:6
resnet50,pneumoniamnist,medical,4,eurosat,0.8846918344497681,0.8962962627410889,500,600,256,128,0.01,1.248979788273573,0.02211209014058113,npu:6
resnet50,pneumoniamnist,medical,4,flowers102,0.6225490570068359,0.675599992275238,500,600,256,128,0.01,1.248979788273573,0.019179340451955795,npu:6
resnet50,pneumoniamnist,medical,4,food101,0.37920790910720825,0.431799978017807,500,600,256,128,0.01,1.248979788273573,0.022597860544919968,npu:6
resnet50,pneumoniamnist,medical,4,gtsrb,0.6715831160545349,0.5655999183654785,500,600,256,128,0.01,1.248979788273573,0.021608788520097733,npu:6
resnet50,pneumoniamnist,medical,4,oxford_pets,0.9012178182601929,0.8871626853942871,500,600,256,128,0.01,1.248979788273573,0.019788512960076332,npu:6
resnet50,rendered_sst2,rendered_text,0,beans,0.9182692766189575,0.8828125,500,600,256,128,0.01,1.2311777863651514,0.016276929527521133,npu:6
resnet50,rendered_sst2,rendered_text,0,dtd,0.582446813583374,0.5739361047744751,500,600,256,128,0.01,1.2311777863651514,0.022248700261116028,npu:6
resnet50,rendered_sst2,rendered_text,0,eurosat,0.8807156085968018,0.8870370388031006,500,600,256,128,0.01,1.2311777863651514,0.02407034859061241,npu:6
resnet50,rendered_sst2,rendered_text,0,flowers102,0.64705890417099,0.6381999254226685,500,600,256,128,0.01,1.2311777863651514,0.020288504660129547,npu:6
resnet50,rendered_sst2,rendered_text,0,food101,0.33564358949661255,0.36959999799728394,500,600,256,128,0.01,1.2311777863651514,0.022304311394691467,npu:6
resnet50,rendered_sst2,rendered_text,0,gtsrb,0.6558505892753601,0.5461999773979187,500,600,256,128,0.01,1.2311777863651514,0.02105974592268467,npu:6
resnet50,rendered_sst2,rendered_text,0,oxford_pets,0.8822733163833618,0.8642681837081909,500,600,256,128,0.01,1.2311777863651514,0.01890650950372219,npu:6
resnet50,rendered_sst2,rendered_text,1,beans,0.8413462042808533,0.859375,500,600,256,128,0.01,1.2526642922312021,0.015381716191768646,npu:6
resnet50,rendered_sst2,rendered_text,1,dtd,0.5784574747085571,0.5877659320831299,500,600,256,128,0.01,1.2526642922312021,0.019350357353687286,npu:6
resnet50,rendered_sst2,rendered_text,1,eurosat,0.8936380743980408,0.9037036895751953,500,600,256,128,0.01,1.2526642922312021,0.021907728165388107,npu:6
resnet50,rendered_sst2,rendered_text,1,flowers102,0.6274510622024536,0.6627999544143677,500,600,256,128,0.01,1.2526642922312021,0.02050437405705452,npu:6
