encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_examples,target_validation_protocol,target_cv_folds,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
dinov2_b14,bloodmnist,medical,0,beans,0.8974854962276997,0.012110689101130303,0.9038462639|0.9033815861|0.8888888359|0.8786407709|0.9126213789,1034,stratified_5_fold,5,20260905,0.890625,500,600,256,128,0.01,1.9961148872971535,0.17200112715363503,npu:4
dinov2_b14,bloodmnist,medical,0,dtd,0.7438830137252808,0.009648059683465174,0.7553191781|0.7406915426|0.7340425849|0.7340425849|0.7553191781,3760,stratified_5_fold,5,20260905,0.7473404407501221,500,600,256,128,0.01,1.9961148872971535,0.08656646311283112,npu:4
dinov2_b14,bloodmnist,medical,0,eurosat,0.9031999948501587,0.006620902701482821,0.9045724869|0.8932136297|0.9139139652|0.9027080536|0.9016064405,5000,stratified_5_fold,5,20260905,0.9085185527801514,500,600,256,128,0.01,1.9961148872971535,0.056007787585258484,npu:4
dinov2_b14,bloodmnist,medical,0,flowers102,0.9970588445663452,0.003921535611169635,1.0000000000|0.9950980544|1.0000000000|0.9901961684|1.0000000000,1020,stratified_5_fold,5,20260905,0.995199978351593,500,600,256,128,0.01,1.9961148872971535,0.05093219690024853,npu:4
dinov2_b14,bloodmnist,medical,0,food101,0.7576000471115112,0.006659455268719602,0.7603960633|0.7613861561|0.7663366795|0.7495049834|0.7500001192,5000,stratified_5_fold,5,20260905,0.7931999564170837,500,600,256,128,0.01,1.9961148872971535,0.04897798225283623,npu:4
dinov2_b14,bloodmnist,medical,0,gtsrb,0.6380000258922577,0.00860712283745153,0.6234021783|0.6378109455|0.6373626590|0.6498994231|0.6419125795,5000,stratified_5_fold,5,20260905,0.5237999558448792,500,600,256,128,0.01,1.9961148872971535,0.052026450634002686,npu:4
dinov2_b14,bloodmnist,medical,0,oxford_pets,0.9445652196750692,0.007752630384093647,0.9594045281|0.9415761232|0.9402173758|0.9442178011|0.9373296499,3680,stratified_5_fold,5,20260905,0.9373126029968262,500,600,256,128,0.01,1.9961148872971535,0.04961885325610638,npu:4
dinov2_b14,bloodmnist,medical,1,beans,0.9187620986591686,0.018221826457724462,0.9230769873|0.9130434990|0.9082125425|0.8980582356|0.9514563084,1034,stratified_5_fold,5,20260905,0.9375,500,600,256,128,0.01,1.172966118901968,0.04604793339967728,npu:4
dinov2_b14,bloodmnist,medical,1,dtd,0.7478723764419556,0.019391202488068623,0.7460106611|0.7486702204|0.7406915426|0.7220745087|0.7819149494,3760,stratified_5_fold,5,20260905,0.7441489100456238,500,600,256,128,0.01,1.172966118901968,0.05214335210621357,npu:4
dinov2_b14,bloodmnist,medical,1,eurosat,0.9085999885559082,0.009464998911546323,0.8976142406|0.9071856737|0.9249249697|0.9117351770|0.9016063809,5000,stratified_5_fold,5,20260905,0.9048147797584534,500,600,256,128,0.01,1.172966118901968,0.043287891894578934,npu:4
dinov2_b14,bloodmnist,medical,1,flowers102,0.9990196108818055,0.0019607782363891602,1.0000000000|1.0000000000|0.9950980544|1.0000000000|1.0000000000,1020,stratified_5_fold,5,20260905,0.9943999648094177,500,600,256,128,0.01,1.172966118901968,0.051314011216163635,npu:4
dinov2_b14,bloodmnist,medical,1,food101,0.7522000198364258,0.0072982908604586946,0.7643564939|0.7435643673|0.7554455400|0.7465346456|0.7510417104,5000,stratified_5_fold,5,20260905,0.7991999387741089,500,600,256,128,0.01,1.172966118901968,0.04065545275807381,npu:4
