encoder,overlap,seeds,alignment_global_lineage_auroc_mean,alignment_global_lineage_auroc_std,alignment_global_lineage_auprc_mean,alignment_global_lineage_auprc_std,alignment_parent_matched_auroc_mean,alignment_parent_matched_auroc_std,alignment_parent_matched_auprc_mean,alignment_parent_matched_auprc_std,alignment_parent_top1_accuracy_mean,alignment_parent_top1_accuracy_std,alignment_parent_mean_reciprocal_rank_mean,alignment_parent_mean_reciprocal_rank_std,alignment_zero_overlap_designated_parent_top1_accuracy_mean
clip_b32,0.0,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26
clip_b32,0.1,10,0.9334915254237288,0.010563370373212973,0.19591782820329354,0.09085852528328443,0.5693333333333334,0.08363353335376048,0.39259226720991425,0.1188599266034205,0.39999999999999997,0.31269438398822863,0.6333333333333334,0.19100126041856763,nan
clip_b32,0.25,10,0.9560677966101695,0.009010121595623864,0.39949162316189507,0.1527592886091692,0.7093333333333334,0.08166175344253052,0.6016331560596268,0.13733826320363413,0.78,0.22010098692292238,0.8833333333333334,0.11992796191623836,nan
clip_b32,0.5,10,0.9812203389830507,0.007677298832331046,0.6466877060847649,0.086119532421122,0.8773333333333333,0.04980951369287787,0.7908603749191985,0.06986940348710269,0.9800000000000001,0.06324555320336758,0.99,0.031622776601683784,nan
clip_b32,0.75,10,0.9989152542372881,0.0018135505218295198,0.9683766233766233,0.04700824431275974,0.992,0.014332902663641867,0.9834523809523809,0.02840809796931705,1.0,0.0,1.0,0.0,nan
clip_b32,1.0,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,nan
dinov2_b14,0.0,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.24000000000000005
dinov2_b14,0.1,10,0.9341694915254237,0.005342613777585217,0.1841647790761997,0.05287545910834691,0.5613333333333334,0.03232550497061009,0.3935123596733504,0.08973109591748742,0.4800000000000001,0.16865480854231357,0.705,0.10424626588332692,nan
dinov2_b14,0.25,10,0.9479322033898306,0.002492031412807279,0.31146312218399114,0.08089136412128944,0.6613333333333333,0.02529822128134704,0.5379632263161676,0.06318022738893732,0.9199999999999999,0.10327955589886444,0.9550000000000001,0.05986094998689323,nan
dinov2_b14,0.5,10,0.9684067796610168,0.006496536446130961,0.5660353915832568,0.07840940657099113,0.7879999999999999,0.04927123218458876,0.7012368742368743,0.06426962481781932,1.0,0.0,1.0,0.0,nan
dinov2_b14,0.75,10,0.9935593220338983,0.0037848890902698862,0.8595295625427205,0.06823904560047193,0.9559999999999998,0.02518082750971608,0.9247337662337664,0.03351354627273376,1.0,0.0,1.0,0.0,nan
dinov2_b14,1.0,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,nan
resnet50,0.0,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.3
resnet50,0.1,10,0.9367457627118643,0.005563638028826392,0.2681422134228943,0.11476450567735982,0.5986666666666667,0.05200189930054666,0.49401317808438555,0.09767072411900928,0.6399999999999999,0.1837873166945363,0.7783333333333333,0.11195512769535818,nan
resnet50,0.25,10,0.9497627118644066,0.004221212443363204,0.30441143343037097,0.1259873446574087,0.6866666666666666,0.02897423291201175,0.5392198455139632,0.08863664406972786,0.8800000000000001,0.1398411797560202,0.9366666666666668,0.0727756573058347,nan
resnet50,0.5,10,0.9802711864406778,0.010427119623646005,0.6526624365947719,0.10527196750540996,0.8826666666666666,0.07297555822852905,0.817459595959596,0.0895174981373631,1.0,0.0,1.0,0.0,nan
resnet50,0.75,10,0.9992542372881357,0.0013727767275468954,0.9758766233766234,0.04078638058578601,0.9933333333333334,0.012957670877434008,0.9858333333333335,0.025473903373578598,1.0,0.0,1.0,0.0,nan
resnet50,1.0,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,nan
vit_b16,0.0,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.36000000000000004
vit_b16,0.1,10,0.9374237288135593,0.008552112344596373,0.22765779240956513,0.08222358435684653,0.6013333333333333,0.058440642039383074,0.43292895829660544,0.07658474250703598,0.54,0.23190036174568116,0.7350000000000001,0.13412956698931353,nan
vit_b16,0.25,10,0.9572203389830509,0.00733297640874887,0.4287279706195939,0.12008564154078104,0.72,0.05144816401240099,0.5862432567432567,0.10002667305681691,0.8400000000000001,0.18378731669453627,0.9100000000000001,0.10310009519699595,nan
vit_b16,0.5,10,0.9872542372881357,0.005724254083249731,0.758402398040556,0.08364060523007273,0.9200000000000002,0.04868644955601476,0.8666940836940837,0.07282187935692273,1.0,0.0,1.0,0.0,nan
vit_b16,0.75,10,0.9993898305084745,0.0012962377762440792,0.98004329004329,0.036960250355210625,0.9973333333333333,0.008432740427115662,0.9942857142857143,0.01807015805810503,1.0,0.0,1.0,0.0,nan
vit_b16,1.0,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,nan
