encoder,method,budget,configurations,merged_reff_mean,merged_reff_std,unique_lineages_mean,lineage_duplicate_count_mean,unique_datasets_mean,selected_alias_parent_pairs_mean,max_selected_sample_overlap_mean,selection_seconds_for_max_budget_mean,metric_seconds_mean
clip_b32,agglomerative_subspace,3,60,240.26369133713618,1.115845396541361,2.9833333333333334,0.016666666666666666,1.35,0.05,0.0041333333333333335,0.058430368763705096,0.048688287598391375
clip_b32,agglomerative_subspace,5,60,271.262700782198,3.646275020695651,4.9,0.1,2.95,0.18333333333333332,0.017400000000000002,0.058430368763705096,0.04215751448646188
clip_b32,agglomerative_subspace,8,60,284.418755282515,0.7133272991846172,7.716666666666667,0.2833333333333333,3.0,0.48333333333333334,0.045599999999999995,0.058430368763705096,0.046492004425575335
clip_b32,agglomerative_subspace,10,60,281.85424480846126,0.7299714612737783,9.716666666666667,0.2833333333333333,5.0,0.48333333333333334,0.045599999999999995,0.058430368763705096,0.05137867151449124
clip_b32,collapse_sketch,3,60,244.85774194886656,8.217967354570153,2.6166666666666667,0.38333333333333336,1.0,0.4166666666666667,0.19173333333333334,0.07523280841608843,0.048107182855407396
clip_b32,collapse_sketch,5,60,262.65658303897055,3.0532752001344967,4.166666666666667,0.8333333333333334,1.0,1.0,0.43333333333333335,0.07523280841608843,0.041297457615534466
clip_b32,collapse_sketch,8,60,283.39104234484233,1.371767396405267,7.1,0.9,3.0,1.0666666666666667,0.43333333333333335,0.07523280841608843,0.04676693482324481
clip_b32,collapse_sketch,10,60,285.4858682211231,1.279709441158453,9.016666666666667,0.9833333333333333,3.0,1.1833333333333333,0.43333333333333335,0.07523280841608843,0.052038351508478325
clip_b32,dpp_subspace,3,60,257.5469809272159,0.694383797338109,3.0,0.0,3.0,0.0,0.0,0.008477319963276386,0.048461004191388685
clip_b32,dpp_subspace,5,60,276.30583326367986,0.5776214083491268,4.983333333333333,0.016666666666666666,3.0,0.11666666666666667,0.0016666666666666668,0.008477319963276386,0.04210576800008615
clip_b32,dpp_subspace,8,60,284.41204053729854,1.7429364254151067,7.7,0.3,3.1666666666666665,0.4666666666666667,0.049800000000000004,0.008477319963276386,0.04640565440058708
clip_b32,dpp_subspace,10,60,284.7722390025526,1.3472710890512714,9.6,0.4,3.85,0.5833333333333334,0.07886666666666667,0.008477319963276386,0.051456988944361605
clip_b32,facility_subspace,3,60,203.49592409051746,1.3627727814864279,3.0,0.0,3.0,0.0,0.0,0.00160794152567784,0.04903121187041203
clip_b32,facility_subspace,5,60,254.6944240091755,0.8869695723128077,5.0,0.0,5.0,0.0,0.0,0.00160794152567784,0.04146743506814043
clip_b32,facility_subspace,8,60,275.87242021888846,0.9208774086111519,7.866666666666666,0.13333333333333333,5.0,0.23333333333333334,0.020733333333333333,0.00160794152567784,0.04632614019016425
clip_b32,facility_subspace,10,60,281.5352362793972,1.2173066430552384,9.716666666666667,0.2833333333333333,5.0,0.4666666666666667,0.0498,0.00160794152567784,0.051718437237044175
clip_b32,lineage_deduplicated_rank,3,60,250.02188180934553,0.897050240019029,3.0,0.0,1.0,0.08333333333333333,0.0,3.494548921783765e-05,0.04865802343313893
clip_b32,lineage_deduplicated_rank,5,60,272.43386737741776,2.8956231609510246,5.0,0.0,1.8333333333333333,0.16666666666666666,0.0,3.494548921783765e-05,0.042200515915950136
clip_b32,lineage_deduplicated_rank,8,60,283.87840938904714,0.7151902583729969,8.0,0.0,2.0,0.21666666666666667,0.0,3.494548921783765e-05,0.04604885590573152
clip_b32,lineage_deduplicated_rank,10,60,287.05968584231704,0.5873338182868082,10.0,0.0,2.8333333333333335,0.3333333333333333,0.0,3.494548921783765e-05,0.05152101836477717
