encoder,primary_method,overlap,budget,seeds,primary_minus_rank_mean,primary_minus_rank_std,primary_win_count,primary_tie_count,primary_loss_count,primary_win_rate,dpp_minus_rank_mean,dpp_minus_rank_std,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
clip_b32,rank_l_gram,0.0,3,10,-14.974675230570956,0.9753117975100867,0,0,10,0.0,7.441545195475735,1.0890140328784204,10,0,0,1.0
clip_b32,rank_l_gram,0.0,5,10,-10.29303547785815,0.8798699695813713,0,0,10,0.0,10.140692309521814,0.6006197753016786,10,0,0,1.0
clip_b32,rank_l_gram,0.0,8,10,-7.396432196963173,0.8294581995730758,0,0,10,0.0,0.28849400383376744,1.8348258563038327,8,0,2,0.8
clip_b32,rank_l_gram,0.0,10,10,-4.733157580856334,0.6047990671292981,0,0,10,0.0,-0.7977347286136762,1.5690409167642498,3,0,7,0.3
clip_b32,rank_l_gram,0.1,3,10,-14.093817572249455,1.4196097401374341,0,0,10,0.0,8.203112766292776,1.5503297505938318,10,0,0,1.0
clip_b32,rank_l_gram,0.1,5,10,-9.731131941786163,0.8466538327572385,0,0,10,0.0,10.644015097581876,0.5808506094155,10,0,0,1.0
clip_b32,rank_l_gram,0.1,8,10,-7.056224219461626,0.703480354608595,0,0,10,0.0,1.225579800298874,0.4887630537173975,10,0,0,1.0
clip_b32,rank_l_gram,0.1,10,10,-4.5903591882973105,0.586811990721284,0,0,10,0.0,-0.5988305478352401,1.6946108676050724,3,0,7,0.3
clip_b32,rank_l_gram,0.25,3,10,-12.151417510287024,3.086189873725985,0,0,10,0.0,10.313938638028091,3.3337132666002716,10,0,0,1.0
clip_b32,rank_l_gram,0.25,5,10,-8.271301885433175,1.0873738945693194,0,0,10,0.0,12.191674977944654,0.6075876205292964,10,0,0,1.0
clip_b32,rank_l_gram,0.25,8,10,-6.3417426062407625,0.8447546959441831,0,0,10,0.0,0.9775184511291741,2.199513203399187,8,0,2,0.8
clip_b32,rank_l_gram,0.25,10,10,-3.670619171350694,0.2949710641850046,0,0,10,0.0,-0.6890013566926825,1.4373545151799578,2,0,8,0.2
clip_b32,rank_l_gram,0.5,3,10,-6.626952806160841,5.276378033236716,0,0,10,0.0,15.86181511122768,5.37919014156431,10,0,0,1.0
clip_b32,rank_l_gram,0.5,5,10,-6.352903954988326,0.7885592518945871,0,0,10,0.0,14.066261941793845,0.3661391570193787,10,0,0,1.0
clip_b32,rank_l_gram,0.5,8,10,-5.254547043552191,1.171908183952489,0,0,10,0.0,2.283513155799909,2.035572903564167,9,0,1,0.9
clip_b32,rank_l_gram,0.5,10,10,-2.634521287253199,0.32765143557568793,0,0,10,0.0,-0.15413012280968133,1.0057036852923673,2,0,8,0.2
clip_b32,rank_l_gram,0.75,3,10,-5.477506358325672,9.364070088997842,5,0,5,0.5,17.108723034515876,9.834590393665408,10,0,0,1.0
clip_b32,rank_l_gram,0.75,5,10,-4.5260462351394555,0.8703485047135645,0,0,10,0.0,16.31416643563365,0.38407622566401595,10,0,0,1.0
clip_b32,rank_l_gram,0.75,8,10,-4.449223038411742,1.3231972974937338,0,0,10,0.0,3.4285444786135884,2.375277716705796,8,0,2,0.8
clip_b32,rank_l_gram,0.75,10,10,-1.7016895096022153,0.5068538315260515,0,0,10,0.0,0.7398604030920296,0.45850371791565864,9,0,1,0.9
clip_b32,rank_l_gram,1.0,3,10,5.51368930399523,13.161338730633943,7,0,3,0.7,27.859559609121266,13.857010480177983,10,0,0,1.0
clip_b32,rank_l_gram,1.0,5,10,-2.133564615254204,0.9618723636878622,0,0,10,0.0,18.53869058564195,0.37072151889920274,10,0,0,1.0
clip_b32,rank_l_gram,1.0,8,10,-3.0129832631985267,1.7866762787452337,0,0,10,0.0,4.833098930176954,2.9056144118349354,10,0,0,1.0
clip_b32,rank_l_gram,1.0,10,10,-0.5937369202680145,0.5018449417699904,1,0,9,0.1,1.6839104391028628,0.43659264053252117,10,0,0,1.0
dinov2_b14,rank_l_gram,0.0,3,10,6.726713474566464,2.3404457766583526,10,0,0,1.0,9.57701161608702,1.6477854496530995,10,0,0,1.0
dinov2_b14,rank_l_gram,0.0,5,10,10.269887415835921,2.287830305418108,10,0,0,1.0,16.118962441759106,0.9392732525769674,10,0,0,1.0
dinov2_b14,rank_l_gram,0.0,8,10,2.591270468571122,3.8490326055828095,7,0,3,0.7,9.990361183057995,0.40027120233333796,10,0,0,1.0
dinov2_b14,rank_l_gram,0.0,10,10,1.5907612589155975,2.979595232774377,8,0,2,0.8,5.091236881885743,4.100856770098152,10,0,0,1.0
dinov2_b14,rank_l_gram,0.1,3,10,12.671944320784974,5.463852677954356,10,0,0,1.0,15.37037242008912,5.632832322556659,10,0,0,1.0
dinov2_b14,rank_l_gram,0.1,5,10,12.793007841155998,2.5580017297273114,10,0,0,1.0,18.07136671111681,1.5564243328464173,10,0,0,1.0
dinov2_b14,rank_l_gram,0.1,8,10,3.5731854307786306,3.7192553720362,9,0,1,0.9,10.15204561329349,0.40407574029406595,10,0,0,1.0
dinov2_b14,rank_l_gram,0.1,10,10,2.6819946437917226,2.485874739005506,10,0,0,1.0,4.664631619605916,4.532177768531153,10,0,0,1.0
dinov2_b14,rank_l_gram,0.25,3,10,18.191665217559944,14.791292864485916,10,0,0,1.0,21.03348594116352,14.686348869411518,10,0,0,1.0
dinov2_b14,rank_l_gram,0.25,5,10,15.454237214480974,1.2266394288686353,10,0,0,1.0,22.155725280779677,0.8799792380031386,10,0,0,1.0
dinov2_b14,rank_l_gram,0.25,8,10,4.990416078000476,2.60412282968888,10,0,0,1.0,11.28804908608222,1.2332469864648892,10,0,0,1.0
dinov2_b14,rank_l_gram,0.25,10,10,2.471017181399759,1.4988020687574277,9,0,1,0.9,6.763228080313581,4.358451658433204,10,0,0,1.0
dinov2_b14,rank_l_gram,0.5,3,10,31.59704323893278,31.2985753948085,10,0,0,1.0,34.25301620436719,31.79353698129508,10,0,0,1.0
dinov2_b14,rank_l_gram,0.5,5,10,23.18909677504712,2.001227650607692,10,0,0,1.0,28.63273038541281,0.7730020710632358,10,0,0,1.0
dinov2_b14,rank_l_gram,0.5,8,10,7.045629806906424,3.649114508693634,9,0,1,0.9,12.042763794019526,3.724270271798856,10,0,0,1.0
dinov2_b14,rank_l_gram,0.5,10,10,5.555805470042685,1.7247232129411545,10,0,0,1.0,7.521483274274556,4.510834260875132,10,0,0,1.0
dinov2_b14,rank_l_gram,0.75,3,10,55.647525624438536,50.41045295439004,10,0,0,1.0,58.50840232776089,51.40954898621767,10,0,0,1.0
dinov2_b14,rank_l_gram,0.75,5,10,31.103404060164245,3.0826326608705044,10,0,0,1.0,35.976861018103044,0.8191913748727387,10,0,0,1.0
dinov2_b14,rank_l_gram,0.75,8,10,9.788519409785488,5.669337343680772,9,0,1,0.9,14.682876049926653,3.92319961306208,10,0,0,1.0
dinov2_b14,rank_l_gram,0.75,10,10,8.627588376275991,1.3154188192854854,10,0,0,1.0,9.19439394288878,2.9070445608851685,10,0,0,1.0
dinov2_b14,rank_l_gram,1.0,3,10,73.97110234118341,69.61911480394647,10,0,0,1.0,76.71229893885098,70.67527132070983,10,0,0,1.0
dinov2_b14,rank_l_gram,1.0,5,10,38.80880944635096,2.999579948875046,10,0,0,1.0,44.00794122086685,0.7792122386438602,10,0,0,1.0
dinov2_b14,rank_l_gram,1.0,8,10,12.754033690863276,6.163501723230884,10,0,0,1.0,18.203931801410544,4.4315853358693404,10,0,0,1.0
dinov2_b14,rank_l_gram,1.0,10,10,12.067165408832341,1.4070630064311864,10,0,0,1.0,12.650816574937107,2.7193808594663267,10,0,0,1.0
resnet50,rank_l_gram,0.0,3,10,4.115557607845005,3.9979286551436157,8,0,2,0.8,28.507645642984972,1.9790963120288498,10,0,0,1.0
