method,shortlist_size,rows,encoders,encoder_target_pairs,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,passing_encoders,passes_overall
dpp_subspace,3,28,4,28,0.6785714285714286,0.4404761904761904,0.0013013422649889544,0.06007739408311512,-0.003485863549368715,0.8571428571428571,0,False
facility_subspace,3,28,4,28,0.14285714285714285,0.2261904761904762,0.004467024370406045,0.14745839906040326,0.000638273358345029,0.8571428571428571,0,False
full_merged_rank,3,28,4,28,0.7142857142857143,0.5,0.0010247383546200012,0.03693834380303386,-0.0031581853117261527,0.8571428571428571,0,False
kcenter_subspace,3,28,4,28,0.4642857142857143,0.32142857142857145,0.0020363129451078177,0.07855777665635602,0.00026067239897592124,0.8571428571428571,0,False
pool_vendi_subspace,3,28,4,28,0.4642857142857143,0.32142857142857145,0.0020363129451078177,0.07855777665635602,0.00026067239897592124,0.8571428571428571,0,False
random,3,2800,4,28,0.14357142857142857,0.14142857142857143,0.006687500857705101,0.22757003761259356,0.004749413064547947,0.8571428571428571,0,False
rank_only,3,28,4,28,0.6428571428571429,0.5119047619047619,0.001507766578089899,0.06242766370630156,-0.001487831132752554,0.8571428571428571,0,False
dpp_subspace,5,28,4,28,0.75,0.5357142857142857,0.0006781306898383124,0.02540865764049066,-0.00221878460475376,0.7619047619047619,0,False
facility_subspace,5,28,4,28,0.21428571428571427,0.35714285714285715,0.0031812952276767076,0.1034069480912795,0.0010910208736147203,0.7619047619047619,0,False
full_merged_rank,5,28,4,28,0.7857142857142857,0.7142857142857143,0.0008479980295693833,0.031273654554071155,-0.0022947030408041785,0.7619047619047619,0,False
kcenter_subspace,5,28,4,28,0.4642857142857143,0.3333333333333333,0.0020363129451078177,0.07855777665635602,0.0002835295030048963,0.7619047619047619,0,False
pool_vendi_subspace,5,28,4,28,0.5357142857142857,0.41666666666666663,0.0017087922668016112,0.062064062743939,-0.00035923634256634126,0.7619047619047619,0,False
random,5,2800,4,28,0.24892857142857142,0.2451190476190476,0.004675960680527903,0.15652594719857144,0.002954825837697302,0.7619047619047618,0,False
rank_only,5,28,4,28,0.7857142857142857,0.7142857142857143,0.0008479980295693833,0.031273654554071155,-0.0022947030408041785,0.7619047619047619,0,False
dpp_subspace,10,28,4,28,0.8571428571428571,0.8095238095238095,0.00041352017551322354,0.016035389606695545,-0.0005864526544298429,0.5238095238095238,2,False
facility_subspace,10,28,4,28,0.35714285714285715,0.5,0.002201436000706981,0.07058842182477391,0.0025000533887318205,0.5238095238095238,0,False
full_merged_rank,10,28,4,28,0.8571428571428571,0.7976190476190476,0.00043351989511595086,0.017401491868928948,-0.000676399469375608,0.5238095238095238,2,False
kcenter_subspace,10,28,4,28,0.6785714285714286,0.5833333333333333,0.0006939112342565819,0.026304738112509128,0.0006492985146386299,0.5238095238095238,0,False
pool_vendi_subspace,10,28,4,28,0.8214285714285714,0.6071428571428571,0.00028630943335873426,0.009705344003739848,-0.00033529145377022326,0.5238095238095238,0,False
random,10,2800,4,28,0.4685714285714286,0.4707142857142857,0.0024466106732855277,0.07915224196714851,0.0011151460047279106,0.5238095238095238,0,False
rank_only,10,28,4,28,0.8571428571428571,0.7857142857142857,0.00043351989511595086,0.017401491868928948,-0.000676399469375608,0.5238095238095238,2,False
