encoder,overlap,budget,seeds,collapse_minus_rank_mean,collapse_minus_rank_std,collapse_win_count,collapse_tie_count,collapse_loss_count,collapse_win_rate,dpp_minus_rank_mean,dpp_minus_rank_std,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
clip_b32,0.5,5,10,14.905915399878676,0.8318165803271309,10,0,0,1.0,14.687289247094906,0.9032161645156276,10,0,0,1.0
clip_b32,0.5,8,10,2.752235999669614,0.8524779033694188,10,0,0,1.0,2.626590314130323,0.8227436507940294,10,0,0,1.0
clip_b32,0.5,10,10,1.9843691644807393,0.29026477207121204,10,0,0,1.0,2.5549011083451374,0.23704144278051942,10,0,0,1.0
clip_b32,0.75,3,10,16.698288247115336,10.098800096058675,10,0,0,1.0,15.396320925589198,9.90139184683981,10,0,0,1.0
clip_b32,0.75,5,10,17.024133208187862,0.8086364587428986,10,0,0,1.0,16.85457056145894,0.7373358900259556,10,0,0,1.0
clip_b32,0.75,8,10,3.7008998042760255,2.0671168711840395,9,0,1,0.9,4.1496617885858935,1.492925382457171,10,0,0,1.0
clip_b32,0.75,10,10,2.3880818362883987,0.6249895962340247,10,0,0,1.0,3.5758401953782597,0.19062278747106787,10,0,0,1.0
clip_b32,1.0,3,10,31.99919520135573,12.049783819885402,10,0,0,1.0,30.58554887081844,12.27183783801962,10,0,0,1.0
clip_b32,1.0,5,10,19.105841414658688,0.824185342978589,10,0,0,1.0,18.790560189019676,0.9044593322960085,10,0,0,1.0
clip_b32,1.0,8,10,5.14320357186408,1.9134970081630571,10,0,0,1.0,6.144730191835248,1.8491650229400334,10,0,0,1.0
clip_b32,1.0,10,10,2.317451851444139,1.018845262598031,10,0,0,1.0,4.553046085552853,0.2749733220100823,10,0,0,1.0
dinov2_b14,0.0,3,10,6.529985109800691,1.3330618999294839,10,0,0,1.0,8.420157947535097,1.4264478314497853,10,0,0,1.0
dinov2_b14,0.0,5,10,10.904365652498791,4.382387611214875,10,0,0,1.0,15.813025997758666,0.3801697155897955,10,0,0,1.0
dinov2_b14,0.0,8,10,10.349952668814614,0.36153323778807356,10,0,0,1.0,10.029592822596976,0.27822799928700065,10,0,0,1.0
dinov2_b14,0.0,10,10,13.288240958987183,0.40348179871822903,10,0,0,1.0,13.581097454020163,0.2184579070397886,10,0,0,1.0
dinov2_b14,0.1,3,10,7.986886622848942,4.109671670986492,10,0,0,1.0,9.026352558028396,4.075647014176192,10,0,0,1.0
dinov2_b14,0.1,5,10,15.229841393351762,4.7679313236921566,10,0,0,1.0,17.643994709530876,0.9741753171967744,10,0,0,1.0
dinov2_b14,0.1,8,10,10.681352645163951,0.7541136998045616,10,0,0,1.0,10.3519447300857,0.44620068301330296,10,0,0,1.0
dinov2_b14,0.1,10,10,13.648449346058305,0.4141094399551872,10,0,0,1.0,13.995424453544377,0.3763393772124874,10,0,0,1.0
dinov2_b14,0.25,3,10,9.679516986930514,9.680639021114596,10,0,0,1.0,11.454335745123421,9.268276739920594,10,0,0,1.0
dinov2_b14,0.25,5,10,16.80867515276169,5.034559325258664,10,0,0,1.0,21.80082508229966,0.465113392490243,10,0,0,1.0
dinov2_b14,0.25,8,10,11.93440446929161,1.9066784556510707,10,0,0,1.0,10.880239322965883,1.0452653860959973,10,0,0,1.0
dinov2_b14,0.25,10,10,14.341550769721243,0.7777284645262605,10,0,0,1.0,14.934767707585355,0.37421854871640897,10,0,0,1.0
dinov2_b14,0.5,3,10,19.492162026163715,26.654707657265124,10,0,0,1.0,21.571537297003555,26.15744370648584,10,0,0,1.0
dinov2_b14,0.5,5,10,26.248723667718288,4.033496189188859,10,0,0,1.0,28.663549080479083,0.5548676037857126,10,0,0,1.0
dinov2_b14,0.5,8,10,15.45073966349148,2.1763042236736734,10,0,0,1.0,15.711243162048993,1.4724573232266704,10,0,0,1.0
dinov2_b14,0.5,10,10,15.35524851647649,1.2971592268883827,10,0,0,1.0,16.498781955843935,0.3907493084409727,10,0,0,1.0
dinov2_b14,0.75,3,10,35.92363428329096,46.89943756620215,10,0,0,1.0,38.12319290838254,46.40612336744423,10,0,0,1.0
dinov2_b14,0.75,5,10,32.087443406572014,5.250374064757689,10,0,0,1.0,35.79645557472344,0.6737153135101126,10,0,0,1.0
dinov2_b14,0.75,8,10,18.834036642075148,6.003854487128899,10,0,0,1.0,20.675800288601216,3.4245762759530844,10,0,0,1.0
dinov2_b14,0.75,10,10,15.53692363205447,2.247009257454687,10,0,0,1.0,18.15036790673248,2.348467038155347,10,0,0,1.0
dinov2_b14,1.0,3,10,47.37560599006556,64.72948860126523,10,0,0,1.0,49.20319790509351,64.77373551388466,10,0,0,1.0
dinov2_b14,1.0,5,10,40.47767676203531,4.264377664995261,10,0,0,1.0,43.74818650729465,0.42079132944265,10,0,0,1.0
dinov2_b14,1.0,8,10,22.819412537656422,7.571314695576417,10,0,0,1.0,24.44308774778626,4.968316349435024,10,0,0,1.0
dinov2_b14,1.0,10,10,17.040398156541176,2.955971156722618,10,0,0,1.0,21.406888177256157,2.313558723025555,10,0,0,1.0
resnet50,0.0,3,10,30.300352772131237,1.328041150343588,10,0,0,1.0,30.065498627589967,1.5458523267838915,10,0,0,1.0
resnet50,0.0,5,10,71.45455284469662,7.506806255883204,10,0,0,1.0,67.43181149082787,6.094593515084952,10,0,0,1.0
resnet50,0.0,8,10,-0.00042032635906252835,0.0013290013208845835,0,9,1,0.0,6.314313991266522,1.6513561748191088,10,0,0,1.0
resnet50,0.0,10,10,1.5072758742462612e-06,1.6634039467306136e-05,0,10,0,0.0,-0.8763621907231709,1.41724086867167,1,0,9,0.1
resnet50,0.1,3,10,36.33588262381016,7.943658382963532,10,0,0,1.0,36.028317082700205,7.863529186355313,10,0,0,1.0
resnet50,0.1,5,10,75.8856199520377,12.910499042118413,10,0,0,1.0,77.79329473482187,5.266126314529387,10,0,0,1.0
resnet50,0.1,8,10,0.7245066374698126,2.261525944481319,2,8,0,0.2,12.71597690784272,6.125869602923267,10,0,0,1.0
resnet50,0.1,10,10,2.3935357603477313e-06,1.555857210413508e-05,0,10,0,0.0,2.626191153755758,1.487139409566212,10,0,0,1.0
resnet50,0.25,3,10,45.742448918975114,19.825930472486135,10,0,0,1.0,45.32201776046229,19.57112085041097,10,0,0,1.0
resnet50,0.25,5,10,87.98128076262978,16.875612206950898,10,0,0,1.0,96.05214794679922,5.254150279577292,10,0,0,1.0
resnet50,0.25,8,10,2.2421369584142665,7.090261644164608,1,9,0,0.1,31.293091392914086,14.68928412964254,10,0,0,1.0
resnet50,0.25,10,10,1.4481415291811572e-06,1.697272085984262e-05,0,10,0,0.0,9.033967819822077,1.2496212685062478,10,0,0,1.0
resnet50,0.5,3,10,60.42204356748139,39.19001324387177,10,0,0,1.0,60.206088588410886,39.17905432105634,10,0,0,1.0
resnet50,0.5,5,10,123.61003592956328,22.32436043089727,10,0,0,1.0,125.04360752255306,5.353111621615074,10,0,0,1.0
resnet50,0.5,8,10,-1.8386666511105432e-06,3.8057926879147785e-06,0,10,0,0.0,59.24164783471165,23.55850706272397,10,0,0,1.0
resnet50,0.5,10,10,2.9214621918072225e-06,3.9120752139109964e-05,0,10,0,0.0,46.74412030632875,1.4671742725186476,10,0,0,1.0
resnet50,0.75,3,10,121.59725996168534,48.14462942239275,10,0,0,1.0,121.25969495670624,47.84215704077611,10,0,0,1.0
resnet50,0.75,5,10,149.03339328402063,33.61721430614822,10,0,0,1.0,154.171284704553,5.980937759194026,10,0,0,1.0
resnet50,0.75,8,10,7.401809056428647,23.40657788060503,1,9,0,0.1,103.12098445220053,40.23808306040837,10,0,0,1.0
resnet50,0.75,10,10,9.72079646999191e-07,5.462424827052329e-05,0,10,0,0.0,71.74953171331094,1.8483199080335952,10,0,0,1.0
resnet50,1.0,3,10,151.82978521930366,63.90721934017741,10,0,0,1.0,151.34705165718637,64.30781622572393,10,0,0,1.0
