encoder,method,budget,configurations,merged_reff_mean,merged_reff_std,unique_lineages_mean,lineage_duplicate_count_mean,unique_datasets_mean,selected_alias_parent_pairs_mean,max_selected_sample_overlap_mean,selection_seconds_for_max_budget_mean,metric_seconds_mean
vit_b16,dpp_subspace,10,60,606.699133968299,0.8402872553941281,9.7,0.3,4.0,0.3,0.012466666666666666,0.00858186511322856,0.08236510784675678
vit_b16,facility_subspace,3,60,425.187939836944,16.399680552399154,3.0,0.0,3.0,0.0,0.0,0.0016389078460633754,0.07001340137794614
vit_b16,facility_subspace,5,60,537.9047631889804,1.2527820497722084,5.0,0.0,5.0,0.0,0.0,0.0016389078460633754,0.07702573224281271
vit_b16,facility_subspace,8,60,582.5752692506272,2.990135604492585,7.883333333333334,0.11666666666666667,5.0,0.11666666666666667,0.0033333333333333335,0.0016389078460633754,0.08018911133209865
vit_b16,facility_subspace,10,60,597.1476656667903,0.979149184493938,9.766666666666667,0.23333333333333334,5.0,0.23333333333333334,0.006666666666666667,0.0016389078460633754,0.0823033930423359
vit_b16,lineage_oracle,3,60,499.2244026224882,9.260815181565347,3.0,0.0,1.85,0.0,0.0,3.28231913348039e-05,0.07018374443675081
vit_b16,lineage_oracle,5,60,569.007558735658,3.7002682545366836,5.0,0.0,2.0,0.0,0.0,3.28231913348039e-05,0.07721153258656462
vit_b16,lineage_oracle,8,60,598.1003442236573,0.8799511848082177,8.0,0.0,2.0,0.0,0.0,3.28231913348039e-05,0.0804145487335821
vit_b16,lineage_oracle,10,60,610.6736111472569,0.7751412108872013,10.0,0.0,3.0,0.0,0.0,3.28231913348039e-05,0.08261655823638042
vit_b16,rank_only,3,60,466.63011052677876,49.31154065442041,2.6333333333333333,0.36666666666666664,1.7166666666666666,0.36666666666666664,0.2518,2.457288404305776e-05,0.06973324085896214
vit_b16,rank_only,5,60,558.0887279882362,19.787702106076097,4.3,0.7,2.0,0.7,0.29006666666666664,2.457288404305776e-05,0.07759181146199505
vit_b16,rank_only,8,60,592.611028204386,6.106831083558293,6.816666666666666,1.1833333333333333,2.0,1.1833333333333333,0.3950666666666667,2.457288404305776e-05,0.08050019005313516
vit_b16,rank_only,10,60,601.2774307786328,4.230459481361016,8.0,2.0,2.0,2.0,0.43333333333333335,2.457288404305776e-05,0.08308630734682083
