encoder,configurations,rank_reff_mean,collapse_minus_rank_mean,collapse_relative_gain_mean,collapse_win_count,collapse_tie_count,collapse_loss_count,collapse_win_rate,dpp_minus_rank_mean,dpp_relative_gain_mean,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
clip_b32,240,268.70649714027763,8.743553659529095,0.03464290931523285,239,0,1,0.9958333333333333,8.37799034335239,0.033136390862803324,235,0,5,0.9791666666666666
dinov2_b14,240,589.2329873434597,18.6677177941821,0.03395713103517491,240,0,0,1.0,20.496835293430017,0.037134629932203275,240,0,0,1.0
resnet50,240,852.6163111408528,47.33519684581161,0.0845519362281665,125,105,10,0.5208333333333334,72.67843365981506,0.10950596852206955,231,0,9,0.9625
vit_b16,240,554.6518243745084,16.201167717967625,0.03559367189654729,197,28,15,0.8208333333333333,17.328409716664055,0.03810713259465777,227,0,13,0.9458333333333333
