method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
full_merged_rank,5,oxford_pets,4,1.0,0.9166666666666666,0.0,0.0,0.0,0.5,1.0,0.9166666666666666,4.0,0.5
kcenter_subspace,3,beans,4,0.5,0.25,0.003030302091654752,0.14464830874703,0.0062500000000000056,0.7,0.5,0.29166666666666663,3.0,0.625
kcenter_subspace,3,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.05068380581347876,-0.0016489386558532493,0.7,0.5,0.375,3.0,0.625
kcenter_subspace,3,eurosat,4,0.5,0.41666666666666663,0.000459999988079135,0.04228068105511508,0.0006111055612564309,0.7,0.5,0.5833333333333333,3.0,0.625
kcenter_subspace,3,flowers102,4,0.25,0.3333333333333333,0.003611111839612352,0.15220627479185372,0.0009499818086623757,0.7,0.25,0.41666666666666663,3.0,0.625
kcenter_subspace,3,food101,4,0.5,0.25,0.0031399997234344557,0.14440635802071475,0.00394999384880064,0.7,0.5,0.25,3.0,0.625
kcenter_subspace,3,gtsrb,4,0.75,0.41666666666666663,0.0009633322487274665,0.052583634442808044,0.0010400027036666926,0.7,0.75,0.41666666666666663,3.0,0.625
kcenter_subspace,3,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.06922434545718377,0.003338786959648149,0.7,0.75,0.375,3.0,0.625
kcenter_subspace,5,beans,4,0.75,0.5833333333333333,0.0012733710150346356,0.06810339149623724,0.0031250000000000167,0.5,0.75,0.625,5.0,0.375
kcenter_subspace,5,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.05068380581347876,-0.0016489386558532493,0.5,0.5,0.375,5.0,0.375
kcenter_subspace,5,eurosat,4,0.5,0.5,0.000459999988079135,0.04228068105511508,0.0006111055612564309,0.5,0.5,0.6666666666666666,5.0,0.375
kcenter_subspace,5,flowers102,4,0.75,0.5,0.0025490200519561468,0.10129872258627512,0.0024699956178665106,0.5,0.75,0.5833333333333333,5.0,0.375
kcenter_subspace,5,food101,4,0.5,0.5,0.0031399997234344557,0.14440635802071475,0.00394999384880064,0.5,0.5,0.5,5.0,0.375
kcenter_subspace,5,gtsrb,4,0.75,0.5,0.0009633322487274665,0.052583634442808044,0.0010400027036666926,0.5,0.75,0.5,5.0,0.375
kcenter_subspace,5,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.06922434545718377,0.003338786959648149,0.5,0.75,0.375,5.0,0.375
pool_vendi_subspace,3,beans,4,0.5,0.25,0.003030302091654752,0.14464830874703,0.0062500000000000056,0.7,0.5,0.29166666666666663,3.0,0.625
pool_vendi_subspace,3,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.05068380581347876,-0.0016489386558532493,0.7,0.5,0.375,3.0,0.625
pool_vendi_subspace,3,eurosat,4,0.5,0.41666666666666663,0.000459999988079135,0.04228068105511508,0.0006111055612564309,0.7,0.5,0.5833333333333333,3.0,0.625
pool_vendi_subspace,3,flowers102,4,0.25,0.3333333333333333,0.003611111839612352,0.15220627479185372,0.0009499818086623757,0.7,0.25,0.41666666666666663,3.0,0.625
pool_vendi_subspace,3,food101,4,0.5,0.25,0.0031399997234344557,0.14440635802071475,0.00394999384880064,0.7,0.5,0.25,3.0,0.625
pool_vendi_subspace,3,gtsrb,4,0.75,0.41666666666666663,0.0009633322487274665,0.052583634442808044,0.0010400027036666926,0.7,0.75,0.41666666666666663,3.0,0.625
pool_vendi_subspace,3,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.06922434545718377,0.003338786959648149,0.7,0.75,0.375,3.0,0.625
pool_vendi_subspace,5,beans,4,0.75,0.5833333333333333,0.0012733710150346356,0.06810339149623724,0.0031250000000000167,0.5,0.75,0.625,5.0,0.375
pool_vendi_subspace,5,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.05068380581347876,-0.0016489386558532493,0.5,0.5,0.375,5.0,0.375
pool_vendi_subspace,5,eurosat,4,0.5,0.5,0.000459999988079135,0.04228068105511508,0.0006111055612564309,0.5,0.5,0.6666666666666666,5.0,0.375
pool_vendi_subspace,5,flowers102,4,0.75,0.5,0.0025490200519561468,0.10129872258627512,0.0024699956178665106,0.5,0.75,0.5833333333333333,5.0,0.375
pool_vendi_subspace,5,food101,4,0.5,0.5,0.0031399997234344557,0.14440635802071475,0.00394999384880064,0.5,0.5,0.5,5.0,0.375
pool_vendi_subspace,5,gtsrb,4,0.75,0.5,0.0009633322487274665,0.052583634442808044,0.0010400027036666926,0.5,0.75,0.5,5.0,0.375
pool_vendi_subspace,5,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.06922434545718377,0.003338786959648149,0.5,0.75,0.375,5.0,0.375
rank_only,3,beans,4,0.0,0.08333333333333333,0.009300450368668473,0.39540969553453453,0.0035156249999999944,0.7,0.0,0.08333333333333333,2.25,0.71875
rank_only,3,dtd,4,1.0,0.75,0.0,0.0,0.0,0.7,1.0,0.75,2.25,0.71875
rank_only,3,eurosat,4,1.0,0.5833333333333333,0.0,0.0,0.0,0.7,1.0,0.5833333333333333,2.25,0.71875
rank_only,3,flowers102,4,0.25,0.5,0.002026145855585776,0.08544226325931799,-0.0017300158739090021,0.7,0.25,0.5,2.25,0.71875
rank_only,3,food101,4,1.0,0.5833333333333333,0.0,0.0,0.0,0.7,1.0,0.625,2.25,0.71875
rank_only,3,gtsrb,4,1.0,0.6666666666666666,0.0,0.0,0.0,0.7,1.0,0.6666666666666666,2.25,0.71875
rank_only,3,oxford_pets,4,1.0,0.75,0.0,0.0,0.0,0.7,1.0,0.75,2.25,0.71875
rank_only,5,beans,4,0.25,0.3333333333333333,0.005947773053828959,0.24158733396355128,-0.00390625,0.5,0.25,0.375,4.0,0.5
rank_only,5,dtd,4,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,4.0,0.5
rank_only,5,eurosat,4,1.0,0.75,0.0,0.0,0.0,0.5,1.0,0.75,4.0,0.5
rank_only,5,flowers102,4,1.0,0.75,0.0,0.0,0.0,0.5,1.0,0.75,4.0,0.5
rank_only,5,food101,4,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,4.0,0.5
rank_only,5,gtsrb,4,1.0,0.8333333333333333,0.0,0.0,0.0,0.5,1.0,0.8333333333333333,4.0,0.5
rank_only,5,oxford_pets,4,1.0,0.9166666666666666,0.0,0.0,0.0,0.5,1.0,0.9166666666666666,4.0,0.5
