encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,passes_90pct_recall_at_50pct_removal
dinov2_b14,dpp_subspace,3,7,7,0.5714285714285714,0.32653061224489793,0.0009085229464939694,0.04109927019221833,-0.0007339358329773013,0.8571428571428572,False
dinov2_b14,dpp_subspace,5,7,7,0.7142857142857143,0.42176870748299317,0.0007152131625584193,0.03131460995211511,-0.0008273822920663111,0.7619047619047619,False
dinov2_b14,dpp_subspace,10,7,7,0.7142857142857143,0.6326530612244897,0.00016576051712036133,0.0075050123464172665,0.00028868913650511744,0.5238095238095238,False
dinov2_b14,facility_subspace,3,7,7,0.0,0.14285714285714285,0.005169313294546967,0.1981005438353376,0.003897009577069954,0.8571428571428572,False
dinov2_b14,facility_subspace,5,7,7,0.14285714285714285,0.21088435374149658,0.0037970866475786702,0.12686250068813015,0.00015898602349416282,0.7619047619047619,False
dinov2_b14,facility_subspace,10,7,7,0.2857142857142857,0.32653061224489793,0.0029068248612540426,0.08441950625388994,0.0036427787372044058,0.5238095238095238,False
dinov2_b14,full_merged_rank,3,7,7,0.7142857142857143,0.35374149659863946,0.001164989812033517,0.05434786703326363,0.000969062532697383,0.8571428571428572,False
dinov2_b14,full_merged_rank,5,7,7,0.7142857142857143,0.5170068027210883,0.0007152131625584193,0.03131460995211511,-0.0008273822920663111,0.7619047619047619,False
dinov2_b14,full_merged_rank,10,7,7,0.7142857142857143,0.564625850340136,0.0007152131625584193,0.03131460995211511,-0.0008273822920663111,0.5238095238095238,False
dinov2_b14,kcenter_subspace,3,7,7,0.5714285714285714,0.21088435374149658,0.001339743818555569,0.0698087752818419,0.0022216762815202734,0.8571428571428572,False
dinov2_b14,kcenter_subspace,5,7,7,0.5714285714285714,0.2312925170068027,0.0011409333774021915,0.058939037003039936,0.0021943739482334556,0.7619047619047619,False
dinov2_b14,kcenter_subspace,10,7,7,0.7142857142857143,0.39455782312925175,0.0006769827433994933,0.03545551519588111,0.0008213843618120371,0.5238095238095238,False
dinov2_b14,pool_vendi_subspace,3,7,7,0.5714285714285714,0.21088435374149658,0.001339743818555569,0.0698087752818419,0.0022216762815202734,0.8571428571428572,False
dinov2_b14,pool_vendi_subspace,5,7,7,0.7142857142857143,0.30612244897959184,0.0008757965905325753,0.046325401067031376,0.002634400980813134,0.7619047619047619,False
dinov2_b14,pool_vendi_subspace,10,7,7,0.7142857142857143,0.39455782312925175,0.0006769827433994933,0.03545551519588111,0.0008213843618120371,0.5238095238095238,False
dinov2_b14,random,3,700,7,0.23285714285714285,0.15197278911564624,0.005279799853052435,0.17786496035944865,0.004225007074219836,0.8571428571428572,False
dinov2_b14,random,5,700,7,0.32285714285714284,0.23517006802721088,0.0034600694179535135,0.11601088087895757,0.0030710099084036665,0.7619047619047619,False
dinov2_b14,random,10,700,7,0.57,0.4873469387755102,0.0015270998137337968,0.048877717289947345,0.0019331846066883633,0.5238095238095238,False
dinov2_b14,rank_only,3,7,7,0.5714285714285714,0.3537414965986394,0.0012391975947788783,0.05683641603309238,0.0007418155670165952,0.8571428571428572,False
dinov2_b14,rank_only,5,7,7,0.7142857142857143,0.5170068027210883,0.0007152131625584193,0.03131460995211511,-0.0008273822920663111,0.7619047619047619,False
dinov2_b14,rank_only,10,7,7,0.7142857142857143,0.6326530612244898,0.0007152131625584193,0.03131460995211511,-0.0008273822920663111,0.5238095238095238,False
