encoder,primary_method,configurations,rank_reff_mean,primary_minus_rank_mean,primary_relative_gain_mean,primary_win_count,primary_tie_count,primary_loss_count,primary_win_rate,dpp_minus_rank_mean,dpp_relative_gain_mean,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
clip_b32,rank_l_gram,240,268.1798976573169,5.489565843302423,0.022925068342602262,131,0,109,0.5458333333333333,8.877805158986385,0.03508504752970802,240,0,0,1.0
dinov2_b14,rank_l_gram,240,586.7334584502152,23.274289377829994,0.04381911460697818,240,0,0,1.0,23.241383625201674,0.0436315390865609,240,0,0,1.0
resnet50,rank_l_gram,240,855.3412952839822,64.51419031593258,0.09789458867925112,217,0,23,0.9041666666666667,73.3148972529771,0.10756029381303082,236,0,4,0.9833333333333333
vit_b16,rank_l_gram,240,554.7541859684844,15.291847150979258,0.032772348780033995,223,0,17,0.9291666666666667,19.832294702379606,0.04077169101658792,240,0,0,1.0
