encoder,primary_method,configurations,selected_interval_coverage_rate,selected_absolute_log_error_mean,selected_absolute_log_error_max,selected_log_error_bound_mean,selected_log_error_bound_min,selected_log_error_bound_max,max_budget,max_budget_runs,certified_steps_total,evaluated_steps_total,all_steps_certified_run_rate,exact_greedy_prefix_match_rate
clip_b32,rank_l_gram,240,1.0,0.711002344293594,1.0963805506514905,3.526950508124465,3.322261183530068,3.7469875942790933,10,60,0,600,0.0,nan
dinov2_b14,rank_l_gram,240,1.0,0.9316235553268287,1.360163577512239,4.656429885998815,4.410153392454434,4.859219957349444,10,60,0,600,0.0,nan
resnet50,rank_l_gram,240,1.0,1.4124163385181143,1.5156774347007653,5.127555001842457,4.6696134123058295,5.53909924267892,10,60,0,600,0.0,nan
vit_b16,rank_l_gram,240,1.0,0.9279721098014413,1.3598178686182436,4.508801875192888,4.3299526292911175,4.723229967846507,10,60,0,600,0.0,nan
