encoder,construction_seed,overlap,budget,method,replicate,selected,merged_reff,unique_lineages,lineage_duplicate_count,unique_datasets,selected_alias_parent_pairs,max_selected_sample_overlap,mean_selected_sample_overlap,selection_seconds_for_max_budget,metric_seconds,shared_statistics_seconds,alignment_global_lineage_auroc,alignment_global_lineage_auprc,alignment_parent_matched_auroc,alignment_parent_matched_auprc,alignment_parent_top1_accuracy,alignment_parent_mean_reciprocal_rank,alignment_parent_ground_truth_defined,alignment_zero_overlap_designated_parent_top1_accuracy,collapse_differs_from_rank,rank_l_differs_from_rank,rank_l_certified_steps,rank_l_all_steps_certified,rank_l_max_chosen_log_error_bound,collapse_minus_rank_reff,dpp_minus_rank_reff,rank_l_minus_rank_reff,rank_l_selected_approximate_log_reff,rank_l_selected_exact_log_reff,rank_l_selected_absolute_log_error,rank_l_selected_log_error_bound,rank_l_selected_interval_covers_exact,rank_l_matches_exact_greedy_prefix,collection_seconds
clip_b32,20260910,0.0,3,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1,250.40245583937335,3,0,1,0,0.0,0.0,3.562122583389282e-05,0.05081992968916893,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,False,True,0,False,3.7196416302887907,0.0,8.623899250091455,6.340711472013169,4.4577579634793505,5.548076236230161,1.0903182727508103,3.7196416302887907,True,,20.937211852520704
clip_b32,20260910,0.0,5,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1|dtd__pool2|dtd__alias,265.765908555345,5,0,1,1,0.0,0.0,3.562122583389282e-05,0.0408848375082016,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,10.426712993801573,11.043920460556649,9.892926781887354,4.819849850545328,5.619163997260024,0.7993141467146962,3.64206200171472,True,,20.937218811362982
clip_b32,20260910,0.0,8,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1|dtd__pool2|dtd__alias|cifar100__pool2|cifar100__pool0|cifar100__alias,284.2244904119475,8,0,2,1,0.0,0.0,3.562122583389282e-05,0.04529100842773914,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,1.5826662171756993,1.5826662171234602,-6.644895885386916,5.107948435995469,5.626107719182195,0.5181592831867254,3.3605993918366117,True,,20.93722473271191
clip_b32,20260910,0.0,10,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1|dtd__pool2|dtd__alias|cifar100__pool2|cifar100__pool0|cifar100__alias|cifar100__pool3|cifar100__pool1,286.8956904301681,10,0,2,2,0.0,0.0,3.562122583389282e-05,0.06887692399322987,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,1.5630868091294587,1.167453345682759,-3.8307782318426007,5.214077401814342,5.645676243067097,0.4315988412527547,3.3475617867566374,True,,20.93723059259355
clip_b32,20260910,0.0,3,rank_l_gram,0,dtd__pool3|cifar100__pool1|cifar10__pool1,256.7431673113865,3,0,3,0,0.0,0.0,16.17145114019513,0.04855284467339516,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,False,True,0,False,3.7196416302887907,0.0,8.623899250091455,6.340711472013169,4.4577579634793505,5.548076236230161,1.0903182727508103,3.7196416302887907,True,,20.937234193086624
clip_b32,20260910,0.0,5,rank_l_gram,0,dtd__pool3|cifar100__pool1|cifar10__pool1|dtd__alias|cifar100__alias,275.65883533723235,5,0,3,0,0.0,0.0,16.17145114019513,0.04288003221154213,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,10.426712993801573,11.043920460556649,9.892926781887354,4.819849850545328,5.619163997260024,0.7993141467146962,3.64206200171472,True,,20.9372375626117
clip_b32,20260910,0.0,8,rank_l_gram,0,dtd__pool3|cifar100__pool1|cifar10__pool1|dtd__alias|cifar100__alias|dtd__pool0|svhn__pool2|eurosat__pool1,277.5795945265606,8,0,5,1,0.0,0.0,16.17145114019513,0.06477689743041992,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,1.5826662171756993,1.5826662171234602,-6.644895885386916,5.107948435995469,5.626107719182195,0.5181592831867254,3.3605993918366117,True,,20.937240581959486
clip_b32,20260910,0.0,10,rank_l_gram,0,dtd__pool3|cifar100__pool1|cifar10__pool1|dtd__alias|cifar100__alias|dtd__pool0|svhn__pool2|eurosat__pool1|dtd__pool2|cifar100__pool0,283.0649121983255,10,0,5,1,0.0,0.0,16.17145114019513,0.054119301959872246,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,1.5630868091294587,1.167453345682759,-3.8307782318426007,5.214077401814342,5.645676243067097,0.4315988412527547,3.3475617867566374,True,,20.93724363297224
clip_b32,20260910,0.0,3,collapse_sketch,0,dtd__pool3|dtd__pool0|dtd__pool1,250.40245583937335,3,0,1,0,0.0,0.0,0.7225845847278833,0.04976036585867405,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,False,True,0,False,3.7196416302887907,0.0,8.623899250091455,6.340711472013169,4.4577579634793505,5.548076236230161,1.0903182727508103,3.7196416302887907,True,,20.93724706210196
clip_b32,20260910,0.0,5,collapse_sketch,0,dtd__pool3|dtd__pool0|dtd__pool1|cifar100__pool1|cifar100__pool2,276.19262154914657,5,0,2,0,0.0,0.0,0.7225845847278833,0.055606698617339134,2.4892471693456173,nan,nan,nan,nan,nan,nan,False,0.4,True,True,0,False,3.7196416302887907,10.426712993801573,11.043920460556649,9.892926781887354,4.819849850545328,5.619163997260024,0.7993141467146962,3.64206200171472,True,,20.93725012242794
