encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,best_candidate_confidence_set_recall_mean,top3_candidate_recall_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction,selected_family_count_mean,removed_family_fraction_mean,passes_90pct_recall_at_50pct_removal,best_candidate_recall_tol_0_mean,best_candidate_recall_tol_0p001_mean,best_candidate_recall_tol_0p002_mean,best_candidate_recall_tol_0p005_mean
dinov2_b14,facility_subspace,5,7,7,0.0,0.5714285714285714,0.09523809523809523,0.14285714285714285,0.4047619047619047,0.003213579921840491,0.14405264644376956,0.7619047619047619,5.0,0.7058823529411765,False,0.0,0.2857142857142857,0.42857142857142855,0.7142857142857143
dinov2_b14,facility_subspace,10,7,7,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.4523809523809523,0.0029958390995480206,0.12197343364836924,0.5238095238095238,10.0,0.41176470588235287,False,0.0,0.2857142857142857,0.42857142857142855,0.7142857142857143
dinov2_b14,kcenter_subspace,3,7,7,0.7142857142857143,1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0002683719244079682,0.030062433576228093,0.8571428571428572,3.0,0.8235294117647057,False,0.7142857142857143,0.8571428571428571,1.0,1.0
dinov2_b14,kcenter_subspace,5,7,7,0.8571428571428571,1.0,0.4761904761904762,0.8571428571428571,0.4761904761904762,0.00017500187279693793,0.01533491356795183,0.7619047619047619,5.0,0.7058823529411765,False,0.8571428571428571,0.8571428571428571,1.0,1.0
dinov2_b14,kcenter_subspace,10,7,7,0.8571428571428571,1.0,0.4761904761904762,0.8571428571428571,0.5238095238095238,0.00017500187279693793,0.01533491356795183,0.5238095238095238,10.0,0.41176470588235287,False,0.8571428571428571,0.8571428571428571,1.0,1.0
dinov2_b14,leverage_centroid,3,7,7,0.14285714285714285,0.5714285714285714,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.0035239387149719986,0.1555533036166629,0.8571428571428572,3.0,0.8235294117647057,False,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143
dinov2_b14,leverage_centroid,5,7,7,0.14285714285714285,0.5714285714285714,0.19047619047619047,0.14285714285714285,0.19047619047619047,0.0035239387149719986,0.1555533036166629,0.7619047619047619,5.0,0.7058823529411765,False,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143
dinov2_b14,leverage_centroid,10,7,7,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.14285714285714285,0.35714285714285715,0.0027181039915418204,0.1004036199095336,0.5238095238095238,9.0,0.4705882352941177,False,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.7142857142857143
dinov2_b14,pool_vendi_subspace,3,7,7,0.7142857142857143,1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0002683719244079682,0.030062433576228093,0.8571428571428572,3.0,0.8235294117647057,False,0.7142857142857143,0.8571428571428571,1.0,1.0
dinov2_b14,pool_vendi_subspace,5,7,7,0.8571428571428571,1.0,0.42857142857142855,0.8571428571428571,0.47619047619047616,0.00017500187279693793,0.01533491356795183,0.7619047619047619,5.0,0.7058823529411765,False,0.8571428571428571,0.8571428571428571,1.0,1.0
dinov2_b14,pool_vendi_subspace,10,7,7,0.8571428571428571,1.0,0.5714285714285714,0.8571428571428571,0.6428571428571429,0.00013815953694862326,0.012106525055041905,0.5238095238095238,10.0,0.41176470588235287,False,0.8571428571428571,1.0,1.0,1.0
dinov2_b14,random,3,700,7,0.12714285714285714,0.48142857142857143,0.1295238095238095,0.15857142857142856,0.19761904761904758,0.0038764548250936138,0.17288324089312027,0.8571428571428572,2.95,0.8264705882352941,False,0.12714285714285714,0.27285714285714285,0.4185714285714286,0.6771428571428572
dinov2_b14,random,5,700,7,0.2542857142857143,0.7228571428571429,0.24142857142857144,0.2885714285714286,0.335,0.0024552806849813696,0.10627645569279047,0.7619047619047619,4.714285714285714,0.7226890756302522,False,0.2542857142857143,0.4742857142857143,0.6171428571428571,0.7914285714285715
dinov2_b14,random,10,700,7,0.48,0.9171428571428571,0.49476190476190474,0.5371428571428571,0.6121428571428571,0.0010535336885031216,0.045909047812356725,0.5238095238095238,9.02,0.4694117647058824,False,0.48,0.7328571428571429,0.7957142857142857,0.9285714285714286
dinov2_b14,rank_l_gram,3,7,7,0.8571428571428571,1.0,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.00017500187279693793,0.01533491356795183,0.8571428571428572,3.0,0.8235294117647057,False,0.8571428571428571,0.8571428571428571,1.0,1.0
dinov2_b14,rank_l_gram,5,7,7,0.8571428571428571,1.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.00017500187279693793,0.01533491356795183,0.7619047619047619,5.0,0.7058823529411765,False,0.8571428571428571,0.8571428571428571,1.0,1.0
dinov2_b14,rank_l_gram,10,7,7,1.0,1.0,0.8095238095238095,1.0,0.8333333333333333,0.0,0.0,0.5238095238095238,9.0,0.4705882352941177,True,1.0,1.0,1.0,1.0
dinov2_b14,rank_only,3,7,7,0.7142857142857143,1.0,0.5238095238095237,0.7142857142857143,0.5238095238095237,0.0002683719244079682,0.030062433576228093,0.8571428571428572,2.0,0.8823529411764708,False,0.7142857142857143,0.8571428571428571,1.0,1.0
dinov2_b14,rank_only,5,7,7,0.8571428571428571,1.0,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.00017500187279693793,0.01533491356795183,0.7619047619047619,4.0,0.7647058823529411,False,0.8571428571428571,0.8571428571428571,1.0,1.0
dinov2_b14,rank_only,10,7,7,1.0,1.0,0.8571428571428571,1.0,0.8333333333333333,0.0,0.0,0.5238095238095238,7.0,0.5882352941176471,True,1.0,1.0,1.0,1.0
