run_fingerprint,encoder,baseline,adapter_seed,target,test_accuracy,evaluation_seconds,device
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,beans,0.9921875,0.557848397642374,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,beans,0.96875,0.03501019440591335,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,beans,0.90625,0.021772507578134537,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,beans,0.953125,0.020766213536262512,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,beans,0.9453125,0.01987527124583721,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,beans,0.9296875,0.018621763214468956,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,dtd,0.8234041929244995,0.20600915513932705,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,dtd,0.7585105895996094,0.06553525291383266,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,dtd,0.7558510303497314,0.02218259684741497,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,dtd,0.75,0.0228347796946764,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,dtd,0.76382976770401,0.02223309688270092,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,dtd,0.7526595592498779,0.02542431838810444,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,frozen_identity,-1,eurosat,0.9540740847587585,0.18211430497467518,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,0,eurosat,0.9125925302505493,0.023126861080527306,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,1,eurosat,0.9107407331466675,0.02014891244471073,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,2,eurosat,0.9140740633010864,0.020174313336610794,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,3,eurosat,0.9196296334266663,0.02063736319541931,npu:4
5019bd44afeda29bc17ca68813f4d40f712023a17c1e81a9e6c0519135ee9c7b,dinov2_b14,random_adapter,4,eurosat,0.9081481695175171,0.0206386037170887,npu:4
