encoder,target,shortlist_size,dpp_minus_rank_best_recall,dpp_minus_rank_top3_recall,dpp_minus_rank_validation_regret,dpp_minus_rank_normalized_validation_regret,dpp_minus_rank_test_regret,shortlist_jaccard
resnet50,food101,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
resnet50,food101,10,0.0,0.0,0.0,0.0,0.0,0.8181818181818182
resnet50,gtsrb,3,-1.0,-0.3333333333333333,0.0021632075309753196,0.0384612368391766,-0.0038400173187255193,0.5
resnet50,gtsrb,5,-1.0,-0.3333333333333333,0.0021632075309753196,0.0384612368391766,-0.0038400173187255193,0.6666666666666666
resnet50,gtsrb,10,0.0,0.0,0.0,0.0,0.0,0.8181818181818182
resnet50,oxford_pets,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.5
resnet50,oxford_pets,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
resnet50,oxford_pets,10,0.0,0.0,0.0,0.0,0.0,0.8181818181818182
vit_b16,beans,3,0.0,0.0,0.0,0.0,0.0,0.5
vit_b16,beans,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,beans,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,dtd,3,0.0,0.3333333333333333,-0.0005319356918335183,-0.013245544225875955,0.010531926155090354,0.5
vit_b16,dtd,5,0.0,0.33333333333333337,0.0,0.0,0.0,0.6666666666666666
vit_b16,dtd,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,eurosat,3,0.0,0.0,0.0,0.0,0.0,0.5
vit_b16,eurosat,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,eurosat,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,flowers102,3,0.0,0.0,-0.001960790157318093,-0.024691437715603004,0.005840051174163863,0.5
vit_b16,flowers102,5,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
vit_b16,flowers102,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,food101,3,-1.0,0.0,0.004554462432861339,0.09426243057800082,0.0015199899673462025,0.5
vit_b16,food101,5,-1.0,-0.33333333333333337,0.004554462432861339,0.09426243057800082,0.0015199899673462025,0.6666666666666666
vit_b16,food101,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,gtsrb,3,0.0,-0.33333333333333337,0.0,0.0,0.0,0.5
vit_b16,gtsrb,5,0.0,-0.33333333333333337,0.0,0.0,0.0,0.6666666666666666
vit_b16,gtsrb,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,oxford_pets,3,0.0,0.0,0.0,0.0,0.0,0.5
vit_b16,oxford_pets,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
vit_b16,oxford_pets,10,-1.0,-0.6666666666666667,0.0021650910377501997,0.1081083815975073,-0.004360866546630926,0.6666666666666666
