excluded_encoder,method,shortlist_size,rows,encoders,encoder_target_pairs,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean,passing_encoders,passes_overall
clip_b32,dpp_subspace,3,21,3,21,0.2857142857142857,0.2857142857142857,0.002964413512105849,0.137856647948903,0.0011531103224981388,0.8125,0.38095238095238093,0.4920634920634921,3.0,0.7692307692307692,0,False
clip_b32,facility_subspace,3,21,3,21,0.2857142857142857,0.23809523809523808,0.0032294821652742974,0.1320336021738284,0.002784741208666836,0.8125,0.38095238095238093,0.43650793650793646,3.0,0.7692307692307692,0,False
clip_b32,full_merged_rank,3,21,3,21,0.2857142857142857,0.23809523809523808,0.0030732865404162627,0.13511590063119566,0.002506601526623676,0.8125,0.3333333333333333,0.39682539682539686,2.3333333333333335,0.8205128205128205,0,False
clip_b32,kcenter_subspace,3,21,3,21,0.19047619047619047,0.12698412698412698,0.004346609570847923,0.1685499158687524,0.0037284842559269387,0.8125,0.3333333333333333,0.38095238095238093,3.0,0.7692307692307692,0,False
clip_b32,pool_vendi_subspace,3,21,3,21,0.19047619047619047,0.12698412698412698,0.004346609570847923,0.1685499158687524,0.0037284842559269387,0.8125,0.3333333333333333,0.38095238095238093,3.0,0.7692307692307692,0,False
clip_b32,rank_only,3,21,3,21,0.19047619047619047,0.2698412698412698,0.0034508967832329466,0.14291223025522248,0.0009730410008203384,0.8125,0.19047619047619047,0.2698412698412699,1.0,0.9230769230769231,0,False
clip_b32,dpp_subspace,5,21,3,21,0.2857142857142857,0.38095238095238093,0.0025111675761359743,0.11329440040099115,0.0008378380820864681,0.6875,0.38095238095238093,0.5714285714285714,4.666666666666667,0.6410256410256411,0,False
clip_b32,facility_subspace,5,21,3,21,0.38095238095238093,0.30158730158730157,0.0028885345538979335,0.11658158571395012,0.004055185261226827,0.6875,0.47619047619047616,0.5,5.0,0.6153846153846154,0,False
clip_b32,full_merged_rank,5,21,3,21,0.42857142857142855,0.42857142857142855,0.002633362040045704,0.1138075919936142,0.0008782295953659763,0.6875,0.42857142857142855,0.5079365079365079,3.6666666666666665,0.717948717948718,0,False
clip_b32,kcenter_subspace,5,21,3,21,0.2857142857142857,0.22222222222222218,0.002064015619041578,0.08354142039743168,0.000942793346586672,0.6875,0.5238095238095238,0.5238095238095238,5.0,0.6153846153846154,0,False
clip_b32,pool_vendi_subspace,5,21,3,21,0.3333333333333333,0.25396825396825395,0.0020507325889252124,0.08684029854411336,0.002561133248465392,0.6875,0.5238095238095238,0.5238095238095238,5.0,0.6153846153846154,0,False
clip_b32,rank_only,5,21,3,21,0.38095238095238093,0.492063492063492,0.002670710196929303,0.11441043516651855,0.0007868011792500814,0.6875,0.38095238095238093,0.4920634920634921,3.0,0.7692307692307692,0,False
clip_b32,dpp_subspace,8,21,3,21,0.38095238095238093,0.5396825396825397,0.001954937877991323,0.08469638542732533,0.0007047675904773552,0.5,0.5238095238095238,0.6587301587301587,7.0,0.46153846153846156,0,False
clip_b32,facility_subspace,8,21,3,21,0.6666666666666666,0.5555555555555556,0.0007909524669518061,0.03878411753951669,0.002530192761194134,0.5,0.8095238095238095,0.7698412698412699,8.0,0.3846153846153846,0,False
clip_b32,full_merged_rank,8,21,3,21,0.5238095238095238,0.6031746031746031,0.0018192946634162958,0.08014857517168382,0.001433071636018299,0.5,0.5714285714285714,0.626984126984127,6.0,0.5384615384615384,0,False
