method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
kcenter_subspace,3,flowers102,4,0.0,0.16666666666666666,0.009248364965120937,0.3071300324433637,0.006650003790855397,0.8125,0.25,0.3333333333333333,3.0,0.7692307692307692
kcenter_subspace,3,food101,4,0.5,0.16666666666666666,0.0026700011650721556,0.06320499107212733,0.0013899996876716586,0.8125,0.5,0.5,3.0,0.7692307692307692
kcenter_subspace,3,gtsrb,4,0.25,0.08333333333333333,0.0048866667777299755,0.15952701368459843,0.008030000329017628,0.8125,0.25,0.29166666666666663,3.0,0.7692307692307692
kcenter_subspace,3,oxford_pets,4,0.25,0.3333333333333333,0.0009782603658412548,0.07132260864550662,0.000872167944908131,0.8125,0.75,0.625,3.0,0.7692307692307692
kcenter_subspace,5,beans,4,0.75,0.41666666666666663,0.0008704054497811753,0.03391957820821204,-0.004687500000000011,0.6875,0.75,0.6666666666666666,5.0,0.6153846153846154
kcenter_subspace,5,dtd,4,0.5,0.16666666666666666,0.001852837602297458,0.06579016330388626,0.0027127683162689042,0.6875,0.5,0.375,5.0,0.6153846153846154
kcenter_subspace,5,eurosat,4,0.25,0.25,0.0011933352935314112,0.08599140679510314,0.0012222290039062556,0.6875,0.5,0.4583333333333333,5.0,0.6153846153846154
kcenter_subspace,5,flowers102,4,0.25,0.25,0.0018627446889877275,0.06312503300893134,-0.0006199955940246749,0.6875,0.75,0.625,5.0,0.6153846153846154
kcenter_subspace,5,food101,4,0.75,0.25,0.0014200009316206047,0.025600976120796894,-2.0003318786626645e-05,0.6875,1.0,0.75,5.0,0.6153846153846154
kcenter_subspace,5,gtsrb,4,0.25,0.25,0.003916666683157266,0.12268763235511279,0.004820004105567932,0.6875,0.25,0.5,5.0,0.6153846153846154
kcenter_subspace,5,oxford_pets,4,0.25,0.3333333333333333,0.0009782603658412548,0.07132260864550662,0.000872167944908131,0.6875,0.75,0.7083333333333333,5.0,0.6153846153846154
kcenter_subspace,8,beans,4,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.75,7.75,0.40384615384615385
kcenter_subspace,8,dtd,4,0.5,0.25,0.0013829791545867942,0.051626541277046745,-0.00034575164318084717,0.5,0.5,0.4583333333333333,7.75,0.40384615384615385
kcenter_subspace,8,eurosat,4,0.25,0.5,0.0010433356706301689,0.07528734973313057,0.001907411217689503,0.5,0.5,0.7083333333333333,7.75,0.40384615384615385
kcenter_subspace,8,flowers102,4,0.25,0.41666666666666663,0.0008496739466984926,0.03909405106482813,0.00041999816894530695,0.5,0.75,0.7083333333333334,7.75,0.40384615384615385
kcenter_subspace,8,food101,4,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,1.0,0.8333333333333334,7.75,0.40384615384615385
kcenter_subspace,8,gtsrb,4,0.5,0.5,0.0021033330349127244,0.06238262493436761,0.0037299960851669145,0.5,0.5,0.75,7.75,0.40384615384615385
kcenter_subspace,8,oxford_pets,4,0.5,0.5833333333333333,0.0007608700513948019,0.06567025469250524,-6.814599037172075e-05,0.5,1.0,1.0,7.75,0.40384615384615385
pool_vendi_subspace,3,beans,4,0.75,0.3333333333333333,0.001063829555694451,0.04145728846672235,-0.0031250000000000167,0.8125,0.75,0.5,3.0,0.7692307692307692
pool_vendi_subspace,3,dtd,4,0.5,0.25,0.002637412150700874,0.08025567183497972,0.0002925515174865556,0.8125,0.5,0.375,3.0,0.7692307692307692
