encoder,target_domain,metric,method,repeat,shortlist_size,empirical_recall,mean,p_lower,p_upper
resnet50,infograph,nll,domain_balance,-1,25,0.0,0.0,0.0,0.0
resnet50,infograph,nll,domain_balance,-1,50,0.0,0.00065,0.0,0.0
resnet50,infograph,nll,domain_balance,-1,100,0.1,0.11040000000000001,0.0,0.3
resnet50,infograph,nll,domain_balance,-1,227,0.4,0.39044999999999996,0.2,0.5
resnet50,infograph,nll,dpp_subspace,-1,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,dpp_subspace,-1,25,0.0,0.0,0.0,0.0
resnet50,infograph,nll,dpp_subspace,-1,50,0.1,0.0845,0.0,0.1
resnet50,infograph,nll,dpp_subspace,-1,100,0.1,0.0926,0.0,0.2
resnet50,infograph,nll,dpp_subspace,-1,227,0.5,0.44520000000000004,0.2,0.7
resnet50,infograph,nll,merged_effective_rank,-1,10,0.2,0.129,0.0,0.2
resnet50,infograph,nll,merged_effective_rank,-1,25,0.3,0.2543,0.1,0.4
resnet50,infograph,nll,merged_effective_rank,-1,50,0.7,0.5153499999999999,0.3,0.7
resnet50,infograph,nll,merged_effective_rank,-1,100,0.7,0.6128999999999999,0.4,0.8
resnet50,infograph,nll,merged_effective_rank,-1,227,1.0,0.9995499999999999,1.0,1.0
resnet50,infograph,nll,random,0,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,0,25,0.0,0.02295,0.0,0.1
resnet50,infograph,nll,random,0,50,0.1,0.12285000000000003,0.1,0.2
resnet50,infograph,nll,random,0,100,0.2,0.22135000000000002,0.2,0.3
resnet50,infograph,nll,random,0,227,0.3,0.45285000000000003,0.3,0.6
resnet50,infograph,nll,random,1,10,0.1,0.0508,0.0,0.1
resnet50,infograph,nll,random,1,25,0.1,0.0773,0.0,0.2
resnet50,infograph,nll,random,1,50,0.2,0.13290000000000002,0.0,0.3
resnet50,infograph,nll,random,1,100,0.4,0.29095000000000004,0.1,0.5
resnet50,infograph,nll,random,1,227,0.6,0.5668499999999999,0.4,0.8
resnet50,infograph,nll,random,2,10,0.0,0.0455,0.0,0.2
resnet50,infograph,nll,random,2,25,0.0,0.0455,0.0,0.2
resnet50,infograph,nll,random,2,50,0.0,0.07715000000000001,0.0,0.2
resnet50,infograph,nll,random,2,100,0.0,0.07905,0.0,0.20249999999998636
resnet50,infograph,nll,random,2,227,0.6,0.6944499999999999,0.6,0.9
resnet50,infograph,nll,random,3,10,0.0,0.01455,0.0,0.1
resnet50,infograph,nll,random,3,25,0.0,0.01455,0.0,0.1
resnet50,infograph,nll,random,3,50,0.1,0.12200000000000001,0.1,0.2
resnet50,infograph,nll,random,3,100,0.5,0.44255000000000005,0.3,0.6
resnet50,infograph,nll,random,3,227,0.8,0.6621,0.5,0.8
resnet50,infograph,nll,random,4,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,4,25,0.1,0.06319999999999999,0.0,0.1
resnet50,infograph,nll,random,4,50,0.2,0.16225000000000006,0.1,0.2
resnet50,infograph,nll,random,4,100,0.5,0.415,0.3,0.5
resnet50,infograph,nll,random,4,227,0.6,0.5383,0.4,0.7
resnet50,infograph,nll,random,5,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,5,25,0.0,0.01455,0.0,0.1
resnet50,infograph,nll,random,5,50,0.0,0.01495,0.0,0.1
resnet50,infograph,nll,random,5,100,0.0,0.01495,0.0,0.1
resnet50,infograph,nll,random,5,227,0.2,0.22855,0.1,0.4
resnet50,infograph,nll,random,6,10,0.0,0.0004,0.0,0.0
resnet50,infograph,nll,random,6,25,0.1,0.09950000000000002,0.1,0.1
resnet50,infograph,nll,random,6,50,0.1,0.11795000000000001,0.1,0.2
resnet50,infograph,nll,random,6,100,0.2,0.22545000000000004,0.2,0.3
resnet50,infograph,nll,random,6,227,0.7,0.6486999999999999,0.5,0.8
resnet50,infograph,nll,random,7,10,0.0,0.00015000000000000001,0.0,0.0
resnet50,infograph,nll,random,7,25,0.0,0.00015000000000000001,0.0,0.0
resnet50,infograph,nll,random,7,50,0.1,0.088,0.0,0.2
resnet50,infograph,nll,random,7,100,0.2,0.13885000000000003,0.0,0.3
resnet50,infograph,nll,random,7,227,0.4,0.36445000000000005,0.2,0.5
resnet50,infograph,nll,random,8,10,0.0,0.00865,0.0,0.1
resnet50,infograph,nll,random,8,25,0.0,0.00865,0.0,0.1
resnet50,infograph,nll,random,8,50,0.0,0.016800000000000002,0.0,0.1
resnet50,infograph,nll,random,8,100,0.3,0.2591,0.1,0.4
resnet50,infograph,nll,random,8,227,0.4,0.40595,0.2,0.6
resnet50,infograph,nll,random,9,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,9,25,0.0,5e-05,0.0,0.0
resnet50,infograph,nll,random,9,50,0.0,0.015700000000000002,0.0,0.1
resnet50,infograph,nll,random,9,100,0.1,0.14350000000000002,0.1,0.3
resnet50,infograph,nll,random,9,227,0.2,0.36119999999999997,0.2,0.5
resnet50,infograph,nll,random,10,10,0.2,0.16960000000000003,0.1,0.2
resnet50,infograph,nll,random,10,25,0.2,0.16960000000000003,0.1,0.2
resnet50,infograph,nll,random,10,50,0.3,0.2407,0.1,0.4
resnet50,infograph,nll,random,10,100,0.4,0.41005,0.3,0.5
resnet50,infograph,nll,random,10,227,0.8,0.72745,0.5,0.9
resnet50,infograph,nll,random,11,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,11,25,0.2,0.17620000000000005,0.1,0.3
resnet50,infograph,nll,random,11,50,0.2,0.20215000000000002,0.1,0.4
resnet50,infograph,nll,random,11,100,0.3,0.2825,0.2,0.4
resnet50,infograph,nll,random,11,227,0.7,0.6698999999999999,0.5,0.8
resnet50,infograph,nll,random,12,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,12,25,0.0,0.02595,0.0,0.1
resnet50,infograph,nll,random,12,50,0.1,0.09980000000000001,0.0,0.2
resnet50,infograph,nll,random,12,100,0.1,0.10085000000000002,0.0,0.2
resnet50,infograph,nll,random,12,227,0.3,0.33375,0.2,0.5
resnet50,infograph,nll,random,13,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,13,25,0.0,0.01835,0.0,0.1
resnet50,infograph,nll,random,13,50,0.1,0.08815,0.0,0.2
resnet50,infograph,nll,random,13,100,0.2,0.17315000000000003,0.1,0.3
resnet50,infograph,nll,random,13,227,0.4,0.3511,0.2,0.5
resnet50,infograph,nll,random,14,10,0.0,0.04285,0.0,0.1
resnet50,infograph,nll,random,14,25,0.0,0.06880000000000001,0.0,0.2
resnet50,infograph,nll,random,14,50,0.1,0.11250000000000003,0.0,0.2
resnet50,infograph,nll,random,14,100,0.2,0.2106,0.1,0.3
resnet50,infograph,nll,random,14,227,0.4,0.41240000000000004,0.3,0.5
resnet50,infograph,nll,random,15,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,15,25,0.1,0.0433,0.0,0.1
resnet50,infograph,nll,random,15,50,0.1,0.043399999999999994,0.0,0.1
resnet50,infograph,nll,random,15,100,0.2,0.15575000000000003,0.1,0.3
resnet50,infograph,nll,random,15,227,0.5,0.5032,0.4,0.6
resnet50,infograph,nll,random,16,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,16,25,0.0,0.0004,0.0,0.0
resnet50,infograph,nll,random,16,50,0.2,0.14135000000000003,0.0,0.2
resnet50,infograph,nll,random,16,100,0.4,0.32435,0.2,0.5
resnet50,infograph,nll,random,16,227,0.5,0.5073,0.4,0.7
resnet50,infograph,nll,random,17,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,17,25,0.1,0.06089999999999999,0.0,0.2
resnet50,infograph,nll,random,17,50,0.1,0.07815000000000001,0.0,0.2
resnet50,infograph,nll,random,17,100,0.1,0.16005,0.0,0.3
resnet50,infograph,nll,random,17,227,0.6,0.5649,0.4,0.7
resnet50,infograph,nll,random,18,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,18,25,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,18,50,0.2,0.15645,0.0,0.2
resnet50,infograph,nll,random,18,100,0.3,0.2634499999999999,0.1,0.4
resnet50,infograph,nll,random,18,227,0.5,0.54775,0.4,0.7
resnet50,infograph,nll,random,19,10,0.0,0.0,0.0,0.0
resnet50,infograph,nll,random,19,25,0.3,0.1615,0.0,0.3
resnet50,infograph,nll,random,19,50,0.3,0.1673,0.0,0.3
resnet50,infograph,nll,random,19,100,0.3,0.18470000000000006,0.0,0.3
resnet50,infograph,nll,random,19,227,0.8,0.6457999999999999,0.5,0.8
resnet50,infograph,nll,second_moment_mmd,-1,10,0.0,0.032049999999999995,0.0,0.2
resnet50,infograph,nll,second_moment_mmd,-1,25,0.0,0.0946,0.0,0.3
resnet50,infograph,nll,second_moment_mmd,-1,50,0.2,0.358,0.2,0.6
resnet50,infograph,nll,second_moment_mmd,-1,100,0.5,0.6232999999999999,0.5,0.8
resnet50,infograph,nll,second_moment_mmd,-1,227,1.0,1.0,1.0,1.0
resnet50,infograph,nll,target_a,-1,10,0.2,0.20255000000000006,0.1,0.3
resnet50,infograph,nll,target_a,-1,25,0.3,0.29195,0.1,0.5
resnet50,infograph,nll,target_a,-1,50,0.7,0.61025,0.4,0.8
resnet50,infograph,nll,target_a,-1,100,0.9,0.9084500000000002,0.8,1.0
resnet50,infograph,nll,target_a,-1,227,1.0,1.0,1.0,1.0
resnet50,infograph,nll,target_energy,-1,10,0.0,0.01765,0.0,0.1
resnet50,infograph,nll,target_energy,-1,25,0.0,0.017700000000000004,0.0,0.1
resnet50,infograph,nll,target_energy,-1,50,0.0,0.0178,0.0,0.1
resnet50,infograph,nll,target_energy,-1,100,0.1,0.19690000000000005,0.1,0.4
resnet50,infograph,nll,target_energy,-1,227,0.3,0.44580000000000003,0.3,0.7
resnet50,infograph,error_rate,bayesian_d,-1,10,0.0,0.00055,0.0,0.0
resnet50,infograph,error_rate,bayesian_d,-1,25,0.1,0.10870000000000002,0.0,0.2
resnet50,infograph,error_rate,bayesian_d,-1,50,0.4,0.37395,0.1,0.6
resnet50,infograph,error_rate,bayesian_d,-1,100,0.6,0.5846500000000001,0.3,0.8
resnet50,infograph,error_rate,bayesian_d,-1,227,1.0,0.997,0.9,1.0
resnet50,infograph,error_rate,domain_balance,-1,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,domain_balance,-1,25,0.0,0.0077,0.0,0.1
resnet50,infograph,error_rate,domain_balance,-1,50,0.0,0.01055,0.0,0.1
resnet50,infograph,error_rate,domain_balance,-1,100,0.2,0.22315000000000004,0.1,0.4
resnet50,infograph,error_rate,domain_balance,-1,227,0.5,0.44535,0.3,0.6
resnet50,infograph,error_rate,dpp_subspace,-1,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,dpp_subspace,-1,25,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,dpp_subspace,-1,50,0.1,0.054349999999999996,0.0,0.1
resnet50,infograph,error_rate,dpp_subspace,-1,100,0.2,0.1308,0.0,0.3
resnet50,infograph,error_rate,dpp_subspace,-1,227,0.5,0.45625,0.2,0.7
resnet50,infograph,error_rate,merged_effective_rank,-1,10,0.0,0.00055,0.0,0.0
resnet50,infograph,error_rate,merged_effective_rank,-1,25,0.1,0.10870000000000002,0.0,0.2
resnet50,infograph,error_rate,merged_effective_rank,-1,50,0.4,0.37395,0.1,0.6
resnet50,infograph,error_rate,merged_effective_rank,-1,100,0.6,0.5846500000000001,0.3,0.8
resnet50,infograph,error_rate,merged_effective_rank,-1,227,1.0,0.9968499999999999,0.9,1.0
resnet50,infograph,error_rate,random,0,10,0.0,0.00035000000000000005,0.0,0.0
resnet50,infograph,error_rate,random,0,25,0.0,0.0066500000000000005,0.0,0.1
resnet50,infograph,error_rate,random,0,50,0.0,0.0691,0.0,0.2
resnet50,infograph,error_rate,random,0,100,0.1,0.17150000000000007,0.1,0.3
resnet50,infograph,error_rate,random,0,227,0.4,0.4135500000000001,0.3,0.6
resnet50,infograph,error_rate,random,1,10,0.1,0.0984,0.1,0.1
resnet50,infograph,error_rate,random,1,25,0.1,0.11340000000000001,0.1,0.2
resnet50,infograph,error_rate,random,1,50,0.1,0.11750000000000003,0.1,0.2
resnet50,infograph,error_rate,random,1,100,0.2,0.20745000000000005,0.1,0.3
resnet50,infograph,error_rate,random,1,227,0.3,0.37379999999999997,0.2,0.5
resnet50,infograph,error_rate,random,2,10,0.1,0.10990000000000003,0.0,0.2
resnet50,infograph,error_rate,random,2,25,0.1,0.10995000000000002,0.0,0.2
resnet50,infograph,error_rate,random,2,50,0.2,0.20335000000000003,0.1,0.3
resnet50,infograph,error_rate,random,2,100,0.3,0.30710000000000004,0.2,0.5
resnet50,infograph,error_rate,random,2,227,0.6,0.57025,0.4,0.8
resnet50,infograph,error_rate,random,3,10,0.0,0.0103,0.0,0.1
resnet50,infograph,error_rate,random,3,25,0.0,0.0143,0.0,0.1
resnet50,infograph,error_rate,random,3,50,0.1,0.12070000000000002,0.0,0.3
resnet50,infograph,error_rate,random,3,100,0.2,0.19225000000000003,0.0,0.4
resnet50,infograph,error_rate,random,3,227,0.4,0.40755,0.2,0.6
resnet50,infograph,error_rate,random,4,10,0.0,0.00055,0.0,0.0
resnet50,infograph,error_rate,random,4,25,0.2,0.14685000000000004,0.0,0.2
resnet50,infograph,error_rate,random,4,50,0.3,0.21630000000000002,0.1,0.3
resnet50,infograph,error_rate,random,4,100,0.3,0.22665000000000005,0.1,0.4
resnet50,infograph,error_rate,random,4,227,0.6,0.5619999999999998,0.4,0.7
resnet50,infograph,error_rate,random,5,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,5,25,0.1,0.13505,0.1,0.2
resnet50,infograph,error_rate,random,5,50,0.1,0.16990000000000002,0.1,0.3
resnet50,infograph,error_rate,random,5,100,0.1,0.18175000000000005,0.1,0.4
resnet50,infograph,error_rate,random,5,227,0.2,0.28625,0.1,0.5
resnet50,infograph,error_rate,random,6,10,0.1,0.08215,0.0,0.1
resnet50,infograph,error_rate,random,6,25,0.2,0.1408,0.0,0.2
resnet50,infograph,error_rate,random,6,50,0.3,0.27059999999999995,0.1,0.4
resnet50,infograph,error_rate,random,6,100,0.4,0.44875,0.3,0.6
resnet50,infograph,error_rate,random,6,227,0.6,0.6419499999999999,0.5,0.8
resnet50,infograph,error_rate,random,7,10,0.0,0.00065,0.0,0.0
resnet50,infograph,error_rate,random,7,25,0.0,0.03585,0.0,0.2
resnet50,infograph,error_rate,random,7,50,0.1,0.12380000000000001,0.0,0.3
resnet50,infograph,error_rate,random,7,100,0.3,0.31844999999999996,0.2,0.5
resnet50,infograph,error_rate,random,7,227,0.7,0.6447499999999999,0.5,0.8
resnet50,infograph,error_rate,random,8,10,0.1,0.058399999999999994,0.0,0.1
resnet50,infograph,error_rate,random,8,25,0.1,0.058399999999999994,0.0,0.1
resnet50,infograph,error_rate,random,8,50,0.1,0.05905,0.0,0.1
resnet50,infograph,error_rate,random,8,100,0.4,0.33089999999999997,0.2,0.4
resnet50,infograph,error_rate,random,8,227,0.5,0.5191500000000001,0.3,0.7
resnet50,infograph,error_rate,random,9,10,0.1,0.08735000000000001,0.0,0.1
resnet50,infograph,error_rate,random,9,25,0.1,0.0908,0.0,0.2
resnet50,infograph,error_rate,random,9,50,0.1,0.139,0.0,0.3
resnet50,infograph,error_rate,random,9,100,0.2,0.32284999999999997,0.2,0.5
resnet50,infograph,error_rate,random,9,227,0.5,0.55465,0.4,0.7
resnet50,infograph,error_rate,random,10,10,0.1,0.05514999999999999,0.0,0.1
resnet50,infograph,error_rate,random,10,25,0.1,0.055199999999999985,0.0,0.1
resnet50,infograph,error_rate,random,10,50,0.1,0.05569999999999999,0.0,0.1
resnet50,infograph,error_rate,random,10,100,0.1,0.14615000000000003,0.0,0.3
resnet50,infograph,error_rate,random,10,227,0.3,0.40664999999999996,0.2,0.6
resnet50,infograph,error_rate,random,11,10,0.0,0.0028,0.0,0.1
resnet50,infograph,error_rate,random,11,25,0.0,0.05075,0.0,0.1
resnet50,infograph,error_rate,random,11,50,0.0,0.054799999999999995,0.0,0.1
resnet50,infograph,error_rate,random,11,100,0.1,0.1302,0.0,0.3
resnet50,infograph,error_rate,random,11,227,0.4,0.45215,0.3,0.6
resnet50,infograph,error_rate,random,12,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,12,25,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,12,50,0.0,0.009699999999999999,0.0,0.1
resnet50,infograph,error_rate,random,12,100,0.2,0.1953,0.1,0.3
resnet50,infograph,error_rate,random,12,227,0.5,0.43815,0.3,0.6
resnet50,infograph,error_rate,random,13,10,0.0,0.00045000000000000004,0.0,0.0
resnet50,infograph,error_rate,random,13,25,0.0,0.03775,0.0,0.2
resnet50,infograph,error_rate,random,13,50,0.1,0.1328,0.0,0.3
resnet50,infograph,error_rate,random,13,100,0.2,0.20005,0.1,0.4
resnet50,infograph,error_rate,random,13,227,0.4,0.40845000000000004,0.2,0.6
resnet50,infograph,error_rate,random,14,10,0.1,0.0842,0.0,0.1
resnet50,infograph,error_rate,random,14,25,0.1,0.08570000000000001,0.0,0.1
resnet50,infograph,error_rate,random,14,50,0.2,0.19455,0.0,0.3
resnet50,infograph,error_rate,random,14,100,0.2,0.2293,0.1,0.4
resnet50,infograph,error_rate,random,14,227,0.4,0.37085,0.2,0.6
resnet50,infograph,error_rate,random,15,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,15,25,0.1,0.11770000000000001,0.0,0.2
resnet50,infograph,error_rate,random,15,50,0.1,0.11775000000000001,0.0,0.2
resnet50,infograph,error_rate,random,15,100,0.3,0.2801,0.1,0.4
resnet50,infograph,error_rate,random,15,227,0.5,0.5554499999999999,0.4,0.8
resnet50,infograph,error_rate,random,16,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,16,25,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,16,50,0.0,0.0048000000000000004,0.0,0.1
resnet50,infograph,error_rate,random,16,100,0.2,0.24225,0.2,0.4
resnet50,infograph,error_rate,random,16,227,0.5,0.503,0.3,0.7
resnet50,infograph,error_rate,random,17,10,0.0,0.0,0.0,0.0
resnet50,infograph,error_rate,random,17,25,0.0,0.00555,0.0,0.1
resnet50,infograph,error_rate,random,17,50,0.1,0.06845,0.0,0.2
resnet50,infograph,error_rate,random,17,100,0.3,0.23185000000000003,0.1,0.4
resnet50,infograph,error_rate,random,17,227,0.8,0.68855,0.5,0.9
resnet50,infograph,error_rate,random,18,10,0.0,0.015,0.0,0.1
resnet50,infograph,error_rate,random,18,25,0.0,0.016550000000000002,0.0,0.1
resnet50,infograph,error_rate,random,18,50,0.1,0.07775,0.0,0.2
resnet50,infograph,error_rate,random,18,100,0.1,0.13105,0.0,0.3
resnet50,infograph,error_rate,random,18,227,0.5,0.495,0.3,0.7
resnet50,infograph,error_rate,random,19,10,0.0,0.00075,0.0,0.0
resnet50,infograph,error_rate,random,19,25,0.1,0.09925000000000003,0.1,0.1
resnet50,infograph,error_rate,random,19,50,0.1,0.10375000000000001,0.1,0.2
resnet50,infograph,error_rate,random,19,100,0.1,0.15380000000000002,0.1,0.3
resnet50,infograph,error_rate,random,19,227,0.3,0.37010000000000004,0.2,0.6
resnet50,infograph,error_rate,second_moment_mmd,-1,10,0.0,0.0045,0.0,0.1
resnet50,infograph,error_rate,second_moment_mmd,-1,25,0.1,0.11780000000000002,0.0,0.3
resnet50,infograph,error_rate,second_moment_mmd,-1,50,0.4,0.3975,0.2,0.6
resnet50,infograph,error_rate,second_moment_mmd,-1,100,0.7,0.6620499999999999,0.5,0.8
resnet50,infograph,error_rate,second_moment_mmd,-1,227,1.0,0.997,0.9,1.0
resnet50,infograph,error_rate,target_a,-1,10,0.0,0.049249999999999995,0.0,0.1
resnet50,infograph,error_rate,target_a,-1,25,0.1,0.1078,0.0,0.2
resnet50,infograph,error_rate,target_a,-1,50,0.3,0.33144999999999997,0.1,0.5
resnet50,infograph,error_rate,target_a,-1,100,0.9,0.8537500000000001,0.7,1.0
resnet50,infograph,error_rate,target_a,-1,227,1.0,0.997,0.9,1.0
resnet50,infograph,error_rate,target_energy,-1,10,0.0,0.0018,0.0,0.0
resnet50,infograph,error_rate,target_energy,-1,25,0.0,0.0019000000000000002,0.0,0.0
resnet50,infograph,error_rate,target_energy,-1,50,0.0,0.0052,0.0,0.1
resnet50,infograph,error_rate,target_energy,-1,100,0.3,0.3349,0.1,0.6
resnet50,infograph,error_rate,target_energy,-1,227,0.4,0.43845,0.2,0.7
resnet50,painting,brier_score,bayesian_d,-1,10,0.2,0.21680000000000005,0.2,0.3
resnet50,painting,brier_score,bayesian_d,-1,25,0.7,0.68775,0.6,0.8
resnet50,painting,brier_score,bayesian_d,-1,50,0.7,0.7391,0.6,0.9
resnet50,painting,brier_score,bayesian_d,-1,100,0.8,0.8620999999999999,0.7,1.0
resnet50,painting,brier_score,bayesian_d,-1,227,1.0,0.99995,1.0,1.0
resnet50,painting,brier_score,domain_balance,-1,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,domain_balance,-1,25,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,domain_balance,-1,50,0.0,0.002800000000000001,0.0,0.1
resnet50,painting,brier_score,domain_balance,-1,100,0.0,0.0028500000000000005,0.0,0.1
resnet50,painting,brier_score,domain_balance,-1,227,0.0,0.0034000000000000002,0.0,0.1
resnet50,painting,brier_score,dpp_subspace,-1,10,0.2,0.1373,0.0,0.3
resnet50,painting,brier_score,dpp_subspace,-1,25,0.2,0.18860000000000002,0.0,0.4
resnet50,painting,brier_score,dpp_subspace,-1,50,0.4,0.3876,0.2,0.6
resnet50,painting,brier_score,dpp_subspace,-1,100,0.7,0.7272000000000001,0.5,0.9
resnet50,painting,brier_score,dpp_subspace,-1,227,1.0,0.9827500000000001,0.9,1.0
resnet50,painting,brier_score,merged_effective_rank,-1,10,0.2,0.21680000000000005,0.2,0.3
resnet50,painting,brier_score,merged_effective_rank,-1,25,0.7,0.68775,0.6,0.8
resnet50,painting,brier_score,merged_effective_rank,-1,50,0.7,0.7391,0.6,0.9
resnet50,painting,brier_score,merged_effective_rank,-1,100,0.8,0.8620999999999999,0.7,1.0
resnet50,painting,brier_score,merged_effective_rank,-1,227,1.0,0.99995,1.0,1.0
resnet50,painting,brier_score,random,0,10,0.1,0.09775000000000003,0.1,0.1
resnet50,painting,brier_score,random,0,25,0.1,0.09775000000000003,0.1,0.1
resnet50,painting,brier_score,random,0,50,0.1,0.09880000000000001,0.1,0.1
resnet50,painting,brier_score,random,0,100,0.2,0.15615000000000004,0.1,0.2
resnet50,painting,brier_score,random,0,227,0.4,0.3605,0.2,0.5
resnet50,painting,brier_score,random,1,10,0.0,0.00055,0.0,0.0
resnet50,painting,brier_score,random,1,25,0.0,0.00635,0.0,0.1
resnet50,painting,brier_score,random,1,50,0.1,0.10535000000000001,0.1,0.2
resnet50,painting,brier_score,random,1,100,0.2,0.21475000000000002,0.2,0.3
resnet50,painting,brier_score,random,1,227,0.6,0.5868999999999999,0.4,0.7
resnet50,painting,brier_score,random,2,10,0.1,0.10000000000000002,0.1,0.1
resnet50,painting,brier_score,random,2,25,0.1,0.15930000000000005,0.1,0.3
resnet50,painting,brier_score,random,2,50,0.2,0.22950000000000004,0.1,0.3
resnet50,painting,brier_score,random,2,100,0.2,0.22950000000000004,0.1,0.3
resnet50,painting,brier_score,random,2,227,0.6,0.5893999999999998,0.5,0.7
resnet50,painting,brier_score,random,3,10,0.0,0.005900000000000001,0.0,0.1
resnet50,painting,brier_score,random,3,25,0.0,0.005900000000000001,0.0,0.1
resnet50,painting,brier_score,random,3,50,0.1,0.10580000000000002,0.1,0.2
resnet50,painting,brier_score,random,3,100,0.1,0.11455000000000004,0.1,0.2
resnet50,painting,brier_score,random,3,227,0.5,0.47840000000000005,0.4,0.6
resnet50,painting,brier_score,random,4,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,4,25,0.1,0.09925,0.1,0.1
resnet50,painting,brier_score,random,4,50,0.1,0.09980000000000001,0.1,0.1
resnet50,painting,brier_score,random,4,100,0.2,0.2595,0.2,0.4
resnet50,painting,brier_score,random,4,227,0.3,0.38605000000000006,0.3,0.5
resnet50,painting,brier_score,random,5,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,5,25,0.2,0.16135000000000002,0.1,0.3
resnet50,painting,brier_score,random,5,50,0.3,0.26044999999999996,0.2,0.4
resnet50,painting,brier_score,random,5,100,0.3,0.31904999999999994,0.2,0.4
resnet50,painting,brier_score,random,5,227,0.6,0.5856999999999999,0.5,0.7
resnet50,painting,brier_score,random,6,10,0.0,0.00095,0.0,0.0
resnet50,painting,brier_score,random,6,25,0.0,0.0069,0.0,0.1
resnet50,painting,brier_score,random,6,50,0.1,0.06975,0.0,0.2
resnet50,painting,brier_score,random,6,100,0.3,0.2518,0.1,0.4
resnet50,painting,brier_score,random,6,227,0.7,0.7141499999999998,0.6,0.8
resnet50,painting,brier_score,random,7,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,7,25,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,7,50,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,7,100,0.1,0.12480000000000002,0.1,0.2
resnet50,painting,brier_score,random,7,227,0.2,0.26265,0.1,0.5
resnet50,painting,brier_score,random,8,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,8,25,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,8,50,0.0,0.017400000000000002,0.0,0.1
resnet50,painting,brier_score,random,8,100,0.1,0.14640000000000003,0.1,0.3
resnet50,painting,brier_score,random,8,227,0.3,0.28579999999999994,0.2,0.4
resnet50,painting,brier_score,random,9,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,9,25,0.2,0.21625000000000005,0.2,0.3
resnet50,painting,brier_score,random,9,50,0.2,0.21625000000000005,0.2,0.3
resnet50,painting,brier_score,random,9,100,0.4,0.37820000000000004,0.3,0.5
resnet50,painting,brier_score,random,9,227,0.9,0.8530000000000002,0.7,1.0
resnet50,painting,brier_score,random,10,10,0.0,0.0002,0.0,0.0
resnet50,painting,brier_score,random,10,25,0.0,0.0002,0.0,0.0
resnet50,painting,brier_score,random,10,50,0.0,0.00125,0.0,0.0
resnet50,painting,brier_score,random,10,100,0.2,0.16920000000000004,0.1,0.2
resnet50,painting,brier_score,random,10,227,0.2,0.18540000000000004,0.1,0.3
resnet50,painting,brier_score,random,11,10,0.1,0.07169999999999999,0.0,0.1
resnet50,painting,brier_score,random,11,25,0.1,0.07169999999999999,0.0,0.1
resnet50,painting,brier_score,random,11,50,0.2,0.17870000000000005,0.1,0.3
resnet50,painting,brier_score,random,11,100,0.3,0.28224999999999995,0.2,0.4
resnet50,painting,brier_score,random,11,227,0.6,0.6291499999999999,0.5,0.7
resnet50,painting,brier_score,random,12,10,0.1,0.05789999999999999,0.0,0.1
resnet50,painting,brier_score,random,12,25,0.1,0.05789999999999999,0.0,0.1
resnet50,painting,brier_score,random,12,50,0.2,0.16095000000000004,0.1,0.3
resnet50,painting,brier_score,random,12,100,0.3,0.2859,0.2,0.4
resnet50,painting,brier_score,random,12,227,0.5,0.5949999999999999,0.5,0.7
resnet50,painting,brier_score,random,13,10,0.0,0.0,0.0,0.0
resnet50,painting,brier_score,random,13,25,0.1,0.10005000000000001,0.1,0.1
resnet50,painting,brier_score,random,13,50,0.2,0.22410000000000002,0.2,0.3
resnet50,painting,brier_score,random,13,100,0.4,0.3940000000000001,0.3,0.5
resnet50,painting,brier_score,random,13,227,0.6,0.6884999999999999,0.6,0.8
