encoder,target_domain,metric,method,repeat,shortlist_size,empirical_recall,mean,p_lower,p_upper
resnet50,clipart,brier_score,bayesian_d,-1,10,0.1,0.051699999999999996,0.0,0.1
resnet50,clipart,brier_score,bayesian_d,-1,25,0.1,0.0729,0.0,0.3
resnet50,clipart,brier_score,bayesian_d,-1,50,0.3,0.22760000000000002,0.1,0.5
resnet50,clipart,brier_score,bayesian_d,-1,100,0.5,0.45605000000000007,0.3,0.7
resnet50,clipart,brier_score,bayesian_d,-1,227,0.9,0.8583500000000003,0.8,1.0
resnet50,clipart,brier_score,domain_balance,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,domain_balance,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,domain_balance,-1,50,0.1,0.0976,0.1,0.1
resnet50,clipart,brier_score,domain_balance,-1,100,0.1,0.0976,0.1,0.1
resnet50,clipart,brier_score,domain_balance,-1,227,0.2,0.23905,0.1,0.3
resnet50,clipart,brier_score,dpp_subspace,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,dpp_subspace,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,dpp_subspace,-1,50,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,dpp_subspace,-1,100,0.1,0.13020000000000004,0.1,0.2
resnet50,clipart,brier_score,dpp_subspace,-1,227,0.2,0.30469999999999997,0.2,0.4
resnet50,clipart,brier_score,merged_effective_rank,-1,10,0.1,0.051699999999999996,0.0,0.1
resnet50,clipart,brier_score,merged_effective_rank,-1,25,0.1,0.06875,0.0,0.2
resnet50,clipart,brier_score,merged_effective_rank,-1,50,0.3,0.22760000000000002,0.1,0.5
resnet50,clipart,brier_score,merged_effective_rank,-1,100,0.5,0.45605000000000007,0.3,0.7
resnet50,clipart,brier_score,merged_effective_rank,-1,227,0.9,0.8583500000000003,0.8,1.0
resnet50,clipart,brier_score,random,0,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,0,25,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,0,50,0.0,0.0245,0.0,0.1
resnet50,clipart,brier_score,random,0,100,0.0,0.0302,0.0,0.1
resnet50,clipart,brier_score,random,0,227,0.4,0.39890000000000003,0.3,0.6
resnet50,clipart,brier_score,random,1,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,1,25,0.0,5e-05,0.0,0.0
resnet50,clipart,brier_score,random,1,50,0.1,0.09765,0.1,0.1
resnet50,clipart,brier_score,random,1,100,0.3,0.29764999999999997,0.3,0.3
resnet50,clipart,brier_score,random,1,227,0.4,0.37075,0.3,0.5
resnet50,clipart,brier_score,random,2,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,2,25,0.0,0.016300000000000005,0.0,0.1
resnet50,clipart,brier_score,random,2,50,0.1,0.1408,0.1,0.2
resnet50,clipart,brier_score,random,2,100,0.4,0.4423000000000001,0.4,0.6
resnet50,clipart,brier_score,random,2,227,0.6,0.6031999999999998,0.5,0.7
resnet50,clipart,brier_score,random,3,10,0.1,0.0913,0.0,0.1
resnet50,clipart,brier_score,random,3,25,0.1,0.0913,0.0,0.1
resnet50,clipart,brier_score,random,3,50,0.1,0.10080000000000001,0.0,0.2
resnet50,clipart,brier_score,random,3,100,0.1,0.10080000000000001,0.0,0.2
resnet50,clipart,brier_score,random,3,227,0.3,0.32445,0.2,0.4
resnet50,clipart,brier_score,random,4,10,0.1,0.051699999999999996,0.0,0.1
resnet50,clipart,brier_score,random,4,25,0.1,0.054450000000000005,0.0,0.1
resnet50,clipart,brier_score,random,4,50,0.2,0.15280000000000005,0.1,0.2
resnet50,clipart,brier_score,random,4,100,0.5,0.39765000000000006,0.3,0.5
resnet50,clipart,brier_score,random,4,227,0.5,0.45085000000000003,0.3,0.6
resnet50,clipart,brier_score,random,5,10,0.0,0.00075,0.0,0.0
resnet50,clipart,brier_score,random,5,25,0.0,0.00075,0.0,0.0
resnet50,clipart,brier_score,random,5,50,0.1,0.10075000000000003,0.1,0.1
resnet50,clipart,brier_score,random,5,100,0.1,0.10350000000000001,0.1,0.2
resnet50,clipart,brier_score,random,5,227,0.2,0.21700000000000003,0.2,0.3
resnet50,clipart,brier_score,random,6,10,0.0,0.00075,0.0,0.0
resnet50,clipart,brier_score,random,6,25,0.0,0.01705,0.0,0.1
resnet50,clipart,brier_score,random,6,50,0.0,0.02275,0.0,0.2
resnet50,clipart,brier_score,random,6,100,0.1,0.14725,0.1,0.3
resnet50,clipart,brier_score,random,6,227,0.4,0.46170000000000005,0.4,0.5
resnet50,clipart,brier_score,random,7,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,7,25,0.0,0.048299999999999996,0.0,0.1
resnet50,clipart,brier_score,random,7,50,0.0,0.048299999999999996,0.0,0.1
resnet50,clipart,brier_score,random,7,100,0.1,0.10000000000000002,0.0,0.2
resnet50,clipart,brier_score,random,7,227,0.6,0.6113,0.5,0.7
resnet50,clipart,brier_score,random,8,10,0.0,0.048299999999999996,0.0,0.1
resnet50,clipart,brier_score,random,8,25,0.0,0.048299999999999996,0.0,0.1
resnet50,clipart,brier_score,random,8,50,0.0,0.048299999999999996,0.0,0.1
resnet50,clipart,brier_score,random,8,100,0.2,0.24994999999999998,0.1,0.3
resnet50,clipart,brier_score,random,8,227,0.5,0.5614499999999999,0.5,0.7
resnet50,clipart,brier_score,random,9,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,9,25,0.2,0.14900000000000002,0.1,0.2
resnet50,clipart,brier_score,random,9,50,0.3,0.25645,0.2,0.3
resnet50,clipart,brier_score,random,9,100,0.3,0.26059999999999994,0.2,0.4
resnet50,clipart,brier_score,random,9,227,0.5,0.4543500000000001,0.4,0.5
resnet50,clipart,brier_score,random,10,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,10,25,0.0,0.0057,0.0,0.1
resnet50,clipart,brier_score,random,10,50,0.0,0.0057,0.0,0.1
resnet50,clipart,brier_score,random,10,100,0.1,0.13015000000000002,0.0,0.2
resnet50,clipart,brier_score,random,10,227,0.3,0.3456,0.3,0.5
resnet50,clipart,brier_score,random,11,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,11,25,0.0,0.024550000000000002,0.0,0.1
resnet50,clipart,brier_score,random,11,50,0.0,0.024550000000000002,0.0,0.1
resnet50,clipart,brier_score,random,11,100,0.1,0.11830000000000002,0.0,0.2
resnet50,clipart,brier_score,random,11,227,0.6,0.5581499999999998,0.4,0.7
resnet50,clipart,brier_score,random,12,10,0.0,0.00415,0.0,0.1
resnet50,clipart,brier_score,random,12,25,0.0,0.00415,0.0,0.1
resnet50,clipart,brier_score,random,12,50,0.0,0.006900000000000001,0.0,0.1
resnet50,clipart,brier_score,random,12,100,0.1,0.10450000000000001,0.1,0.2
resnet50,clipart,brier_score,random,12,227,0.3,0.2994,0.2,0.4
resnet50,clipart,brier_score,random,13,10,0.1,0.10000000000000002,0.1,0.1
resnet50,clipart,brier_score,random,13,25,0.1,0.10985000000000002,0.1,0.2
resnet50,clipart,brier_score,random,13,50,0.2,0.21605000000000008,0.2,0.3
resnet50,clipart,brier_score,random,13,100,0.3,0.30979999999999996,0.2,0.4
resnet50,clipart,brier_score,random,13,227,0.4,0.365,0.3,0.5
resnet50,clipart,brier_score,random,14,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,14,25,0.3,0.2984,0.2,0.4
resnet50,clipart,brier_score,random,14,50,0.3,0.2984,0.2,0.4
resnet50,clipart,brier_score,random,14,100,0.4,0.39355000000000007,0.3,0.5
resnet50,clipart,brier_score,random,14,227,0.5,0.45035000000000003,0.4,0.5
resnet50,clipart,brier_score,random,15,10,0.0,0.00275,0.0,0.1
resnet50,clipart,brier_score,random,15,25,0.0,0.00275,0.0,0.1
resnet50,clipart,brier_score,random,15,50,0.0,0.012600000000000002,0.0,0.1
resnet50,clipart,brier_score,random,15,100,0.1,0.14040000000000002,0.1,0.2
resnet50,clipart,brier_score,random,15,227,0.7,0.6299999999999999,0.5,0.7
resnet50,clipart,brier_score,random,16,10,0.0,0.0057,0.0,0.1
resnet50,clipart,brier_score,random,16,25,0.1,0.09945000000000001,0.0,0.2
resnet50,clipart,brier_score,random,16,50,0.1,0.09950000000000003,0.0,0.2
resnet50,clipart,brier_score,random,16,100,0.2,0.22400000000000003,0.1,0.3
resnet50,clipart,brier_score,random,16,227,0.2,0.27304999999999996,0.1,0.4
resnet50,clipart,brier_score,random,17,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,17,25,0.0,0.00875,0.0,0.1
resnet50,clipart,brier_score,random,17,50,0.1,0.10710000000000003,0.1,0.2
resnet50,clipart,brier_score,random,17,100,0.2,0.22340000000000002,0.2,0.3
resnet50,clipart,brier_score,random,17,227,0.4,0.50045,0.4,0.6
resnet50,clipart,brier_score,random,18,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,18,25,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,18,50,0.0,0.028900000000000002,0.0,0.1
resnet50,clipart,brier_score,random,18,100,0.1,0.128,0.1,0.2
resnet50,clipart,brier_score,random,18,227,0.5,0.528,0.4,0.6
resnet50,clipart,brier_score,random,19,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,19,25,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,19,50,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,random,19,100,0.0,0.0287,0.0,0.1
resnet50,clipart,brier_score,random,19,227,0.2,0.23705,0.2,0.3
resnet50,clipart,brier_score,second_moment_mmd,-1,10,0.1,0.10635000000000003,0.1,0.2
resnet50,clipart,brier_score,second_moment_mmd,-1,25,0.2,0.20150000000000007,0.1,0.3
resnet50,clipart,brier_score,second_moment_mmd,-1,50,0.5,0.4761,0.4,0.6
resnet50,clipart,brier_score,second_moment_mmd,-1,100,0.8,0.8009000000000001,0.7,0.9
resnet50,clipart,brier_score,second_moment_mmd,-1,227,0.9,0.8583500000000003,0.8,1.0
resnet50,clipart,brier_score,target_a,-1,10,0.0,0.00875,0.0,0.1
resnet50,clipart,brier_score,target_a,-1,25,0.4,0.30535,0.2,0.4
resnet50,clipart,brier_score,target_a,-1,50,0.5,0.42579999999999996,0.3,0.6
resnet50,clipart,brier_score,target_a,-1,100,0.6,0.5564,0.4,0.7
resnet50,clipart,brier_score,target_a,-1,227,0.9,0.8583500000000003,0.8,1.0
resnet50,clipart,brier_score,target_energy,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,target_energy,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,target_energy,-1,50,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,target_energy,-1,100,0.0,0.0,0.0,0.0
resnet50,clipart,brier_score,target_energy,-1,227,0.5,0.5439499999999999,0.3,0.7
resnet50,clipart,squared_loss,bayesian_d,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,bayesian_d,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,bayesian_d,-1,50,0.0,0.01565,0.0,0.1
resnet50,clipart,squared_loss,bayesian_d,-1,100,0.1,0.10600000000000002,0.0,0.2
resnet50,clipart,squared_loss,bayesian_d,-1,227,0.9,0.8282,0.6,1.0
resnet50,clipart,squared_loss,domain_balance,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,domain_balance,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,domain_balance,-1,50,0.1,0.0946,0.0,0.1
resnet50,clipart,squared_loss,domain_balance,-1,100,0.3,0.24295,0.1,0.3
resnet50,clipart,squared_loss,domain_balance,-1,227,0.7,0.5855,0.4,0.7
resnet50,clipart,squared_loss,dpp_subspace,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,dpp_subspace,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,dpp_subspace,-1,50,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,dpp_subspace,-1,100,0.0,0.0188,0.0,0.1
resnet50,clipart,squared_loss,dpp_subspace,-1,227,0.2,0.1567,0.0,0.3
resnet50,clipart,squared_loss,merged_effective_rank,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,merged_effective_rank,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,merged_effective_rank,-1,50,0.0,0.01565,0.0,0.1
resnet50,clipart,squared_loss,merged_effective_rank,-1,100,0.1,0.10600000000000002,0.0,0.2
resnet50,clipart,squared_loss,merged_effective_rank,-1,227,0.9,0.8282,0.6,1.0
resnet50,clipart,squared_loss,random,0,10,0.1,0.08705000000000002,0.0,0.1
resnet50,clipart,squared_loss,random,0,25,0.1,0.08730000000000002,0.0,0.1
resnet50,clipart,squared_loss,random,0,50,0.1,0.09145000000000002,0.0,0.2
resnet50,clipart,squared_loss,random,0,100,0.2,0.17670000000000005,0.1,0.2
resnet50,clipart,squared_loss,random,0,227,0.5,0.5123499999999999,0.4,0.7
resnet50,clipart,squared_loss,random,1,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,1,25,0.1,0.09185000000000001,0.0,0.1
resnet50,clipart,squared_loss,random,1,50,0.3,0.23345000000000002,0.1,0.3
resnet50,clipart,squared_loss,random,1,100,0.3,0.2496,0.1,0.4
resnet50,clipart,squared_loss,random,1,227,0.5,0.40265,0.2,0.6
resnet50,clipart,squared_loss,random,2,10,0.0,0.03025,0.0,0.1
resnet50,clipart,squared_loss,random,2,25,0.0,0.0472,0.0,0.2
resnet50,clipart,squared_loss,random,2,50,0.1,0.18575,0.1,0.4
resnet50,clipart,squared_loss,random,2,100,0.4,0.465,0.3,0.6
resnet50,clipart,squared_loss,random,2,227,0.7,0.7079499999999999,0.6,0.8
resnet50,clipart,squared_loss,random,3,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,3,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,3,50,0.1,0.04875,0.0,0.1
resnet50,clipart,squared_loss,random,3,100,0.2,0.19140000000000004,0.1,0.3
resnet50,clipart,squared_loss,random,3,227,0.4,0.39185000000000003,0.3,0.5
resnet50,clipart,squared_loss,random,4,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,4,25,0.1,0.1382,0.0,0.2
resnet50,clipart,squared_loss,random,4,50,0.2,0.2769,0.1,0.4
resnet50,clipart,squared_loss,random,4,100,0.4,0.44670000000000004,0.3,0.6
resnet50,clipart,squared_loss,random,4,227,0.4,0.4551,0.3,0.7
resnet50,clipart,squared_loss,random,5,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,5,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,5,50,0.0,0.001,0.0,0.0
resnet50,clipart,squared_loss,random,5,100,0.1,0.13260000000000002,0.0,0.2
resnet50,clipart,squared_loss,random,5,227,0.3,0.36455,0.2,0.5
resnet50,clipart,squared_loss,random,6,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,6,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,6,50,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,6,100,0.0,0.01925,0.0,0.1
resnet50,clipart,squared_loss,random,6,227,0.4,0.38635,0.2,0.5
resnet50,clipart,squared_loss,random,7,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,7,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,7,50,0.1,0.09295000000000002,0.0,0.2
resnet50,clipart,squared_loss,random,7,100,0.1,0.1254,0.0,0.3
resnet50,clipart,squared_loss,random,7,227,0.4,0.44705000000000006,0.3,0.6
resnet50,clipart,squared_loss,random,8,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,8,25,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,8,50,0.0,5e-05,0.0,0.0
resnet50,clipart,squared_loss,random,8,100,0.3,0.28599999999999987,0.2,0.3
resnet50,clipart,squared_loss,random,8,227,0.5,0.4995,0.4,0.6
resnet50,clipart,squared_loss,random,9,10,0.1,0.04875,0.0,0.1
resnet50,clipart,squared_loss,random,9,25,0.2,0.14195,0.0,0.2
resnet50,clipart,squared_loss,random,9,50,0.4,0.2816,0.1,0.4
resnet50,clipart,squared_loss,random,9,100,0.5,0.41020000000000006,0.2,0.6
resnet50,clipart,squared_loss,random,9,227,0.5,0.46764999999999995,0.3,0.6
resnet50,clipart,squared_loss,random,10,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,10,25,0.0,0.039700000000000006,0.0,0.1
resnet50,clipart,squared_loss,random,10,50,0.0,0.03975,0.0,0.1
resnet50,clipart,squared_loss,random,10,100,0.0,0.06845,0.0,0.2
resnet50,clipart,squared_loss,random,10,227,0.2,0.2975,0.2,0.5
resnet50,clipart,squared_loss,random,11,10,0.0,0.0059,0.0,0.1
resnet50,clipart,squared_loss,random,11,25,0.0,0.01,0.0,0.1
resnet50,clipart,squared_loss,random,11,50,0.1,0.10185000000000001,0.0,0.2
resnet50,clipart,squared_loss,random,11,100,0.3,0.23875,0.1,0.4
resnet50,clipart,squared_loss,random,11,227,0.7,0.6612999999999999,0.5,0.8
resnet50,clipart,squared_loss,random,12,10,0.0,0.0059,0.0,0.1
resnet50,clipart,squared_loss,random,12,25,0.0,0.0059,0.0,0.1
resnet50,clipart,squared_loss,random,12,50,0.0,0.05105,0.0,0.2
resnet50,clipart,squared_loss,random,12,100,0.2,0.19685000000000002,0.1,0.3
resnet50,clipart,squared_loss,random,12,227,0.3,0.25660000000000005,0.1,0.4
resnet50,clipart,squared_loss,random,13,10,0.0,0.001,0.0,0.0
resnet50,clipart,squared_loss,random,13,25,0.1,0.063,0.0,0.1
resnet50,clipart,squared_loss,random,13,50,0.2,0.1575,0.0,0.3
resnet50,clipart,squared_loss,random,13,100,0.3,0.2101,0.1,0.3
resnet50,clipart,squared_loss,random,13,227,0.6,0.5726499999999999,0.4,0.7
resnet50,clipart,squared_loss,random,14,10,0.0,0.00075,0.0,0.0
resnet50,clipart,squared_loss,random,14,25,0.1,0.11440000000000003,0.1,0.2
resnet50,clipart,squared_loss,random,14,50,0.1,0.12030000000000003,0.1,0.2
resnet50,clipart,squared_loss,random,14,100,0.2,0.21690000000000004,0.1,0.3
resnet50,clipart,squared_loss,random,14,227,0.4,0.3524,0.2,0.5
resnet50,clipart,squared_loss,random,15,10,0.0,0.0445,0.0,0.1
resnet50,clipart,squared_loss,random,15,25,0.0,0.0445,0.0,0.1
resnet50,clipart,squared_loss,random,15,50,0.2,0.18630000000000005,0.0,0.3
resnet50,clipart,squared_loss,random,15,100,0.4,0.3996,0.3,0.5
resnet50,clipart,squared_loss,random,15,227,0.7,0.6667499999999997,0.6,0.8
resnet50,clipart,squared_loss,random,16,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,random,16,25,0.0,0.0030499999999999998,0.0,0.1
resnet50,clipart,squared_loss,random,16,50,0.1,0.09490000000000003,0.0,0.1
resnet50,clipart,squared_loss,random,16,100,0.3,0.27735,0.1,0.4
resnet50,clipart,squared_loss,random,16,227,0.3,0.29345,0.2,0.4
resnet50,clipart,squared_loss,random,17,10,0.1,0.09370000000000002,0.0,0.1
resnet50,clipart,squared_loss,random,17,25,0.1,0.10160000000000002,0.0,0.2
resnet50,clipart,squared_loss,random,17,50,0.2,0.20645000000000005,0.1,0.3
resnet50,clipart,squared_loss,random,17,100,0.3,0.30625,0.2,0.4
resnet50,clipart,squared_loss,random,17,227,0.4,0.42369999999999997,0.3,0.6
resnet50,clipart,squared_loss,random,18,10,0.1,0.08510000000000001,0.0,0.1
resnet50,clipart,squared_loss,random,18,25,0.1,0.10355000000000002,0.0,0.2
resnet50,clipart,squared_loss,random,18,50,0.2,0.19505000000000003,0.1,0.3
resnet50,clipart,squared_loss,random,18,100,0.3,0.29995000000000005,0.2,0.5
resnet50,clipart,squared_loss,random,18,227,0.6,0.6266999999999999,0.5,0.8
resnet50,clipart,squared_loss,random,19,10,0.0,0.015149999999999999,0.0,0.1
resnet50,clipart,squared_loss,random,19,25,0.0,0.015149999999999999,0.0,0.1
resnet50,clipart,squared_loss,random,19,50,0.0,0.0152,0.0,0.1
resnet50,clipart,squared_loss,random,19,100,0.1,0.13470000000000004,0.0,0.2
resnet50,clipart,squared_loss,random,19,227,0.4,0.46370000000000006,0.3,0.6
resnet50,clipart,squared_loss,second_moment_mmd,-1,10,0.3,0.23695,0.1,0.3
resnet50,clipart,squared_loss,second_moment_mmd,-1,25,0.4,0.3287,0.2,0.4
resnet50,clipart,squared_loss,second_moment_mmd,-1,50,0.6,0.5650499999999999,0.4,0.7
resnet50,clipart,squared_loss,second_moment_mmd,-1,100,0.9,0.8629000000000002,0.7,1.0
resnet50,clipart,squared_loss,second_moment_mmd,-1,227,1.0,1.0,1.0,1.0
resnet50,clipart,squared_loss,target_a,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,squared_loss,target_a,-1,25,0.1,0.1004,0.0,0.2
resnet50,clipart,squared_loss,target_a,-1,50,0.2,0.15655000000000002,0.0,0.3
resnet50,clipart,squared_loss,target_a,-1,100,0.6,0.58105,0.4,0.7
resnet50,clipart,squared_loss,target_a,-1,227,1.0,1.0,1.0,1.0
resnet50,clipart,squared_loss,target_energy,-1,10,0.0,0.04175,0.0,0.1
resnet50,clipart,squared_loss,target_energy,-1,25,0.1,0.16390000000000005,0.0,0.3
resnet50,clipart,squared_loss,target_energy,-1,50,0.1,0.16390000000000005,0.0,0.3
resnet50,clipart,squared_loss,target_energy,-1,100,0.1,0.1735,0.0,0.4
resnet50,clipart,squared_loss,target_energy,-1,227,0.8,0.7937000000000001,0.7,0.9
resnet50,clipart,nll,bayesian_d,-1,10,0.1,0.04724999999999999,0.0,0.1
resnet50,clipart,nll,bayesian_d,-1,25,0.1,0.0719,0.0,0.2
resnet50,clipart,nll,bayesian_d,-1,50,0.3,0.24525,0.1,0.4
resnet50,clipart,nll,bayesian_d,-1,100,0.5,0.4801,0.3,0.7
resnet50,clipart,nll,bayesian_d,-1,227,0.9,0.8902500000000002,0.8,1.0
resnet50,clipart,nll,domain_balance,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,domain_balance,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,nll,domain_balance,-1,50,0.1,0.0966,0.0,0.1
resnet50,clipart,nll,domain_balance,-1,100,0.1,0.0966,0.0,0.1
resnet50,clipart,nll,domain_balance,-1,227,0.2,0.24445000000000003,0.1,0.4
resnet50,clipart,nll,dpp_subspace,-1,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,dpp_subspace,-1,25,0.0,0.0,0.0,0.0
resnet50,clipart,nll,dpp_subspace,-1,50,0.0,0.0,0.0,0.0
resnet50,clipart,nll,dpp_subspace,-1,100,0.1,0.12135000000000003,0.1,0.2
resnet50,clipart,nll,dpp_subspace,-1,227,0.2,0.28604999999999997,0.2,0.4
resnet50,clipart,nll,merged_effective_rank,-1,10,0.1,0.04724999999999999,0.0,0.1
resnet50,clipart,nll,merged_effective_rank,-1,25,0.1,0.06975,0.0,0.2
resnet50,clipart,nll,merged_effective_rank,-1,50,0.3,0.24525,0.1,0.4
resnet50,clipart,nll,merged_effective_rank,-1,100,0.5,0.4801,0.3,0.7
resnet50,clipart,nll,merged_effective_rank,-1,227,0.9,0.8902500000000002,0.8,1.0
resnet50,clipart,nll,random,0,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,0,25,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,0,50,0.0,0.0181,0.0,0.1
resnet50,clipart,nll,random,0,100,0.0,0.02135,0.0,0.1
resnet50,clipart,nll,random,0,227,0.4,0.3937,0.3,0.6
resnet50,clipart,nll,random,1,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,1,25,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,1,50,0.1,0.0966,0.0,0.1
resnet50,clipart,nll,random,1,100,0.3,0.2965999999999999,0.2,0.3
resnet50,clipart,nll,random,1,227,0.4,0.3763,0.3,0.5
resnet50,clipart,nll,random,2,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,2,25,0.0,0.02185,0.0,0.1
resnet50,clipart,nll,random,2,50,0.1,0.13995000000000002,0.1,0.2
resnet50,clipart,nll,random,2,100,0.4,0.4297000000000001,0.4,0.5
resnet50,clipart,nll,random,2,227,0.6,0.6143999999999998,0.5,0.7
resnet50,clipart,nll,random,3,10,0.1,0.08335000000000001,0.0,0.1
resnet50,clipart,nll,random,3,25,0.1,0.08335000000000001,0.0,0.1
resnet50,clipart,nll,random,3,50,0.1,0.10140000000000002,0.0,0.2
resnet50,clipart,nll,random,3,100,0.1,0.10140000000000002,0.0,0.2
resnet50,clipart,nll,random,3,227,0.3,0.31634999999999996,0.2,0.4
resnet50,clipart,nll,random,4,10,0.1,0.04724999999999999,0.0,0.1
resnet50,clipart,nll,random,4,25,0.1,0.051649999999999995,0.0,0.2
resnet50,clipart,nll,random,4,50,0.2,0.1496,0.1,0.2
resnet50,clipart,nll,random,4,100,0.5,0.4166,0.3,0.5
resnet50,clipart,nll,random,4,227,0.5,0.44570000000000004,0.3,0.6
resnet50,clipart,nll,random,5,10,0.0,0.00065,0.0,0.0
resnet50,clipart,nll,random,5,25,0.0,0.00065,0.0,0.0
resnet50,clipart,nll,random,5,50,0.1,0.10065000000000002,0.1,0.1
resnet50,clipart,nll,random,5,100,0.1,0.10505,0.1,0.2
resnet50,clipart,nll,random,5,227,0.2,0.22635000000000002,0.2,0.3
resnet50,clipart,nll,random,6,10,0.0,0.00065,0.0,0.0
resnet50,clipart,nll,random,6,25,0.0,0.0225,0.0,0.1
resnet50,clipart,nll,random,6,50,0.0,0.02575,0.0,0.1
resnet50,clipart,nll,random,6,100,0.1,0.14385000000000003,0.1,0.3
resnet50,clipart,nll,random,6,227,0.4,0.47335000000000005,0.4,0.6
resnet50,clipart,nll,random,7,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,7,25,0.0,0.0263,0.0,0.1
resnet50,clipart,nll,random,7,50,0.0,0.0263,0.0,0.1
resnet50,clipart,nll,random,7,100,0.1,0.07344999999999999,0.0,0.1
resnet50,clipart,nll,random,7,227,0.6,0.5752499999999999,0.5,0.7
resnet50,clipart,nll,random,8,10,0.0,0.0263,0.0,0.1
resnet50,clipart,nll,random,8,25,0.0,0.0263,0.0,0.1
resnet50,clipart,nll,random,8,50,0.0,0.0263,0.0,0.1
resnet50,clipart,nll,random,8,100,0.2,0.22410000000000002,0.1,0.3
resnet50,clipart,nll,random,8,227,0.5,0.5458999999999999,0.5,0.7
resnet50,clipart,nll,random,9,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,9,25,0.2,0.17010000000000003,0.1,0.2
resnet50,clipart,nll,random,9,50,0.3,0.2810999999999999,0.2,0.4
resnet50,clipart,nll,random,9,100,0.3,0.28324999999999995,0.2,0.4
resnet50,clipart,nll,random,9,227,0.5,0.48005000000000003,0.4,0.6
resnet50,clipart,nll,random,10,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,10,25,0.0,0.00325,0.0,0.1
resnet50,clipart,nll,random,10,50,0.0,0.00325,0.0,0.1
resnet50,clipart,nll,random,10,100,0.1,0.12040000000000002,0.1,0.2
resnet50,clipart,nll,random,10,227,0.3,0.3409499999999999,0.3,0.5
resnet50,clipart,nll,random,11,10,0.0,0.0,0.0,0.0
resnet50,clipart,nll,random,11,25,0.0,0.018200000000000004,0.0,0.1
resnet50,clipart,nll,random,11,50,0.0,0.018200000000000004,0.0,0.1
