method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
kcenter_subspace,3,beans,4,0.25,0.16666666666666666,0.004158606326902875,0.2412333443925092,0.008984374999999989,0.8571428571428572,0.25,0.16666666666666666,3.0,0.8235294117647058
kcenter_subspace,3,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.03109244229632305,-0.0016489386558532493,0.8571428571428572,0.5,0.375,3.0,0.8235294117647058
kcenter_subspace,3,eurosat,4,0.25,0.3333333333333333,0.0007000029329459478,0.05310220585556225,0.001259258389472967,0.8571428571428572,0.25,0.41666666666666663,3.0,0.8235294117647058
kcenter_subspace,3,flowers102,4,0.25,0.25,0.003823530872662878,0.0978850362459836,0.001059982180595359,0.8571428571428572,0.25,0.25,3.0,0.8235294117647058
kcenter_subspace,3,food101,4,0.5,0.25,0.0031399997234344557,0.11032536646860591,0.00394999384880064,0.8571428571428572,0.5,0.25,3.0,0.8235294117647058
kcenter_subspace,3,gtsrb,4,0.75,0.41666666666666663,0.0009633322487274665,0.041051102490038155,0.0010400027036666926,0.8571428571428572,0.75,0.41666666666666663,3.0,0.8235294117647058
kcenter_subspace,3,oxford_pets,4,0.75,0.3333333333333333,0.0015036229864842654,0.052201254403264105,0.003338786959648149,0.8571428571428572,0.75,0.3333333333333333,3.0,0.8235294117647058
kcenter_subspace,5,beans,4,0.25,0.25,0.0035783364465743206,0.2089716008940798,0.017968749999999978,0.7619047619047619,0.25,0.25,5.0,0.7058823529411764
kcenter_subspace,5,dtd,4,0.5,0.3333333333333333,0.0008333361148834262,0.03109244229632305,-0.0016489386558532493,0.7619047619047619,0.5,0.375,5.0,0.7058823529411764
kcenter_subspace,5,eurosat,4,0.25,0.3333333333333333,0.0007000029329459478,0.05310220585556225,0.001259258389472967,0.7619047619047619,0.25,0.41666666666666663,5.0,0.7058823529411764
