dataset,encoder,target_domain,budget,method,repeat,selected,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,evaluation_cache_hit,squared_loss,brier_score,nll,accuracy,macro_f1,ece
pacs,resnet50,art_painting,1,random,10,sketch__block_02,963,0b9ecd8b6f6e215b99577067374268f12a2a3944518127671a4eb187d886d775,1415,1.0,dual,0.16845800913870335,1,0.857479782319314,0.8328684278713796,1.8671993805071763,0.3321554770318021,0.322853899291495,0.1576603810509477
pacs,resnet50,art_painting,1,random,11,cartoon__block_00,596,b0f86f43776b9fcdda1ad2153e3a7fb233f177b4b908e0cb299f0fbc5deff6bd,1415,1.0,dual,0.13163927383720875,1,0.521518169719777,0.766978970921496,1.6769884783016489,0.6982332155477032,0.678846720508243,0.49878893883657544
pacs,resnet50,art_painting,1,random,12,sketch__block_01,976,5859512888918069846e37dc905c6d8634fd89f0dcfa08be1508764ff757fc6e,1415,1.0,dual,0.16851318068802357,0,0.8910652733522844,0.8342351935421666,1.870845436332544,0.25371024734982334,0.26167755232826057,0.07282202551057389
pacs,resnet50,art_painting,1,random,13,cartoon__block_01,569,30cc0052be5a1acf771d81b70cfe2d8bc46ea21a57c6edb44466b0f33980c75f,1415,1.0,dual,0.12753584049642086,1,0.5013064712001416,0.7618651315879117,1.6636527058655974,0.7229681978798587,0.7018618992994468,0.5224682798182381
pacs,resnet50,art_painting,1,random,14,photo__block_01,415,48860612660737aebc7ae8b8f40446243a3ec939aa8720ec0ac4e262af8d14a5,1415,1.0,dual,0.05553775653243065,1,0.5066769910158421,0.7710325426552378,1.6937246603333251,0.6826855123674912,0.6784024984750747,0.48849419501280716
pacs,resnet50,art_painting,1,random,15,cartoon__block_03,595,f9f628d428eec6d6519650f8168db85b35af2d5ecb78dab0523059ff4203ae4e,1415,1.0,dual,0.0703307893127203,1,0.5140177633577079,0.7612033360551025,1.6641865063804806,0.6826855123674912,0.6594980430902199,0.4791003895763922
pacs,resnet50,art_painting,1,random,16,photo__block_02,395,3eb8ad01ac4570e6423b78af100179402d569f187fa6bd8309224db6080bc14c,1415,1.0,dual,0.05942964926362038,0,0.5048516977281763,0.774092117541733,1.6997893285387022,0.742756183745583,0.73363368780782,0.5521743071453317
pacs,resnet50,art_painting,1,random,17,cartoon__block_01,569,30cc0052be5a1acf771d81b70cfe2d8bc46ea21a57c6edb44466b0f33980c75f,1415,1.0,dual,0.12753584049642086,1,0.5013064712001416,0.7618651315879117,1.6636527058655974,0.7229681978798587,0.7018618992994468,0.5224682798182381
pacs,resnet50,art_painting,1,random,18,sketch__block_01,976,5859512888918069846e37dc905c6d8634fd89f0dcfa08be1508764ff757fc6e,1415,1.0,dual,0.16851318068802357,1,0.8910652733522844,0.8342351935421666,1.870845436332544,0.25371024734982334,0.26167755232826057,0.07282202551057389
pacs,resnet50,art_painting,1,random,19,cartoon__block_01,569,30cc0052be5a1acf771d81b70cfe2d8bc46ea21a57c6edb44466b0f33980c75f,1415,1.0,dual,0.12753584049642086,1,0.5013064712001416,0.7618651315879117,1.6636527058655974,0.7229681978798587,0.7018618992994468,0.5224682798182381
