encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,passes_90pct_recall_at_50pct_removal
clip_b32,dpp_subspace,3,7,7,0.7142857142857143,0.5714285714285714,0.0013925940409389437,0.04206861254322445,0.00167713846479145,0.8571428571428572,False
clip_b32,dpp_subspace,5,7,7,0.8571428571428571,0.6666666666666666,0.0008123234340122901,0.014795893929003734,-0.00010857582092284521,0.7619047619047619,False
clip_b32,dpp_subspace,10,7,7,1.0,0.9523809523809524,0.0,0.0,0.0,0.5238095238095238,True
clip_b32,facility_subspace,3,7,7,0.14285714285714285,0.3333333333333333,0.0031584453427595687,0.14429702953354148,0.00526071446282523,0.8571428571428572,False
clip_b32,facility_subspace,5,7,7,0.14285714285714285,0.5714285714285714,0.002068850720242797,0.08915243891273285,0.0052564706121172354,0.7619047619047619,False
clip_b32,facility_subspace,10,7,7,0.2857142857142857,0.619047619047619,0.0014885801133161433,0.061879720298512124,0.00347075632640294,0.5238095238095238,False
clip_b32,full_merged_rank,3,7,7,0.7142857142857143,0.5714285714285714,0.0013925940409389437,0.04206861254322445,0.00167713846479145,0.8571428571428572,False
clip_b32,full_merged_rank,5,7,7,0.8571428571428571,0.9047619047619048,0.0005802706069266536,0.027272718614220714,0.0017857142857142952,0.7619047619047619,False
clip_b32,full_merged_rank,10,7,7,1.0,0.9523809523809524,0.0,0.0,0.0,0.5238095238095238,True
clip_b32,kcenter_subspace,3,7,7,0.0,0.2857142857142857,0.005375106727446978,0.17292951149791172,0.008954361506870836,0.8571428571428572,False
clip_b32,kcenter_subspace,5,7,7,0.0,0.33333333333333337,0.005375106727446978,0.17292951149791172,0.008954361506870836,0.7619047619047619,False
clip_b32,kcenter_subspace,10,7,7,0.14285714285714285,0.619047619047619,0.002068850720242797,0.08915243891273285,0.0052564706121172354,0.5238095238095238,False
clip_b32,pool_vendi_subspace,3,7,7,0.0,0.2857142857142857,0.005375106727446978,0.17292951149791172,0.008954361506870836,0.8571428571428572,False
clip_b32,pool_vendi_subspace,5,7,7,0.0,0.2857142857142857,0.005375106727446978,0.17292951149791172,0.008954361506870836,0.7619047619047619,False
clip_b32,pool_vendi_subspace,10,7,7,0.7142857142857143,0.5714285714285714,0.0013925940409389437,0.04206861254322445,0.00167713846479145,0.5238095238095238,False
clip_b32,random,3,700,7,0.14285714285714285,0.1419047619047619,0.008416266267119122,0.30399553309534766,0.010001798374312266,0.8571428571428572,False
clip_b32,random,5,700,7,0.2357142857142857,0.23714285714285716,0.005714492550441313,0.21153931668147583,0.006876718742506851,0.7619047619047619,False
clip_b32,random,10,700,7,0.47,0.4590476190476191,0.002964437842825599,0.1057649641959843,0.0039625215360096595,0.5238095238095238,False
clip_b32,rank_only,3,7,7,0.7142857142857143,0.5714285714285714,0.0013925940409389437,0.04206861254322445,0.00167713846479145,0.8571428571428572,False
clip_b32,rank_only,5,7,7,0.8571428571428571,0.9047619047619048,0.0005802706069266536,0.027272718614220714,0.0017857142857142952,0.7619047619047619,False
clip_b32,rank_only,10,7,7,1.0,0.9523809523809524,0.0,0.0,0.0,0.5238095238095238,True
