encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_examples,target_validation_protocol,target_cv_folds,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
clip_b32,bloodmnist,medical,0,beans,0.8897485520899642,0.011666914087808128,0.8750001192|0.8792270422|0.8937197924|0.9077669382|0.8932038546,1034,stratified_5_fold,5,20260905,0.8828125,500,600,256,128,0.01,1.891947515308857,0.15348233841359615,npu:5
clip_b32,bloodmnist,medical,0,dtd,0.6598404526710511,0.014307397899340888,0.6742021441|0.6595745087|0.6635638475|0.6329787970|0.6688829660,3760,stratified_5_fold,5,20260905,0.6797872185707092,500,600,256,128,0.01,1.891947515308857,0.07810979895293713,npu:5
clip_b32,bloodmnist,medical,0,eurosat,0.9009999963283539,0.012566150220851481,0.8866798878|0.9071856737|0.9199199677|0.9037110806|0.8875501752,5000,stratified_5_fold,5,20260905,0.9103703498840332,500,600,256,128,0.01,1.891947515308857,0.05417231656610966,npu:5
clip_b32,bloodmnist,medical,0,flowers102,0.8235294818878174,0.014541556757142257,0.8186275363|0.8480392694|0.8039216399|0.8186275363|0.8284314275,1020,stratified_5_fold,5,20260905,0.8359999656677246,500,600,256,128,0.01,1.891947515308857,0.044278066605329514,npu:5
clip_b32,bloodmnist,medical,0,food101,0.6898000383377075,0.008426046056633744,0.6871287227|0.6811881661|0.6970297098|0.7019802332|0.6812500954,5000,stratified_5_fold,5,20260905,0.7389999628067017,500,600,256,128,0.01,1.891947515308857,0.0410695169121027,npu:5
clip_b32,bloodmnist,medical,0,gtsrb,0.8004000203967094,0.011263349691383413,0.8131760359|0.7910447717|0.7992007732|0.8128772974|0.7853510380,5000,stratified_5_fold,5,20260905,0.7447999715805054,500,600,256,128,0.01,1.891947515308857,0.040051672607660294,npu:5
clip_b32,bloodmnist,medical,0,oxford_pets,0.823097832986842,0.010710478059938697,0.8200269938|0.8288043737|0.8152174354|0.8408163786|0.8106266856,3680,stratified_5_fold,5,20260905,0.7819569110870361,500,600,256,128,0.01,1.891947515308857,0.036720361560583115,npu:5
clip_b32,bloodmnist,medical,1,beans,0.8655705941945487,0.021610814958432253,0.8990384936|0.8309178352|0.8647342920|0.8640776873|0.8689320087,1034,stratified_5_fold,5,20260905,0.875,500,600,256,128,0.01,1.1169043369591236,0.039327772334218025,npu:5
clip_b32,bloodmnist,medical,1,dtd,0.6627659797668457,0.009081608690996803,0.6742022038|0.6515957713|0.6529254913|0.6702128053|0.6648936272,3760,stratified_5_fold,5,20260905,0.6638298034667969,500,600,256,128,0.01,1.1169043369591236,0.041576897725462914,npu:5
clip_b32,bloodmnist,medical,1,eurosat,0.9046000095129013,0.012873039100122437,0.8827037811|0.9061876535|0.9219219685|0.9107321501|0.9016064405,5000,stratified_5_fold,5,20260905,0.9129629731178284,500,600,256,128,0.01,1.1169043369591236,0.034714676439762115,npu:5
