encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_partition_accuracies,validation_accuracy_std_across_partitions,validation_examples,unique_validation_examples,target_validation_protocol,target_cv_folds,target_cv_partitions,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
dinov2_b14,bloodmnist,medical,1,flowers102,0.9986928264300028,0.0021677021338159345,1.0000000000|1.0000000000|0.9950980544|1.0000000000|1.0000000000|0.9950981140|1.0000000000|0.9950981140|1.0000000000|0.9950981140|1.0000000000|1.0000000000|1.0000000000|1.0000000000|1.0000000000,0.9990196109|0.9970588684|1.0000000000,0.0012227441320029168,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9943999648094177,500,600,256,128,0.01,1.2192618157714605,0.11469538323581219,npu:4
dinov2_b14,bloodmnist,medical,1,food101,0.7492666938702266,0.009909405325180911,0.7643564939|0.7435643673|0.7554455400|0.7465346456|0.7510417104|0.7376238108|0.7415841818|0.7633663416|0.7306931019|0.7656250596|0.7425742745|0.7574257851|0.7425742745|0.7495049834|0.7479166985,0.7522000198|0.7476000335|0.7480000283,0.002080592842465964,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7991999387741089,500,600,256,128,0.01,1.2192618157714605,0.13055051676928997,npu:4
dinov2_b14,bloodmnist,medical,1,gtsrb,0.6361333417534828,0.012836415991232057,0.6224189401|0.6597014666|0.6453546882|0.6237424612|0.6439471245|0.6597837210|0.6238805652|0.6403596401|0.6287726164|0.6256358624|0.6322517395|0.6348258257|0.6183816195|0.6327967644|0.6500508785,0.6390000217|0.6358000091|0.6335999945,0.0022171162330135307,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.5183999538421631,500,600,256,128,0.01,1.2192618157714605,0.14269821718335152,npu:4
dinov2_b14,bloodmnist,medical,1,oxford_pets,0.9416666595508224,0.006343433744233967,0.9472259283|0.9429347515|0.9442934990|0.9387755990|0.9332424402|0.9472258687|0.9415761232|0.9402173758|0.9428572059|0.9400544763|0.9323409200|0.9497282505|0.9456521869|0.9510204792|0.9277929068,0.9413043396|0.9423912946|0.9413043444,0.0005123943552420481,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.934859573841095,500,600,256,128,0.01,1.2192618157714605,0.14730854332447052,npu:4
dinov2_b14,bloodmnist,medical,2,beans,0.9184397208659899,0.01480558845734963,0.9086538553|0.9178743958|0.9130434990|0.8932039142|0.9417475462|0.9182692766|0.9178743958|0.8840579987|0.9223300219|0.9320387840|0.9230769873|0.9130434990|0.9323671460|0.9368931651|0.9223301411,0.9148936238|0.9148936066|0.9255319322,0.005014950759484303,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.921875,500,600,256,128,0.01,1.1668964214622974,0.08618589490652084,npu:4
dinov2_b14,bloodmnist,medical,2,dtd,0.7339539249738057,0.013755150406789726,0.7526595592|0.7234042883|0.7406915426|0.7074468136|0.7606383562|0.7380319238|0.7353723645|0.7460106611|0.7101063728|0.7380319834|0.7367021441|0.7247340679|0.7380319834|0.7300531864|0.7273936272,0.7369681120|0.7335106611|0.7313830018,0.0023015539795735135,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7409574389457703,500,600,256,128,0.01,1.1668964214622974,0.10042369551956654,npu:4
dinov2_b14,bloodmnist,medical,2,eurosat,0.9093999827345213,0.0059945170405407535,0.9055665731|0.9131736755|0.9089089632|0.9157472253|0.9026104212|0.9055665731|0.9101796150|0.8968968987|0.9167502522|0.9026104212|0.9174949527|0.9121756554|0.9049048424|0.9117351770|0.9166666269,0.9092000026|0.9063999859|0.9125999597,0.0025350756400533505,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9088888764381409,500,600,256,128,0.01,1.1668964214622974,0.10393331572413445,npu:4
dinov2_b14,bloodmnist,medical,2,flowers102,0.9977124293645222,0.0030305814585469834,1.0000000000|1.0000000000|0.9950980544|0.9950980544|1.0000000000|1.0000000000|0.9950980544|0.9901961088|1.0000000000|1.0000000000|1.0000000000|0.9950980544|1.0000000000|1.0000000000|0.9950981140,0.9980392218|0.9970588326|0.9980392337,0.00046216267226677747,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.9941999912261963,500,600,256,128,0.01,1.1668964214622974,0.11337861977517605,npu:4
dinov2_b14,bloodmnist,medical,2,food101,0.7564000321229299,0.010467054159409513,0.7574257851|0.7623763084|0.7574257851|0.7653465271|0.7385417223|0.7485148907|0.7524752617|0.7663366795|0.7485148907|0.7750000954|0.7356435657|0.7544554472|0.7603960633|0.7693068981|0.7541667223,0.7564000406|0.7580000463|0.7548000095,0.0013064095383975179,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7973999977111816,500,600,256,128,0.01,1.1668964214622974,0.11267442628741264,npu:4
dinov2_b14,bloodmnist,medical,2,gtsrb,0.6424666771173477,0.012540634658934131,0.6411013007|0.6338308454|0.6443556547|0.6539235711|0.6581892371|0.6597837210|0.6248756051|0.6453546286|0.6478873491|0.6185147762|0.6430678368|0.6487562060|0.6283715963|0.6297786832|0.6592065692,0.6462000165|0.6394000121|0.6418000027,0.0028158309586524826,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.5289999842643738,500,600,256,128,0.01,1.1668964214622974,0.13583587482571602,npu:4
