config,construction_seed,overlap,budget,method,replicate,selected,selection_seconds,metric_seconds,preprocessing_seconds,merged_reff,unique_families,duplicate_count
seed20260832_overlap0.75_k3,20260832,0.75,3,random,42,cifar100_coarse__overlap_075|semeion|stl10,3.3905524760484694e-05,0.09694862738251686,6.281339691951871,442.72286759211306,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,43,breastmnist|cifar100__overlap_075|rendered_sst2,3.3905524760484694e-05,0.09495720826089382,6.281339691951871,289.7999095764695,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,44,breastmnist|dermamnist|stl10,3.3905524760484694e-05,0.09581131860613823,6.281339691951871,372.32902475203883,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,45,fashion_mnist|stl10|svhn,3.3905524760484694e-05,0.09753964841365814,6.281339691951871,441.1037729647219,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,46,cifar100_coarse|organamnist|semeion,3.3905524760484694e-05,0.09702390618622303,6.281339691951871,384.6167115685993,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,47,cifar100_coarse__overlap_075|mnist|tiny_imagenet__overlap_075,3.3905524760484694e-05,0.09751461818814278,6.281339691951871,476.72853522330564,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,48,breastmnist|cifar100|usps,3.3905524760484694e-05,0.09523803181946278,6.281339691951871,341.83229263909465,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,49,fashion_mnist|stl10__overlap_075|usps,3.3905524760484694e-05,0.0966873038560152,6.281339691951871,396.9873446672358,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,50,bloodmnist|cifar10__overlap_075|usps,3.3905524760484694e-05,0.0969555452466011,6.281339691951871,356.9440090748924,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,51,cifar100_coarse__overlap_075|organamnist|tiny_imagenet__overlap_075,3.3905524760484694e-05,0.09799985960125923,6.281339691951871,498.2259590329983,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,52,dermamnist|organamnist|tiny_imagenet,3.3905524760484694e-05,0.09716516546905041,6.281339691951871,425.0845436498974,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,53,cifar100_coarse|organcmnist|tiny_imagenet__overlap_075,3.3905524760484694e-05,0.09795911982655525,6.281339691951871,498.71396883805903,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,54,semeion|stl10__overlap_075|tiny_imagenet,3.3905524760484694e-05,0.09715425781905651,6.281339691951871,459.1440034957505,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,55,organcmnist|rendered_sst2|stl10,3.3905524760484694e-05,0.0966916661709547,6.281339691951871,343.190857642553,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,56,dermamnist|organamnist|stl10,3.3905524760484694e-05,0.0960762444883585,6.281339691951871,417.12953999115115,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,57,pneumoniamnist|rendered_sst2|usps,3.3905524760484694e-05,0.09460662864148617,6.281339691951871,198.86913662847985,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,58,organamnist|semeion|tissuemnist,3.3905524760484694e-05,0.09580845944583416,6.281339691951871,307.0110428610422,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,59,rendered_sst2|semeion|svhn,3.3905524760484694e-05,0.09494050033390522,6.281339691951871,225.6886800676987,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,60,cifar10|retinamnist|tissuemnist,3.3905524760484694e-05,0.09421069547533989,6.281339691951871,340.9689706669451,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,61,cifar100__overlap_075|cifar100_coarse|octmnist,3.3905524760484694e-05,0.09559301286935806,6.281339691951871,431.57744480506966,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,62,cifar100_coarse__overlap_075|organcmnist__overlap_075|usps,3.3905524760484694e-05,0.09573184326291084,6.281339691951871,389.1259924185796,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,63,cifar10__overlap_075|organsmnist|semeion,3.3905524760484694e-05,0.09548685140907764,6.281339691951871,378.27711799991704,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,64,cifar100__overlap_075|semeion|stl10__overlap_075,3.3905524760484694e-05,0.09563151933252811,6.281339691951871,441.23815288152025,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,65,bloodmnist|octmnist|tissuemnist,3.3905524760484694e-05,0.09554901346564293,6.281339691951871,293.28226277824194,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,66,cifar100__overlap_075|octmnist|svhn,3.3905524760484694e-05,0.09593142196536064,6.281339691951871,387.3603965395615,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,67,mnist|pathmnist|svhn,3.3905524760484694e-05,0.09759901836514473,6.281339691951871,333.1619413477728,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,68,breastmnist|rendered_sst2|tissuemnist,3.3905524760484694e-05,0.09406616538763046,6.281339691951871,208.34902293784066,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,69,cifar100_coarse|dermamnist|tiny_imagenet__overlap_075,3.3905524760484694e-05,0.09676009602844715,6.281339691951871,467.96686357327417,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,70,cifar100_coarse__overlap_075|dermamnist|organcmnist__overlap_075,3.3905524760484694e-05,0.09615608491003513,6.281339691951871,406.1591712889126,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,71,breastmnist|octmnist|rendered_sst2,3.3905524760484694e-05,0.09433804638683796,6.281339691951871,192.28519944955974,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,72,bloodmnist|cifar10__overlap_075|octmnist,3.3905524760484694e-05,0.09615949355065823,6.281339691951871,368.6913906491567,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,73,cifar100__overlap_075|dermamnist|rendered_sst2,3.3905524760484694e-05,0.09461711905896664,6.281339691951871,298.363511386368,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,74,cifar100__overlap_075|rendered_sst2|tiny_imagenet,3.3905524760484694e-05,0.09410429559648037,6.281339691951871,394.12031480395103,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,75,dermamnist|pneumoniamnist|semeion,3.3905524760484694e-05,0.09604712389409542,6.281339691951871,275.041275801232,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,76,cifar10|pneumoniamnist|stl10__overlap_075,3.3905524760484694e-05,0.09705936722457409,6.281339691951871,452.84868715327656,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,77,bloodmnist|organsmnist|tiny_imagenet,3.3905524760484694e-05,0.09743656776845455,6.281339691951871,434.0617783439545,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,78,cifar100|mnist|retinamnist,3.3905524760484694e-05,0.09599839895963669,6.281339691951871,353.79990457680043,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,79,cifar100__overlap_075|cifar100_coarse|organcmnist__overlap_075,3.3905524760484694e-05,0.0971930269151926,6.281339691951871,472.8620172998539,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,80,breastmnist|organamnist|svhn,3.3905524760484694e-05,0.09491048008203506,6.281339691951871,339.1039840301242,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,81,breastmnist|retinamnist|stl10,3.3905524760484694e-05,0.09432464838027954,6.281339691951871,346.25202727265133,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,82,cifar100__overlap_075|cifar100_coarse__overlap_075|organsmnist,3.3905524760484694e-05,0.09758331812918186,6.281339691951871,471.4926371881266,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,83,bloodmnist|fashion_mnist|pneumoniamnist,3.3905524760484694e-05,0.09685948491096497,6.281339691951871,332.7580427137314,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,84,pneumoniamnist|rendered_sst2|semeion,3.3905524760484694e-05,0.09599513374269009,6.281339691951871,201.10638373310303,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,85,cifar100_coarse|fashion_mnist|octmnist,3.3905524760484694e-05,0.09642360359430313,6.281339691951871,392.5824959014476,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,86,cifar100|cifar100__overlap_075|tiny_imagenet__overlap_075,3.3905524760484694e-05,0.0934949517250061,6.281339691951871,413.63157248913814,2,1
seed20260832_overlap0.75_k3,20260832,0.75,3,random,87,cifar10|cifar10__overlap_075|dermamnist,3.3905524760484694e-05,0.09339151158928871,6.281339691951871,314.3992632739894,2,1
seed20260832_overlap0.75_k3,20260832,0.75,3,random,88,bloodmnist|cifar10__overlap_075|usps,3.3905524760484694e-05,0.09687263704836369,6.281339691951871,356.9440090748924,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,89,mnist|organcmnist|organcmnist__overlap_075,3.3905524760484694e-05,0.09285561181604862,6.281339691951871,274.6112293519148,2,1
seed20260832_overlap0.75_k3,20260832,0.75,3,random,90,cifar100_coarse__overlap_075|rendered_sst2|semeion,3.3905524760484694e-05,0.09654288366436958,6.281339691951871,280.9243688201761,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,91,dermamnist|mnist|organamnist,3.3905524760484694e-05,0.09714889712631702,6.281339691951871,334.8938042027902,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,92,cifar100__overlap_075|svhn|tissuemnist,3.3905524760484694e-05,0.09755685739219189,6.281339691951871,397.96254183376885,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,93,cifar10__overlap_075|mnist|organcmnist__overlap_075,3.3905524760484694e-05,0.0991006325930357,6.281339691951871,409.98235593676225,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,94,bloodmnist|breastmnist|tiny_imagenet,3.3905524760484694e-05,0.09782171063125134,6.281339691951871,393.28138547735193,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,95,bloodmnist|dermamnist|stl10__overlap_075,3.3905524760484694e-05,0.0971938893198967,6.281339691951871,390.2791682874225,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,96,cifar10|dermamnist|tiny_imagenet,3.3905524760484694e-05,0.097828458994627,6.281339691951871,462.58263500234216,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,97,cifar10|cifar100__overlap_075|svhn,3.3905524760484694e-05,0.09997090697288513,6.281339691951871,462.7242419993987,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,98,cifar10|fashion_mnist|pathmnist,3.3905524760484694e-05,0.0991088729351759,6.281339691951871,403.85377970492283,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,random,99,dermamnist|pathmnist|tiny_imagenet,3.3905524760484694e-05,0.0983527023345232,6.281339691951871,394.4343020231386,3,0
seed20260832_overlap0.75_k3,20260832,0.75,3,rank_only,-1,tiny_imagenet|tiny_imagenet__overlap_075|stl10,4.0199607610702515e-05,0.09247250109910965,6.281339691951871,424.8443176986482,2,1
seed20260832_overlap0.75_k5,20260832,0.75,5,collapse,-1,tiny_imagenet|stl10|tiny_imagenet__overlap_075|cifar100_coarse__overlap_075|stl10__overlap_075,10.89502906985581,0.3229162525385618,8.18308785930276,613.4671393108125,3,2
seed20260832_overlap0.75_k5,20260832,0.75,5,dpp_centroid,-1,tiny_imagenet|stl10__overlap_075|fashion_mnist|pathmnist|svhn,0.005784330889582634,0.3375978656113148,8.18308785930276,682.5570345058773,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,dpp_sample_nn,-1,tiny_imagenet|stl10|cifar100_coarse__overlap_075|cifar100__overlap_075|cifar10__overlap_075,0.005145076662302017,0.3261626046150923,8.18308785930276,801.217385400601,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,dpp_subspace,-1,tiny_imagenet|stl10|cifar100_coarse__overlap_075|cifar10__overlap_075|cifar100__overlap_075,0.005201548337936401,0.31591962836682796,8.18308785930276,801.2173858856082,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,facility_centroid,-1,cifar100_coarse|organsmnist|stl10|rendered_sst2|usps,0.0011312831193208694,0.32556167244911194,8.18308785930276,554.774744277798,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,facility_sample_nn,-1,organcmnist|stl10|cifar100|tissuemnist|tiny_imagenet,0.001006854698061943,0.33839326724410057,8.18308785930276,721.0073808179775,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,facility_subspace,-1,organcmnist__overlap_075|cifar100|stl10|tiny_imagenet|cifar10,0.0010176151990890503,0.3383050449192524,8.18308785930276,771.6732821803498,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,family_rank,-1,tiny_imagenet|stl10|cifar100_coarse__overlap_075|cifar100__overlap_075|cifar10__overlap_075,4.922039806842804e-05,0.3450488820672035,8.18308785930276,801.217385400601,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,full_merged_rank,-1,tiny_imagenet|stl10|cifar100_coarse__overlap_075|cifar100__overlap_075|cifar10__overlap_075,16.623094763606787,0.3410024754703045,8.18308785930276,801.217385400601,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,kcenter_centroid,-1,tiny_imagenet|rendered_sst2|semeion|retinamnist|pathmnist,0.0009225234389305115,0.32612803764641285,8.18308785930276,438.4743386441169,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,kcenter_sample_nn,-1,tiny_imagenet|rendered_sst2|usps|stl10__overlap_075|pathmnist,0.0008312016725540161,0.3452825527638197,8.18308785930276,554.4891036847736,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,kcenter_subspace,-1,tiny_imagenet|rendered_sst2|usps|pathmnist|stl10__overlap_075,0.000819820910692215,0.3324038367718458,8.18308785930276,554.489103684773,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,kmedoids_centroid,-1,cifar100_coarse|organcmnist__overlap_075|stl10|usps|rendered_sst2,0.00639273039996624,0.33171978406608105,8.18308785930276,556.4398503251771,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,kmedoids_sample_nn,-1,organcmnist|stl10|cifar100|tissuemnist|tiny_imagenet,0.003247499465942383,0.33217273466289043,8.18308785930276,721.0073808179775,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,kmedoids_subspace,-1,organcmnist__overlap_075|cifar100|stl10|tiny_imagenet|cifar10,0.003261551260948181,0.33567615784704685,8.18308785930276,771.6732821803498,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,merged_vendi,-1,stl10|tiny_imagenet|cifar100_coarse__overlap_075|stl10__overlap_075|tiny_imagenet__overlap_075,16.526740631088614,0.3186987601220608,8.18308785930276,613.4671416888258,3,2
seed20260832_overlap0.75_k5,20260832,0.75,5,pool_vendi_centroid,-1,tiny_imagenet|rendered_sst2|retinamnist|stl10__overlap_075|semeion,0.008511479943990707,0.33378435112535954,8.18308785930276,522.2498190772047,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,pool_vendi_sample_nn,-1,tiny_imagenet|rendered_sst2|stl10__overlap_075|retinamnist|semeion,0.00835408829152584,0.3168034292757511,8.18308785930276,522.2498199305418,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,pool_vendi_subspace,-1,tiny_imagenet|rendered_sst2|usps|stl10__overlap_075|pathmnist,0.008383790031075478,0.32343216240406036,8.18308785930276,554.4891036847736,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,0,cifar100_coarse__overlap_075|cifar10__overlap_075|dermamnist|organsmnist|rendered_sst2,3.4675821661949155e-05,0.328357120975852,8.18308785930276,545.3317900989399,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,1,fashion_mnist|octmnist|organamnist|semeion|stl10,3.4675821661949155e-05,0.33674978092312813,8.18308785930276,554.0656041786514,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,2,fashion_mnist|semeion|stl10|tiny_imagenet__overlap_075|tissuemnist,3.4675821661949155e-05,0.3534789402037859,8.18308785930276,639.1619967450569,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,3,cifar100|dermamnist|fashion_mnist|organamnist|tiny_imagenet,3.4675821661949155e-05,0.3218249287456274,8.18308785930276,659.869409043691,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,4,mnist|octmnist|stl10|stl10__overlap_075|usps,3.4675821661949155e-05,0.31353366933763027,8.18308785930276,469.61556540805003,4,1
seed20260832_overlap0.75_k5,20260832,0.75,5,random,5,cifar100__overlap_075|pathmnist|retinamnist|tiny_imagenet|tissuemnist,3.4675821661949155e-05,0.32431027851998806,8.18308785930276,592.510908118946,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,6,breastmnist|organcmnist__overlap_075|organsmnist|pathmnist|semeion,3.4675821661949155e-05,0.31916880048811436,8.18308785930276,452.5613676404938,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,7,bloodmnist|cifar100_coarse|organcmnist|pathmnist|stl10,3.4675821661949155e-05,0.32921768724918365,8.18308785930276,644.0788018076464,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,8,cifar100__overlap_075|dermamnist|fashion_mnist|organamnist|tiny_imagenet,3.4675821661949155e-05,0.33186658285558224,8.18308785930276,660.739584372291,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,9,cifar10|cifar100__overlap_075|organcmnist__overlap_075|pathmnist|tiny_imagenet__overlap_075,3.4675821661949155e-05,0.33300588093698025,8.18308785930276,701.0792831636254,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,10,cifar10__overlap_075|dermamnist|octmnist|pneumoniamnist|stl10,3.4675821661949155e-05,0.333812965080142,8.18308785930276,584.0764099515795,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,11,cifar10|cifar100__overlap_075|mnist|octmnist|organcmnist__overlap_075,3.4675821661949155e-05,0.33293732814490795,8.18308785930276,606.3247431224381,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,12,cifar100__overlap_075|cifar100_coarse|mnist|octmnist|usps,3.4675821661949155e-05,0.334195202216506,8.18308785930276,561.3357890145063,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,13,cifar100|cifar100__overlap_075|pathmnist|pneumoniamnist|tissuemnist,3.4675821661949155e-05,0.3261039238423109,8.18308785930276,481.859136907162,4,1
seed20260832_overlap0.75_k5,20260832,0.75,5,random,14,bloodmnist|breastmnist|octmnist|stl10__overlap_075|svhn,3.4675821661949155e-05,0.3676514010876417,8.18308785930276,536.326114159281,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,15,cifar10|octmnist|organsmnist|stl10|tissuemnist,3.4675821661949155e-05,0.36277399584650993,8.18308785930276,611.8659378726874,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,16,bloodmnist|organamnist|organsmnist|pathmnist|usps,3.4675821661949155e-05,0.35563940927386284,8.18308785930276,470.6914891670818,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,17,breastmnist|cifar100_coarse__overlap_075|organamnist|organsmnist|retinamnist,3.4675821661949155e-05,0.353091100230813,8.18308785930276,524.9277770478843,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,18,cifar10|cifar100|organcmnist|rendered_sst2|tiny_imagenet,3.4675821661949155e-05,0.3076569177210331,8.18308785930276,635.5830152507789,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,19,breastmnist|fashion_mnist|organcmnist__overlap_075|pneumoniamnist|rendered_sst2,3.4675821661949155e-05,0.301684757694602,8.18308785930276,417.8080060418495,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,20,dermamnist|fashion_mnist|retinamnist|tiny_imagenet__overlap_075|tissuemnist,3.4675821661949155e-05,0.3028125185519457,8.18308785930276,540.4459545019372,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,21,breastmnist|cifar100__overlap_075|mnist|organcmnist|tiny_imagenet,3.4675821661949155e-05,0.3103801179677248,8.18308785930276,637.3073447282726,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,22,breastmnist|cifar100|mnist|stl10|tiny_imagenet,3.4675821661949155e-05,0.3208463564515114,8.18308785930276,694.2926727051458,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,23,bloodmnist|cifar100_coarse__overlap_075|octmnist|pathmnist|svhn,3.4675821661949155e-05,0.3418334200978279,8.18308785930276,535.3159158762879,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,24,bloodmnist|organamnist|organcmnist__overlap_075|pneumoniamnist|tissuemnist,3.4675821661949155e-05,0.3403201047331095,8.18308785930276,486.46816691677606,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,25,bloodmnist|cifar100__overlap_075|mnist|organsmnist|pathmnist,3.4675821661949155e-05,0.3404239062219858,8.18308785930276,558.3587414768128,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,26,cifar10|organcmnist|pneumoniamnist|semeion|usps,3.4675821661949155e-05,0.34027338586747646,8.18308785930276,499.1759162703738,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,27,breastmnist|cifar100__overlap_075|cifar100_coarse|cifar10__overlap_075|organcmnist,3.4675821661949155e-05,0.3440041970461607,8.18308785930276,655.6697669729014,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,28,fashion_mnist|mnist|organcmnist|semeion|usps,3.4675821661949155e-05,0.34449960105121136,8.18308785930276,453.4716580778216,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,29,breastmnist|cifar100|cifar100__overlap_075|tiny_imagenet__overlap_075|tissuemnist,3.4675821661949155e-05,0.30275152064859867,8.18308785930276,560.8624124521479,4,1
seed20260832_overlap0.75_k5,20260832,0.75,5,random,30,mnist|organsmnist|rendered_sst2|tiny_imagenet|tiny_imagenet__overlap_075,3.4675821661949155e-05,0.2937205694615841,8.18308785930276,474.56450896992226,4,1
seed20260832_overlap0.75_k5,20260832,0.75,5,random,31,cifar100_coarse|cifar10__overlap_075|mnist|pneumoniamnist|semeion,3.4675821661949155e-05,0.3127263430505991,8.18308785930276,572.0466919879689,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,32,bloodmnist|cifar100__overlap_075|cifar100_coarse|organcmnist__overlap_075|pneumoniamnist,3.4675821661949155e-05,0.3117244727909565,8.18308785930276,613.3969578129232,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,33,breastmnist|cifar100_coarse__overlap_075|mnist|pneumoniamnist|semeion,3.4675821661949155e-05,0.31139822117984295,8.18308785930276,497.0704097770965,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,34,cifar100__overlap_075|cifar100_coarse__overlap_075|fashion_mnist|rendered_sst2|tissuemnist,3.4675821661949155e-05,0.31196882389485836,8.18308785930276,548.9489006757485,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,35,fashion_mnist|octmnist|pneumoniamnist|stl10|svhn,3.4675821661949155e-05,0.31567680463194847,8.18308785930276,568.6100095104673,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,36,cifar100|cifar100__overlap_075|cifar100_coarse|fashion_mnist|stl10,3.4675821661949155e-05,0.303463913500309,8.18308785930276,650.9788240887419,4,1
seed20260832_overlap0.75_k5,20260832,0.75,5,random,37,dermamnist|organamnist|organcmnist__overlap_075|semeion|tissuemnist,3.4675821661949155e-05,0.30826587975025177,8.18308785930276,462.98593370962334,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,38,cifar100_coarse|fashion_mnist|semeion|svhn|usps,3.4675821661949155e-05,0.30928684398531914,8.18308785930276,521.3413498147512,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,39,dermamnist|octmnist|retinamnist|semeion|stl10,3.4675821661949155e-05,0.30354177206754684,8.18308785930276,478.4227544653945,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,40,breastmnist|cifar10__overlap_075|organcmnist__overlap_075|pathmnist|semeion,3.4675821661949155e-05,0.30683148838579655,8.18308785930276,512.4378387823796,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,41,cifar100__overlap_075|cifar100_coarse|organsmnist|stl10__overlap_075|tiny_imagenet,3.4675821661949155e-05,0.31196605414152145,8.18308785930276,777.1996181861166,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,42,cifar100_coarse__overlap_075|cifar10__overlap_075|rendered_sst2|retinamnist|svhn,3.4675821661949155e-05,0.3105155173689127,8.18308785930276,517.3122734159189,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,43,bloodmnist|cifar10__overlap_075|pathmnist|svhn|tissuemnist,3.4675821661949155e-05,0.30617442168295383,8.18308785930276,539.6471125845057,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,44,cifar100|organcmnist__overlap_075|organsmnist|stl10|tiny_imagenet__overlap_075,3.4675821661949155e-05,0.30883042328059673,8.18308785930276,735.8914637060311,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,45,cifar10__overlap_075|pneumoniamnist|semeion|stl10__overlap_075|tiny_imagenet__overlap_075,3.4675821661949155e-05,0.3052723612636328,8.18308785930276,671.0495883033193,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,46,cifar100__overlap_075|cifar100_coarse__overlap_075|organcmnist__overlap_075|retinamnist|tiny_imagenet,3.4675821661949155e-05,0.30498630926012993,8.18308785930276,677.0458482864541,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,47,breastmnist|organcmnist__overlap_075|rendered_sst2|stl10|tissuemnist,3.4675821661949155e-05,0.3164774999022484,8.18308785930276,487.2524839412777,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,48,organamnist|pathmnist|pneumoniamnist|semeion|svhn,3.4675821661949155e-05,0.3321707248687744,8.18308785930276,468.36062481144825,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,49,bloodmnist|cifar100_coarse__overlap_075|cifar10__overlap_075|stl10__overlap_075|tissuemnist,3.4675821661949155e-05,0.3310943525284529,8.18308785930276,670.7690939717413,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,50,cifar100__overlap_075|cifar100_coarse|organamnist|pneumoniamnist|stl10__overlap_075,3.4675821661949155e-05,0.32855595275759697,8.18308785930276,693.3679169884814,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,51,cifar100|organsmnist|pneumoniamnist|semeion|tissuemnist,3.4675821661949155e-05,0.3292590342462063,8.18308785930276,520.7596932433734,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,52,bloodmnist|cifar100__overlap_075|dermamnist|pneumoniamnist|rendered_sst2,3.4675821661949155e-05,0.3210805859416723,8.18308785930276,452.2773264134943,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,53,cifar10|octmnist|stl10__overlap_075|tiny_imagenet__overlap_075|tissuemnist,3.4675821661949155e-05,0.3110867701470852,8.18308785930276,678.1169165267429,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,54,cifar100|fashion_mnist|organamnist|stl10|stl10__overlap_075,3.4675821661949155e-05,0.30235641077160835,8.18308785930276,614.5050101893104,4,1
seed20260832_overlap0.75_k5,20260832,0.75,5,random,55,cifar100_coarse__overlap_075|fashion_mnist|pathmnist|tiny_imagenet__overlap_075|tissuemnist,3.4675821661949155e-05,0.30368111468851566,8.18308785930276,644.1778017778823,5,0
seed20260832_overlap0.75_k5,20260832,0.75,5,random,56,breastmnist|cifar100_coarse__overlap_075|fashion_mnist|organamnist|rendered_sst2,3.4675821661949155e-05,0.30354809388518333,8.18308785930276,498.8860766963465,5,0
