config,construction_seed,overlap,budget,method,replicate,selected,selection_seconds,metric_seconds,preprocessing_seconds,merged_reff,unique_families,duplicate_count
seed20260831_overlap0.25_k3,20260831,0.25,3,collapse,-1,tiny_imagenet__overlap_025|stl10|tiny_imagenet,6.731707729399204,0.10122671350836754,12.1853953525424,514.2105236800733,2,1
seed20260831_overlap0.25_k3,20260831,0.25,3,dpp_centroid,-1,tiny_imagenet__overlap_025|stl10__overlap_025|fashion_mnist,0.004532326012849808,0.10824858769774437,12.1853953525424,505.10139752859567,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,dpp_sample_nn,-1,tiny_imagenet__overlap_025|stl10__overlap_025|cifar100_coarse,0.0034661516547203064,0.11210214160382748,12.1853953525424,547.7239837018797,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,dpp_subspace,-1,tiny_imagenet__overlap_025|stl10|cifar100_coarse,0.0034848302602767944,0.11211411468684673,12.1853953525424,548.0738803786435,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,facility_centroid,-1,cifar100_coarse__overlap_025|organcmnist__overlap_025|stl10,0.0007741935551166534,0.09652645885944366,12.1853953525424,490.3620898932148,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,facility_sample_nn,-1,organcmnist__overlap_025|stl10|tissuemnist,0.0006382130086421967,0.10883607156574726,12.1853953525424,417.86140229431635,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,facility_subspace,-1,organcmnist__overlap_025|cifar100__overlap_025|stl10__overlap_025,0.0006596222519874573,0.10733684711158276,12.1853953525424,487.1031846367448,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,family_rank,-1,tiny_imagenet__overlap_025|stl10|cifar100_coarse__overlap_025,9.221024811267853e-05,0.1069504264742136,12.1853953525424,548.5885947721337,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,full_merged_rank,-1,tiny_imagenet__overlap_025|stl10|cifar100_coarse__overlap_025,4.527714908123016,0.10453632660210133,12.1853953525424,548.5885947721337,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,kcenter_centroid,-1,tiny_imagenet__overlap_025|rendered_sst2|semeion,0.0006277523934841156,0.09876465797424316,12.1853953525424,300.03071367827266,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,kcenter_sample_nn,-1,tiny_imagenet__overlap_025|rendered_sst2|usps,0.00046554021537303925,0.10586167126893997,12.1853953525424,302.1686696758425,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,kcenter_subspace,-1,tiny_imagenet__overlap_025|rendered_sst2|retinamnist,0.0004784613847732544,0.10407309420406818,12.1853953525424,291.4539275145202,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,kmedoids_centroid,-1,cifar100_coarse__overlap_025|organcmnist__overlap_025|stl10,0.002143498510122299,0.10699086636304855,12.1853953525424,490.3620898932148,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,kmedoids_sample_nn,-1,organcmnist__overlap_025|stl10|tissuemnist,0.0020303186029195786,0.10559096001088619,12.1853953525424,417.86140229431635,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,kmedoids_subspace,-1,organcmnist__overlap_025|cifar100__overlap_025|stl10,0.0020492486655712128,0.11138801090419292,12.1853953525424,487.47699998962406,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,merged_vendi,-1,tiny_imagenet__overlap_025|stl10|tiny_imagenet,4.398562816902995,0.094590924680233,12.1853953525424,514.2105236800733,2,1
seed20260831_overlap0.25_k3,20260831,0.25,3,pool_vendi_centroid,-1,tiny_imagenet__overlap_025|rendered_sst2|retinamnist,0.005341989919543266,0.10461897775530815,12.1853953525424,291.4539275145202,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,pool_vendi_sample_nn,-1,tiny_imagenet__overlap_025|rendered_sst2|stl10__overlap_025,0.0052177682518959045,0.1028424184769392,12.1853953525424,400.72641526826413,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,pool_vendi_subspace,-1,tiny_imagenet__overlap_025|rendered_sst2|retinamnist,0.005225257948040962,0.10373558662831783,12.1853953525424,291.4539275145202,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,0,cifar100_coarse|cifar10__overlap_025|dermamnist,3.3840909600257875e-05,0.10610135272145271,12.1853953525424,438.4803521033853,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,1,organamnist|organsmnist|retinamnist,3.3840909600257875e-05,0.1062683742493391,12.1853953525424,321.5626053587829,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,2,breastmnist|pneumoniamnist|stl10__overlap_025,3.3840909600257875e-05,0.10901282355189323,12.1853953525424,377.72589609722104,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,3,cifar100__overlap_025|retinamnist|svhn,3.3840909600257875e-05,0.10999387688934803,12.1853953525424,367.78720631358334,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,4,cifar100__overlap_025|rendered_sst2|stl10,3.3840909600257875e-05,0.10398570820689201,12.1853953525424,382.4349536084728,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,5,mnist|rendered_sst2|stl10,3.3840909600257875e-05,0.10509132780134678,12.1853953525424,314.58915373450145,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,6,retinamnist|tiny_imagenet__overlap_025|usps,3.3840909600257875e-05,0.10517470724880695,12.1853953525424,348.1114423326351,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,7,cifar10__overlap_025|mnist|tiny_imagenet,3.3840909600257875e-05,0.10835611261427402,12.1853953525424,470.5431198444151,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,8,cifar100_coarse|pneumoniamnist|retinamnist,3.3840909600257875e-05,0.10449781641364098,12.1853953525424,349.03787746847394,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,9,fashion_mnist|organamnist|retinamnist,3.3840909600257875e-05,0.09804885648190975,12.1853953525424,324.1953202556903,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,10,mnist|organcmnist__overlap_025|semeion,3.3840909600257875e-05,0.10504626110196114,12.1853953525424,309.30540327178295,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,11,breastmnist|cifar10|cifar100_coarse,3.3840909600257875e-05,0.10590451955795288,12.1853953525424,431.69632232644983,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,12,cifar10|cifar100_coarse__overlap_025|dermamnist,3.3840909600257875e-05,0.10843771323561668,12.1853953525424,437.8256630522969,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,13,cifar10|cifar100_coarse|svhn,3.3840909600257875e-05,0.10941673256456852,12.1853953525424,462.1098384042287,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,14,mnist|organcmnist|tissuemnist,3.3840909600257875e-05,0.11287009716033936,12.1853953525424,339.116581887222,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,15,retinamnist|tiny_imagenet|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.11139859072864056,12.1853953525424,408.57095707716877,2,1
seed20260831_overlap0.25_k3,20260831,0.25,3,random,16,organcmnist|stl10__overlap_025|svhn,3.3840909600257875e-05,0.11286892369389534,12.1853953525424,444.12973237206023,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,17,dermamnist|mnist|semeion,3.3840909600257875e-05,0.10984674468636513,12.1853953525424,280.13990092950024,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,18,cifar10|cifar10__overlap_025|octmnist,3.3840909600257875e-05,0.11066224798560143,12.1853953525424,382.2745993055138,2,1
seed20260831_overlap0.25_k3,20260831,0.25,3,random,19,octmnist|stl10__overlap_025|usps,3.3840909600257875e-05,0.10526297241449356,12.1853953525424,355.406373619404,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,20,bloodmnist|cifar100|organcmnist,3.3840909600257875e-05,0.10681423358619213,12.1853953525424,414.7489416687776,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,21,breastmnist|cifar100__overlap_025|organcmnist__overlap_025,3.3840909600257875e-05,0.1063711829483509,12.1853953525424,392.4027392872458,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,22,breastmnist|octmnist|organsmnist,3.3840909600257875e-05,0.1040265653282404,12.1853953525424,303.49054565589137,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,23,fashion_mnist|octmnist|svhn,3.3840909600257875e-05,0.10506011731922626,12.1853953525424,334.9795427568197,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,24,bloodmnist|breastmnist|rendered_sst2,3.3840909600257875e-05,0.10372098349034786,12.1853953525424,218.5100831571929,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,25,bloodmnist|breastmnist|stl10,3.3840909600257875e-05,0.10485904850065708,12.1853953525424,385.8594704839629,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,26,dermamnist|retinamnist|stl10,3.3840909600257875e-05,0.0942680649459362,12.1853953525424,355.3677496505009,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,27,organcmnist__overlap_025|svhn|tissuemnist,3.3840909600257875e-05,0.0941403117030859,12.1853953525424,348.619849735373,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,28,cifar100|tiny_imagenet|tissuemnist,3.3840909600257875e-05,0.09339343011379242,12.1853953525424,467.8393158622992,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,29,breastmnist|cifar10|svhn,3.3840909600257875e-05,0.09296205826103687,12.1853953525424,383.08277728807957,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,30,dermamnist|octmnist|tiny_imagenet,3.3840909600257875e-05,0.09316390752792358,12.1853953525424,384.07619518641434,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,31,cifar100_coarse|fashion_mnist|rendered_sst2,3.3840909600257875e-05,0.10020592249929905,12.1853953525424,328.26400940203854,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,32,cifar10|octmnist|organsmnist,3.3840909600257875e-05,0.1013148445636034,12.1853953525424,389.9020054591124,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,33,fashion_mnist|organamnist|retinamnist,3.3840909600257875e-05,0.09613764844834805,12.1853953525424,324.1953202556903,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,34,cifar100_coarse|tiny_imagenet|tissuemnist,3.3840909600257875e-05,0.09698587283492088,12.1853953525424,468.2371594623534,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,35,dermamnist|semeion|stl10,3.3840909600257875e-05,0.0963432788848877,12.1853953525424,365.7250917173028,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,36,cifar100__overlap_025|organcmnist|svhn,3.3840909600257875e-05,0.09814097546041012,12.1853953525424,428.1414167269186,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,37,cifar100_coarse|organamnist|pneumoniamnist,3.3840909600257875e-05,0.0976677443832159,12.1853953525424,407.43984124491595,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,38,bloodmnist|cifar100_coarse|organsmnist,3.3840909600257875e-05,0.09747439250349998,12.1853953525424,413.9582185128186,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,39,pathmnist|tiny_imagenet__overlap_025|usps,3.3840909600257875e-05,0.09672478958964348,12.1853953525424,382.0953988484618,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,40,pneumoniamnist|retinamnist|semeion,3.3840909600257875e-05,0.09394203312695026,12.1853953525424,250.12752870254982,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,41,semeion|stl10__overlap_025|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.09488074481487274,12.1853953525424,459.7400446762867,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,42,cifar10|organcmnist|tissuemnist,3.3840909600257875e-05,0.09531773440539837,12.1853953525424,402.8927836971656,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,43,cifar100__overlap_025|pneumoniamnist|semeion,3.3840909600257875e-05,0.09505198709666729,12.1853953525424,358.00492181336267,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,44,retinamnist|semeion|svhn,3.3840909600257875e-05,0.09409043937921524,12.1853953525424,271.14791049272014,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,45,bloodmnist|mnist|pathmnist,3.3840909600257875e-05,0.09515021555125713,12.1853953525424,313.8471306985568,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,46,cifar100_coarse__overlap_025|pneumoniamnist|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.09586290828883648,12.1853953525424,474.48567720810195,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,47,cifar100_coarse__overlap_025|pathmnist|rendered_sst2,3.3840909600257875e-05,0.09374265931546688,12.1853953525424,303.449312994966,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,48,fashion_mnist|svhn|tissuemnist,3.3840909600257875e-05,0.09519805386662483,12.1853953525424,346.27505245439255,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,49,cifar100|dermamnist|usps,3.3840909600257875e-05,0.09447883255779743,12.1853953525424,351.10272727174004,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,50,organamnist|organsmnist|stl10,3.3840909600257875e-05,0.09551864862442017,12.1853953525424,439.6767442685333,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,51,organsmnist|stl10__overlap_025|tissuemnist,3.3840909600257875e-05,0.09539180435240269,12.1853953525424,419.58853391849686,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,52,cifar100_coarse|cifar10__overlap_025|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.09653164818882942,12.1853953525424,531.3505192875582,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,53,bloodmnist|cifar100_coarse__overlap_025|mnist,3.3840909600257875e-05,0.09408017247915268,12.1853953525424,391.8618525918924,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,54,cifar100_coarse|dermamnist|pathmnist,3.3840909600257875e-05,0.09452552534639835,12.1853953525424,369.73938317924956,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,55,cifar100|rendered_sst2|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.09323697723448277,12.1853953525424,393.66480112769125,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,56,organcmnist|pathmnist|semeion,3.3840909600257875e-05,0.09549483470618725,12.1853953525424,307.954130114937,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,57,cifar100_coarse__overlap_025|pneumoniamnist|stl10__overlap_025,3.3840909600257875e-05,0.09827108308672905,12.1853953525424,463.4456606218114,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,58,cifar10__overlap_025|svhn|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.09710201248526573,12.1853953525424,490.4926124490041,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,59,octmnist|organcmnist|usps,3.3840909600257875e-05,0.09857702441513538,12.1853953525424,298.6111006448268,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,60,octmnist|organcmnist|pneumoniamnist,3.3840909600257875e-05,0.09484292380511761,12.1853953525424,320.74331205143307,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,61,cifar100|cifar10__overlap_025|svhn,3.3840909600257875e-05,0.09776276536285877,12.1853953525424,463.3265060967344,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,62,breastmnist|cifar10__overlap_025|fashion_mnist,3.3840909600257875e-05,0.09496257454156876,12.1853953525424,390.2048628318616,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,63,fashion_mnist|organamnist|tissuemnist,3.3840909600257875e-05,0.09602348878979683,12.1853953525424,353.5071221397708,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,64,organamnist|organsmnist|pneumoniamnist,3.3840909600257875e-05,0.09538233652710915,12.1853953525424,351.00974544074967,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,65,fashion_mnist|organsmnist|pneumoniamnist,3.3840909600257875e-05,0.09464226476848125,12.1853953525424,354.38136997168994,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,66,cifar10__overlap_025|dermamnist|organamnist,3.3840909600257875e-05,0.09483381547033787,12.1853953525424,399.08613437346105,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,67,pathmnist|rendered_sst2|stl10,3.3840909600257875e-05,0.10553090088069439,12.1853953525424,313.6188145919461,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,68,mnist|organamnist|organcmnist,3.3840909600257875e-05,0.10965785570442677,12.1853953525424,357.62823749494373,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,69,cifar10|cifar100|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.10492312721908092,12.1853953525424,529.3073694791412,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,70,cifar100_coarse|fashion_mnist|tiny_imagenet,3.3840909600257875e-05,0.10416954569518566,12.1853953525424,492.5730288770574,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,71,bloodmnist|cifar100|fashion_mnist,3.3840909600257875e-05,0.10528499074280262,12.1853953525424,409.9441546743149,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,72,cifar100_coarse__overlap_025|dermamnist|tissuemnist,3.3840909600257875e-05,0.10291379317641258,12.1853953525424,373.4478691700069,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,73,cifar100__overlap_025|mnist|stl10,3.3840909600257875e-05,0.10392585396766663,12.1853953525424,464.75693241059344,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,74,cifar100|cifar100_coarse|dermamnist,3.3840909600257875e-05,0.10223584063351154,12.1853953525424,436.13571825193213,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,75,cifar10|organcmnist__overlap_025|retinamnist,3.3840909600257875e-05,0.10294085182249546,12.1853953525424,372.6512271359025,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,76,cifar100|organamnist|tissuemnist,3.3840909600257875e-05,0.10274987295269966,12.1853953525424,404.45665529765176,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,77,cifar100__overlap_025|pathmnist|retinamnist,3.3840909600257875e-05,0.10043920390307903,12.1853953525424,348.51709756042175,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,78,cifar10|tiny_imagenet|usps,3.3840909600257875e-05,0.10235060937702656,12.1853953525424,444.58121211004897,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,79,fashion_mnist|organcmnist|tissuemnist,3.3840909600257875e-05,0.10481122881174088,12.1853953525424,355.5671631184953,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,80,organsmnist|semeion|tissuemnist,3.3840909600257875e-05,0.10365738347172737,12.1853953525424,307.93684301907757,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,81,stl10|tiny_imagenet|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.1037124041467905,12.1853953525424,514.2105216949633,2,1
seed20260831_overlap0.25_k3,20260831,0.25,3,random,82,octmnist|stl10__overlap_025|tiny_imagenet,3.3840909600257875e-05,0.10286353901028633,12.1853953525424,467.23317908432944,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,83,bloodmnist|cifar100|fashion_mnist,3.3840909600257875e-05,0.10300191305577755,12.1853953525424,409.9441546743149,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,84,octmnist|stl10|usps,3.3840909600257875e-05,0.1023849081248045,12.1853953525424,356.2801925587314,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,85,cifar100_coarse__overlap_025|mnist|usps,3.3840909600257875e-05,0.102699751034379,12.1853953525424,361.83151155791876,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,86,organcmnist|stl10|usps,3.3840909600257875e-05,0.10313436202704906,12.1853953525424,401.08904948486236,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,87,cifar100_coarse__overlap_025|cifar10__overlap_025|stl10__overlap_025,3.3840909600257875e-05,0.1031144317239523,12.1853953525424,517.2947693172551,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,88,mnist|pneumoniamnist|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.10244758054614067,12.1853953525424,409.12466432443085,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,89,bloodmnist|mnist|tissuemnist,3.3840909600257875e-05,0.10122523456811905,12.1853953525424,313.403606865511,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,90,cifar10__overlap_025|dermamnist|mnist,3.3840909600257875e-05,0.10297483950853348,12.1853953525424,377.9957301126744,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,91,bloodmnist|pathmnist|stl10__overlap_025,3.3840909600257875e-05,0.10269010066986084,12.1853953525424,398.50540889757445,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,92,bloodmnist|cifar100_coarse__overlap_025|octmnist,3.3840909600257875e-05,0.10269491001963615,12.1853953525424,374.66187795631555,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,93,organamnist|svhn|tiny_imagenet__overlap_025,3.3840909600257875e-05,0.1039431244134903,12.1853953525424,451.54135092920615,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,94,bloodmnist|cifar100_coarse|pneumoniamnist,3.3840909600257875e-05,0.104658467695117,12.1853953525424,384.2440719042025,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,95,bloodmnist|svhn|tiny_imagenet,3.3840909600257875e-05,0.10259322077035904,12.1853953525424,427.05977803246867,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,96,organcmnist__overlap_025|svhn|usps,3.3840909600257875e-05,0.10030470229685307,12.1853953525424,327.45752983972534,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,97,octmnist|svhn|tiny_imagenet,3.3840909600257875e-05,0.10117941536009312,12.1853953525424,409.59828356254644,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,98,breastmnist|cifar100__overlap_025|organamnist,3.3840909600257875e-05,0.10129059664905071,12.1853953525424,394.16336068545183,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,random,99,breastmnist|organsmnist|rendered_sst2,3.3840909600257875e-05,0.09922720864415169,12.1853953525424,242.5444515617697,3,0
seed20260831_overlap0.25_k3,20260831,0.25,3,rank_only,-1,tiny_imagenet__overlap_025|tiny_imagenet|stl10,8.538924157619476e-05,0.10500374808907509,12.1853953525424,514.2105243113813,2,1
seed20260831_overlap0.25_k5,20260831,0.25,5,collapse,-1,tiny_imagenet__overlap_025|stl10|tiny_imagenet|cifar100_coarse|stl10__overlap_025,8.13250089623034,0.30948907509446144,6.130028273910284,757.5550144531483,3,2
seed20260831_overlap0.25_k5,20260831,0.25,5,dpp_centroid,-1,tiny_imagenet__overlap_025|stl10__overlap_025|fashion_mnist|pathmnist|svhn,0.006161211058497429,0.3389031868427992,6.130028273910284,677.8400855082573,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,dpp_sample_nn,-1,tiny_imagenet__overlap_025|stl10__overlap_025|cifar100_coarse|tiny_imagenet|cifar100,0.005504848435521126,0.3364187106490135,6.130028273910284,786.8294370615099,4,1
seed20260831_overlap0.25_k5,20260831,0.25,5,dpp_subspace,-1,tiny_imagenet__overlap_025|stl10|cifar100_coarse|cifar10|tiny_imagenet,0.00548623688519001,0.30835183151066303,6.130028273910284,783.9057777762305,4,1
seed20260831_overlap0.25_k5,20260831,0.25,5,facility_centroid,-1,cifar100_coarse__overlap_025|organcmnist__overlap_025|stl10|mnist|rendered_sst2,0.001127263531088829,0.3158534001559019,6.130028273910284,576.9462640604452,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,facility_sample_nn,-1,organcmnist__overlap_025|stl10|tissuemnist|cifar100__overlap_025|rendered_sst2,0.0010102242231369019,0.30783312395215034,6.130028273910284,567.1534049869865,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,facility_subspace,-1,organcmnist__overlap_025|cifar100__overlap_025|stl10__overlap_025|svhn|rendered_sst2,0.0010118316859006882,0.3173475246876478,6.130028273910284,587.7821899501331,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,family_rank,-1,tiny_imagenet__overlap_025|stl10|cifar100_coarse__overlap_025|cifar100|cifar10__overlap_025,0.00010889023542404175,0.3234903961420059,6.130028273910284,800.270680779173,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,full_merged_rank,-1,tiny_imagenet__overlap_025|stl10|cifar100_coarse__overlap_025|cifar100|cifar10__overlap_025,17.608723862096667,0.32278103940188885,6.130028273910284,800.270680779173,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,kcenter_centroid,-1,tiny_imagenet__overlap_025|rendered_sst2|semeion|retinamnist|pathmnist,0.0009411145001649857,0.3176451865583658,6.130028273910284,438.6612714925988,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,kcenter_sample_nn,-1,tiny_imagenet__overlap_025|rendered_sst2|usps|stl10__overlap_025|pathmnist,0.0008474439382553101,0.30415165051817894,6.130028273910284,552.3155396950837,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,kcenter_subspace,-1,tiny_imagenet__overlap_025|rendered_sst2|retinamnist|mnist|pathmnist,0.000846443697810173,0.29168087616562843,6.130028273910284,465.33549157785416,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,kmedoids_centroid,-1,cifar100_coarse__overlap_025|organcmnist__overlap_025|stl10|usps|rendered_sst2,0.004913456737995148,0.33840259723365307,6.130028273910284,553.1059984979858,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,kmedoids_sample_nn,-1,organcmnist__overlap_025|stl10|tissuemnist|cifar100__overlap_025|rendered_sst2,0.00333603098988533,0.3044881708920002,6.130028273910284,567.1534049869865,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,kmedoids_subspace,-1,organcmnist__overlap_025|cifar100__overlap_025|stl10|svhn|rendered_sst2,0.003299979493021965,0.29281516931951046,6.130028273910284,588.2911628224125,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,merged_vendi,-1,tiny_imagenet__overlap_025|stl10|tiny_imagenet|stl10__overlap_025|cifar100_coarse,17.12952529452741,0.3160089533776045,6.130028273910284,757.555015674889,3,2
seed20260831_overlap0.25_k5,20260831,0.25,5,pool_vendi_centroid,-1,tiny_imagenet__overlap_025|rendered_sst2|retinamnist|stl10__overlap_025|semeion,0.008672550320625305,0.3072036299854517,6.130028273910284,522.7694833118176,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,pool_vendi_sample_nn,-1,tiny_imagenet__overlap_025|rendered_sst2|stl10__overlap_025|retinamnist|pathmnist,0.008668538182973862,0.3465944454073906,6.130028273910284,545.5810777528418,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,pool_vendi_subspace,-1,tiny_imagenet__overlap_025|rendered_sst2|retinamnist|mnist|stl10__overlap_025,0.008690010756254196,0.3056590650230646,6.130028273910284,548.1109369407103,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,random,0,organcmnist|organsmnist|semeion|stl10|stl10__overlap_025,3.524122759699822e-05,0.3468483369797468,6.130028273910284,594.1049806358943,4,1
seed20260831_overlap0.25_k5,20260831,0.25,5,random,1,cifar100__overlap_025|mnist|organamnist|pneumoniamnist|semeion,3.524122759699822e-05,0.33693382143974304,6.130028273910284,528.9566795794151,5,0
seed20260831_overlap0.25_k5,20260831,0.25,5,random,2,cifar100|cifar100_coarse|organamnist|pneumoniamnist|stl10,3.524122759699822e-05,0.348280468955636,6.130028273910284,690.7287434961692,5,0
