encoder,construction_seed,overlap,budget,method,replicate,selected,merged_reff,unique_lineages,lineage_duplicate_count,unique_datasets,selected_alias_parent_pairs,max_selected_sample_overlap,mean_selected_sample_overlap,selection_seconds_for_max_budget,metric_seconds,shared_statistics_seconds,alignment_global_lineage_auroc,alignment_global_lineage_auprc,alignment_parent_matched_auroc,alignment_parent_matched_auprc,alignment_parent_top1_accuracy,alignment_parent_mean_reciprocal_rank,alignment_parent_ground_truth_defined,alignment_zero_overlap_designated_parent_top1_accuracy,collapse_differs_from_rank,rank_l_differs_from_rank,rank_l_certified_steps,rank_l_all_steps_certified,rank_l_max_chosen_log_error_bound,collapse_minus_rank_reff,dpp_minus_rank_reff,rank_l_minus_rank_reff,rank_l_selected_approximate_log_reff,rank_l_selected_exact_log_reff,rank_l_selected_absolute_log_error,rank_l_selected_log_error_bound,rank_l_selected_interval_covers_exact,rank_l_matches_exact_greedy_prefix,collection_seconds
clip_b32,20260910,0.0,3,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1,250.40245583937335,3,0,1,0,0.0,0.0,1.5430152416229248e-05,0.04801833815872669,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.7857266176172573,6.921497244666767,5.8037824319536355,3.5319996134503344,5.545982738390736,2.013983124940401,4.824336896136558,True,,10.324782719835639
clip_b32,20260910,0.0,5,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1|dtd__pool2|dtd__alias,265.765908555345,5,0,1,1,0.0,0.0,1.5430152416229248e-05,0.04845747537910938,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-4.274625098332763e-11,10.768486178060357,1.4789977205137461,3.91388854332372,5.588165489951237,1.6742769466275171,4.644065870195952,True,,10.32478847913444
clip_b32,20260910,0.0,8,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1|dtd__pool2|dtd__alias|cifar100__pool2|cifar100__pool0|cifar100__alias,284.2244904119475,8,0,2,1,0.0,0.0,1.5430152416229248e-05,0.05546609126031399,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.2534169062253113,1.6096031171479694,-6.488968465883431,4.248526196556021,5.626669300954331,1.3781431043983101,4.4833517403765075,True,,10.324793811887503
clip_b32,20260910,0.0,10,rank_only,0,dtd__pool3|dtd__pool0|dtd__pool1|dtd__pool2|dtd__alias|cifar100__pool2|cifar100__pool0|cifar100__alias|cifar100__pool3|cifar100__pool1,286.8956904301681,10,0,2,2,0.0,0.0,1.5430152416229248e-05,0.06251701712608337,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,1.2346475210488848,0.2993707669425021,-4.954541258998802,4.391129768593445,5.641698358276763,1.2505685896833176,4.443024143747133,True,,10.324798298999667
clip_b32,20260910,0.0,3,rank_l_gram,0,dtd__pool2|cifar10__pool1|cifar100__pool0,256.206238271327,3,0,3,0,0.0,0.0,6.223879670724273,0.058520713821053505,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.7857266176172573,6.921497244666767,5.8037824319536355,3.5319996134503344,5.545982738390736,2.013983124940401,4.824336896136558,True,,10.32480151206255
clip_b32,20260910,0.0,5,rank_l_gram,0,dtd__pool2|cifar10__pool1|cifar100__pool0|eurosat__pool1|dtd__pool3,267.24490627585874,5,0,4,0,0.0,0.0,6.223879670724273,0.04731476493179798,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-4.274625098332763e-11,10.768486178060357,1.4789977205137461,3.91388854332372,5.588165489951237,1.6742769466275171,4.644065870195952,True,,10.32480476051569
clip_b32,20260910,0.0,8,rank_l_gram,0,dtd__pool2|cifar10__pool1|cifar100__pool0|eurosat__pool1|dtd__pool3|svhn__pool2|dtd__pool1|cifar100__alias,277.73552194606407,8,0,5,0,0.0,0.0,6.223879670724273,0.0528121218085289,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.2534169062253113,1.6096031171479694,-6.488968465883431,4.248526196556021,5.626669300954331,1.3781431043983101,4.4833517403765075,True,,10.324807912111282
clip_b32,20260910,0.0,10,rank_l_gram,0,dtd__pool2|cifar10__pool1|cifar100__pool0|eurosat__pool1|dtd__pool3|svhn__pool2|dtd__pool1|cifar100__alias|dtd__alias|cifar10__pool2,281.9411491711693,10,0,5,0,0.0,0.0,6.223879670724273,0.057500530034303665,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,1.2346475210488848,0.2993707669425021,-4.954541258998802,4.391129768593445,5.641698358276763,1.2505685896833176,4.443024143747133,True,,10.32481119222939
clip_b32,20260910,0.0,3,collapse_sketch,0,dtd__pool3|dtd__pool0|dtd__pool2,249.6167292217561,3,0,1,0,0.0,0.0,0.31807390227913857,0.05614983290433884,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.7857266176172573,6.921497244666767,5.8037824319536355,3.5319996134503344,5.545982738390736,2.013983124940401,4.824336896136558,True,,10.324814360588789
clip_b32,20260910,0.0,5,collapse_sketch,0,dtd__pool3|dtd__pool0|dtd__pool2|dtd__pool1|dtd__alias,265.76590855530225,5,0,1,1,0.0,0.0,0.31807390227913857,0.04849141649901867,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-4.274625098332763e-11,10.768486178060357,1.4789977205137461,3.91388854332372,5.588165489951237,1.6742769466275171,4.644065870195952,True,,10.32481743209064
clip_b32,20260910,0.0,8,collapse_sketch,0,dtd__pool3|dtd__pool0|dtd__pool2|dtd__pool1|dtd__alias|cifar10__pool3|cifar10__pool1|cifar100__pool0,283.9710735057222,8,0,3,1,0.0,0.0,0.31807390227913857,0.0518683698028326,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.2534169062253113,1.6096031171479694,-6.488968465883431,4.248526196556021,5.626669300954331,1.3781431043983101,4.4833517403765075,True,,10.32482079230249
clip_b32,20260910,0.0,10,collapse_sketch,0,dtd__pool3|dtd__pool0|dtd__pool2|dtd__pool1|dtd__alias|cifar10__pool3|cifar10__pool1|cifar100__pool0|cifar100__alias|cifar100__pool2,288.130337951217,10,0,3,1,0.0,0.0,0.31807390227913857,0.05803133174777031,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,1.2346475210488848,0.2993707669425021,-4.954541258998802,4.391129768593445,5.641698358276763,1.2505685896833176,4.443024143747133,True,,10.324823752045631
clip_b32,20260910,0.0,3,dpp_subspace,0,dtd__pool3|cifar100__pool2|cifar10__pool1,257.3239530840401,3,0,3,0,0.0,0.0,0.008825702592730522,0.05971797555685043,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-0.7857266176172573,6.921497244666767,5.8037824319536355,3.5319996134503344,5.545982738390736,2.013983124940401,4.824336896136558,True,,10.324826752766967
clip_b32,20260910,0.0,5,dpp_subspace,0,dtd__pool3|cifar100__pool2|cifar10__pool1|dtd__pool1|cifar100__pool0,276.53439473340535,5,0,3,0,0.0,0.0,0.008825702592730522,0.04745931550860405,2.192612638697028,nan,nan,nan,nan,nan,nan,False,0.0,True,True,0,False,4.824336896136558,-4.274625098332763e-11,10.768486178060357,1.4789977205137461,3.91388854332372,5.588165489951237,1.6742769466275171,4.644065870195952,True,,10.324830040335655
