encoder,primary_method,configurations,rank_reff_mean,primary_minus_rank_mean,primary_relative_gain_mean,primary_win_count,primary_tie_count,primary_loss_count,primary_win_rate,dpp_minus_rank_mean,dpp_relative_gain_mean,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
clip_b32,rank_l_gram,240,268.1798976573169,2.3472451247408177,0.01096213386540003,117,0,123,0.4875,8.334707996260041,0.03301402247929231,239,0,1,0.9958333333333333
dinov2_b14,rank_l_gram,240,586.7334584502152,20.597585497199535,0.0393594295173644,240,0,0,1.0,23.687178857638536,0.044524262468875565,240,0,0,1.0
resnet50,rank_l_gram,240,855.3412952839822,48.216690125970665,0.07573400204742414,178,0,62,0.7416666666666667,71.10030525714824,0.10449383343350063,235,0,5,0.9791666666666666
vit_b16,rank_l_gram,240,554.7541859684844,11.652179949773194,0.026488699056920816,156,0,84,0.65,17.74332361774337,0.03725309976319367,236,0,4,0.9833333333333333
