encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,passes_90pct_recall_at_50pct_removal
vit_b16,dpp_subspace,3,7,7,0.2857142857142857,0.38095238095238093,0.004496525015149767,0.10297977057953941,-0.0031231624739510655,0.8571428571428572,False
vit_b16,dpp_subspace,5,7,7,0.42857142857142855,0.5714285714285714,0.0029246176992143635,0.06728588087217091,-0.0025601250784737677,0.7619047619047619,False
vit_b16,dpp_subspace,10,7,7,0.7142857142857143,0.7619047619047619,0.0019899691854204293,0.03660805820419588,-0.0019201244626726455,0.5238095238095238,False
vit_b16,facility_subspace,3,7,7,0.14285714285714285,0.23809523809523808,0.006777615206582187,0.14971741685358037,0.003808047090257917,0.8571428571428572,False
vit_b16,facility_subspace,5,7,7,0.14285714285714285,0.33333333333333337,0.005953439644404804,0.1322247246623308,-0.0015490957668849367,0.7619047619047619,False
vit_b16,facility_subspace,10,7,7,0.2857142857142857,0.42857142857142855,0.002621723924364359,0.07722711249138678,0.004618878023965022,0.5238095238095238,False
vit_b16,full_merged_rank,3,7,7,0.2857142857142857,0.38095238095238093,0.004496525015149767,0.10297977057953941,-0.0031231624739510655,0.8571428571428572,False
vit_b16,full_merged_rank,5,7,7,0.5714285714285714,0.5714285714285714,0.0022739802088056005,0.053819819361027935,-0.002777266502380368,0.7619047619047619,False
vit_b16,full_merged_rank,10,7,7,0.8571428571428571,0.8095238095238095,0.0016806704657418292,0.02116400369026627,-0.0012971435274396561,0.5238095238095238,False
vit_b16,kcenter_subspace,3,7,7,0.2857142857142857,0.2857142857142857,0.004852628707885712,0.10839933942832213,-0.00546201637813024,0.8571428571428572,False
vit_b16,kcenter_subspace,5,7,7,0.2857142857142857,0.2857142857142857,0.004852628707885712,0.10839933942832213,-0.00546201637813024,0.7619047619047619,False
vit_b16,kcenter_subspace,10,7,7,0.2857142857142857,0.42857142857142855,0.004496525015149767,0.10297977057953941,-0.0031231624739510655,0.5238095238095238,False
vit_b16,pool_vendi_subspace,3,7,7,0.2857142857142857,0.2857142857142857,0.004852628707885712,0.10839933942832213,-0.00546201637813024,0.8571428571428572,False
vit_b16,pool_vendi_subspace,5,7,7,0.2857142857142857,0.380952380952381,0.004496525015149767,0.10297977057953941,-0.0031231624739510655,0.7619047619047619,False
vit_b16,pool_vendi_subspace,10,7,7,0.2857142857142857,0.42857142857142855,0.004496525015149767,0.10297977057953941,-0.0031231624739510655,0.5238095238095238,False
vit_b16,random,3,700,7,0.15571428571428572,0.14666666666666664,0.008905407811914144,0.2062196154038299,0.002727343218667167,0.8571428571428572,False
vit_b16,random,5,700,7,0.23714285714285716,0.24428571428571427,0.006505841468061696,0.1489897421164017,0.001916784695216586,0.7619047619047619,False
vit_b16,random,10,700,7,0.4828571428571429,0.478095238095238,0.003128388881683336,0.07073485510834618,0.001369926776204792,0.5238095238095238,False
vit_b16,rank_only,3,7,7,0.42857142857142855,0.38095238095238093,0.004201991217476949,0.09493327791717913,-0.0056791578020368395,0.8571428571428572,False
vit_b16,rank_only,5,7,7,0.5714285714285714,0.5714285714285714,0.0022739802088056005,0.053819819361027935,-0.002777266502380368,0.7619047619047619,False
vit_b16,rank_only,10,7,7,0.8571428571428571,0.8571428571428571,0.0016806704657418292,0.02116400369026627,-0.0012971435274396561,0.5238095238095238,False
