encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_examples,target_validation_protocol,target_cv_folds,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
dinov2_b14,bloodmnist,medical,0,beans,0.8984526270708678,0.015330078390547766,0.9134616256|0.9082125425|0.8695651889|0.8980582952|0.9029126167,1034,stratified_5_fold,5,20260907,0.890625,500,600,256,128,0.01,1.928012540563941,0.15517183393239975,npu:4
dinov2_b14,bloodmnist,medical,0,dtd,0.7401596069335937,0.01720728515873846,0.7353723645|0.7180851102|0.7632979155|0.7273936272|0.7566490173,3760,stratified_5_fold,5,20260907,0.7473404407501221,500,600,256,128,0.01,1.928012540563941,0.08786332979798317,npu:4
dinov2_b14,bloodmnist,medical,0,eurosat,0.9035999719262123,0.0054838012596977485,0.8986083269|0.9071856141|0.9039039016|0.8966900110|0.9116465449,5000,stratified_5_fold,5,20260907,0.9085185527801514,500,600,256,128,0.01,1.928012540563941,0.04733636789023876,npu:4
dinov2_b14,bloodmnist,medical,0,flowers102,0.9970588564872742,0.003921529650705158,1.0000000000|1.0000000000|1.0000000000|0.9950981140|0.9901961684,1020,stratified_5_fold,5,20260907,0.995199978351593,500,600,256,128,0.01,1.928012540563941,0.045767052099108696,npu:4
dinov2_b14,bloodmnist,medical,0,food101,0.753200042963028,0.005889061361291585,0.7495049834|0.7643564343|0.7504950762|0.7534654140|0.7479167581,5000,stratified_5_fold,5,20260907,0.7931999564170837,500,600,256,128,0.01,1.928012540563941,0.04610961303114891,npu:4
dinov2_b14,bloodmnist,medical,0,gtsrb,0.6318000012278557,0.008990440726563081,0.6243854761|0.6248756051|0.6243756413|0.6428570747|0.6429298520,5000,stratified_5_fold,5,20260907,0.5237999558448792,500,600,256,128,0.01,1.928012540563941,0.043462302535772324,npu:4
dinov2_b14,bloodmnist,medical,0,oxford_pets,0.9445651987648529,0.00893960286816242,0.9323409200|0.9551630020|0.9538043737|0.9442177415|0.9373296499,3680,stratified_5_fold,5,20260907,0.9373126029968262,500,600,256,128,0.01,1.928012540563941,0.044304847717285156,npu:4
dinov2_b14,bloodmnist,medical,1,beans,0.9216634521055498,0.011050940659763107,0.9182693362|0.9082125425|0.9178743958|0.9223300815|0.9417475462,1034,stratified_5_fold,5,20260907,0.9375,500,600,256,128,0.01,1.1881311852484941,0.034751344472169876,npu:4
dinov2_b14,bloodmnist,medical,1,dtd,0.7465425848960876,0.014213172969029603,0.7579787970|0.7194149494|0.7579787374|0.7500000000|0.7473404408,3760,stratified_5_fold,5,20260907,0.7441489100456238,500,600,256,128,0.01,1.1881311852484941,0.03894434683024883,npu:4
dinov2_b14,bloodmnist,medical,1,eurosat,0.9087999990582466,0.005945148299008958,0.9105367661|0.9011976123|0.9129129648|0.9027081132|0.9166666269,5000,stratified_5_fold,5,20260907,0.9048147797584534,500,600,256,128,0.01,1.1881311852484941,0.03969000279903412,npu:4
dinov2_b14,bloodmnist,medical,1,flowers102,1.0,0.0,1.0000000000|1.0000000000|1.0000000000|1.0000000000|1.0000000000,1020,stratified_5_fold,5,20260907,0.9943999648094177,500,600,256,128,0.01,1.1881311852484941,0.04231005162000656,npu:4
dinov2_b14,bloodmnist,medical,1,food101,0.7480000282526016,0.00547712203085516,0.7425742745|0.7574257851|0.7425742745|0.7495049834|0.7479166985,5000,stratified_5_fold,5,20260907,0.7991999387741089,500,600,256,128,0.01,1.1881311852484941,0.043234195560216904,npu:4
dinov2_b14,bloodmnist,medical,1,gtsrb,0.633599994468689,0.010061583618256955,0.6322517395|0.6348258257|0.6183816195|0.6327967644|0.6500508785,5000,stratified_5_fold,5,20260907,0.5183999538421631,500,600,256,128,0.01,1.1881311852484941,0.040009813383221626,npu:4
dinov2_b14,bloodmnist,medical,1,oxford_pets,0.9413043444409318,0.009456966684188278,0.9323409200|0.9497282505|0.9456521869|0.9510204792|0.9277929068,3680,stratified_5_fold,5,20260907,0.934859573841095,500,600,256,128,0.01,1.1881311852484941,0.03957399167120457,npu:4
