alpha_target,gamma_target,repeat,alpha_actual,gamma_actual,r_eff_A,r_eff_B,r_eff_dominant,r_eff_subordinate,r_eff_merged,r_eff_ideal,collapse_ratio,delta_r,is_superadditive,nuclear_A,nuclear_B,q,r_pred_theory,pred_error,dominant_cause
0.0,0.5,0,8.546185704982983e-31,0.5000000000000002,36.79288311452369,36.792883114523654,36.79288311452369,36.792883114523654,69.53419188346498,73.58576622904735,0.05505921257884575,32.741308768941295,True,31.62277660168379,15.8113883008419,0.6666666666666665,69.53419188346498,0.0,superadditive
0.0,0.5,1,8.17229538069378e-31,0.5000000000000002,36.79288311452369,36.792883114523676,36.79288311452369,36.792883114523676,69.53419188346506,73.58576622904737,0.05505921257884497,32.741308768941366,True,31.622776601683785,15.811388300841898,0.6666666666666665,69.53419188346506,0.0,superadditive
0.0,0.5,2,7.270635044762187e-31,0.5,36.79288311452369,36.792883114523654,36.79288311452369,36.792883114523654,69.53419188346506,73.58576622904735,0.05505921257884479,32.741308768941366,True,31.62277660168379,15.811388300841895,0.6666666666666666,69.53419188346506,0.0,superadditive
0.0,0.5,3,9.255034969450367e-31,0.5,36.792883114523676,36.79288311452369,36.792883114523676,36.79288311452369,69.53419188346511,73.58576622904737,0.0550592125788442,32.74130876894144,True,31.62277660168379,15.811388300841895,0.6666666666666666,69.53419188346498,1.2789769243681803e-13,superadditive
0.0,0.5,4,8.56113639728396e-31,0.5,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,69.53419188346511,73.58576622904738,0.05505921257884438,32.74130876894142,True,31.62277660168379,15.811388300841895,0.6666666666666666,69.53419188346506,5.684341886080802e-14,superadditive
0.0,1.0,0,8.919992570479645e-31,1.0000000000000007,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,73.58576622904732,73.58576622904738,7.724784530186701e-16,36.79288311452363,True,31.62277660168378,31.622776601683796,0.5000000000000001,73.58576622904738,5.684341886080802e-14,superadditive
0.0,1.0,1,9.075329740111497e-31,1.0000000000000002,36.79288311452369,36.792883114523676,36.79288311452369,36.792883114523676,73.58576622904732,73.58576622904737,5.793588397640026e-16,36.79288311452363,True,31.62277660168379,31.622776601683796,0.5000000000000001,73.58576622904738,5.684341886080802e-14,superadditive
0.0,1.0,2,8.792100466884439e-31,0.9999999999999999,36.792883114523676,36.792883114523676,36.792883114523676,36.792883114523676,73.58576622904732,73.58576622904735,3.862392265093352e-16,36.79288311452365,True,31.622776601683793,31.62277660168379,0.5,73.58576622904732,0.0,superadditive
0.0,1.0,3,7.465206490379827e-31,1.0000000000000004,36.79288311452369,36.792883114523654,36.79288311452369,36.792883114523654,73.58576622904732,73.58576622904735,3.862392265093352e-16,36.79288311452363,True,31.62277660168379,31.622776601683803,0.5000000000000001,73.58576622904732,0.0,superadditive
0.0,1.0,4,7.665607392293082e-31,1.0000000000000002,36.79288311452369,36.79288311452369,36.79288311452369,36.79288311452369,73.58576622904738,73.58576622904738,0.0,36.79288311452369,True,31.62277660168379,31.622776601683796,0.5000000000000001,73.58576622904738,0.0,superadditive
