encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,passes_90pct_recall_at_50pct_removal
clip_b32,dpp_subspace,3,7,7,0.5714285714285714,0.4285714285714285,0.005632129737309041,0.1286713955860736,-0.0016082116535731503,0.8571428571428572,False
clip_b32,dpp_subspace,5,7,7,0.5714285714285714,0.5238095238095238,0.005352018560682015,0.12509997949968435,-0.0014824969427925977,0.7619047619047619,False
clip_b32,dpp_subspace,10,7,7,1.0,0.8095238095238094,0.0,0.0,0.0,0.5238095238095238,True
clip_b32,facility_subspace,3,7,7,0.2857142857142857,0.23809523809523808,0.005424022674560547,0.16923100176510192,-0.0016090052468436295,0.8571428571428572,False
clip_b32,facility_subspace,5,7,7,0.7142857142857143,0.42857142857142866,0.0018074580601283546,0.06582347246269298,-0.0009160671915326832,0.7619047619047619,False
clip_b32,facility_subspace,10,7,7,0.7142857142857143,0.4761904761904762,0.0018074580601283546,0.06582347246269298,-0.0009160671915326832,0.5238095238095238,False
clip_b32,full_merged_rank,3,7,7,0.5714285714285714,0.4285714285714285,0.005632129737309041,0.1286713955860736,-0.0016082116535731503,0.8571428571428572,False
clip_b32,full_merged_rank,5,7,7,0.8571428571428571,0.7142857142857143,0.0008241772651672427,0.03061230363374175,-0.0011160714285714285,0.7619047619047619,False
clip_b32,full_merged_rank,10,7,7,0.8571428571428571,0.8571428571428571,0.0006868141038077281,0.025510242485798244,-0.0013392857142857176,0.5238095238095238,False
clip_b32,kcenter_subspace,3,7,7,0.42857142857142855,0.19047619047619047,0.007051977089473186,0.1718682830803719,0.0009614314351763202,0.8571428571428572,False
clip_b32,kcenter_subspace,5,7,7,0.42857142857142855,0.19047619047619047,0.006777252469744001,0.16166422403840416,0.002300717149462022,0.7619047619047619,False
clip_b32,kcenter_subspace,10,7,7,0.7142857142857143,0.4761904761904762,0.0018074580601283546,0.06582347246269298,-0.0009160671915326832,0.5238095238095238,False
clip_b32,pool_vendi_subspace,3,7,7,0.42857142857142855,0.19047619047619047,0.007051977089473186,0.1718682830803719,0.0009614314351763202,0.8571428571428572,False
clip_b32,pool_vendi_subspace,5,7,7,0.42857142857142855,0.2857142857142857,0.006056136744362958,0.1352918520280547,0.002243575028010774,0.7619047619047619,False
clip_b32,pool_vendi_subspace,10,7,7,0.5714285714285714,0.5238095238095237,0.004533226149422785,0.08785496965644542,-0.0013849973678588773,0.5238095238095238,False
clip_b32,random,3,700,7,0.1457142857142857,0.13904761904761903,0.011718839151518678,0.31212060570336697,0.004330450057983395,0.8571428571428572,False
clip_b32,random,5,700,7,0.24285714285714285,0.2338095238095238,0.00857937152045113,0.22848446413905274,0.001912918601717266,0.7619047619047619,False
clip_b32,random,10,700,7,0.45285714285714285,0.46047619047619054,0.004958011167390001,0.12521005992967577,0.0005688361270087076,0.5238095238095238,False
clip_b32,rank_only,3,7,7,0.5714285714285714,0.4285714285714285,0.005632129737309041,0.1286713955860736,-0.0016082116535731503,0.8571428571428572,False
clip_b32,rank_only,5,7,7,0.8571428571428571,0.7142857142857143,0.0008241772651672427,0.03061230363374175,-0.0011160714285714285,0.7619047619047619,False
clip_b32,rank_only,10,7,7,1.0,0.8095238095238094,0.0,0.0,0.0,0.5238095238095238,True
