dataset,encoder,target_domain,budget,combination,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,target_a_proxy_estimate,target_a_proxy_first_half,target_a_proxy_second_half,target_a_proxy_half_relative_difference,squared_loss,brier_score,nll,accuracy,macro_f1,ece,brier_rank,target_a_proxy_rank,in_brier_top_q,normalized_brier_regret
office_home,resnet50,Art,1,Clipart__block_00,1125,27b326681c1d882ddb44e3e0319c441dae5d538978595707a5110d8e72cacbd0,1686,1.0,dual,0.23184864223003387,0.5285943419351417,0.5207137891960645,0.5364748946742187,0.029817015105485404,0.7172182370095459,0.9747287448294748,3.917013989682938,0.5776986951364176,0.5049001227506624,0.5564475754257843,10,9,1,0.004761851757171952
office_home,resnet50,Art,1,Clipart__block_01,1077,0be031456154a8f3a455e363813d2a26c8f02440811a494123ebbeb0c144ac2a,1686,1.0,dual,0.20427188090980053,0.5360813045833759,0.5261997307899147,0.545962878376837,0.036865951895639355,0.7127258387959742,0.9748567433020935,3.9183137599313986,0.5776986951364176,0.5039203716864998,0.5564395949674387,12,12,0,0.004893794087848718
office_home,resnet50,Art,1,Clipart__block_02,1059,7ebecc20ff1314edddc0f696bae3e2d7e358fad3c43b8b111de38be619847a4e,1686,1.0,dual,0.1850645076483488,0.5333716508324605,0.5230063206040674,0.5437369810608536,0.038867195930700045,0.70160389439083,0.9744438234399352,3.909204876103734,0.5948991696322657,0.5193699798864289,0.5734483763602314,9,10,1,0.004468151438516494
office_home,resnet50,Art,1,Clipart__block_03,1104,617111f5629a14beb84604e2ef06602868eb3a26c4724d3837bd60b3266a608a,1686,1.0,dual,0.17960784398019314,0.5342602435331328,0.5252918368774799,0.5432286501887857,0.03357317623465171,0.71092628896689,0.9747827864206449,3.916922407428737,0.5812574139976275,0.515159911290591,0.5600070965101095,11,11,0,0.004817558464811353
office_home,resnet50,Art,1,Product__block_00,1142,7270c8a8f24b24727a72b3f1cba140428ed2c192e091d64c700d7f9f65588ec9,1686,1.0,dual,0.22009180672466755,0.48611853339880723,0.47933626729760753,0.49290079950000704,0.027903754476423726,0.656629398491106,0.9733935930501167,3.883920634560321,0.6340450771055753,0.582933229105138,0.6121772403114515,5,5,1,0.003385561603300091
office_home,resnet50,Art,1,Product__block_01,1099,eee1ff2cfc1f9044bdee435e22a48b77ae888b440fb5b4b26b9f5cb90b2dcea4,1686,1.0,dual,0.1921922117471695,0.4952427427662702,0.4891107290036953,0.5013747565288451,0.024763669340507288,0.6754926189556189,0.973891085071475,3.895921885485463,0.6209964412811388,0.5711804728715257,0.5993313258776718,6,6,1,0.0038983822287981364
office_home,resnet50,Art,1,Product__block_02,1121,c822aa8a4f79eecc19a26d2a6156da6ac19aea26b54feb72b745d99537b4bad8,1686,1.0,dual,0.215584272518754,0.49650696711208825,0.4898725866752679,0.5031413475489086,0.02672421889831253,0.6925427173881386,0.9743237196874059,3.9060943205438443,0.5836298932384342,0.539939595496933,0.5620537208456132,8,7,1,0.004344347078139926
office_home,resnet50,Art,1,Product__block_03,1077,2c3ad22cd255f246bf92b1dcc5d3298223722da9b934a524aa38ef890f8cb219,1686,1.0,dual,0.18661915510892868,0.5023392497710366,0.4946714632946285,0.5100070362474447,0.030528319178336247,0.6761327915017151,0.9740649922458204,3.8984882770054865,0.6304863582443654,0.571472786548941,0.6090002023351769,7,8,1,0.004077647789043527
office_home,resnet50,Art,1,Real World__block_00,1050,69a64348e87c0fc1fdc38432b8a51f9c425eb6a2b8ef6953612dad3b691d3961,1686,1.0,dual,0.18856161274015903,0.4240076996634403,0.41978156296811564,0.4282338363587651,0.019934245055829247,0.5835662450335285,0.9704605311554131,3.819608562785988,0.7016607354685647,0.6556277097462465,0.6782935709794162,3,3,1,0.000362126913112084
office_home,resnet50,Art,1,Real World__block_01,1065,6d63d4a153541ac317ee693098c26eaac6fb3750adcce9f999a1a60f718aacbc,1686,1.0,dual,0.18834743089973927,0.4278134817654079,0.4249896073914542,0.43063735613936155,0.01320142769835455,0.592438116050828,0.9705124799236541,3.8235868315799766,0.6862396204033214,0.6446632702096651,0.6629214872812984,4,4,1,0.00041567631426723053
office_home,resnet50,Art,1,Real World__block_02,1086,57f0dc9ad42b90e3d1c1e8b2799d868f7c82eb2f55bca74690be697a11312a30,1686,1.0,dual,0.21551579795777798,0.42233534141979,0.41784878017473087,0.42682190266484915,0.02124643999707151,0.5857434516348129,0.9701135592933319,3.814557237927003,0.6903914590747331,0.6445062189602492,0.6667658066388169,2,2,1,4.4642377250514885e-06
office_home,resnet50,Art,1,Real World__block_03,1147,c2b19e01e7ee4c1cbb1fbf439abefeb09b94b00a021babbb71c4c34d2f7bb566,1686,1.0,dual,0.23302248865365982,0.41684599963035446,0.4132834738531725,0.4204085254075364,0.017092767018712433,0.5748487147494661,0.9701092284951166,3.813632480047658,0.708185053380783,0.6598068326146399,0.6847680357277592,1,1,1,0.0
office_home,resnet50,Art,3,Clipart__block_00|Clipart__block_01|Clipart__block_02,3261,ff9b4cf72c67c8396af22639e72c6b56eaae068bcb0b49c566b04f933a948072,1686,1.0,primal,0.40094299986958504,0.39253034260578856,0.3865851866012527,0.39847549861032444,0.030291446847493755,0.6652926739321386,0.970380446116713,3.82727607062014,0.6512455516014235,0.5914844361377909,0.6276609668757025,213,218,0,0.003649123044033834
office_home,resnet50,Art,3,Clipart__block_00|Clipart__block_01|Clipart__block_03,3306,d8500b6c25037036999e794c69718444d6f727f5db1982631f80690fc97a73a9,1686,1.0,primal,0.40765573270618916,0.3932524271484302,0.3878513671395216,0.39865348715733884,0.027468667125962937,0.6699574277924516,0.9705517921807885,3.8304599012796308,0.6346381969157769,0.5758375168233139,0.6111297572570951,216,219,0,0.0038263435637120166
office_home,resnet50,Art,3,Clipart__block_00|Clipart__block_01|Product__block_00,3344,74212ddb938175142fd0e9a2a93c540e70c99fc87d11e2f84f3ef9a71d2cb072,1686,1.0,primal,0.4005853310227394,0.3458666349277283,0.3415156145208856,0.3502176553345711,0.025160104892754092,0.6181421285212116,0.9690341532310219,3.7978494310355413,0.6755634638196916,0.6271231060609213,0.6514100166756764,171,191,0,0.00225667363979081
office_home,resnet50,Art,3,Clipart__block_00|Clipart__block_01|Product__block_01,3301,9e1d4487c21431389ee6dd9f66995697628d5648bd017c8756ea86efd8bf02b1,1686,1.0,primal,0.41758125461637974,0.34802798556317327,0.34394278868079076,0.3521131824455558,0.02347625508202689,0.6227559147136802,0.9690756901016893,3.7993152029159503,0.6743772241992882,0.6268299130918915,0.6502098679355254,174,196,0,0.002299634567111722
