encoder,target,method,replicate,shortlist_size,candidate_count,removed_fraction,best_candidate_recall,best_candidate_confidence_set_recall,top3_candidate_recall,best_candidate_family_recall,top3_candidate_family_recall,oracle_source,oracle_sources,oracle_source_count,oracle_confidence_sources,oracle_confidence_source_count,oracle_source_family,oracle_source_families,selected_source,selected_source_family,shortlist,shortlist_families,candidate_family_count,selected_family_count,removed_family_fraction,oracle_validation_accuracy,selected_validation_accuracy,validation_regret,normalized_validation_regret,adapter_seeds,primary_tie_tolerance,oracle_validation_margin_to_second,stage2_evaluations,exhaustive_stage2_evaluations,best_candidate_recall_tol_0,best_candidate_recall_tol_0p001,best_candidate_recall_tol_0p002,best_candidate_recall_tol_0p005,oracle_selected_test_accuracy,selected_test_accuracy,test_regret_vs_exhaustive_validation_selection,heldout_adapter_seeds
resnet50,beans,random,91,3,21,0.8571428571428572,0,0,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar100,cifar100_shared_images,cifar100|octmnist|svhn,cifar100_shared_images|octmnist|svhn,17,3,0.8235294117647058,0.8653771935394701,0.8537717731786036,0.011605420360866425,0.2538787556157711,5,1e-12,0.0020631806878103065,3,21,0,0,0,0,0.8890625,0.8703125,0.018749999999999933,5
resnet50,beans,random,92,3,21,0.8571428571428572,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,dermamnist|organsmnist|pathmnist,dermamnist|organmnist_views|pathmnist,17,3,0.8235294117647058,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,3,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,93,3,21,0.8571428571428572,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,dermamnist|rendered_sst2|tiny_imagenet,dermamnist|rendered_sst2|tiny_imagenet,17,3,0.8235294117647058,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,3,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,94,3,21,0.8571428571428572,0,1,0.0,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,pneumoniamnist,pneumoniamnist,mnist|pneumoniamnist|svhn,handwritten_digits|pneumoniamnist|svhn,17,3,0.8235294117647058,0.8653771935394701,0.8571244547476237,0.008252738791846403,0.18053590389202812,5,1e-12,0.0020631806878103065,3,21,0,0,0,0,0.8890625,0.8859375,0.0031249999999999334,5
resnet50,beans,random,95,3,21,0.8571428571428572,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,cifar100|dermamnist|pneumoniamnist,cifar100_shared_images|dermamnist|pneumoniamnist,17,3,0.8235294117647058,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,3,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,96,3,21,0.8571428571428572,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,organamnist|pneumoniamnist|usps,handwritten_digits|organmnist_views|pneumoniamnist,17,3,0.8235294117647058,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,3,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,97,3,21,0.8571428571428572,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,pneumoniamnist,pneumoniamnist,pneumoniamnist|stl10|tissuemnist,pneumoniamnist|stl10|tissuemnist,17,3,0.8235294117647058,0.8653771935394701,0.8571244547476237,0.008252738791846403,0.18053590389202812,5,1e-12,0.0020631806878103065,3,21,0,0,0,0,0.8890625,0.8859375,0.0031249999999999334,5
resnet50,beans,random,98,3,21,0.8571428571428572,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,bloodmnist,bloodmnist,bloodmnist|organcmnist|pathmnist,bloodmnist|organmnist_views|pathmnist,17,3,0.8235294117647058,0.8653771935394701,0.8536428271225389,0.011734366416931152,0.2566995637586336,5,1e-12,0.0020631806878103065,3,21,0,0,0,0,0.8890625,0.884375,0.004687499999999956,5
resnet50,beans,random,99,3,21,0.8571428571428572,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,cifar10|cifar100_coarse|organamnist,cifar10|cifar100_shared_images|organmnist_views,17,3,0.8235294117647058,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,3,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,agglomerative_subspace,-1,5,21,0.7619047619047619,0,1,0.3333333333333333,1,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,bloodmnist|cifar100_coarse|fashion_mnist|mnist|organcmnist,bloodmnist|cifar100_shared_images|fashion_mnist|handwritten_digits|organmnist_views,17,5,0.7058823529411764,0.8653771935394701,0.8633140128516598,0.0020631806878103065,0.04513388824742805,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.8828125,0.006249999999999978,5
resnet50,beans,dpp_subspace,-1,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,tiny_imagenet|stl10|cifar100|cifar10|organcmnist,cifar10|cifar100_shared_images|organmnist_views|stl10|tiny_imagenet,17,5,0.7058823529411764,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,exact_merged_rank_greedy,-1,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,tiny_imagenet|stl10|cifar100|cifar10|cifar100_coarse,cifar10|cifar100_shared_images|stl10|tiny_imagenet,17,4,0.7647058823529411,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,facility_subspace,-1,5,21,0.7619047619047619,0,0,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,svhn,svhn,organsmnist|cifar100_coarse|svhn|rendered_sst2|retinamnist,cifar100_shared_images|organmnist_views|rendered_sst2|retinamnist|svhn,17,5,0.7058823529411764,0.8653771935394701,0.8484203841361901,0.016956809403279927,0.3709450874381872,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,kcenter_subspace,-1,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,tiny_imagenet|rendered_sst2|usps|retinamnist|pathmnist,handwritten_digits|pathmnist|rendered_sst2|retinamnist|tiny_imagenet,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,leverage_centroid,-1,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,stl10,stl10,rendered_sst2|stl10|retinamnist|bloodmnist|pathmnist,bloodmnist|pathmnist|rendered_sst2|retinamnist|stl10,17,5,0.7058823529411764,0.8653771935394701,0.8560928558972787,0.009284337642191387,0.2031030341015789,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.8984375,-0.009375000000000022,5
resnet50,beans,pool_vendi_subspace,-1,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,tiny_imagenet|rendered_sst2|usps|retinamnist|stl10,handwritten_digits|rendered_sst2|retinamnist|stl10|tiny_imagenet,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,rank_l_gram,-1,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,stl10|cifar100|tiny_imagenet|fashion_mnist|pathmnist,cifar100_shared_images|fashion_mnist|pathmnist|stl10|tiny_imagenet,17,5,0.7058823529411764,0.8653771935394701,0.8633140128516598,0.0020631806878103065,0.04513388824742805,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.8828125,0.006249999999999978,5
resnet50,beans,rank_only,-1,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,tiny_imagenet|cifar100_coarse|cifar100|stl10|cifar10,cifar10|cifar100_shared_images|stl10|tiny_imagenet,17,4,0.7647058823529411,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,random,0,5,21,0.7619047619047619,1,1,0.6666666666666666,1,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,bloodmnist|breastmnist|mnist|tiny_imagenet|usps,bloodmnist|breastmnist|handwritten_digits|tiny_imagenet,17,4,0.7647058823529411,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,1,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,cifar10|dermamnist|organamnist|organsmnist|rendered_sst2,cifar10|dermamnist|organmnist_views|rendered_sst2,17,4,0.7647058823529411,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,2,5,21,0.7619047619047619,1,1,0.6666666666666666,1,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,breastmnist|cifar10|mnist|organsmnist|usps,breastmnist|cifar10|handwritten_digits|organmnist_views,17,4,0.7647058823529411,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,3,5,21,0.7619047619047619,1,1,0.6666666666666666,1,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,breastmnist|cifar100|stl10|tissuemnist|usps,breastmnist|cifar100_shared_images|handwritten_digits|stl10|tissuemnist,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,4,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,tissuemnist,tissuemnist,bloodmnist|organsmnist|retinamnist|tiny_imagenet|tissuemnist,bloodmnist|organmnist_views|retinamnist|tiny_imagenet|tissuemnist,17,5,0.7058823529411764,0.8653771935394701,0.854867845512374,0.010509348027096022,0.22990121137266628,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.875,0.014062499999999978,5
resnet50,beans,random,5,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,breastmnist,breastmnist,breastmnist|organamnist|organsmnist|rendered_sst2|retinamnist,breastmnist|organmnist_views|rendered_sst2|retinamnist,17,4,0.7647058823529411,0.8653771935394701,0.8620889880978468,0.0032882054416232265,0.07193237985099471,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.875,0.014062499999999978,5
resnet50,beans,random,6,5,21,0.7619047619047619,0,1,0.6666666666666666,0,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,breastmnist|cifar10|fashion_mnist|rendered_sst2|stl10,breastmnist|cifar10|fashion_mnist|rendered_sst2|stl10,17,5,0.7058823529411764,0.8653771935394701,0.8633140128516598,0.0020631806878103065,0.04513388824742805,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.8828125,0.006249999999999978,5
resnet50,beans,random,7,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,pneumoniamnist,pneumoniamnist,cifar100_coarse|octmnist|organcmnist|pneumoniamnist|svhn,cifar100_shared_images|octmnist|organmnist_views|pneumoniamnist|svhn,17,5,0.7058823529411764,0.8653771935394701,0.8571244547476237,0.008252738791846403,0.18053590389202812,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.8859375,0.0031249999999999334,5
resnet50,beans,random,8,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,cifar10|fashion_mnist|octmnist|organamnist|tiny_imagenet,cifar10|fashion_mnist|octmnist|organmnist_views|tiny_imagenet,17,5,0.7058823529411764,0.8653771935394701,0.8633140128516598,0.0020631806878103065,0.04513388824742805,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.8828125,0.006249999999999978,5
resnet50,beans,random,9,5,21,0.7619047619047619,1,1,0.6666666666666666,1,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,breastmnist|cifar10|cifar100|pathmnist|usps,breastmnist|cifar10|cifar100_shared_images|handwritten_digits|pathmnist,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,10,5,21,0.7619047619047619,0,1,0.6666666666666666,1,1.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,breastmnist|fashion_mnist|mnist|pathmnist|rendered_sst2,breastmnist|fashion_mnist|handwritten_digits|pathmnist|rendered_sst2,17,5,0.7058823529411764,0.8653771935394701,0.8633140128516598,0.0020631806878103065,0.04513388824742805,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.8828125,0.006249999999999978,5
resnet50,beans,random,11,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,cifar100|organsmnist|pneumoniamnist|retinamnist|usps,cifar100_shared_images|handwritten_digits|organmnist_views|pneumoniamnist|retinamnist,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,12,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,dermamnist|organamnist|pneumoniamnist|retinamnist|tissuemnist,dermamnist|organmnist_views|pneumoniamnist|retinamnist|tissuemnist,17,5,0.7058823529411764,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,13,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,cifar10|dermamnist|organcmnist|pneumoniamnist|tissuemnist,cifar10|dermamnist|organmnist_views|pneumoniamnist|tissuemnist,17,5,0.7058823529411764,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,14,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,octmnist|organamnist|organsmnist|pneumoniamnist|usps,handwritten_digits|octmnist|organmnist_views|pneumoniamnist,17,4,0.7647058823529411,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,15,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,cifar100|stl10|svhn|tiny_imagenet|usps,cifar100_shared_images|handwritten_digits|stl10|svhn|tiny_imagenet,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,16,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,cifar100|cifar100_coarse|organcmnist|pneumoniamnist|usps,cifar100_shared_images|handwritten_digits|organmnist_views|pneumoniamnist,17,4,0.7647058823529411,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,17,5,21,0.7619047619047619,1,1,0.6666666666666666,1,0.6666666666666666,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,cifar100|cifar100_coarse|fashion_mnist|pathmnist|usps,cifar100_shared_images|fashion_mnist|handwritten_digits|pathmnist,17,4,0.7647058823529411,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
resnet50,beans,random,18,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar100,cifar100_shared_images,cifar100|cifar100_coarse|organamnist|rendered_sst2|tiny_imagenet,cifar100_shared_images|organmnist_views|rendered_sst2|tiny_imagenet,17,4,0.7647058823529411,0.8653771935394701,0.8537717731786036,0.011605420360866425,0.2538787556157711,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.8703125,0.018749999999999933,5
resnet50,beans,random,19,5,21,0.7619047619047619,0,1,0.0,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,pneumoniamnist,pneumoniamnist,mnist|organcmnist|pneumoniamnist|rendered_sst2|svhn,handwritten_digits|organmnist_views|pneumoniamnist|rendered_sst2|svhn,17,5,0.7058823529411764,0.8653771935394701,0.8571244547476237,0.008252738791846403,0.18053590389202812,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.8859375,0.0031249999999999334,5
resnet50,beans,random,20,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,bloodmnist|cifar10|organamnist|rendered_sst2|stl10,bloodmnist|cifar10|organmnist_views|rendered_sst2|stl10,17,5,0.7058823529411764,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,random,21,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,breastmnist,breastmnist,breastmnist|cifar100|rendered_sst2|stl10|svhn,breastmnist|cifar100_shared_images|rendered_sst2|stl10|svhn,17,5,0.7058823529411764,0.8653771935394701,0.8620889880978468,0.0032882054416232265,0.07193237985099471,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.875,0.014062499999999978,5
resnet50,beans,random,22,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,dermamnist,dermamnist,bloodmnist|cifar10|dermamnist|organcmnist|stl10,bloodmnist|cifar10|dermamnist|organmnist_views|stl10,17,5,0.7058823529411764,0.8653771935394701,0.8606060799631591,0.004771113576310992,0.10437229673642906,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.878125,0.010937499999999933,5
resnet50,beans,random,23,5,21,0.7619047619047619,0,1,0.3333333333333333,0,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,fashion_mnist,fashion_mnist,fashion_mnist|organcmnist|svhn|tiny_imagenet|tissuemnist,fashion_mnist|organmnist_views|svhn|tiny_imagenet|tissuemnist,17,5,0.7058823529411764,0.8653771935394701,0.8633140128516598,0.0020631806878103065,0.04513388824742805,5,1e-12,0.0020631806878103065,5,21,0,0,0,1,0.8890625,0.8828125,0.006249999999999978,5
resnet50,beans,random,24,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,stl10,stl10,cifar100_coarse|organsmnist|rendered_sst2|retinamnist|stl10,cifar100_shared_images|organmnist_views|rendered_sst2|retinamnist|stl10,17,5,0.7058823529411764,0.8653771935394701,0.8560928558972787,0.009284337642191387,0.2031030341015789,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.8984375,-0.009375000000000022,5
resnet50,beans,random,25,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,cifar10|rendered_sst2|retinamnist|stl10|svhn,cifar10|rendered_sst2|retinamnist|stl10|svhn,17,5,0.7058823529411764,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,random,26,5,21,0.7619047619047619,0,1,0.0,0,0.0,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,cifar10,cifar10,cifar10|octmnist|organamnist|organcmnist|tissuemnist,cifar10|octmnist|organmnist_views|tissuemnist,17,4,0.7647058823529411,0.8653771935394701,0.8589297360062677,0.0064474575332024164,0.14104379199692813,5,1e-12,0.0020631806878103065,5,21,0,0,0,0,0.8890625,0.871875,0.017187500000000022,5
resnet50,beans,random,27,5,21,0.7619047619047619,1,1,0.3333333333333333,1,0.3333333333333333,usps,usps,1,breastmnist|cifar10|dermamnist|fashion_mnist|organcmnist|pneumoniamnist|stl10|tiny_imagenet|usps,9,handwritten_digits,handwritten_digits,usps,handwritten_digits,bloodmnist|cifar100|organamnist|tissuemnist|usps,bloodmnist|cifar100_shared_images|handwritten_digits|organmnist_views|tissuemnist,17,5,0.7058823529411764,0.8653771935394701,0.8653771935394701,0.0,0.0,5,1e-12,0.0020631806878103065,5,21,1,1,1,1,0.8890625,0.8890625,0.0,5
