encoder,method,shortlist_size,rows,targets,best_candidate_recall_mean,top3_candidate_recall_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_mean,removed_fraction,selected_family_count_mean,removed_family_fraction_mean,passes_90pct_recall_at_50pct_removal
vit_b16,dpp_subspace,3,7,7,0.7142857142857143,0.42857142857142855,1.0,0.6666666666666666,7.424655868896021e-05,0.00230057113394302,-0.0013482110840933553,0.8571428571428572,3.0,0.8235294117647057,False
vit_b16,dpp_subspace,5,7,7,0.7142857142857143,0.4761904761904762,1.0,0.7619047619047619,7.424655868896021e-05,0.00230057113394302,-0.0013482110840933553,0.7619047619047619,5.0,0.7058823529411765,False
vit_b16,dpp_subspace,10,7,7,1.0,0.8571428571428571,1.0,0.9047619047619048,0.0,0.0,0.0,0.5238095238095238,9.0,0.4705882352941177,True
vit_b16,facility_subspace,3,7,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.0034951752580751894,0.11149398828540928,0.0027491654668535697,0.8571428571428572,3.0,0.8235294117647057,False
vit_b16,facility_subspace,5,7,7,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.47619047619047616,0.001267931150606432,0.04931652178547167,0.0006388119288853426,0.7619047619047619,5.0,0.7058823529411765,False
vit_b16,facility_subspace,10,7,7,0.5714285714285714,0.5238095238095238,0.5714285714285714,0.5714285714285714,0.001267931150606432,0.04931652178547167,0.0006388119288853426,0.5238095238095238,10.0,0.41176470588235287,False
vit_b16,full_merged_rank,3,7,7,0.7142857142857143,0.42857142857142855,1.0,0.6666666666666666,7.424655868896021e-05,0.00230057113394302,-0.0013482110840933553,0.8571428571428572,3.0,0.8235294117647057,False
vit_b16,full_merged_rank,5,7,7,1.0,0.7142857142857143,1.0,0.7142857142857143,0.0,0.0,0.0,0.7619047619047619,4.0,0.7647058823529411,True
vit_b16,full_merged_rank,10,7,7,1.0,0.9047619047619048,1.0,0.9047619047619048,0.0,0.0,0.0,0.5238095238095238,8.0,0.5294117647058824,True
vit_b16,kcenter_subspace,3,7,7,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.0015450619732619378,0.049348491759165745,-0.0003967898232596277,0.8571428571428572,3.0,0.8235294117647057,False
vit_b16,kcenter_subspace,5,7,7,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.001296374903926962,0.040031736094389855,0.0016121387481689406,0.7619047619047619,5.0,0.7058823529411765,False
vit_b16,kcenter_subspace,10,7,7,0.7142857142857143,0.5238095238095238,0.7142857142857143,0.5714285714285714,7.424655868896021e-05,0.00230057113394302,-0.0013482110840933553,0.5238095238095238,10.0,0.41176470588235287,False
vit_b16,pool_vendi_subspace,3,7,7,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.0015450619732619378,0.049348491759165745,-0.0003967898232596277,0.8571428571428572,3.0,0.8235294117647057,False
vit_b16,pool_vendi_subspace,5,7,7,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.4761904761904762,7.424655868896021e-05,0.00230057113394302,-0.0013482110840933553,0.7619047619047619,5.0,0.7058823529411765,False
vit_b16,pool_vendi_subspace,10,7,7,0.7142857142857143,0.5238095238095238,0.7142857142857143,0.5714285714285714,7.424655868896021e-05,0.00230057113394302,-0.0013482110840933553,0.5238095238095238,10.0,0.41176470588235287,False
vit_b16,random,3,700,7,0.15,0.13714285714285715,0.17857142857142858,0.18047619047619046,0.0059447895936296825,0.20669801341840607,0.006760693269116546,0.8571428571428572,2.9371428571428573,0.8272268907563024,False
vit_b16,random,5,700,7,0.2714285714285714,0.25142857142857145,0.3271428571428571,0.3157142857142857,0.003875077837700207,0.13379897214452166,0.0046024031213351725,0.7619047619047619,4.7785714285714285,0.7189075630252101,False
vit_b16,random,10,700,7,0.47285714285714286,0.479047619047619,0.55,0.5733333333333334,0.0018999176113355556,0.06436638911362075,0.0025761026484625764,0.5238095238095238,9.015714285714285,0.4696638655462185,False
vit_b16,rank_only,3,7,7,0.7142857142857143,0.5238095238095237,0.7142857142857143,0.5238095238095237,0.0014708154145729774,0.04704792062522273,0.0009514212608337276,0.8571428571428572,2.0,0.8823529411764708,False
vit_b16,rank_only,5,7,7,1.0,0.7142857142857143,1.0,0.7142857142857143,0.0,0.0,0.0,0.7619047619047619,4.0,0.7647058823529411,True
vit_b16,rank_only,10,7,7,1.0,0.8571428571428571,1.0,0.8571428571428571,0.0,0.0,0.0,0.5238095238095238,7.0,0.5882352941176471,True
