encoder,source,source_domain,adapter_seed,target,validation_accuracy,validation_accuracy_std,validation_fold_accuracies,validation_partition_accuracies,validation_accuracy_std_across_partitions,validation_examples,unique_validation_examples,target_validation_protocol,target_cv_folds,target_cv_partitions,target_cv_seed,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
vit_b16,bloodmnist,medical,3,eurosat,0.8963333354314168,0.007252369808644302,0.9015904069|0.8842315674|0.9109109044|0.8976930380|0.8885542154|0.9015904665|0.8872255683|0.9009009600|0.8976930380|0.8845381737|0.9025844336|0.9001996517|0.8928928971|0.8966901302|0.8975903392,0.8965999862|0.8944000135|0.8980000066,0.001481736488995445,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.897777795791626,500,600,256,128,0.01,1.2067926917225122,0.16147936880588531,npu:7
vit_b16,bloodmnist,medical,3,flowers102,0.6915033380190531,0.025905771864596878,0.7254902720|0.6764706373|0.6862745881|0.7156863213|0.6960784793|0.6764706373|0.7303922176|0.7058824301|0.7058824301|0.6274510622|0.7156863213|0.6813726425|0.6911765337|0.6764706969|0.6617648005,0.7000000596|0.6892157555|0.6852941990,0.006217735899269171,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7026000022888184,500,600,256,128,0.01,1.2067926917225122,0.18875852972269058,npu:7
vit_b16,bloodmnist,medical,3,food101,0.4211333550810814,0.009191555870798073,0.4297029972|0.4099010229|0.4217821956|0.4227722883|0.4135416746|0.4069307148|0.4386138916|0.4217821956|0.4237623811|0.4072917104|0.4108911157|0.4287129045|0.4297029972|0.4217821956|0.4291666746,0.4196000193|0.4198000234|0.4240000225,0.0020286838267754496,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.45799994468688965,500,600,256,128,0.01,1.2067926917225122,0.18173322640359402,npu:7
vit_b16,bloodmnist,medical,3,gtsrb,0.6224666801214217,0.011745721041307272,0.6155359149|0.6129353046|0.6243756413|0.6358149052|0.6408952475|0.6194690466|0.6258705854|0.6213786006|0.6398390532|0.6093591452|0.6066863537|0.6079602242|0.6103896499|0.6287726164|0.6388607025,0.6258000135|0.6231999993|0.6184000275,0.003065209709539248,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.4883999824523926,500,600,256,128,0.01,1.2067926917225122,0.20512984320521355,npu:7
vit_b16,bloodmnist,medical,3,oxford_pets,0.913949273456482,0.003301563277814664,0.9161027670|0.9089673758|0.9157608747|0.9115647078|0.9114440680|0.9161027670|0.9157608747|0.9103261232|0.9142857790|0.9223433137|0.9133964181|0.9171196222|0.9130434990|0.9129252434|0.9100816846,0.9127717237|0.9157608737|0.9133152230,0.001300069072256626,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.899972677230835,500,600,256,128,0.01,1.2067926917225122,0.11893108673393726,npu:7
vit_b16,bloodmnist,medical,4,beans,0.8320438620699827,0.01929594379587595,0.8269231319|0.8357487917|0.8502415419|0.8543689251|0.8349514604|0.8173077703|0.8502415419|0.8164250851|0.8495146036|0.8106796741|0.8413462043|0.8309178948|0.8164250851|0.7864077687|0.8592233658,0.8404255415|0.8288201443|0.8268859004,0.005979115719994365,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.78125,500,600,256,128,0.01,1.3047533594071865,0.14125879295170307,npu:7
vit_b16,bloodmnist,medical,4,dtd,0.6001773277918497,0.015042215758874617,0.5917553902|0.6276595592|0.5864361525|0.5718085170|0.6170213223|0.5877659917|0.5984042883|0.5957447290|0.6170213223|0.6050531864|0.6090425849|0.5811170340|0.6010638475|0.5944148898|0.6183511019,0.5989361882|0.6007979035|0.6007978916,0.0008776182069760073,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.612765908241272,500,600,256,128,0.01,1.3047533594071865,0.15608331374824047,npu:7
vit_b16,bloodmnist,medical,4,eurosat,0.8892666536211967,0.007992220395805417,0.8906559944|0.8932135701|0.8968968987|0.8816449046|0.8785139918|0.8946321011|0.9011976719|0.8978979588|0.8826479912|0.8755019903|0.8797216415|0.8992016315|0.8888888955|0.8846539259|0.8935742378,0.8881999671|0.8904000103|0.8891999836,0.0008994002426613084,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8925925493240356,500,600,256,128,0.01,1.3047533594071865,0.17380818165838718,npu:7
vit_b16,bloodmnist,medical,4,flowers102,0.6856209874153137,0.028463284367597815,0.6862745881|0.7058824301|0.6715686917|0.6960785389|0.6862745881|0.6617647409|0.7156863213|0.7156863213|0.6862745881|0.6274510622|0.7009804845|0.7401961684|0.6862745881|0.6617647409|0.6421569586,0.6892157674|0.6813726068|0.6862745881,0.0032351391070878713,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.7067999839782715,500,600,256,128,0.01,1.3047533594071865,0.2011788748204708,npu:7
vit_b16,bloodmnist,medical,4,food101,0.4252666869958242,0.01185169635325314,0.4326732755|0.4455446005|0.4178217947|0.4346534908|0.4104166925|0.4178217947|0.4495049715|0.4158415794|0.4138614237|0.4218750298|0.4079208076|0.4297029674|0.4316831827|0.4287129045|0.4197916985,0.4284000236|0.4238000191|0.4236000183,0.0022171075298872676,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.45799997448921204,500,600,256,128,0.01,1.3047533594071865,0.1789075080305338,npu:7
vit_b16,bloodmnist,medical,4,gtsrb,0.6166000119249025,0.01618159390955218,0.6066863537|0.6308457851|0.6053946018|0.6468813419|0.6093591452|0.6470010281|0.6238806248|0.5934066176|0.6126760244|0.5879959464|0.6096361876|0.6179103851|0.6153846383|0.6136820912|0.6276704073,0.6198000252|0.6132000163|0.6167999944,0.002698150487296014,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.49219998717308044,500,600,256,128,0.01,1.3047533594071865,0.12972934544086456,npu:7
vit_b16,bloodmnist,medical,4,oxford_pets,0.9113224581855794,0.008365238204944498,0.9282813668|0.9008152485|0.9157608747|0.9034014344|0.9128065109|0.9161027670|0.9048913121|0.9103261232|0.9034013748|0.9155312777|0.9079836607|0.9103261232|0.9252717495|0.9170068502|0.8978201747,0.9122282582|0.9100543330|0.9116847834,0.0009237414120855851,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8934314250946045,500,600,256,128,0.01,1.3047533594071865,0.10698638670146465,npu:7
vit_b16,breastmnist,medical,0,beans,0.8204384429427134,0.026355308074626188,0.8798078299|0.7826086283|0.8260869980|0.8203883767|0.8398058414|0.8461538553|0.8115942478|0.8357487917|0.7864077687|0.8300970793|0.8076922894|0.7777777910|0.7971014380|0.8300971389|0.8349514604,0.8297872652|0.8220502996|0.8094777641,0.00836928989992749,3102,1034,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.859375,500,600,256,128,0.01,1.301553001627326,0.13258817419409752,npu:7
vit_b16,breastmnist,medical,0,dtd,0.5914893825848898,0.0181501789554569,0.6050531864|0.6037234068|0.6143617034|0.5332446694|0.5864361525|0.5930851698|0.5890957713|0.5970745087|0.5944149494|0.6010638475|0.5784574747|0.5797872543|0.6050531864|0.5957447290|0.5957447290,0.5885638237|0.5949468493|0.5909574747,0.002632862648869901,11280,3760,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.5994680523872375,500,600,256,128,0.01,1.301553001627326,0.1453601960092783,npu:7
vit_b16,breastmnist,medical,0,eurosat,0.8846666532158851,0.01062426845314529,0.8707752824|0.8852295876|0.9039039612|0.8876630068|0.8825300932|0.8896619081|0.9011976123|0.8948948979|0.8756268620|0.8634537458|0.8807156086|0.8892216086|0.8898898959|0.8746238947|0.8805220723,0.8860000057|0.8849999605|0.8829999934,0.0012472205744530113,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.8822222352027893,500,600,256,128,0.01,1.301553001627326,0.17734673246741295,npu:7
vit_b16,breastmnist,medical,0,flowers102,0.6758170644442241,0.01967851398185322,0.6862745881|0.6862745881|0.6764706373|0.6666667461|0.6911765337|0.6617648005|0.6813725829|0.7156863213|0.6715686917|0.6372550130|0.6862745881|0.6911765337|0.6813726425|0.6666667461|0.6372549534,0.6813726187|0.6735294819|0.6725490928,0.003948706776994271,3060,1020,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.6957999467849731,500,600,256,128,0.01,1.301553001627326,0.186644084751606,npu:7
vit_b16,breastmnist,medical,0,food101,0.4241333581209183,0.01203030959405761,0.4217821956|0.4504950643|0.4297029972|0.4287129045|0.4031250477|0.4178217947|0.4386138916|0.4168317020|0.4207921028|0.4291667044|0.4079208076|0.4168317020|0.4405940771|0.4178218246|0.4208333492,0.4270000278|0.4246000245|0.4208000221,0.002552560886882983,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.47099998593330383,500,600,256,128,0.01,1.301553001627326,0.16119084879755974,npu:7
vit_b16,breastmnist,medical,0,gtsrb,0.6181333391825358,0.015266262865734605,0.5968534946|0.6208955050|0.6413586140|0.6327967644|0.6174975038|0.6430678368|0.6109452248|0.6023976207|0.6348088980|0.5971515775|0.6037365198|0.6000000238|0.6203796268|0.6257545352|0.6246185303,0.6217999978|0.6178000009|0.6148000188,0.002867433488583337,15000,5000,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.5083999633789062,500,600,256,128,0.01,1.301553001627326,0.13105966709554195,npu:7
vit_b16,breastmnist,medical,0,oxford_pets,0.9114130358117215,0.008588216704698701,0.9269281626|0.9157608747|0.9089673758|0.9034014344|0.9128065109|0.9296345711|0.9076087475|0.9198369384|0.9006803036|0.9087193012|0.9039241672|0.9048913717|0.9116847515|0.9156463146|0.9005449414,0.9135869396|0.9133152073|0.9073369605,0.0028843546161205803,11040,3680,repeated_stratified_5_fold,5,3,20260905|20260906|20260907,0.894794225692749,500,600,256,128,0.01,1.301553001627326,0.11826591566205025,npu:7
