scope,method,shortlist_size,rows,encoder_target_exclusion_units,encoders,targets,excluded_sources,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean,passes_90pct_recall_at_50pct_removal
exclude_usps,dpp_subspace,10,28,28,4,7,1,0.8571428571428571,0.8214285714285714,0.0006124168771349525,0.02184865281770055,-0.0016031742095947274,0.5,0.8571428571428571,0.8452380952380952,8.5,0.5,False
exclude_usps,facility_subspace,10,28,28,4,7,1,0.32142857142857145,0.5833333333333333,0.0024185566551329224,0.07875964305031366,0.002053579262324741,0.5,0.32142857142857145,0.6071428571428571,10.0,0.4117647058823529,False
exclude_usps,kcenter_subspace,10,28,28,4,7,1,0.6428571428571429,0.5595238095238095,0.0006781516400299178,0.02951823064087386,0.001205816013472422,0.5,0.6428571428571429,0.5833333333333333,10.0,0.4117647058823529,False
exclude_usps,pool_vendi_subspace,10,28,28,4,7,1,0.7857142857142857,0.5833333333333333,0.0003847207473633707,0.013730845305423978,0.00021979766232627294,0.5,0.7857142857142857,0.5952380952380951,10.0,0.4117647058823529,False
exclude_usps,random,10,2800,28,4,7,1,0.49464285714285716,0.5,0.0024465706849306525,0.07985519742839518,0.0014656807269368885,0.5,0.5239285714285714,0.5736309523809523,9.144285714285715,0.4621008403361344,False
exclude_usps,rank_only,10,28,28,4,7,1,0.8571428571428571,0.8214285714285714,0.0006076482443361826,0.02088955019603279,-0.001358299595969063,0.5,0.8571428571428571,0.8214285714285714,7.25,0.5735294117647058,False
all_source_lodo,dpp_subspace,10,588,588,4,7,21,0.8571428571428571,0.8078231292517006,0.0006263153444850382,0.02489702077011905,-0.0006947581865349628,0.5,0.8571428571428571,0.842687074829932,8.642857142857142,0.47076330532212884,False
all_source_lodo,facility_subspace,10,588,588,4,7,21,0.2925170068027211,0.5164399092970521,0.002665282383793262,0.08992028327196439,0.0032890046737631944,0.5,0.33843537414965985,0.6023242630385487,10.0,0.38725490196078427,False
all_source_lodo,kcenter_subspace,10,588,588,4,7,21,0.6173469387755102,0.5345804988662132,0.0008639276011485301,0.03701326736198494,0.0020790011096162857,0.5,0.6717687074829932,0.6079931972789115,9.797619047619047,0.3996848739495798,False
all_source_lodo,pool_vendi_subspace,10,588,588,4,7,21,0.7602040816326531,0.5804988662131519,0.0004749554633646438,0.01900397844319965,0.0010549313762561019,0.5,0.8095238095238095,0.6201814058956916,9.773809523809524,0.40117296918767503,False
all_source_lodo,random,10,58800,588,4,7,21,0.49552721088435375,0.4994387755102041,0.00241167430031517,0.082257383572839,0.0021173679699905868,0.5,0.5372108843537415,0.5951729024943311,9.006615646258503,0.4483643457382953,False
all_source_lodo,rank_only,10,588,588,4,7,21,0.8554421768707483,0.8044217687074829,0.000617904080533516,0.023824942897703764,-0.0004506002072574353,0.5,0.8554421768707483,0.8109410430839002,7.476190476190476,0.542454481792717,False
