encoder_target_pairs,encoders,targets,frozen_identity_test_accuracy_mean,random_adapter_test_accuracy_mean,validation_oracle_source_adapter_test_accuracy_mean,oracle_minus_frozen_identity_mean,oracle_minus_random_adapter_mean
28,4,7,0.836539340870721,0.7714407173650606,0.769509978379522,-0.06702936249119895,-0.0019307389855384954
