method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction_mean,test_regret_vs_exhaustive_validation_selection_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
leverage_centroid,3,oxford_pets,4,0.0,0.08333333333333333,0.0056249968011093665,0.23803680390447204,0.8571428571428572,0.00512400269508359,0.0,0.08333333333333333,3.0,0.8235294117647058
leverage_centroid,5,beans,4,0.25,0.16666666666666666,0.003529981432961765,0.14504873650435712,0.7619047619047619,-0.002343749999999978,0.25,0.16666666666666666,5.0,0.7058823529411764
leverage_centroid,5,dtd,4,0.25,0.25,0.005412232677141832,0.13408612855144128,0.7619047619047619,0.005159574747085588,0.25,0.25,5.0,0.7058823529411764
leverage_centroid,5,eurosat,4,0.25,0.16666666666666666,0.002440000518957819,0.15204470755411043,0.7619047619047619,0.0029074043035507147,0.25,0.16666666666666666,5.0,0.7058823529411764
leverage_centroid,5,flowers102,4,0.25,0.3333333333333333,0.005147059162457696,0.08699225659988338,0.7619047619047619,0.0004200071096420177,0.25,0.3333333333333333,5.0,0.7058823529411764
leverage_centroid,5,food101,4,0.0,0.3333333333333333,0.0032399965336918496,0.08508002994068967,0.7619047619047619,-0.0003100022673606928,0.0,0.3333333333333333,5.0,0.7058823529411764
leverage_centroid,5,gtsrb,4,0.0,0.16666666666666666,0.007563337451418267,0.18758733504509104,0.7619047619047619,0.007319994270801572,0.0,0.20833333333333331,5.0,0.7058823529411764
leverage_centroid,5,oxford_pets,4,0.0,0.08333333333333333,0.004279890966372213,0.19087243652816244,0.7619047619047619,0.002384832501411416,0.0,0.08333333333333333,5.0,0.7058823529411764
leverage_centroid,10,beans,4,0.5,0.5,0.0007575743616126673,0.032469890908180345,0.5238095238095238,0.0062500000000000056,0.75,0.625,9.25,0.45588235294117646
leverage_centroid,10,dtd,4,0.25,0.3333333333333333,0.005412232677141832,0.13408612855144128,0.5238095238095238,0.005159574747085588,0.25,0.3333333333333333,9.25,0.45588235294117646
leverage_centroid,10,eurosat,4,0.25,0.3333333333333333,0.0010666666976611172,0.057551398730747355,0.5238095238095238,0.000925925374031078,0.25,0.41666666666666663,9.25,0.45588235294117646
leverage_centroid,10,flowers102,4,0.25,0.5833333333333333,0.003986928065617817,0.07007137751609703,0.5238095238095238,0.002310004830360396,0.5,0.625,9.25,0.45588235294117646
leverage_centroid,10,food101,4,0.0,0.41666666666666663,0.0032399965336918496,0.08508002994068967,0.5238095238095238,-0.0003100022673606928,0.0,0.41666666666666663,9.25,0.45588235294117646
leverage_centroid,10,gtsrb,4,0.25,0.5,0.0071700008515517,0.17643426934979858,0.5238095238095238,0.005320000648498566,0.25,0.5833333333333333,9.25,0.45588235294117646
leverage_centroid,10,oxford_pets,4,0.0,0.3333333333333333,0.003174813987714159,0.13956318764691333,0.5238095238095238,0.0022076755762099887,0.0,0.3333333333333333,9.25,0.45588235294117646
pool_vendi_subspace,3,beans,4,0.25,0.25,0.0013700829320458519,0.09277914545799576,0.8571428571428572,0.008593750000000039,0.25,0.25,3.0,0.8235294117647058
pool_vendi_subspace,3,dtd,4,0.25,0.3333333333333333,0.0023847526311874256,0.06760980117782794,0.8571428571428572,0.0007978796958923173,0.25,0.3333333333333333,3.0,0.8235294117647058
pool_vendi_subspace,3,eurosat,4,1.0,0.41666666666666663,0.0,0.0,0.8571428571428572,0.0,1.0,0.5,3.0,0.8235294117647058
pool_vendi_subspace,3,flowers102,4,0.25,0.25,0.006421568592389432,0.1576219244012444,0.8571428571428572,0.002279996871948242,0.25,0.41666666666666663,3.0,0.8235294117647058
pool_vendi_subspace,3,food101,4,0.75,0.3333333333333333,0.0030566678837935513,0.1005041909691681,0.8571428571428572,0.0023700058460235374,0.75,0.3333333333333333,3.0,0.8235294117647058
pool_vendi_subspace,3,gtsrb,4,0.75,0.3333333333333333,0.0013833362354835066,0.06268893526194917,0.8571428571428572,0.0016299992799758967,0.75,0.3333333333333333,3.0,0.8235294117647058
pool_vendi_subspace,3,oxford_pets,4,0.5,0.3333333333333333,0.002341483004013295,0.10544826251977674,0.8571428571428572,0.002480238676071167,0.5,0.3333333333333333,3.0,0.8235294117647058
pool_vendi_subspace,5,beans,4,0.5,0.3333333333333333,0.0011121844732323305,0.08579833391411391,0.7619047619047619,0.0003906250000000333,0.75,0.41666666666666663,5.0,0.7058823529411764
pool_vendi_subspace,5,dtd,4,0.25,0.5,0.0023847526311874256,0.06760980117782794,0.7619047619047619,0.0007978796958923173,0.25,0.5,5.0,0.7058823529411764
pool_vendi_subspace,5,eurosat,4,1.0,0.41666666666666663,0.0,0.0,0.7619047619047619,0.0,1.0,0.5,5.0,0.7058823529411764
